parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,chains,draws_per_chain,warmup_per_chain,adapt_delta,divergences,max_depth_hits,min_bfmi,passed
mu[1],-3.06777,0.00372172,0.257611,0.249737,-3.51137,-3.05271,-2.66807,4801.95,8730.37,0.343627,1.00101,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
mu[2],-0.47575,0.00146671,0.127912,0.126247,-0.691063,-0.472002,-0.270718,7663.22,8909.22,0.548378,1.0005,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
mu[3],1.89818,0.00395501,0.319914,0.315534,1.39878,1.88586,2.4459,6528.59,9737.56,0.467185,1.00081,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
mu[4],-1.39522,0.0047804,0.437874,0.437848,-2.14008,-1.38148,-0.704048,8426.84,10681.5,0.603023,1.00037,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
mu[5],1.84378,0.00154794,0.147114,0.14652,1.60672,1.84426,2.08625,9092.76,10637.9,0.650676,0.999944,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
tau[1],1.36484,0.00288028,0.218601,0.211746,1.02949,1.35048,1.74438,5730.34,9696.5,0.410062,1.00037,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
tau[2],1.18622,0.00143198,0.101347,0.101025,1.02835,1.18251,1.36002,5074.1,8961.42,0.363102,1.00012,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
tau[3],2.6025,0.00306398,0.279661,0.279309,2.17244,2.58734,3.09029,8324.14,11821.6,0.595674,1.0001,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
tau[4],3.4435,0.00296089,0.366574,0.36321,2.8751,3.42777,4.07158,15342.4,12513.3,1.0979,1.00003,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
tau[5],1.33315,0.00138227,0.128099,0.126677,1.13113,1.32867,1.55111,8552.77,10668.9,0.612034,1.0002,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
"natural[1,1]",0.0578384,0.000538325,0.0518526,0.0390635,0.00597708,0.0425751,0.162975,8498.19,11586.1,0.608129,1.00027,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
"natural[1,2]",1.32597,0.00368384,0.498781,0.466791,0.6176,1.26719,2.22626,18101.9,13509.0,1.29537,1.00008,N111_H7_zero_full,111,4,4000,3000,0.99,0,0,0.6883582985245386,True
