run,model,variant,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_subjects,n_trials,observed_high,predicted_high,residual_high,ci_low,ci_high,observed_investment,predicted_investment,residual_investment,investment_ci_low,investment_ci_high,interval_type
N111_H8_zero_full,H8,zero,conditional_history,partner,friend,all,all,all,all,all,111,2745,0.7787168939641232,0.5761949207143409,0.20252197324978238,0.5675231892687757,0.5848762325106869,4.963929540869012,4.020771275209227,0.9431582656597852,3.9771954318571594,4.06671425398177,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,offer,friend,0-2,zero,all,all,all,111,390,0.8821321321321322,0.7665590174022574,0.11557311472987475,0.7518277862888403,0.7810642891426848,1.7642642642642643,1.5331180348045148,0.2311462294597495,1.5036555725776806,1.5621285782853696,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,offer,friend,0-4,zero,all,all,all,111,395,0.8746246246246245,0.7347352811758043,0.1398893434488202,0.719427874305785,0.7478206020620034,3.498498498498498,2.9389411247032173,0.5595573737952808,2.87771149722314,2.9912824082480136,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,offer,friend,0-8,zero,all,all,all,111,386,0.8603603603603603,0.6585699924268176,0.20179036793354277,0.641673920917254,0.6737946395709218,6.882882882882883,5.268559939414541,1.6143229434683422,5.133391367338032,5.390357116567374,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,offer,friend,2-4,positive_positive,all,all,all,111,389,0.7897897897897898,0.48841556747807163,0.3013742223117181,0.4819209905765855,0.4953777150753023,3.5795795795795797,2.9768311349561434,0.6027484446234364,2.963841981153169,2.990755430150605,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,offer,friend,2-8,positive_positive,all,all,all,111,788,0.7037859287859287,0.46172060065485554,0.24206532813107318,0.44704790015475954,0.4757934573698186,6.222715572715573,4.770323603929134,1.452391968786439,4.682287400928559,4.854760744218912,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,offer,friend,4-8,positive_positive,all,all,all,111,397,0.6373873873873874,0.4632542615399128,0.17413312584747465,0.45262336760432603,0.47423607821302466,6.54954954954955,5.853017046159651,0.696532503389899,5.810493470417306,5.896944312852099,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,zero_option,friend,all,positive_positive,all,all,all,111,1574,0.7076362076362074,0.46856903150415535,0.23906717613205203,0.45678576765801443,0.4797971186691833,5.6486271986271985,4.599460200477022,1.0491669981501763,4.543386449126784,4.6565846534303805,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,zero_option,friend,all,zero,all,all,all,111,1171,0.8755115505115504,0.7210328150107661,0.15447873550078428,0.7064448197858009,0.7343974275752423,4.044227344227349,3.2398992241090627,0.8043281201182864,3.169648447768353,3.3065644192549892,posterior_expected_probability
N111_H8_zero_full,H8,zero,conditional_history,partner,stranger,all,all,all,all,all,111,2752,0.5190448454674238,0.5720094249560682,-0.052964579488644414,0.5635531975046885,0.5797394307439174,3.712182180252357,3.996603152964178,-0.2844209727118212,3.9541996707935394,4.039150393520789,posterior_expected_probability
