run,model,variant,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_subjects,n_trials,observed_high,predicted_high,residual_high,ci_low,ci_high,observed_investment,predicted_investment,residual_investment,investment_ci_low,investment_ci_high,interval_type
N111_H5_base_full,H5,base,generative_history,partner,stranger,all,all,all,all,all,111,2752,0.5190448454674238,0.389713716848633,0.1293311286187908,0.3684059923117893,0.40999633407432784,3.712182180252357,3.1434873792196067,0.5686948010327502,3.0433043761274106,3.2404020663398994,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,stranger,0-2,zero,all,all,all,111,394,0.7575075075075075,0.438536036036036,0.3189714714714715,0.3896021021021021,0.4902965465465465,1.515015015015015,0.877072072072072,0.637942942942943,0.7792042042042042,0.980593093093093,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,stranger,0-4,zero,all,all,all,111,388,0.7064564564564565,0.3962180930930931,0.3102383633633634,0.34832957957957955,0.44823573573573566,2.825825825825826,1.5848723723723723,1.2409534534534536,1.3933183183183182,1.7929429429429427,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,stranger,0-8,zero,all,all,all,111,388,0.5893393393393394,0.3418562312312312,0.24748310810810814,0.299512012012012,0.38965840840840843,4.714714714714715,2.7348498498498497,1.9798648648648651,2.396096096096096,3.1172672672672674,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,stranger,2-4,positive_positive,all,all,all,111,398,0.47822822822822825,0.4351126126126126,0.043115615615615666,0.38888888888888895,0.4842342342342342,2.956456456456457,2.870225225225225,0.08623123123123166,2.777777777777778,2.9684684684684686,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,stranger,2-8,positive_positive,all,all,all,111,791,0.392996567996568,0.3630433290433291,0.029953238953238925,0.32676721364221367,0.3999184899184899,4.357979407979408,4.178259974259975,0.17971943371943322,3.960603281853282,4.3995109395109395,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,stranger,4-8,positive_positive,all,all,all,111,393,0.3288288288288289,0.39031156156156155,-0.06148273273273264,0.33781906906906906,0.43995870870870873,5.315315315315316,5.561246246246246,-0.2459309309309301,5.351276276276277,5.759834834834835,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,zero_option,stranger,all,positive_positive,all,all,all,111,1582,0.3976950976950978,0.3879026181213681,0.009792479573729695,0.36294213856713853,0.41623382717132723,4.241932841932842,4.193332638645138,0.048600203287703536,4.063377622752623,4.321082031707032,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,zero_option,stranger,all,zero,all,all,all,111,1170,0.685289835289835,0.3922564496314497,0.2930333856583853,0.36472876285376293,0.4209398603148603,3.0025753025753033,1.7200529165529168,1.2825223860223864,1.5858344708344707,1.859311925561926,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,partner,computer,all,all,all,all,all,111,2754,0.48026954526954524,0.3854184166276272,0.09485112864191803,0.3660455418525594,0.4032787241449522,3.5342567607479887,3.11718306288701,0.4170736978609786,3.02497599013827,3.2086758818513204,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,computer,0-2,zero,all,all,all,111,395,0.6584084084084084,0.43514076576576577,0.22326764264264265,0.38661786786786784,0.48051801801801797,1.3168168168168168,0.8702815315315315,0.4465352852852853,0.7732357357357357,0.9610360360360359,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,computer,0-4,zero,all,all,all,111,392,0.6006006006006005,0.38698010510510517,0.21362049549549533,0.34459459459459457,0.4369557057057057,2.402402402402402,1.5479204204204207,0.8544819819819813,1.3783783783783783,1.7478228228228228,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,computer,0-8,zero,all,all,all,111,393,0.5157657657657658,0.3322466216216216,0.18351914414414422,0.28601726726726723,0.3761824324324324,4.126126126126127,2.657972972972973,1.4681531531531538,2.288138138138138,3.009459459459459,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,computer,2-4,positive_positive,all,all,all,111,396,0.4872372372372373,0.43337274774774776,0.05386448948948952,0.3858858858858859,0.4850600600600599,2.974474474474474,2.8667454954954956,0.1077289789789786,2.771771771771772,2.97012012012012,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,computer,2-8,positive_positive,all,all,all,111,783,0.3788610038610038,0.36099474474474474,0.017866259116259053,0.331662912912913,0.3936454311454311,4.273166023166023,4.165968468468469,0.10719755469755388,3.989977477477478,4.361872586872586,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,offer,computer,4-8,positive_positive,all,all,all,111,395,0.3498498498498498,0.387850975975976,-0.03800112612612622,0.33855105105105104,0.4391891891891892,5.399399399399399,5.551403903903904,-0.15200450450450553,5.354204204204205,5.756756756756757,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,zero_option,computer,all,positive_positive,all,all,all,111,1574,0.3994088869088869,0.3860654143154143,0.013343472593472572,0.36332553363803355,0.41018508893508887,4.232414832414832,4.187559832497333,0.04485499991749897,4.068328692703693,4.300419781044781,replicated_choice_predictive
N111_H5_base_full,H5,base,generative_history,zero_option,computer,all,zero,all,all,all,111,1180,0.5905015405015404,0.38457673257673264,0.20592480792480772,0.35870836745836737,0.41221905346905335,2.6131157131157123,1.6894153309153308,0.9237003822003815,1.5527754377754377,1.826880776880777,replicated_choice_predictive
