model,source_run,posterior_fit_window,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials,n_participants,observed_high,predicted_high,residual_high,observed_investment,predicted_investment,residual_investment,predictive_interval_low,predictive_interval_high,investment_predictive_interval_low,investment_predictive_interval_high,posterior_draws,cell_weighting,sparse_cell,history_strata
HPreference,HPreference_train_noage,training,conditional_history,partner,friend,all,all,all,all,all,2745,111,0.7787168939641232,0.7833348420927325,-0.004617948128609273,4.963929540869012,5.123844968132375,-0.15991542726336316,0.7602252106933479,0.8061631433422783,5.005596877980725,5.225630952406742,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,friend,0-2,zero,all,all,all,390,111,0.8821321321321322,0.7062928150396975,0.1758393170924346,1.7642642642642643,1.412585630079395,0.3516786341848692,0.6643393393393393,0.7537725225225225,1.3286786786786786,1.507545045045045,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,friend,0-4,zero,all,all,all,395,111,0.8746246246246245,0.7857862552423304,0.08883836938229417,3.498498498498498,3.1431450209693215,0.3553534775291767,0.7469969969969971,0.8265953453453454,2.9879879879879883,3.3063813813813816,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,friend,0-8,zero,all,all,all,386,111,0.8603603603603603,0.855056559934543,0.005303800425817351,6.882882882882883,6.840452479476344,0.04243040340653881,0.818262012012012,0.8919106606606607,6.546096096096096,7.135285285285286,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,friend,2-4,positive_positive,all,all,all,389,111,0.7897897897897898,0.7040006807012013,0.0857891090885885,3.5795795795795797,3.4080013614024027,0.171578218177177,0.6523836336336337,0.75,3.304767267267268,3.5,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,friend,2-8,positive_positive,all,all,all,788,111,0.7037859287859287,0.8254954677331889,-0.12170953894726022,6.222715572715573,6.952972806399132,-0.7302572336835595,0.7927788502788503,0.8550868725868727,6.756673101673102,7.130521235521234,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,friend,4-8,positive_positive,all,all,all,397,111,0.6373873873873874,0.7817369819254477,-0.1443495945380603,6.54954954954955,7.1269479277017895,-0.5773983781522398,0.7371996996996997,0.8198198198198198,6.9487987987988,7.27927927927928,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,zero_option,friend,all,positive_positive,all,all,all,1574,111,0.7076362076362074,0.784361565747093,-0.07672535811088566,5.6486271986271985,6.1200372817058515,-0.47141008307865295,0.75752145002145,0.8098092288717288,5.99666184041184,6.234572608322608,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,zero_option,friend,all,zero,all,all,all,1171,111,0.8755115505115504,0.7819464791666095,0.09356507134494085,4.044227344227349,3.780914008312531,0.26331333591481787,0.7555943199693204,0.8099139967889963,3.647617861367862,3.911196553696556,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,run,friend,all,all,single_run,all,all,289,21,0.795133437990581,0.7761625008822644,0.018970937108316654,4.971742543171114,5.068891271136192,-0.09714872796507823,0.7218079539508112,0.8320316588173732,4.81193092621664,5.3245028780743064,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,time_bin,friend,all,all,early,all,all,950,111,0.8238462488462486,0.7809635563166504,0.0428826925295982,5.312652912652913,5.226380667560236,0.08627224509267695,0.749789302289302,0.8097239040989036,5.072853681603679,5.370851127101126,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,time_bin,friend,all,all,late,all,all,956,111,0.751151626151626,0.7891888598507318,-0.03803723369910583,4.863816613816613,5.19029563124325,-0.3264790174266379,0.75926402051402,0.8218023680523678,5.05129951879952,5.333381624631625,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,time_bin,friend,all,all,middle,all,all,839,111,0.7689247939247938,0.7770386187129611,-0.008113824788167245,4.665890965890965,4.8713723731120355,-0.2054814072210709,0.742927739177739,0.810505636130636,4.714258798008799,5.011792364292365,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,defection,all,1321,111,0.7549592049592048,0.7694225478961362,-0.014463342936931411,5.002802102802102,5.183791537527929,-0.18098943472582718,0.7404521626396627,0.795229678354678,5.036621800371799,5.311985761985761,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,no_previous,all,112,111,0.9234234234234234,0.7827647714114566,0.1406586520119668,6.09009009009009,5.5422635909672815,0.5478264991228086,0.720608108108108,0.8468468468468469,5.242792792792793,5.81981981981982,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,reciprocation,all,1312,111,0.7922443047443046,0.7976788460858056,-0.005434541341501009,4.829201454201453,5.022881586130847,-0.19368013192939415,0.7689170867295865,0.8287797825297825,4.894362453112453,5.158915763290764,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,partner,stranger,all,all,all,all,all,2752,111,0.5190448454674238,0.5068217543073229,0.012223091160100896,3.712182180252357,3.7660847829630804,-0.053902602710723446,0.4813683791187607,0.53080839472468,3.6402437610618374,3.884675628134818,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,stranger,0-2,zero,all,all,all,394,111,0.7575075075075075,0.49956219777698024,0.25794530973052726,1.515015015015015,0.9991243955539605,0.5158906194610545,0.4481794294294294,0.5428115615615616,0.8963588588588588,1.0856231231231233,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,stranger,0-4,zero,all,all,all,388,111,0.7064564564564565,0.5082390426896799,0.1982174137667766,2.825825825825826,2.0329561707587196,0.7928696550671064,0.4616929429429429,0.5496058558558559,1.8467717717717715,2.1984234234234235,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,stranger,0-8,zero,all,all,all,388,111,0.5893393393393394,0.5225437543564495,0.06679558498288984,4.714714714714715,4.180350034851596,0.5343646798631188,0.47145270270270273,0.5690878378378378,3.771621621621622,4.552702702702702,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,stranger,2-4,positive_positive,all,all,all,398,111,0.47822822822822825,0.49230613755022207,-0.01407790932199382,2.956456456456457,2.984612275100444,-0.028155818643987196,0.44893018018018016,0.5413288288288288,2.8978603603603603,3.0826576576576574,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,stranger,2-8,positive_positive,all,all,all,791,111,0.392996567996568,0.5122127321234448,-0.11921616412687674,4.357979407979408,5.073276392740668,-0.7152969847612605,0.47587596525096526,0.5488020163020162,4.855255791505791,5.292812097812098,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,offer,stranger,4-8,positive_positive,all,all,all,393,111,0.3288288288288289,0.5008399579335507,-0.17201112910472183,5.315315315315316,6.003359831734204,-0.6880445164188878,0.45268393393393386,0.5480480480480481,5.810735735735735,6.192192192192191,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,zero_option,stranger,all,positive_positive,all,all,all,1582,111,0.3976950976950978,0.5043435015073452,-0.10664840381224738,4.241932841932842,4.779379987428073,-0.5374471454952312,0.4760074197574197,0.5318218746343746,4.644926265551264,4.917029854529854,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,zero_option,stranger,all,zero,all,all,all,1170,111,0.685289835289835,0.5102842584740879,0.17500557681574713,3.0025753025753033,2.3917569633147555,0.6108183392605477,0.4771204158704157,0.5373691304941305,2.2276048776048776,2.535302802802802,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,run,stranger,all,all,single_run,all,all,287,21,0.4468428396999826,0.44644290635371087,0.0003999333462717525,3.3790336647479498,3.460291770607337,-0.08125810585938709,0.3789889673818246,0.5106608669108668,3.1371271585557308,3.768809959881389,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,time_bin,stranger,all,all,early,all,all,938,111,0.4997546247546247,0.49889957619868175,0.0008550485559429277,3.717043667043666,3.78547665826932,-0.06843299122565405,0.4632891414141412,0.535363407238407,3.6184107809107813,3.9500076537576527,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
HPreference,HPreference_train_noage,training,conditional_history,time_bin,stranger,all,all,late,all,all,921,111,0.5123025623025621,0.5115251453881982,0.0007774169143639487,3.6706531206531223,3.78558177581525,-0.11492865516212758,0.4770208032708033,0.5436334548834546,3.606365570115569,3.9472545272545254,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
