model,source_run_conditional,posterior_fit_window_conditional,prediction_type_conditional,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials_conditional,n_participants_conditional,observed_high_conditional,predicted_high_conditional,residual_high_conditional,observed_investment_conditional,predicted_investment_conditional,residual_investment_conditional,predictive_interval_low_conditional,predictive_interval_high_conditional,investment_predictive_interval_low_conditional,investment_predictive_interval_high_conditional,posterior_draws_conditional,cell_weighting_conditional,sparse_cell_conditional,history_strata_conditional,source_run_generative,posterior_fit_window_generative,prediction_type_generative,n_trials_generative,n_participants_generative,observed_high_generative,predicted_high_generative,residual_high_generative,observed_investment_generative,predicted_investment_generative,residual_investment_generative,predictive_interval_low_generative,predictive_interval_high_generative,investment_predictive_interval_low_generative,investment_predictive_interval_high_generative,posterior_draws_generative,cell_weighting_generative,sparse_cell_generative,history_strata_generative,generative_minus_conditional_residual_high,generative_minus_conditional_residual_investment
H2,H2_train_noage,training,conditional_history,time_bin,friend,all,all,early,all,all,950,111,0.8238462488462486,0.4704683478661175,0.353377900980131,5.312652912652913,3.634372806840537,1.6782801058123766,0.4371448396448393,0.5049910218660218,3.455742966992967,3.7999048886548894,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,950,111,0.8238462488462486,0.4695540345540345,0.354292214292214,5.312652912652913,3.6285859219609216,1.6840669906919916,0.4322429978679977,0.5023359073359072,3.425800833300833,3.814855017355019,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.000914313312083026,0.005786884879614984
H2,H2_train_noage,training,conditional_history,time_bin,friend,all,all,late,all,all,956,111,0.751151626151626,0.4758349065514957,0.2753167196001302,4.863816613816613,3.621472357802895,1.242344256013718,0.4429211122961123,0.5098519717269716,3.4617311017311008,3.793530416030416,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,956,111,0.751151626151626,0.4765038353163354,0.2746477908352906,4.863816613816613,3.6216385691385686,1.242178044678044,0.4401145938645938,0.5127613177613176,3.4488089388089387,3.790317659067659,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0006689287648395936,-0.0001662113356739603
H2,H2_train_noage,training,conditional_history,time_bin,friend,all,all,middle,all,all,839,111,0.7689247939247938,0.475445926107949,0.2934788678168448,4.665890965890965,3.4394380069717863,1.2264529589191784,0.4422217953467952,0.5081499718999717,3.2827693165193157,3.60556095056095,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,839,111,0.7689247939247938,0.475944243006743,0.2929805509180508,4.665890965890965,3.4386318222568217,1.227259143634143,0.442162199037199,0.5108090295590297,3.274438153188153,3.59135863885864,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0004983168987939823,0.0008061847149645196
H2,H2_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,defection,all,1321,111,0.7549592049592048,0.4642326532308206,0.2907265517283841,5.002802102802102,3.6515533451184568,1.3512487576836452,0.431327788202788,0.4915752906377906,3.495337355962356,3.788013086138086,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,1321,111,0.7549592049592048,0.465925138018888,0.2890340669403167,5.002802102802102,3.65822954035454,1.3445725624475615,0.4369050722175722,0.4977192495942497,3.5187818812818805,3.8127538927538938,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0016924847880673832,-0.0066761952360836485
H2,H2_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,no_previous,all,112,111,0.9234234234234234,0.4726269621077902,0.4507964613156331,6.09009009009009,3.9905758763428754,2.0995142137472147,0.3738738738738739,0.5496621621621621,3.5306306306306308,4.45045045045045,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,112,111,0.9234234234234234,0.4745833333333333,0.44884009009009,6.09009009009009,3.995675675675676,2.0944144144144143,0.3783783783783784,0.5676801801801801,3.5135135135135136,4.4509009009009,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0019563712255430965,-0.005099799332800359
H2,H2_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,reciprocation,all,1312,111,0.7922443047443046,0.4847982587971257,0.3074460459471789,4.829201454201453,3.480941901794876,1.3482595524065766,0.4564963933713935,0.5132353507353506,3.325931047806048,3.629354670604671,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,1312,111,0.7922443047443046,0.482923906048906,0.3093203986953985,4.829201454201453,3.4682595198220203,1.3609419343794324,0.4565466806091806,0.5126439248314247,3.330057935682936,3.614869697994698,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.001874352748219621,0.012682381972855872
H2,H2_train_noage,training,conditional_history,partner,stranger,all,all,all,all,all,2752,111,0.5190448454674238,0.4754680514899332,0.0435767939774905,3.712182180252357,3.5887406602400063,0.1234415200123506,0.4542483544642203,0.4977735237479708,3.4906931293075454,3.696726120887067,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,2752,111,0.5190448454674238,0.4760275892339393,0.0430172562334844,3.712182180252357,3.5933544807512767,0.1188276995010801,0.4545757628946033,0.495150643011055,3.4988233671471662,3.693753054657327,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0005595377440060986,-0.004613820511270503
H2,H2_train_noage,training,conditional_history,offer,stranger,0-2,zero,all,all,all,394,111,0.7575075075075075,0.4873412089767393,0.2701662985307682,1.515015015015015,0.9746824179534788,0.5403325970615364,0.4376689189189189,0.5338213213213213,0.8753378378378379,1.0676426426426426,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,394,111,0.7575075075075075,0.4881569069069069,0.2693506006006006,1.515015015015015,0.9763138138138138,0.5387012012012012,0.4368618618618618,0.5368055555555555,0.8737237237237236,1.073611111111111,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0008156979301675582,-0.0016313958603351164
H2,H2_train_noage,training,conditional_history,offer,stranger,0-4,zero,all,all,all,388,111,0.7064564564564565,0.4772969347463989,0.2291595217100576,2.825825825825826,1.909187738985596,0.9166380868402304,0.4264076576576577,0.5263138138138138,1.7056306306306308,2.1052552552552557,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,388,111,0.7064564564564565,0.4767267267267268,0.2297297297297297,2.825825825825826,1.9069069069069071,0.9189189189189187,0.4249061561561561,0.5278153153153152,1.6996246246246245,2.111261261261261,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.000570208019672086,0.002280832078688344
H2,H2_train_noage,training,conditional_history,offer,stranger,0-8,zero,all,all,all,388,111,0.5893393393393394,0.4661200807124426,0.1232192586268967,4.714714714714715,3.7289606456995408,0.985754069015174,0.4188626126126125,0.5150525525525526,3.3509009009009003,4.1204204204204204,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,388,111,0.5893393393393394,0.4695195195195195,0.1198198198198198,4.714714714714715,3.756156156156156,0.9585585585585584,0.4189001501501501,0.5172672672672672,3.351201201201201,4.138138138138138,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.003399438807076896,-0.027195510456615613
H2,H2_train_noage,training,conditional_history,offer,stranger,2-4,positive_positive,all,all,all,398,111,0.4782282282282282,0.4855063475248812,-0.0072781192966529,2.956456456456457,2.9710126950497626,-0.0145562385933057,0.4361674174174174,0.5353228228228228,2.872334834834835,3.0706456456456457,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,398,111,0.4782282282282282,0.4837931681681682,-0.0055649399399399,2.956456456456457,2.9675863363363364,-0.0111298798798795,0.4324324324324324,0.5338025525525525,2.8648648648648654,3.0676051051051045,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.0017131793567129999,0.003426358713426201
H2,H2_train_noage,training,conditional_history,offer,stranger,2-8,positive_positive,all,all,all,791,111,0.392996567996568,0.4686360372805851,-0.0756394692840171,4.357979407979408,4.811816223683511,-0.4538368157041033,0.434131006006006,0.5056987344487346,4.604786036036036,5.034192406692406,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,791,111,0.392996567996568,0.4689449538824539,-0.0759483858858858,4.357979407979408,4.813669723294724,-0.4556903153153158,0.4323219648219649,0.5064280351780351,4.593931788931789,5.038568211068212,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.00030891660186870007,-0.0018534996112125057
H2,H2_train_noage,training,conditional_history,offer,stranger,4-8,positive_positive,all,all,all,393,111,0.3288288288288289,0.4751036957696674,-0.1462748669408385,5.315315315315316,5.900414783078669,-0.585099467763353,0.4203828828828828,0.5202702702702703,5.681531531531531,6.081081081081081,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,393,111,0.3288288288288289,0.4763063063063063,-0.1474774774774774,5.315315315315316,5.905225225225224,-0.5899099099099079,0.4294106606606606,0.5277965465465465,5.717642642642643,6.111186186186186,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0012026105366388928,-0.004810442146554905
H2,H2_train_noage,training,conditional_history,zero_option,stranger,all,positive_positive,all,all,all,1582,111,0.3976950976950978,0.4744660888873289,-0.0767709911922311,4.241932841932842,4.620096408273478,-0.3781635663406364,0.447857666920167,0.4996001886626885,4.499377071877071,4.743696253071254,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,1582,111,0.3976950976950978,0.4745549083986584,-0.0768598107035605,4.241932841932842,4.621643810206311,-0.3797109682734687,0.4444077356577356,0.5019780210405209,4.493229446979447,4.752415296790296,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-8.881951132939936e-05,-0.0015474019328322597
H2,H2_train_noage,training,conditional_history,zero_option,stranger,all,zero,all,all,all,1170,111,0.685289835289835,0.4768693656229196,0.2084204696669154,3.0025753025753037,2.1899390497810938,0.8126362527942095,0.4483221289471289,0.5074120142870141,2.052605218855219,2.35870393120393,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,1170,111,0.685289835289835,0.4780964828464828,0.2071933524433521,3.0025753025753037,2.19884165984166,0.803733642733643,0.4490733346983347,0.5060329079079081,2.043885817635818,2.3432698607698605,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0012271172235633065,-0.008902610060566474
H2,H2_train_noage,training,conditional_history,run,stranger,all,all,single_run,all,all,287,21,0.4468428396999826,0.4719795901152877,-0.025136750415305,3.3790336647479498,3.568978923433359,-0.1899452586854093,0.4118240886098028,0.5364566980638411,3.2760531135531137,3.8697039072039066,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,287,21,0.4468428396999826,0.4716197889412176,-0.0247769492412349,3.3790336647479498,3.572577838827838,-0.1935441740798889,0.4141287284144427,0.5290783621140764,3.277544479330193,3.870975056689342,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.00035980117407010195,-0.003598915394479596
H2,H2_train_noage,training,conditional_history,time_bin,stranger,all,all,early,all,all,938,111,0.4997546247546247,0.4704127040926626,0.029341920661962,3.717043667043666,3.613100396607423,0.1039432704362428,0.4332500926250928,0.5066197447447446,3.4331792994292987,3.78533791908792,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,938,111,0.4997546247546247,0.4717210408460409,0.0280335839085837,3.717043667043666,3.6200011505011513,0.0970425165425155,0.4387659331409331,0.5047144059644059,3.457535441285441,3.783660933660933,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.001308336753378301,-0.006900753893727296
H2,H2_train_noage,training,conditional_history,time_bin,stranger,all,all,late,all,all,921,111,0.5123025623025621,0.4777632332081064,0.0345393290944557,3.6706531206531214,3.5992296590114505,0.0714234616416717,0.437790339040339,0.5124680443430445,3.399916279916279,3.7843824831324833,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,921,111,0.5123025623025621,0.478734638047138,0.0335679242554241,3.6706531206531214,3.607854092729093,0.0627990279240293,0.4432846970346968,0.5122748235248235,3.440911219661219,3.7847802997803006,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0009714048390316032,-0.00862443371764239
H2,H2_train_noage,training,conditional_history,time_bin,stranger,all,all,middle,all,all,893,111,0.5363206863206863,0.4781119503628182,0.058208735957868,3.769345719345718,3.603031741713526,0.1663139776321922,0.4435544798044798,0.5157464582464584,3.4280492317992315,3.7889103826603834,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,893,111,0.5363206863206863,0.4784294113669113,0.0578912749537749,3.769345719345718,3.606948864198864,0.1623968551468539,0.4396010021010022,0.5201547182797183,3.420104915104915,3.798182684432685,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0003174610040930989,-0.0039171224853382924
H2,H2_train_noage,training,conditional_history,previous_feedback,stranger,all,all,all,defection,all,1309,111,0.4927447912742031,0.466418334079103,0.0263264571951001,3.603639521286581,3.5342091937287763,0.0694303275578049,0.436248948767331,0.4998863106399869,3.3950382099646803,3.708663105354281,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,1309,111,0.4927447912742031,0.4682770518763166,0.0244677393978864,3.603639521286581,3.5458061161002337,0.0578334051863476,0.4401360865515278,0.4976913633531282,3.415036742389685,3.691576520657401,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0018587177972137006,-0.011596922371457298
H2,H2_train_noage,training,conditional_history,previous_feedback,stranger,all,all,all,no_previous,all,123,111,0.6081081081081081,0.4724650772622817,0.1356430308458263,4.063063063063064,3.628322167978877,0.4347408950841869,0.3843468468468468,0.5661036036036037,3.227927927927928,4.084159159159158,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,123,111,0.6081081081081081,0.4737837837837838,0.1343243243243243,4.063063063063064,3.63716966966967,0.4258933933933937,0.3903528528528528,0.5646021021021022,3.225,4.048123123123124,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0013187065215019833,-0.00884750169079318
H2,H2_train_noage,training,conditional_history,previous_feedback,stranger,all,all,all,reciprocation,all,1320,111,0.5491973241973241,0.4850160214485579,0.0641813027487662,3.852864527864527,3.649041008799072,0.2038235190654549,0.458515978203478,0.5112510431260429,3.5178173728173734,3.780725381975381,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,1320,111,0.5491973241973241,0.4840976669414169,0.0650996572559072,3.852864527864527,3.645772715085215,0.2070918127793124,0.4531570837820834,0.5148470985970987,3.495465504215504,3.7810600391850406,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.000918354507141006,0.0032682937138575063
H2,H2_train_noage,training,conditional_history,partner,computer,all,all,all,all,all,2754,111,0.4802695452695452,0.4728113954897186,0.0074581497798266,3.5342567607479887,3.569240422031541,-0.0349836612835527,0.452702005649374,0.4918333657215235,3.476943937825516,3.664992269391392,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,2754,111,0.4802695452695452,0.4722409819328679,0.0080285633366773,3.5342567607479887,3.565601026804974,-0.0313442660569851,0.4514174097946028,0.4933824758956337,3.464801834512362,3.6589941476037953,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.0005704135568506997,0.0036393952265676016
H2,H2_train_noage,training,conditional_history,offer,computer,0-2,zero,all,all,all,395,111,0.6584084084084084,0.4872135962449173,0.1711948121634911,1.3168168168168168,0.9744271924898346,0.3423896243269823,0.4414226726726726,0.542042042042042,0.8828453453453453,1.084084084084084,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,395,111,0.6584084084084084,0.4849099099099099,0.1734984984984984,1.3168168168168168,0.96981981981982,0.3469969969969969,0.4346471471471471,0.5368055555555554,0.8692942942942943,1.0736111111111108,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.002303686335007299,0.004607372670014598
H2,H2_train_noage,training,conditional_history,offer,computer,0-4,zero,all,all,all,392,111,0.6006006006006005,0.471171194192015,0.1294294064085854,2.402402402402402,1.88468477676806,0.5177176256343419,0.4219219219219219,0.5233108108108109,1.6876876876876878,2.0932432432432435,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,392,111,0.6006006006006005,0.4705668168168168,0.1300337837837836,2.402402402402402,1.8822672672672676,0.5201351351351347,0.4181306306306306,0.5211336336336335,1.6725225225225224,2.084534534534534,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.0006043773751981951,0.0024175095007927805
H2,H2_train_noage,training,conditional_history,offer,computer,0-8,zero,all,all,all,393,111,0.5157657657657658,0.459384488974462,0.0563812767913038,4.126126126126127,3.675075911795696,0.4510502143304307,0.4068506006006006,0.5067755255255254,3.2548048048048046,4.054204204204203,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,393,111,0.5157657657657658,0.4560942192192192,0.0596715465465466,4.126126126126127,3.6487537537537538,0.4773723723723728,0.4076576576576576,0.5082770270270269,3.2612612612612613,4.066216216216215,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.0032902697552427973,0.0263221580419421
H2,H2_train_noage,training,conditional_history,offer,computer,2-4,positive_positive,all,all,all,396,111,0.4872372372372373,0.4865887640809522,0.000648473156285,2.974474474474474,2.9731775281619046,0.0012969463125696,0.4369181681681681,0.5375750750750751,2.8738363363363364,3.0751501501501504,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,396,111,0.4872372372372373,0.487134009009009,0.0001032282282282,2.974474474474474,2.9742680180180185,0.0002064564564556,0.4271584084084084,0.5368618618618617,2.8543168168168167,3.073723723723724,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0005452449280568,-0.001090489856114
H2,H2_train_noage,training,conditional_history,offer,computer,2-8,positive_positive,all,all,all,783,111,0.3788610038610038,0.466033664232526,-0.0871726603715222,4.273166023166023,4.7962019853951565,-0.5230359622291338,0.4305193586443587,0.5041411947661948,4.583116151866151,5.024847168597168,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,783,111,0.3788610038610038,0.4658184523809523,-0.0869574485199485,4.273166023166023,4.794910714285715,-0.5217446911196921,0.4268956456456456,0.498902027027027,4.561373873873874,4.993412162162162,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.00021521185157370726,0.0012912711094417162
H2,H2_train_noage,training,conditional_history,offer,computer,4-8,positive_positive,all,all,all,395,111,0.3498498498498498,0.4734486961769666,-0.1235988463271168,5.399399399399399,5.8937947847078656,-0.4943953853084668,0.4255442942942943,0.526295045045045,5.702177177177177,6.105180180180181,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,395,111,0.3498498498498498,0.4756569069069069,-0.1258070570570571,5.399399399399399,5.902627627627628,-0.5032282282282292,0.4226539039039039,0.524099099099099,5.6906156156156165,6.096396396396396,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0022082107299403048,-0.00883284291976244
H2,H2_train_noage,training,conditional_history,zero_option,computer,all,positive_positive,all,all,all,1574,111,0.3994088869088869,0.4731119032554565,-0.0737030163465696,4.232414832414832,4.613308956049739,-0.3808941236349072,0.4462510312510312,0.4987578271953272,4.484093784718785,4.742229805354805,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,1574,111,0.3994088869088869,0.4737227674102673,-0.0743138805013804,4.232414832414832,4.615247654935155,-0.3828328225203234,0.444419024106524,0.4998263510763511,4.479378705628705,4.740490126115126,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,-0.0006108641548107918,-0.0019386988854162013
H2,H2_train_noage,training,conditional_history,zero_option,computer,all,zero,all,all,all,1180,111,0.5905015405015404,0.472341604465959,0.1181599360355813,2.6131157131157123,2.176635537180277,0.4364801759354351,0.4442960005460004,0.5014104364104361,2.024720954720955,2.31556004056004,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,H2_train_noage,training,generative_history,1180,111,0.5905015405015404,0.4702661118911118,0.1202354286104285,2.6131157131157123,2.1659445614445616,0.4471711516711507,0.4399076674076672,0.5010640185640185,2.001902421902422,2.332968682968683,400,equal_participant,False,observed_pretrial_labels_for_both_predictions,0.0020754925748472097,0.010690975735715591
