model,prediction_type,participant_id,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials,observed_high,predicted_high,residual_high,observed_investment,predicted_investment,residual_investment
H2,conditional_history,sub-10317,time_bin,stranger,all,all,early,all,all,8,0.375,0.48961615909476114,-0.11461615909476114,3.0,3.818595657166297,-0.8185956571662971
H2,conditional_history,sub-10317,time_bin,stranger,all,all,late,all,all,4,0.25,0.49523459014970006,-0.24523459014970006,2.0,3.2252766001363113,-1.2252766001363113
H2,conditional_history,sub-10317,time_bin,stranger,all,all,middle,all,all,2,0.5,0.4893503878194065,0.010649612180593515,5.0,3.9501244075068302,1.0498755924931698
H2,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,defection,all,6,0.16666666666666666,0.4880398787351021,-0.3213732120684354,2.3333333333333335,3.773152921902218,-1.4398195885688847
H2,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,all,1,0.0,0.4886473759372555,-0.4886473759372555,2.0,4.931884255623533,-2.931884255623533
H2,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,all,7,0.5714285714285714,0.49424025152111917,0.07718831990745223,3.7142857142857144,3.3970455265503494,0.317240187735365
H2,conditional_history,sub-10317,partner,computer,all,all,all,all,all,14,0.21428571428571427,0.48715415811355756,-0.27286844382784325,2.2857142857142856,3.642022601957077,-1.3563083162427914
H2,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,all,2,0.5,0.49650983651000374,0.0034901634899962564,1.0,0.9930196730200075,0.006980326979992513
H2,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,all,2,0.5,0.4862369358918506,0.013763064108149425,2.0,1.9449477435674023,0.0550522564325977
H2,conditional_history,sub-10317,offer,computer,0-8,zero,all,all,all,2,0.0,0.471511437408701,-0.471511437408701,0.0,3.772091499269608,-3.772091499269608
H2,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,all,2,0.0,0.494804882349295,-0.494804882349295,2.0,2.9896097646985904,-0.9896097646985904
H2,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,all,4,0.25,0.4876063686509302,-0.2376063686509302,3.5,4.925638211905581,-1.4256382119055813
H2,conditional_history,sub-10317,offer,computer,4-8,positive_positive,all,all,all,2,0.0,0.48580327733319206,-0.48580327733319206,4.0,5.943213109332768,-1.9432131093327678
H2,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,all,8,0.125,0.48895522424608684,-0.36395522424608684,3.25,4.69602482446063,-1.44602482446063
H2,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,all,6,0.3333333333333333,0.4847527366035185,-0.15141940327018516,1.0,2.2366863052856725,-1.2366863052856725
H2,conditional_history,sub-10317,run,computer,all,all,single_run,all,all,14,0.21428571428571427,0.48715415811355756,-0.27286844382784325,2.2857142857142856,3.642022601957077,-1.3563083162427914
H2,conditional_history,sub-10317,time_bin,computer,all,all,early,all,all,2,0.5,0.4921687356354386,0.007831264364561386,5.0,4.9530124138126315,0.046987586187368535
H2,conditional_history,sub-10317,time_bin,computer,all,all,late,all,all,5,0.0,0.48327749810855997,-0.48327749810855997,0.8,3.288482195545921,-2.488482195545921
H2,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,all,7,0.2857142857142857,0.48849046453944694,-0.20277617882516125,2.5714285714285716,3.519982946006316,-0.9485543745777445
H2,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,all,9,0.0,0.4842065517998498,-0.4842065517998498,1.5555555555555556,3.688360504296935,-2.13280494874138
H2,conditional_history,sub-10317,previous_feedback,computer,all,all,all,no_previous,all,1,0.0,0.4886473759372555,-0.4886473759372555,2.0,4.931884255623533,-2.931884255623533
H2,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,all,4,0.75,0.49341296786347555,0.25658703213652445,4.0,3.2152969082757834,0.7847030917242166
H2,conditional_history,sub-10317,partner,friend,all,all,all,all,training,9,1.0,0.4839104809447798,0.5160895190552202,6.444444444444445,3.789522593610194,2.6549218508342505
H2,conditional_history,sub-10317,offer,friend,0-2,zero,all,all,training,1,1.0,0.4941655987859023,0.5058344012140976,2.0,0.9883311975718047,1.0116688024281952
H2,conditional_history,sub-10317,offer,friend,0-4,zero,all,all,training,1,1.0,0.493684905675237,0.506315094324763,4.0,1.974739622700948,2.025260377299052
H2,conditional_history,sub-10317,offer,friend,0-8,zero,all,all,training,2,1.0,0.472479912956933,0.527520087043067,8.0,3.779839303655464,4.220160696344536
H2,conditional_history,sub-10317,offer,friend,2-4,positive_positive,all,all,training,1,1.0,0.49162832466862355,0.5083716753313765,4.0,2.9832566493372474,1.0167433506627526
H2,conditional_history,sub-10317,offer,friend,2-8,positive_positive,all,all,training,3,1.0,0.47944576195554345,0.5205542380444566,8.0,4.876674571733261,3.123325428266739
H2,conditional_history,sub-10317,offer,friend,4-8,positive_positive,all,all,training,1,1.0,0.4924183875927586,0.5075816124072414,8.0,5.969673550371035,2.030326449628965
H2,conditional_history,sub-10317,zero_option,friend,all,positive_positive,all,all,training,5,1.0,0.4844767996256026,0.5155232003743975,7.2,4.716590782981613,2.4834092170183872
H2,conditional_history,sub-10317,zero_option,friend,all,zero,all,all,training,4,1.0,0.4832025825937513,0.5167974174062486,5.5,2.6306873568959195,2.8693126431040805
H2,conditional_history,sub-10317,run,friend,all,all,single_run,all,training,9,1.0,0.4839104809447798,0.5160895190552202,6.444444444444445,3.789522593610194,2.6549218508342505
H2,conditional_history,sub-10317,time_bin,friend,all,all,early,all,training,4,1.0,0.48101884662066724,0.5189811533793327,8.0,4.612383798884557,3.387616201115443
H2,conditional_history,sub-10317,time_bin,friend,all,all,middle,all,training,5,1.0,0.4862237884040698,0.5137762115959301,5.2,3.131233629390703,2.068766370609297
H2,conditional_history,sub-10317,previous_feedback,friend,all,all,all,defection,training,5,1.0,0.4776456526946151,0.5223543473053849,7.2,4.050555186798338,3.1494448132016624
H2,conditional_history,sub-10317,previous_feedback,friend,all,all,all,no_previous,training,1,1.0,0.4924183875927586,0.5075816124072414,8.0,5.969673550371035,2.030326449628965
H2,conditional_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,training,3,1.0,0.49151589247906124,0.5084841075209388,4.666666666666667,2.627751286043006,2.038915380623661
H2,conditional_history,sub-10317,partner,stranger,all,all,all,all,training,10,0.4,0.4895630048396902,-0.08956300483969015,3.4,3.844901407234404,-0.4449014072344042
H2,conditional_history,sub-10317,offer,stranger,0-2,zero,all,all,training,1,1.0,0.4985620287467513,0.5014379712532486,2.0,0.9971240574935026,1.0028759425064973
H2,conditional_history,sub-10317,offer,stranger,0-4,zero,all,all,training,1,1.0,0.48348655539149665,0.5165134446085033,4.0,1.9339462215659866,2.0660537784340134
H2,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,training,1,0.0,0.48123723559143294,-0.48123723559143294,0.0,3.8498978847314635,-3.8498978847314635
H2,conditional_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,training,2,0.0,0.49311189063778543,-0.49311189063778543,2.0,2.986223781275571,-0.9862237812755712
H2,conditional_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,training,4,0.5,0.4888895695544182,0.011110430445581798,5.0,4.933337417326509,0.06666258267349079
H2,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,training,1,0.0,0.4905621691739776,-0.4905621691739776,4.0,5.962248676695911,-1.9622486766959106
H2,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,training,7,0.2857142857142857,0.49033488980960305,-0.20462060409531735,4.0,4.524006558364727,-0.5240065583647269
H2,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,training,3,0.6666666666666666,0.48776193990989364,0.178904726756773,2.0,2.2603227212636505,-0.2603227212636505
H2,conditional_history,sub-10317,run,stranger,all,all,single_run,all,training,10,0.4,0.4895630048396902,-0.08956300483969015,3.4,3.844901407234404,-0.4449014072344042
H2,conditional_history,sub-10317,time_bin,stranger,all,all,early,all,training,8,0.375,0.48961615909476114,-0.11461615909476114,3.0,3.818595657166297,-0.8185956571662971
H2,conditional_history,sub-10317,time_bin,stranger,all,all,middle,all,training,2,0.5,0.4893503878194065,0.010649612180593515,5.0,3.9501244075068302,1.0498755924931698
H2,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,defection,training,6,0.16666666666666666,0.4880398787351021,-0.3213732120684354,2.3333333333333335,3.773152921902218,-1.4398195885688847
H2,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,training,1,0.0,0.4886473759372555,-0.4886473759372555,2.0,4.931884255623533,-2.931884255623533
H2,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,training,3,1.0,0.49291446668301137,0.5070855333169886,6.0,3.626070761769066,2.373929238230934
H2,conditional_history,sub-10317,partner,computer,all,all,all,all,training,8,0.25,0.4892447928107975,-0.23924479281079752,3.0,4.073331990928372,-1.0733319909283718
H2,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,training,1,1.0,0.5002747086247574,0.4997252913752426,2.0,1.0005494172495148,0.9994505827504852
H2,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,training,1,0.0,0.48266149122307633,-0.48266149122307633,0.0,1.9306459648923053,-1.9306459648923053
H2,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,training,1,0.0,0.49686480030333996,-0.49686480030333996,2.0,2.99372960060668,-0.99372960060668
H2,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,training,3,0.3333333333333333,0.487516929222941,-0.15418359588960767,4.0,4.925101575337646,-0.9251015753376457
H2,conditional_history,sub-10317,offer,computer,4-8,positive_positive,all,all,training,2,0.0,0.48580327733319206,-0.48580327733319206,4.0,5.943213109332768,-1.9432131093327678
H2,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,training,6,0.16666666666666666,0.4885036904397579,-0.3218370237730912,3.6666666666666665,4.942576757547526,-1.2759100908808594
H2,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,training,2,0.5,0.4914680999239169,0.008531900076083121,1.0,1.46559769107091,-0.4655976910709101
H2,conditional_history,sub-10317,run,computer,all,all,single_run,all,training,8,0.25,0.4892447928107975,-0.23924479281079752,3.0,4.073331990928372,-1.0733319909283718
H2,conditional_history,sub-10317,time_bin,computer,all,all,early,all,training,2,0.5,0.4921687356354386,0.007831264364561386,5.0,4.9530124138126315,0.046987586187368535
H2,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,training,6,0.16666666666666666,0.48827014520258394,-0.3216034785359173,2.3333333333333335,3.780105183300285,-1.4467718499669515
H2,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,training,5,0.0,0.48586923251814923,-0.48586923251814923,2.4,4.336016336510439,-1.936016336510439
H2,conditional_history,sub-10317,previous_feedback,computer,all,all,all,no_previous,training,1,0.0,0.4886473759372555,-0.4886473759372555,2.0,4.931884255623533,-2.931884255623533
H2,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,training,2,1.0,0.4979824019791896,0.5020175980208104,5.0,2.9873449946256225,2.0126550053743775
H2,conditional_history,sub-10317,partner,friend,all,all,all,all,heldout,5,1.0,0.49479622688404207,0.505203773115958,5.2,3.3762853510830024,1.8237146489169977
H2,conditional_history,sub-10317,offer,friend,0-2,zero,all,all,heldout,1,1.0,0.5004005853025643,0.49959941469743574,2.0,1.0008011706051285,0.9991988293948715
H2,conditional_history,sub-10317,offer,friend,0-4,zero,all,all,heldout,1,1.0,0.49380935162457007,0.5061906483754299,4.0,1.9752374064982803,2.0247625935017197
H2,conditional_history,sub-10317,offer,friend,2-4,positive_positive,all,all,heldout,1,1.0,0.4988497075541988,0.5011502924458012,4.0,2.9976994151083978,1.0023005848916022
H2,conditional_history,sub-10317,offer,friend,2-8,positive_positive,all,all,heldout,1,1.0,0.4920014017238495,0.5079985982761506,8.0,4.952008410343097,3.0479915896569034
H2,conditional_history,sub-10317,offer,friend,4-8,positive_positive,all,all,heldout,1,1.0,0.4889200882150274,0.5110799117849726,8.0,5.95568035286011,2.04431964713989
H2,conditional_history,sub-10317,zero_option,friend,all,positive_positive,all,all,heldout,3,1.0,0.49325706583102513,0.5067429341689749,6.666666666666667,4.635129392770534,2.0315372738961326
H2,conditional_history,sub-10317,zero_option,friend,all,zero,all,all,heldout,2,1.0,0.49710496846356717,0.5028950315364329,3.0,1.4880192885517045,1.5119807114482955
H2,conditional_history,sub-10317,run,friend,all,all,single_run,all,heldout,5,1.0,0.49479622688404207,0.505203773115958,5.2,3.3762853510830024,1.8237146489169977
H2,conditional_history,sub-10317,time_bin,friend,all,all,late,all,heldout,5,1.0,0.49479622688404207,0.505203773115958,5.2,3.3762853510830024,1.8237146489169977
H2,conditional_history,sub-10317,previous_feedback,friend,all,all,all,defection,heldout,2,1.0,0.49136471991979874,0.5086352800802012,6.0,3.965458879679195,2.034541120320805
H2,conditional_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,heldout,3,1.0,0.49708389819353754,0.5029161018064625,4.666666666666667,2.983502998685541,1.683163667981126
H2,conditional_history,sub-10317,partner,stranger,all,all,all,all,heldout,4,0.25,0.49523459014970006,-0.24523459014970006,2.0,3.2252766001363113,-1.2252766001363113
H2,conditional_history,sub-10317,offer,stranger,0-2,zero,all,all,heldout,1,0.0,0.4983775651759612,-0.4983775651759612,0.0,0.9967551303519224,-0.9967551303519224
H2,conditional_history,sub-10317,offer,stranger,0-4,zero,all,all,heldout,1,1.0,0.496756816437804,0.503243183562196,4.0,1.987027265751216,2.012972734248784
H2,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,heldout,1,0.0,0.49352702212549204,-0.49352702212549204,0.0,3.9482161770039363,-3.9482161770039363
H2,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,heldout,1,0.0,0.4922769568595431,-0.4922769568595431,4.0,5.969107827438172,-1.9691078274381724
H2,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,heldout,1,0.0,0.4922769568595431,-0.4922769568595431,4.0,5.969107827438172,-1.9691078274381724
H2,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,heldout,3,0.3333333333333333,0.4962204679130856,-0.1628871345797523,1.3333333333333333,2.3106661910356916,-0.9773328577023583
H2,conditional_history,sub-10317,run,stranger,all,all,single_run,all,heldout,4,0.25,0.49523459014970006,-0.24523459014970006,2.0,3.2252766001363113,-1.2252766001363113
H2,conditional_history,sub-10317,time_bin,stranger,all,all,late,all,heldout,4,0.25,0.49523459014970006,-0.24523459014970006,2.0,3.2252766001363113,-1.2252766001363113
H2,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,heldout,4,0.25,0.49523459014970006,-0.24523459014970006,2.0,3.2252766001363113,-1.2252766001363113
H2,conditional_history,sub-10317,partner,computer,all,all,all,all,heldout,6,0.16666666666666666,0.48436664518390415,-0.3176999785172375,1.3333333333333333,3.0669434166620175,-1.7336100833286843
H2,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,heldout,1,0.0,0.49274496439524995,-0.49274496439524995,0.0,0.9854899287904999,-0.9854899287904999
H2,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,heldout,1,1.0,0.4898123805606249,0.5101876194393751,4.0,1.9592495222424997,2.0407504777575003
H2,conditional_history,sub-10317,offer,computer,0-8,zero,all,all,heldout,2,0.0,0.471511437408701,-0.471511437408701,0.0,3.772091499269608,-3.772091499269608
H2,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,heldout,1,0.0,0.49274496439524995,-0.49274496439524995,2.0,2.9854899287905003,-0.9854899287905003
H2,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,heldout,1,0.0,0.487874686934898,-0.487874686934898,2.0,4.927248121609388,-2.927248121609388
H2,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,heldout,2,0.0,0.490309825665074,-0.490309825665074,2.0,3.956369025199944,-1.956369025199944
H2,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,heldout,4,0.25,0.4813950549433192,-0.2313950549433192,1.0,2.622230612393054,-1.622230612393054
H2,conditional_history,sub-10317,run,computer,all,all,single_run,all,heldout,6,0.16666666666666666,0.48436664518390415,-0.3176999785172375,1.3333333333333333,3.0669434166620175,-1.7336100833286843
H2,conditional_history,sub-10317,time_bin,computer,all,all,late,all,heldout,5,0.0,0.48327749810855997,-0.48327749810855997,0.8,3.288482195545921,-2.488482195545921
H2,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,heldout,1,1.0,0.4898123805606249,0.5101876194393751,4.0,1.9592495222424997,2.0407504777575003
H2,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,heldout,4,0.0,0.48212820090197545,-0.48212820090197545,0.5,2.878790714030054,-2.378790714030054
H2,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,heldout,2,0.5,0.4888435337477615,0.011156466252238484,3.0,3.443248821925944,-0.44324882192594384
H2,generative_history,sub-10317,partner,friend,all,all,all,all,all,14,1.0,0.48589285714285707,0.5141071428571429,6.0,3.6157142857142857,2.3842857142857143
H2,generative_history,sub-10317,offer,friend,0-2,zero,all,all,all,2,1.0,0.515,0.485,2.0,1.03,0.97
H2,generative_history,sub-10317,offer,friend,0-4,zero,all,all,all,2,1.0,0.475,0.525,4.0,1.9,2.1
H2,generative_history,sub-10317,offer,friend,0-8,zero,all,all,all,2,1.0,0.46875,0.53125,8.0,3.75,4.25
H2,generative_history,sub-10317,offer,friend,2-4,positive_positive,all,all,all,2,1.0,0.5175,0.48250000000000004,4.0,3.035,0.9649999999999999
H2,generative_history,sub-10317,offer,friend,2-8,positive_positive,all,all,all,4,1.0,0.47375,0.52625,8.0,4.8425,3.1574999999999998
H2,generative_history,sub-10317,offer,friend,4-8,positive_positive,all,all,all,2,1.0,0.4775,0.5225,8.0,5.91,2.09
H2,generative_history,sub-10317,zero_option,friend,all,positive_positive,all,all,all,8,1.0,0.485625,0.514375,7.0,4.6575,2.3425000000000002
H2,generative_history,sub-10317,zero_option,friend,all,zero,all,all,all,6,1.0,0.48625,0.5137499999999999,4.666666666666667,2.2266666666666666,2.4400000000000004
H2,generative_history,sub-10317,run,friend,all,all,single_run,all,all,14,1.0,0.48589285714285707,0.5141071428571429,6.0,3.6157142857142857,2.3842857142857143
H2,generative_history,sub-10317,time_bin,friend,all,all,early,all,all,4,1.0,0.46125,0.5387500000000001,8.0,4.5125,3.4875
H2,generative_history,sub-10317,time_bin,friend,all,all,late,all,all,5,1.0,0.5055000000000001,0.49449999999999994,5.2,3.4,1.8000000000000003
H2,generative_history,sub-10317,time_bin,friend,all,all,middle,all,all,5,1.0,0.48599999999999993,0.514,5.2,3.114,2.0860000000000003
H2,generative_history,sub-10317,previous_feedback,friend,all,all,all,defection,all,7,1.0,0.48535714285714276,0.5146428571428572,6.857142857142857,4.026428571428571,2.8307142857142855
H2,generative_history,sub-10317,previous_feedback,friend,all,all,all,no_previous,all,1,1.0,0.4475,0.5525,8.0,5.79,2.21
H2,generative_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,all,6,1.0,0.49291666666666667,0.5070833333333333,4.666666666666667,2.7741666666666664,1.8925000000000005
H2,generative_history,sub-10317,partner,stranger,all,all,all,all,all,14,0.35714285714285715,0.4925,-0.13535714285714284,3.0,3.698928571428571,-0.6989285714285711
H2,generative_history,sub-10317,offer,stranger,0-2,zero,all,all,all,2,0.5,0.49875,0.0012499999999999734,1.0,0.9975,0.0024999999999999467
H2,generative_history,sub-10317,offer,stranger,0-4,zero,all,all,all,2,1.0,0.4775,0.5225,4.0,1.91,2.09
H2,generative_history,sub-10317,offer,stranger,0-8,zero,all,all,all,2,0.0,0.52,-0.52,0.0,4.16,-4.16
H2,generative_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,all,2,0.0,0.49125,-0.49125,2.0,2.9825,-0.9824999999999999
H2,generative_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,all,4,0.5,0.500625,-0.0006249999999999867,5.0,5.00375,-0.003750000000000142
H2,generative_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,all,2,0.0,0.45875,-0.45875,4.0,5.835,-1.835
H2,generative_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,all,8,0.25,0.4878125,-0.23781249999999998,4.0,4.70625,-0.7062499999999998
H2,generative_history,sub-10317,zero_option,stranger,all,zero,all,all,all,6,0.5,0.49875,0.0012499999999999734,1.6666666666666667,2.3558333333333334,-0.6891666666666667
H2,generative_history,sub-10317,run,stranger,all,all,single_run,all,all,14,0.35714285714285715,0.4925,-0.13535714285714284,3.0,3.698928571428571,-0.6989285714285711
H2,generative_history,sub-10317,time_bin,stranger,all,all,early,all,all,8,0.375,0.4896875,-0.1146875,3.0,3.82375,-0.82375
H2,generative_history,sub-10317,time_bin,stranger,all,all,late,all,all,4,0.25,0.48625,-0.23625000000000002,2.0,3.26,-1.2599999999999998
H2,generative_history,sub-10317,time_bin,stranger,all,all,middle,all,all,2,0.5,0.51625,-0.016249999999999987,5.0,4.0775,0.9225000000000003
H2,generative_history,sub-10317,previous_feedback,stranger,all,all,all,defection,all,6,0.16666666666666666,0.48625,-0.31958333333333333,2.3333333333333335,3.793333333333334,-1.4600000000000004
H2,generative_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,all,1,0.0,0.475,-0.475,2.0,4.85,-2.8499999999999996
H2,generative_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,all,7,0.5714285714285714,0.5003571428571427,0.07107142857142867,3.7142857142857144,3.4535714285714287,0.2607142857142857
H2,generative_history,sub-10317,partner,computer,all,all,all,all,all,14,0.21428571428571427,0.4875,-0.27321428571428574,2.2857142857142856,3.653571428571429,-1.3678571428571433
H2,generative_history,sub-10317,offer,computer,0-2,zero,all,all,all,2,0.5,0.4975,0.0025000000000000022,1.0,0.995,0.0050000000000000044
H2,generative_history,sub-10317,offer,computer,0-4,zero,all,all,all,2,0.5,0.4875,0.012500000000000011,2.0,1.95,0.050000000000000044
H2,generative_history,sub-10317,offer,computer,0-8,zero,all,all,all,2,0.0,0.5075,-0.5075,0.0,4.06,-4.06
H2,generative_history,sub-10317,offer,computer,2-4,positive_positive,all,all,all,2,0.0,0.5,-0.5,2.0,3.0,-1.0
H2,generative_history,sub-10317,offer,computer,2-8,positive_positive,all,all,all,4,0.25,0.4725,-0.22249999999999998,3.5,4.835,-1.335
H2,generative_history,sub-10317,offer,computer,4-8,positive_positive,all,all,all,2,0.0,0.475,-0.475,4.0,5.9,-1.9000000000000004
H2,generative_history,sub-10317,zero_option,computer,all,positive_positive,all,all,all,8,0.125,0.48,-0.355,3.25,4.6425,-1.3925
H2,generative_history,sub-10317,zero_option,computer,all,zero,all,all,all,6,0.3333333333333333,0.4975,-0.16416666666666668,1.0,2.335,-1.335
H2,generative_history,sub-10317,run,computer,all,all,single_run,all,all,14,0.21428571428571427,0.4875,-0.27321428571428574,2.2857142857142856,3.653571428571429,-1.3678571428571433
H2,generative_history,sub-10317,time_bin,computer,all,all,early,all,all,2,0.5,0.48375,0.016249999999999987,5.0,4.9025,0.09750000000000014
H2,generative_history,sub-10317,time_bin,computer,all,all,late,all,all,5,0.0,0.495,-0.495,0.8,3.3819999999999997,-2.582
