parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,chains,draws_per_chain,warmup_per_chain,adapt_delta,divergences,max_depth_hits,min_bfmi,passed
"natural[13,3]",0.781935,0.00370328,0.35685,0.318763,0.346346,0.709211,1.45703,11059.1,10042.1,1.81089,1.0002,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[13,4]",0.00730358,0.00139974,0.173294,0.147726,-0.301375,0.0301006,0.235989,16454.8,12429.3,2.69442,1.00015,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[13,5]",0.557812,0.00459127,0.623135,0.615135,-0.446196,0.549382,1.60093,18458.5,13679.5,3.02252,0.999933,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[14,1]",0.225514,0.00194883,0.148471,0.12722,0.0493736,0.191045,0.523651,4516.86,7188.22,0.739619,1.00023,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[14,2]",0.58075,0.0029316,0.304524,0.29434,0.149564,0.54255,1.14131,9474.23,8207.64,1.55137,0.999994,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[14,3]",0.0649498,0.00345431,0.336457,0.237289,-0.407649,0.045501,0.602082,12473.9,7833.25,2.04256,1.0001,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[14,4]",0.106191,0.00185467,0.239951,0.19885,-0.312317,0.125864,0.44885,17618.4,11650.1,2.88495,1.00001,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[14,5]",1.42428,0.00479592,0.605851,0.607044,0.454224,1.40879,2.42788,15935.9,12715.2,2.60944,1.00026,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[15,1]",0.180916,0.00141275,0.128067,0.0992011,0.0387894,0.148616,0.43969,7264.64,9345.89,1.18956,1.00028,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[15,2]",0.36879,0.00152956,0.21019,0.184138,0.109517,0.325135,0.766975,16591.1,11376.2,2.71673,1.00032,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[15,3]",1.31738,0.00394793,0.497473,0.480729,0.604445,1.26305,2.22885,17734.8,11821.5,2.90401,1.00023,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[15,4]",0.630294,0.00229014,0.314455,0.295757,0.171689,0.598533,1.19422,20066.7,12828.5,3.28584,0.99999,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[15,5]",1.63856,0.00364553,0.582518,0.573874,0.716103,1.62151,2.62786,25920.5,14505.1,4.24439,1.00005,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[16,1]",0.104634,0.00111864,0.0884311,0.0630561,0.0153484,0.080181,0.276358,5374.69,8992.6,0.880086,1.00015,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[16,2]",0.681817,0.00287829,0.336658,0.325355,0.210721,0.636509,1.30645,12218.8,10850.4,2.00078,1.00029,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[16,3]",1.26106,0.00348499,0.420755,0.404054,0.671646,1.21366,2.02283,16309.3,11729.0,2.67058,1.00024,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[16,4]",0.211397,0.00221757,0.238747,0.18735,-0.120877,0.183694,0.642556,12649.9,10568.6,2.07137,1.00001,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[16,5]",2.89144,0.00522232,0.749778,0.726862,1.74038,2.8528,4.1787,21233.9,13058.1,3.47697,1.00024,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[17,1]",0.0615986,0.000343692,0.0386528,0.0349834,0.0132215,0.0549587,0.130463,11479.0,11781.0,1.87965,1.00044,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[17,2]",1.93429,0.00573439,0.752346,0.737485,0.845449,1.85772,3.2782,16103.1,12369.9,2.63682,0.999933,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[17,3]",1.01466,0.00288553,0.349734,0.341901,0.525655,0.970187,1.64397,16795.9,11712.8,2.75026,1.00017,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[17,4]",0.129457,0.000666142,0.0844365,0.0701601,-0.00961187,0.135573,0.247654,16483.3,12269.3,2.69908,1.00044,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[17,5]",1.79086,0.0042798,0.665299,0.646614,0.717562,1.77445,2.90969,24457.2,12224.3,4.00478,1.00028,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[18,1]",0.153151,0.00113445,0.111975,0.0876571,0.0297093,0.126004,0.372759,8096.49,10877.0,1.32577,1.00014,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[18,2]",0.591368,0.00216981,0.288111,0.264093,0.217856,0.542146,1.14369,15990.4,11540.2,2.61837,1.00021,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[18,3]",1.25022,0.00357648,0.466669,0.447459,0.589429,1.1962,2.10514,19271.0,12161.1,3.15555,1.00038,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[18,4]",0.63318,0.00206496,0.284636,0.270299,0.236736,0.597952,1.15238,21566.7,13473.5,3.53147,1.00075,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[18,5]",2.02815,0.00409823,0.664552,0.652,0.971879,2.00699,3.15047,26778.8,12727.9,4.38493,1.0003,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[19,1]",0.142289,0.00105718,0.0951764,0.078318,0.0308776,0.121995,0.319622,7092.16,9798.08,1.16131,1.00056,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[19,2]",0.487532,0.00174811,0.221268,0.208493,0.187218,0.456393,0.888255,14434.6,11296.7,2.36361,1.00041,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[19,3]",1.15877,0.00363359,0.415999,0.396542,0.578828,1.10886,1.90525,14449.6,11139.3,2.36607,1.00029,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[19,4]",-0.0049333,0.00191164,0.241624,0.214035,-0.404909,-7.18013e-05,0.376354,16699.3,12034.1,2.73444,1.00004,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[19,5]",0.317714,0.00343725,0.518495,0.51627,-0.533484,0.318869,1.16287,22865.8,14914.9,3.74419,1.00011,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[20,1]",0.188965,0.00215209,0.144829,0.12037,0.0285201,0.150137,0.478239,3946.86,8135.21,0.646284,1.00059,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[20,2]",0.375832,0.00135074,0.17664,0.167806,0.137424,0.350171,0.707173,16140.1,10992.2,2.64288,1.00029,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[20,3]",1.74283,0.0038601,0.508543,0.497097,0.992932,1.7016,2.63511,18082.6,12424.2,2.96097,0.999954,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[20,4]",0.898213,0.00235057,0.349603,0.329201,0.376955,0.871013,1.51818,23273.7,12476.7,3.81098,1.0002,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[20,5]",2.88216,0.00517609,0.799282,0.793158,1.65754,2.8367,4.25809,25393.4,12413.6,4.15808,1.00023,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[21,1]",0.0612722,0.000627204,0.0544942,0.0366194,0.00831775,0.0466055,0.165348,7356.21,10579.3,1.20455,1.00014,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[21,2]",3.27701,0.0123521,1.72199,1.37445,1.24641,2.91596,6.51937,19119.7,13321.2,3.13078,1.00005,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[21,3]",0.852321,0.00260192,0.308809,0.288661,0.447136,0.800543,1.43214,15752.9,12473.2,2.57948,0.999957,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[21,4]",-0.0896054,0.00136773,0.174784,0.160532,-0.414414,-0.0602793,0.135724,19000.1,12760.0,3.11119,0.999968,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[21,5]",1.95844,0.00646215,0.872458,0.84962,0.586036,1.93585,3.45144,18645.1,11921.0,3.05306,1.00055,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[22,1]",0.159755,0.00130475,0.124456,0.0887394,0.0308001,0.125271,0.40466,9051.46,11437.2,1.48214,1.00023,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[22,2]",0.436617,0.00251655,0.323152,0.249516,0.0888729,0.354552,1.07983,13760.0,11102.5,2.25315,0.999899,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[22,3]",1.12005,0.0040943,0.482275,0.466516,0.454899,1.05484,2.00784,16055.5,11738.9,2.62903,1.00015,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[22,4]",0.340902,0.00236224,0.310821,0.262329,-0.103887,0.303733,0.905346,18932.8,12377.0,3.10018,1.00005,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[22,5]",1.89061,0.00432275,0.72562,0.718016,0.744024,1.86216,3.10847,29329.5,12072.4,4.8026,1.00027,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[23,1]",0.135526,0.00151342,0.107585,0.0781434,0.023809,0.107324,0.347443,4583.99,10044.1,0.750611,1.00047,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[23,2]",0.429881,0.00139904,0.197171,0.185699,0.161956,0.40243,0.799386,17987.5,9248.47,2.94539,1.00017,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[23,3]",1.75698,0.00426199,0.504859,0.488941,1.01172,1.7134,2.6549,15364.2,11198.5,2.51582,1.00025,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[23,4]",0.861322,0.00228737,0.324156,0.306509,0.38201,0.833351,1.43287,20979.0,13053.1,3.43523,1.00015,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[23,5]",2.00258,0.00435159,0.66507,0.651782,0.942926,1.98158,3.13432,23849.3,12675.4,3.90523,1.00008,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[24,1]",0.149893,0.00178473,0.120215,0.0879065,0.0242836,0.116349,0.393029,3633.37,7856.55,0.59495,1.00069,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
"natural[24,2]",0.457338,0.0014303,0.194371,0.186485,0.187399,0.431743,0.811965,17397.4,9306.19,2.84876,1.00012,N111_HPreference_zero_train,111,4,4000,3000,0.99,0,0,0.6291944098290053,True
