model,prediction_type,participant_id,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials,observed_high,predicted_high,residual_high,observed_investment,predicted_investment,residual_investment
H7,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,all,2,0.0,0.38781874633967023,-0.38781874633967023,0.0,3.102549970717362,-3.102549970717362
H7,conditional_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,all,2,0.0,0.4174294996967477,-0.4174294996967477,2.0,2.8348589993934956,-0.8348589993934956
H7,conditional_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,all,4,0.5,0.3978743238829411,0.10212567611705892,5.0,4.387245943297646,0.6127540567023537
H7,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,all,2,0.0,0.4066078976539259,-0.4066078976539259,4.0,5.626431590615704,-1.626431590615704
H7,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,all,8,0.25,0.404946511279139,-0.154946511279139,4.0,4.308945619151123,-0.30894561915112284
H7,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,all,6,0.5,0.4211503784388374,0.0788496215611626,1.6666666666666667,1.8769678607642373,-0.21030119409757053
H7,conditional_history,sub-10317,run,stranger,all,all,single_run,all,all,14,0.35714285714285715,0.41189102577615266,-0.05474816863329551,3.0,3.266669436985315,-0.26666943698531487
H7,conditional_history,sub-10317,time_bin,stranger,all,all,early,all,all,8,0.375,0.4071358353881939,-0.03213583538819392,3.0,3.3875493405562316,-0.3875493405562316
H7,conditional_history,sub-10317,time_bin,stranger,all,all,late,all,all,4,0.25,0.44098574166432764,-0.19098574166432764,2.0,2.9496072373399813,-0.9496072373399813
H7,conditional_history,sub-10317,time_bin,stranger,all,all,middle,all,all,2,0.5,0.3727223555516372,0.12727764444836281,5.0,3.4172742219923165,1.5827257780076835
H7,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,defection,all,6,0.16666666666666666,0.3838694093956635,-0.21720274272899684,2.3333333333333335,3.28608118168728,-0.9527478483539467
H7,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,all,1,0.0,0.3969784683946236,-0.3969784683946236,2.0,4.381870810367741,-2.381870810367741
H7,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,all,7,0.5714285714285714,0.43803991944250453,0.13338865198606686,3.7142857142857144,3.090716316757569,0.6235693975281453
H7,conditional_history,sub-10317,partner,computer,all,all,all,all,all,14,0.21428571428571427,0.27373321918417715,-0.05944750489846287,2.2857142857142856,2.503726046431704,-0.21801176071741857
H7,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,all,2,0.5,0.4035201888740717,0.0964798111259283,1.0,0.8070403777481434,0.1929596222518566
H7,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,all,2,0.5,0.2580768086458952,0.24192319135410478,2.0,1.0323072345835809,0.9676927654164191
H7,conditional_history,sub-10317,offer,computer,0-8,zero,all,all,all,2,0.0,0.12264030142806229,-0.12264030142806229,0.0,0.9811224114244983,-0.9811224114244983
H7,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,all,2,0.0,0.38767296581577837,-0.38767296581577837,2.0,2.775345931631557,-0.775345931631557
H7,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,all,4,0.25,0.23834432288310534,0.011655677116894664,3.5,3.430065937298632,0.06993406270136804
H7,conditional_history,sub-10317,offer,computer,4-8,positive_positive,all,all,all,2,0.0,0.26753362375922174,-0.26753362375922174,4.0,5.0701344950368865,-1.0701344950368865
H7,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,all,8,0.125,0.28297380883530265,-0.15797380883530265,3.25,3.676403075316427,-0.42640307531642696
H7,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,all,6,0.3333333333333333,0.2614124329826764,0.0719209003506569,1.0,0.9401566745854076,0.05984332541459236
H7,conditional_history,sub-10317,run,computer,all,all,single_run,all,all,14,0.21428571428571427,0.27373321918417715,-0.05944750489846287,2.2857142857142856,2.503726046431704,-0.21801176071741857
H7,conditional_history,sub-10317,time_bin,computer,all,all,early,all,all,2,0.5,0.27336402789220143,0.22663597210779857,5.0,3.6401841673532083,1.3598158326467917
H7,conditional_history,sub-10317,time_bin,computer,all,all,late,all,all,5,0.0,0.23579592636708185,-0.23579592636708185,0.8,1.7402581236472883,-0.9402581236472882
H7,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,all,7,0.2857142857142857,0.3009367687083811,-0.015222482994095399,2.5714285714285716,2.7243579567287144,-0.15292938530014277
H7,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,all,9,0.0,0.2599516137976873,-0.2599516137976873,1.5555555555555556,2.494486239226407,-0.9389306836708513
H7,conditional_history,sub-10317,previous_feedback,computer,all,all,all,no_previous,all,1,0.0,0.2450670061712267,-0.2450670061712267,2.0,3.47040203702736,-1.4704020370273598
H7,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,all,4,0.75,0.31190838455701686,0.43809161544298314,4.0,2.2828466149947095,1.7171533850052905
H7,conditional_history,sub-10317,partner,friend,all,all,all,all,training,9,1.0,0.9285547304387144,0.07144526956128561,6.444444444444445,6.184865119113042,0.25957932533140227
H7,conditional_history,sub-10317,offer,friend,0-2,zero,all,all,training,1,1.0,0.8350525664419394,0.16494743355806063,2.0,1.6701051328838787,0.32989486711612126
H7,conditional_history,sub-10317,offer,friend,0-4,zero,all,all,training,1,1.0,0.9525866708232958,0.047413329176704155,4.0,3.8103466832931834,0.18965331670681662
H7,conditional_history,sub-10317,offer,friend,0-8,zero,all,all,training,2,1.0,0.9774452131999815,0.022554786800018545,8.0,7.819561705599852,0.18043829440014836
H7,conditional_history,sub-10317,offer,friend,2-4,positive_positive,all,all,training,1,1.0,0.8054744206467432,0.19452557935325676,4.0,3.6109488412934865,0.3890511587065135
H7,conditional_history,sub-10317,offer,friend,2-8,positive_positive,all,all,training,3,1.0,0.9495513408001949,0.050448659199805124,8.0,7.69730804480117,0.30269195519882963
H7,conditional_history,sub-10317,offer,friend,4-8,positive_positive,all,all,training,1,1.0,0.9603344672359038,0.039665532764096234,8.0,7.841337868943615,0.15866213105638494
H7,conditional_history,sub-10317,zero_option,friend,all,positive_positive,all,all,training,5,1.0,0.9228925820566465,0.07710741794335352,7.2,6.908842168928122,0.2911578310718781
H7,conditional_history,sub-10317,zero_option,friend,all,zero,all,all,training,4,1.0,0.9356324159162994,0.06436758408370058,5.5,5.279893806844191,0.22010619315580904
H7,conditional_history,sub-10317,run,friend,all,all,single_run,all,training,9,1.0,0.9285547304387144,0.07144526956128561,6.444444444444445,6.184865119113042,0.25957932533140227
H7,conditional_history,sub-10317,time_bin,friend,all,all,early,all,training,4,1.0,0.9729780683566216,0.027021931643378405,8.0,7.835146389721758,0.16485361027824208
H7,conditional_history,sub-10317,time_bin,friend,all,all,middle,all,training,5,1.0,0.8930160601043888,0.10698393989561117,5.2,4.864640102626068,0.335359897373932
H7,conditional_history,sub-10317,previous_feedback,friend,all,all,all,defection,training,5,1.0,0.9264662979313343,0.07353370206866572,7.2,6.896374421630596,0.3036255783694042
H7,conditional_history,sub-10317,previous_feedback,friend,all,all,all,no_previous,training,1,1.0,0.9603344672359038,0.039665532764096234,8.0,7.841337868943615,0.15866213105638494
H7,conditional_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,training,3,1.0,0.921442205685285,0.07855779431471499,4.666666666666667,4.446858698306927,0.21980796835974026
H7,conditional_history,sub-10317,partner,stranger,all,all,all,all,training,10,0.4,0.4002531394208826,-0.00025313942088256436,3.4,3.3934943168434484,0.006505683156551534
H7,conditional_history,sub-10317,offer,stranger,0-2,zero,all,all,training,1,1.0,0.49435838717456776,0.5056416128254322,2.0,0.9887167743491355,1.0112832256508644
H7,conditional_history,sub-10317,offer,stranger,0-4,zero,all,all,training,1,1.0,0.3169832683624793,0.6830167316375206,4.0,1.2679330734499172,2.7320669265500825
H7,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,training,1,0.0,0.3500644434179439,-0.3500644434179439,0.0,2.8005155473435512,-2.8005155473435512
H7,conditional_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,training,2,0.0,0.4174294996967477,-0.4174294996967477,2.0,2.8348589993934956,-0.8348589993934956
H7,conditional_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,training,4,0.5,0.3978743238829411,0.10212567611705892,5.0,4.387245943297646,0.6127540567023537
H7,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,training,1,0.0,0.414769000328575,-0.414769000328575,4.0,5.6590760013143,-1.6590760013143004
H7,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,training,7,0.2857142857142857,0.4058750421791193,-0.1201607564648336,4.0,4.125396824755982,-0.12539682475598202
H7,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,training,3,0.6666666666666666,0.38713536631833034,0.2795313003483363,2.0,1.685721798380868,0.3142782016191319
H7,conditional_history,sub-10317,run,stranger,all,all,single_run,all,training,10,0.4,0.4002531394208826,-0.00025313942088256436,3.4,3.3934943168434484,0.006505683156551534
H7,conditional_history,sub-10317,time_bin,stranger,all,all,early,all,training,8,0.375,0.4071358353881939,-0.03213583538819392,3.0,3.3875493405562316,-0.3875493405562316
H7,conditional_history,sub-10317,time_bin,stranger,all,all,middle,all,training,2,0.5,0.3727223555516372,0.12727764444836281,5.0,3.4172742219923165,1.5827257780076835
H7,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,defection,training,6,0.16666666666666666,0.3838694093956635,-0.21720274272899684,2.3333333333333335,3.28608118168728,-0.9527478483539467
H7,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,training,1,0.0,0.3969784683946236,-0.3969784683946236,2.0,4.381870810367741,-2.381870810367741
H7,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,training,3,1.0,0.43411215648007384,0.5658878435199262,6.0,3.2788617559810187,2.7211382440189813
H7,conditional_history,sub-10317,partner,computer,all,all,all,all,training,8,0.25,0.2967964641153136,-0.046796464115313574,3.0,3.1544023920656463,-0.15440239206564632
H7,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,training,1,1.0,0.4491468304371105,0.5508531695628895,2.0,0.898293660874221,1.101706339125779
H7,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,training,1,0.0,0.23723989347122873,-0.23723989347122873,0.0,0.9489595738849149,-0.9489595738849149
H7,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,training,1,0.0,0.4174523843205239,-0.4174523843205239,2.0,2.8349047686410476,-0.8349047686410476
H7,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,training,3,0.3333333333333333,0.2451551190584008,0.08817821427493253,4.0,3.4709307143504042,0.5290692856495958
H7,conditional_history,sub-10317,offer,computer,4-8,positive_positive,all,all,training,2,0.0,0.26753362375922174,-0.26753362375922174,4.0,5.0701344950368865,-1.0701344950368865
H7,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,training,6,0.16666666666666666,0.2813308315023616,-0.11466416483569494,3.6666666666666665,3.8979943169610056,-0.2313276502943391
H7,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,training,2,0.5,0.3431933619541696,0.1568066380458304,1.0,0.9236266173795679,0.07637338262043214
H7,conditional_history,sub-10317,run,computer,all,all,single_run,all,training,8,0.25,0.2967964641153136,-0.046796464115313574,3.0,3.1544023920656463,-0.15440239206564632
H7,conditional_history,sub-10317,time_bin,computer,all,all,early,all,training,2,0.5,0.27336402789220143,0.22663597210779857,5.0,3.6401841673532083,1.3598158326467917
H7,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,training,6,0.16666666666666666,0.30460727618968436,-0.1379406095230177,2.3333333333333335,2.992475133636459,-0.6591418003031255
H7,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,training,5,0.0,0.2756993653401991,-0.2756993653401991,2.4,3.411311428188907,-1.011311428188907
H7,conditional_history,sub-10317,previous_feedback,computer,all,all,all,no_previous,training,1,0.0,0.2450670061712267,-0.2450670061712267,2.0,3.47040203702736,-1.4704020370273598
H7,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,training,2,1.0,0.3754039400251433,0.6245960599748567,5.0,2.354129979276639,2.645870020723361
H7,conditional_history,sub-10317,partner,friend,all,all,all,all,heldout,5,1.0,0.939370382982042,0.06062961701795799,5.2,5.029095944487749,0.17090405551225096
H7,conditional_history,sub-10317,offer,friend,0-2,zero,all,all,heldout,1,1.0,0.9099263164798151,0.09007368352018486,2.0,1.8198526329596303,0.1801473670403697
H7,conditional_history,sub-10317,offer,friend,0-4,zero,all,all,heldout,1,1.0,0.9621845779220024,0.037815422077997596,4.0,3.8487383116880096,0.15126168831199038
H7,conditional_history,sub-10317,offer,friend,2-4,positive_positive,all,all,heldout,1,1.0,0.8940954924516745,0.10590450754832548,4.0,3.7881909849033493,0.21180901509665073
H7,conditional_history,sub-10317,offer,friend,2-8,positive_positive,all,all,heldout,1,1.0,0.9830578403304437,0.016942159669556256,8.0,7.898347041982663,0.10165295801733709
H7,conditional_history,sub-10317,offer,friend,4-8,positive_positive,all,all,heldout,1,1.0,0.9475876877262743,0.05241231227372567,8.0,7.790350750905097,0.20964924909490268
H7,conditional_history,sub-10317,zero_option,friend,all,positive_positive,all,all,heldout,3,1.0,0.9415803401694641,0.058419659830535875,6.666666666666667,6.4922962592637035,0.1743704074029635
H7,conditional_history,sub-10317,zero_option,friend,all,zero,all,all,heldout,2,1.0,0.9360554472009086,0.06394455279909139,3.0,2.83429547232382,0.16570452767617994
H7,conditional_history,sub-10317,run,friend,all,all,single_run,all,heldout,5,1.0,0.939370382982042,0.06062961701795799,5.2,5.029095944487749,0.17090405551225096
H7,conditional_history,sub-10317,time_bin,friend,all,all,late,all,heldout,5,1.0,0.939370382982042,0.06062961701795799,5.2,5.029095944487749,0.17090405551225096
H7,conditional_history,sub-10317,previous_feedback,friend,all,all,all,defection,heldout,2,1.0,0.9548861328241384,0.04511386717586163,6.0,5.819544531296554,0.1804554687034461
H7,conditional_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,heldout,3,1.0,0.9290265497539778,0.0709734502460222,4.666666666666667,4.502130219948548,0.1645364467181194
H7,conditional_history,sub-10317,partner,stranger,all,all,all,all,heldout,4,0.25,0.44098574166432764,-0.19098574166432764,2.0,2.9496072373399813,-0.9496072373399813
H7,conditional_history,sub-10317,offer,stranger,0-2,zero,all,all,heldout,1,0.0,0.4798175571574515,-0.4798175571574515,0.0,0.959635114314903,-0.959635114314903
H7,conditional_history,sub-10317,offer,stranger,0-4,zero,all,all,heldout,1,1.0,0.46010556525918567,0.5398944347408143,4.0,1.8404222610367427,2.1595777389632573
H7,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,heldout,1,0.0,0.42557304926139666,-0.42557304926139666,0.0,3.4045843940911733,-3.4045843940911733
H7,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,heldout,1,0.0,0.39844679497927676,-0.39844679497927676,4.0,5.593787179917106,-1.593787179917106
H7,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,heldout,1,0.0,0.39844679497927676,-0.39844679497927676,4.0,5.593787179917106,-1.593787179917106
H7,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,heldout,3,0.3333333333333333,0.4551653905593446,-0.12183205722601126,1.3333333333333333,2.068213923147606,-0.7348805898142727
H7,conditional_history,sub-10317,run,stranger,all,all,single_run,all,heldout,4,0.25,0.44098574166432764,-0.19098574166432764,2.0,2.9496072373399813,-0.9496072373399813
H7,conditional_history,sub-10317,time_bin,stranger,all,all,late,all,heldout,4,0.25,0.44098574166432764,-0.19098574166432764,2.0,2.9496072373399813,-0.9496072373399813
H7,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,heldout,4,0.25,0.44098574166432764,-0.19098574166432764,2.0,2.9496072373399813,-0.9496072373399813
H7,conditional_history,sub-10317,partner,computer,all,all,all,all,heldout,6,0.16666666666666666,0.24298222594266183,-0.07631555927599518,1.3333333333333333,1.636157585586448,-0.3028242522531148
H7,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,heldout,1,0.0,0.3578935473110329,-0.3578935473110329,0.0,0.7157870946220658,-0.7157870946220658
H7,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,heldout,1,1.0,0.27891372382056173,0.7210862761794383,4.0,1.115654895282247,2.8843451047177533
H7,conditional_history,sub-10317,offer,computer,0-8,zero,all,all,heldout,2,0.0,0.12264030142806229,-0.12264030142806229,0.0,0.9811224114244983,-0.9811224114244983
H7,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,heldout,1,0.0,0.3578935473110329,-0.3578935473110329,2.0,2.715787094622066,-0.7157870946220659
H7,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,heldout,1,0.0,0.217911934357219,-0.217911934357219,2.0,3.307471606143314,-1.3074716061433138
H7,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,heldout,2,0.0,0.2879027408341259,-0.2879027408341259,2.0,3.0116293503826896,-1.0116293503826896
H7,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,heldout,4,0.25,0.2205219684969298,0.029478031503070212,1.0,0.9484217031883273,0.0515782968116727
H7,conditional_history,sub-10317,run,computer,all,all,single_run,all,heldout,6,0.16666666666666666,0.24298222594266183,-0.07631555927599518,1.3333333333333333,1.636157585586448,-0.3028242522531148
H7,conditional_history,sub-10317,time_bin,computer,all,all,late,all,heldout,5,0.0,0.23579592636708185,-0.23579592636708185,0.8,1.7402581236472883,-0.9402581236472882
H7,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,heldout,1,1.0,0.27891372382056173,0.7210862761794383,4.0,1.115654895282247,2.8843451047177533
H7,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,heldout,4,0.0,0.24026692436954758,-0.24026692436954758,0.5,1.3484547530232822,-0.8484547530232822
H7,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,heldout,2,0.5,0.24841282908889034,0.25158717091110966,3.0,2.2115632507127803,0.7884367492872197
H7,generative_history,sub-10317,partner,friend,all,all,all,all,all,14,1.0,0.9289285714285715,0.07107142857142845,6.0,5.744285714285713,0.2557142857142871
H7,generative_history,sub-10317,offer,friend,0-2,zero,all,all,all,2,1.0,0.895,0.10499999999999998,2.0,1.79,0.20999999999999996
H7,generative_history,sub-10317,offer,friend,0-4,zero,all,all,all,2,1.0,0.94,0.06000000000000005,4.0,3.76,0.2400000000000002
H7,generative_history,sub-10317,offer,friend,0-8,zero,all,all,all,2,1.0,0.9725,0.02749999999999997,8.0,7.78,0.21999999999999975
H7,generative_history,sub-10317,offer,friend,2-4,positive_positive,all,all,all,2,1.0,0.8475,0.15249999999999997,4.0,3.695,0.30500000000000016
H7,generative_history,sub-10317,offer,friend,2-8,positive_positive,all,all,all,4,1.0,0.94875,0.05125000000000002,8.0,7.6925,0.3075000000000001
H7,generative_history,sub-10317,offer,friend,4-8,positive_positive,all,all,all,2,1.0,0.95,0.050000000000000044,8.0,7.8,0.20000000000000018
H7,generative_history,sub-10317,zero_option,friend,all,positive_positive,all,all,all,8,1.0,0.92375,0.07625000000000004,7.0,6.72,0.28000000000000025
H7,generative_history,sub-10317,zero_option,friend,all,zero,all,all,all,6,1.0,0.9358333333333334,0.0641666666666666,4.666666666666667,4.443333333333333,0.2233333333333336
H7,generative_history,sub-10317,run,friend,all,all,single_run,all,all,14,1.0,0.9289285714285715,0.07107142857142845,6.0,5.744285714285713,0.2557142857142871
H7,generative_history,sub-10317,time_bin,friend,all,all,early,all,all,4,1.0,0.96625,0.03374999999999995,8.0,7.79125,0.2087500000000002
H7,generative_history,sub-10317,time_bin,friend,all,all,late,all,all,5,1.0,0.9335,0.0665,5.2,5.007000000000001,0.19299999999999962
H7,generative_history,sub-10317,time_bin,friend,all,all,middle,all,all,5,1.0,0.8945000000000001,0.10549999999999993,5.2,4.844,0.35599999999999987
H7,generative_history,sub-10317,previous_feedback,friend,all,all,all,defection,all,7,1.0,0.9267857142857143,0.07321428571428568,6.857142857142857,6.542142857142858,0.3149999999999986
H7,generative_history,sub-10317,previous_feedback,friend,all,all,all,no_previous,all,1,1.0,0.9575,0.04249999999999998,8.0,7.83,0.16999999999999993
H7,generative_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,all,6,1.0,0.9266666666666667,0.07333333333333325,4.666666666666667,4.465833333333332,0.20083333333333453
H7,generative_history,sub-10317,partner,stranger,all,all,all,all,all,14,0.35714285714285715,0.4308928571428571,-0.07374999999999993,3.0,3.387857142857143,-0.3878571428571429
H7,generative_history,sub-10317,offer,stranger,0-2,zero,all,all,all,2,0.5,0.46125,0.03875000000000001,1.0,0.9225,0.07750000000000001
H7,generative_history,sub-10317,offer,stranger,0-4,zero,all,all,all,2,1.0,0.4175,0.5825,4.0,1.67,2.33
H7,generative_history,sub-10317,offer,stranger,0-8,zero,all,all,all,2,0.0,0.43375,-0.43375,0.0,3.47,-3.47
H7,generative_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,all,2,0.0,0.42625,-0.42625,2.0,2.8525,-0.8525
H7,generative_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,all,4,0.5,0.4225,0.07750000000000001,5.0,4.535,0.46499999999999986
H7,generative_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,all,2,0.0,0.4325,-0.4325,4.0,5.73,-1.7300000000000004
H7,generative_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,all,8,0.25,0.4259375,-0.17593750000000002,4.0,4.413125,-0.41312499999999996
H7,generative_history,sub-10317,zero_option,stranger,all,zero,all,all,all,6,0.5,0.4375,0.0625,1.6666666666666667,2.020833333333333,-0.3541666666666663
H7,generative_history,sub-10317,run,stranger,all,all,single_run,all,all,14,0.35714285714285715,0.4308928571428571,-0.07374999999999993,3.0,3.387857142857143,-0.3878571428571429
H7,generative_history,sub-10317,time_bin,stranger,all,all,early,all,all,8,0.375,0.445,-0.07,3.0,3.578125,-0.578125
H7,generative_history,sub-10317,time_bin,stranger,all,all,late,all,all,4,0.25,0.44875,-0.19874999999999998,2.0,3.0625,-1.0625
H7,generative_history,sub-10317,time_bin,stranger,all,all,middle,all,all,2,0.5,0.33875,0.16125,5.0,3.2775,1.7225000000000001
H7,generative_history,sub-10317,previous_feedback,stranger,all,all,all,defection,all,6,0.16666666666666666,0.4195833333333333,-0.2529166666666667,2.3333333333333335,3.458333333333333,-1.1249999999999996
H7,generative_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,all,1,0.0,0.405,-0.405,2.0,4.43,-2.4299999999999997
H7,generative_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,all,7,0.5714285714285714,0.44428571428571423,0.12714285714285717,3.7142857142857144,3.1785714285714284,0.535714285714286
H7,generative_history,sub-10317,partner,computer,all,all,all,all,all,14,0.21428571428571427,0.29875,-0.08446428571428574,2.2857142857142856,2.64,-0.35428571428571454
H7,generative_history,sub-10317,offer,computer,0-2,zero,all,all,all,2,0.5,0.41625,0.08374999999999999,1.0,0.8325,0.16749999999999998
H7,generative_history,sub-10317,offer,computer,0-4,zero,all,all,all,2,0.5,0.2725,0.22749999999999998,2.0,1.09,0.9099999999999999
H7,generative_history,sub-10317,offer,computer,0-8,zero,all,all,all,2,0.0,0.1725,-0.1725,0.0,1.38,-1.38
H7,generative_history,sub-10317,offer,computer,2-4,positive_positive,all,all,all,2,0.0,0.41125,-0.41125,2.0,2.8225,-0.8224999999999998
H7,generative_history,sub-10317,offer,computer,2-8,positive_positive,all,all,all,4,0.25,0.27,-0.020000000000000018,3.5,3.62,-0.1200000000000001
H7,generative_history,sub-10317,offer,computer,4-8,positive_positive,all,all,all,2,0.0,0.27875,-0.27875,4.0,5.115,-1.1150000000000002
H7,generative_history,sub-10317,zero_option,computer,all,positive_positive,all,all,all,8,0.125,0.3075,-0.1825,3.25,3.794375,-0.544375
H7,generative_history,sub-10317,zero_option,computer,all,zero,all,all,all,6,0.3333333333333333,0.2870833333333333,0.04625000000000001,1.0,1.1008333333333333,-0.10083333333333333
H7,generative_history,sub-10317,run,computer,all,all,single_run,all,all,14,0.21428571428571427,0.29875,-0.08446428571428574,2.2857142857142856,2.64,-0.35428571428571454
H7,generative_history,sub-10317,time_bin,computer,all,all,early,all,all,2,0.5,0.2825,0.21750000000000003,5.0,3.695,1.3050000000000002
