run,model,variant,participant_id,parameter,probability_positive,mean,median,ci_low,ci_high
N111_HPreference_base_full,HPreference,base,sub-10317,alpha,1.0,0.1409692895329165,0.07910991635,0.003963945546025,0.6388385537699999
N111_HPreference_base_full,HPreference,base,sub-10317,kappa,1.0,0.7720225106058413,0.697048133,0.2056929173675,1.7499220245
N111_HPreference_base_full,HPreference,base,sub-10317,preference_friend,1.0,2.0571095671317874,1.9504606230000001,0.9105242739399999,3.8325676766749996
N111_HPreference_base_full,HPreference,base,sub-10317,preference_stranger,0.7405,0.10515770139252348,0.1211642869,-0.40139577567749996,0.5358724574799999
N111_HPreference_base_full,HPreference,base,sub-10369,alpha,1.0,0.255768546179662,0.20381783380000001,0.015814137804,0.7684810864974999
N111_HPreference_base_full,HPreference,base,sub-10369,kappa,1.0,0.16073327743870724,0.12914124165,0.0247933031275,0.4743511257949998
N111_HPreference_base_full,HPreference,base,sub-10369,preference_friend,0.9994375,2.702925792983108,2.412011514,0.81324202388,6.116206976799998
N111_HPreference_base_full,HPreference,base,sub-10369,preference_stranger,0.7830625,0.6861711454972456,0.48716700415,-0.72310734984,3.006566236625
N111_HPreference_base_full,HPreference,base,sub-10402,alpha,1.0,0.3070989949800039,0.24245210165,0.0209621911715,0.8596320027649998
N111_HPreference_base_full,HPreference,base,sub-10402,kappa,1.0,0.08706316304226712,0.06769480967,0.01735933862025,0.27077862433249994
N111_HPreference_base_full,HPreference,base,sub-10402,preference_friend,0.999875,3.34553204412216,3.1302866739999997,0.833895800085,6.990492076825
N111_HPreference_base_full,HPreference,base,sub-10402,preference_stranger,0.97725,1.5283712623824668,1.3706644185,0.021337619646750017,3.860841087925
N111_HPreference_base_full,HPreference,base,sub-10418,alpha,1.0,0.0394662503900412,0.027828279475000002,0.0023125990495,0.14432452500249998
N111_HPreference_base_full,HPreference,base,sub-10418,kappa,1.0,0.35214966337187936,0.3315173791,0.12220428870500001,0.70052194187
N111_HPreference_base_full,HPreference,base,sub-10418,preference_friend,1.0,3.109678914156744,3.0095770870000003,1.6557201187500001,5.1135837532999995
N111_HPreference_base_full,HPreference,base,sub-10418,preference_stranger,0.9014375,0.31946704931118475,0.27542365,-0.17764465277749997,1.080944714125
N111_HPreference_base_full,HPreference,base,sub-10462,alpha,1.0,0.27600979060882236,0.1862414699,0.013733706721000001,0.8780117615649999
N111_HPreference_base_full,HPreference,base,sub-10462,kappa,1.0,0.25785279173791226,0.1745387709,0.016308812044749998,1.02239266275
N111_HPreference_base_full,HPreference,base,sub-10462,preference_friend,0.9320625,1.07521304584096,0.7076395085,-0.3568645848,4.7168814292
N111_HPreference_base_full,HPreference,base,sub-10462,preference_stranger,0.3071875,-0.2350445535162159,-0.26920543975,-1.697213351375,2.0129676907249983
N111_HPreference_base_full,HPreference,base,sub-10478,alpha,1.0,0.11390704922996389,0.08335029292,0.0065783011278250005,0.40237157596499984
N111_HPreference_base_full,HPreference,base,sub-10478,kappa,1.0,0.2457024422323944,0.222825955,0.0703124920385,0.55635943402
N111_HPreference_base_full,HPreference,base,sub-10478,preference_friend,1.0,3.127953713307881,2.956727719,1.425427252475,5.800852433625
N111_HPreference_base_full,HPreference,base,sub-10478,preference_stranger,0.9535,0.6729706685871102,0.52354034895,-0.0778110437045,2.29668405215
N111_HPreference_base_full,HPreference,base,sub-10486,alpha,1.0,0.11010357724586348,0.060739469985,0.0024737384279000002,0.5092978319974999
N111_HPreference_base_full,HPreference,base,sub-10486,kappa,1.0,0.27385125308102065,0.2562380769,0.1048324749125,0.548705842545
N111_HPreference_base_full,HPreference,base,sub-10486,preference_friend,1.0,5.052026125365563,4.958825490500001,2.5614352965,8.084981891574998
N111_HPreference_base_full,HPreference,base,sub-10486,preference_stranger,1.0,2.922142280474963,2.8274822095,1.321947996175,5.006466952349999
N111_HPreference_base_full,HPreference,base,sub-10529,alpha,1.0,0.2618396110204647,0.2045478001,0.01523153130475,0.7870484225599998
N111_HPreference_base_full,HPreference,base,sub-10529,kappa,1.0,0.090372604447648,0.076737207775,0.023119628582,0.23604577435000001
N111_HPreference_base_full,HPreference,base,sub-10529,preference_friend,1.0,3.6287108124773186,3.444908078,1.27664139135,7.039673488775
N111_HPreference_base_full,HPreference,base,sub-10529,preference_stranger,0.96575,1.462424564552581,1.309078398,-0.07464318230249993,3.7591041139499994
N111_HPreference_base_full,HPreference,base,sub-10541,alpha,1.0,0.34184626359862347,0.301542215,0.023520038304499998,0.8564147627425001
N111_HPreference_base_full,HPreference,base,sub-10541,kappa,1.0,0.062187806641551796,0.05239512495,0.0128658590535,0.16634353794999995
N111_HPreference_base_full,HPreference,base,sub-10541,preference_friend,0.999625,3.546916881816163,3.3378599385000003,1.093182051625,7.108925620549999
N111_HPreference_base_full,HPreference,base,sub-10541,preference_stranger,0.940125,1.388888947381653,1.2464743485,-0.30650677370499996,3.7660676749499995
N111_HPreference_base_full,HPreference,base,sub-10555,alpha,1.0,0.4539775611358109,0.44667242585,0.05512905053925,0.8884692237499998
N111_HPreference_base_full,HPreference,base,sub-10555,kappa,1.0,0.1775462978443608,0.13047483575000002,0.014699611934,0.5910240414425
N111_HPreference_base_full,HPreference,base,sub-10555,preference_friend,0.982625,1.7979010386549945,1.3322847785,0.09083346195450001,5.743161207149998
N111_HPreference_base_full,HPreference,base,sub-10555,preference_stranger,0.6580625,0.4103135065042331,0.22771868690000002,-1.06205519075,2.8452767442249995
N111_HPreference_base_full,HPreference,base,sub-10559,alpha,1.0,0.06284675632956988,0.05628386452,0.009970779778975002,0.15488298158749997
N111_HPreference_base_full,HPreference,base,sub-10559,kappa,1.0,2.4908762014373753,2.3413670285,0.976191890805,4.843470003049999
N111_HPreference_base_full,HPreference,base,sub-10559,preference_friend,0.8738125,0.11327058392812622,0.13748709585,-0.1661243120425,0.25173821738
N111_HPreference_base_full,HPreference,base,sub-10559,preference_stranger,0.5283125,-0.021791645172490253,0.008081628683,-0.36625880940999994,0.15079145112
N111_HPreference_base_full,HPreference,base,sub-10572,alpha,1.0,0.2615651955515016,0.19648365035,0.015296024855000001,0.8432304206674998
N111_HPreference_base_full,HPreference,base,sub-10572,kappa,1.0,0.19864975822632625,0.1490248437,0.01208368974425,0.6830128559975
N111_HPreference_base_full,HPreference,base,sub-10572,preference_friend,0.722625,0.4993894260650943,0.2405368525,-0.87459642174,4.045512070024999
N111_HPreference_base_full,HPreference,base,sub-10572,preference_stranger,0.193125,-0.45543518735950494,-0.44160043115000003,-1.9532538642750001,1.4878332670999992
N111_HPreference_base_full,HPreference,base,sub-10581,alpha,1.0,0.07693636354835517,0.059845832075,0.0059525931318750004,0.24667071423249998
N111_HPreference_base_full,HPreference,base,sub-10581,kappa,1.0,0.49903439707360187,0.42277975665,0.098774469879,1.2887650579999999
N111_HPreference_base_full,HPreference,base,sub-10581,preference_friend,1.0,1.518049046914581,1.3053932095,0.50820789861,3.741535505625
N111_HPreference_base_full,HPreference,base,sub-10581,preference_stranger,0.73275,0.12734044949419898,0.1245134158,-0.44373719756749996,0.7989799004449999
N111_HPreference_base_full,HPreference,base,sub-10584,alpha,1.0,0.32892428260530254,0.290891756,0.021983085452500002,0.8442628615224997
N111_HPreference_base_full,HPreference,base,sub-10584,kappa,1.0,0.2775301624287567,0.24584199909999999,0.06583932597325001,0.665730671655
N111_HPreference_base_full,HPreference,base,sub-10584,preference_friend,0.0674375,-0.6148889296384838,-0.5468235636500001,-1.91059742825,0.15486130592749991
N111_HPreference_base_full,HPreference,base,sub-10584,preference_stranger,0.353125,-0.24719612213093636,-0.14286045485,-1.5283132366249998,0.4269466377499997
N111_HPreference_base_full,HPreference,base,sub-10585,alpha,1.0,0.1964385956961573,0.14496127339999998,0.01119222539325,0.677576682035
N111_HPreference_base_full,HPreference,base,sub-10585,kappa,1.0,0.11879908078486187,0.1033608613,0.0393575936955,0.2855368877
N111_HPreference_base_full,HPreference,base,sub-10585,preference_friend,1.0,3.9390826371758747,3.7941962615,1.5843525445250002,7.264563647724997
N111_HPreference_base_full,HPreference,base,sub-10585,preference_stranger,0.997875,1.784757551654645,1.6518858664999998,0.40284446223750003,3.9748461732499996
N111_HPreference_base_full,HPreference,base,sub-10589,alpha,1.0,0.19447621526363287,0.14574236075000002,0.010778811625,0.6328793422799999
N111_HPreference_base_full,HPreference,base,sub-10589,kappa,1.0,0.14140284482386323,0.1241801731,0.04162955947875,0.3403410429775
N111_HPreference_base_full,HPreference,base,sub-10589,preference_friend,1.0,3.557832507627638,3.3595159514999997,1.4410918461,6.692225873599999
N111_HPreference_base_full,HPreference,base,sub-10589,preference_stranger,0.9826875,1.2463636021919342,1.0763008644999998,0.06348890227725001,3.3148921068499986
N111_HPreference_base_full,HPreference,base,sub-10590,alpha,1.0,0.07933604231443792,0.06530626034,0.00726848105935,0.23483687039999998
N111_HPreference_base_full,HPreference,base,sub-10590,kappa,1.0,1.2819204851345927,1.226066956,0.3596582038025,2.549673764649999
N111_HPreference_base_full,HPreference,base,sub-10590,preference_friend,1.0,0.9390273254497624,0.82506720105,0.4623925208975,2.0770209385999996
N111_HPreference_base_full,HPreference,base,sub-10590,preference_stranger,0.963,0.179681299827643,0.1874782023,-0.03156814351225,0.3429416430874999
N111_HPreference_base_full,HPreference,base,sub-10596,alpha,1.0,0.1364411283868443,0.08163851417000001,0.004776410851550001,0.584443795165
N111_HPreference_base_full,HPreference,base,sub-10596,kappa,1.0,0.2603154742676287,0.23729310775,0.1016818892475,0.558263915015
N111_HPreference_base_full,HPreference,base,sub-10596,preference_friend,1.0,4.018378991785425,3.8723095479999996,1.7907374529250002,7.08361401035
N111_HPreference_base_full,HPreference,base,sub-10596,preference_stranger,1.0,2.1717518563049185,2.0458176015,0.935664804355,4.102266170275
