run,model,participant_id,n,posterior_draws,log_loss,brier,accuracy
N111_H5_zero_train,H5,sub-10317,15,16000,0.42484555164022725,0.14109211894936272,0.8
N111_H5_zero_train,H5,sub-10369,15,16000,0.707383187172024,0.2475927674499478,0.6
N111_H5_zero_train,H5,sub-10402,42,16000,0.4178607560176434,0.1351498323984525,0.8809523809523809
N111_H5_zero_train,H5,sub-10418,42,16000,0.3751937815154728,0.12074722596657181,0.8095238095238095
N111_H5_zero_train,H5,sub-10462,14,16000,0.5761234873070039,0.19491496045294537,0.7142857142857143
N111_H5_zero_train,H5,sub-10478,41,16000,0.4674380751023822,0.1550612027668781,0.7317073170731707
N111_H5_zero_train,H5,sub-10486,15,16000,0.2625912429289066,0.07383777562596178,0.8
N111_H5_zero_train,H5,sub-10529,40,16000,0.4568060697923042,0.15078361980973531,0.775
N111_H5_zero_train,H5,sub-10541,42,16000,0.4908111006029459,0.1592799468547795,0.7380952380952381
N111_H5_zero_train,H5,sub-10555,14,16000,0.6595225056244469,0.2319639985916134,0.5714285714285714
N111_H5_zero_train,H5,sub-10559,40,16000,0.5121650823846098,0.17965653210551738,0.65
N111_H5_zero_train,H5,sub-10572,42,16000,0.6109772143866135,0.20602903598432465,0.6190476190476191
N111_H5_zero_train,H5,sub-10581,41,16000,0.563068898018855,0.18347578616897914,0.7560975609756098
N111_H5_zero_train,H5,sub-10584,41,16000,0.6047101478974245,0.20678180874675853,0.7804878048780488
N111_H5_zero_train,H5,sub-10585,42,16000,0.5321460340855514,0.18023554422411198,0.7380952380952381
N111_H5_zero_train,H5,sub-10589,42,16000,0.524575088974127,0.1537128651593153,0.7857142857142857
N111_H5_zero_train,H5,sub-10590,42,16000,0.5039698856476237,0.16199724001779497,0.7619047619047619
N111_H5_zero_train,H5,sub-10596,41,16000,0.5884324350434373,0.2076218457120314,0.6097560975609756
N111_H5_zero_train,H5,sub-10603,42,16000,0.7368302242009138,0.254307852410026,0.7142857142857143
N111_H5_zero_train,H5,sub-10606,41,16000,0.3454605782160376,0.11610493581315665,0.6341463414634146
N111_H5_zero_train,H5,sub-10608,15,16000,0.1559033714690628,0.043400605709988126,0.9333333333333333
N111_H5_zero_train,H5,sub-10617,15,16000,0.6597621288721085,0.2305250733330744,0.6666666666666666
N111_H5_zero_train,H5,sub-10636,42,16000,0.48659771231742815,0.16144131375018606,0.6190476190476191
N111_H5_zero_train,H5,sub-10638,41,16000,0.3611673777002337,0.12257095808806502,0.6341463414634146
N111_H5_zero_train,H5,sub-10640,41,16000,0.7501840185960681,0.26051028007193927,0.6097560975609756
N111_H5_zero_train,H5,sub-10641,15,16000,0.5268791923316757,0.18445777607901748,0.7333333333333333
N111_H5_zero_train,H5,sub-10642,42,16000,0.19614701651304994,0.05213505324177983,0.9523809523809523
N111_H5_zero_train,H5,sub-10644,41,16000,0.2572329831852475,0.07217348526178145,0.926829268292683
N111_H5_zero_train,H5,sub-10647,42,16000,0.3732869153131627,0.11891537801211835,0.8571428571428571
N111_H5_zero_train,H5,sub-10649,39,16000,0.42109887744628965,0.14493671775968436,0.5897435897435898
N111_H5_zero_train,H5,sub-10652,42,16000,0.4920201055008144,0.15695142741771587,0.8333333333333334
N111_H5_zero_train,H5,sub-10656,42,16000,0.37083164618064385,0.11590806507291884,0.8095238095238095
N111_H5_zero_train,H5,sub-10661,42,16000,0.39996228135271383,0.1360433711166245,0.6190476190476191
N111_H5_zero_train,H5,sub-10663,38,16000,0.32891546438338826,0.09784304412470804,0.868421052631579
N111_H5_zero_train,H5,sub-10668,13,16000,0.7129358320436415,0.2535147885695013,0.6153846153846154
N111_H5_zero_train,H5,sub-10673,42,16000,0.7483161107713348,0.2704192400433209,0.5714285714285714
N111_H5_zero_train,H5,sub-10674,42,16000,0.3717537633052026,0.12459429050371516,0.6190476190476191
N111_H5_zero_train,H5,sub-10677,42,16000,0.5673583593490621,0.19194281898723758,0.7380952380952381
N111_H5_zero_train,H5,sub-10685,42,16000,0.7636477856079115,0.2060115383264559,0.7857142857142857
N111_H5_zero_train,H5,sub-10690,15,16000,0.7718002898192575,0.2744289537898832,0.5333333333333333
N111_H5_zero_train,H5,sub-10691,42,16000,0.5477114665037026,0.1856834051169128,0.5714285714285714
N111_H5_zero_train,H5,sub-10700,42,16000,0.44485224974877824,0.14405587653868177,0.8333333333333334
N111_H5_zero_train,H5,sub-10701,42,16000,0.8480464954847097,0.3067243819912509,0.40476190476190477
N111_H5_zero_train,H5,sub-10713,42,16000,0.6444781819082623,0.22621189496443256,0.6428571428571429
N111_H5_zero_train,H5,sub-10716,42,16000,0.5233970824089912,0.18032535346504414,0.8095238095238095
