model,source_run,posterior_fit_window,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials,n_participants,observed_high,predicted_high,residual_high,observed_investment,predicted_investment,residual_investment,predictive_interval_low,predictive_interval_high,investment_predictive_interval_low,investment_predictive_interval_high,posterior_draws,cell_weighting,sparse_cell,history_strata
H2,H2_train_noage,training,conditional_history,partner,friend,all,all,all,all,all,2745,111,0.7787168939641232,0.4741456841835938,0.30457120978052943,4.963929540869012,3.5835680001440005,1.3803615407250116,0.4540377255552021,0.49381824450665046,3.4753656150693657,3.6787380861370647,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,offer,friend,0-2,zero,all,all,all,390,111,0.8821321321321322,0.48765479577283655,0.3944773363592956,1.7642642642642643,0.9753095915456731,0.7889546727185912,0.4391704204204204,0.5406156156156156,0.8783408408408409,1.081231231231231,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,offer,friend,0-4,zero,all,all,all,395,111,0.8746246246246245,0.47684986595873086,0.3977747586658937,3.498498498498498,1.9073994638349234,1.5910990346635747,0.42415540540540536,0.5293168168168167,1.6966216216216214,2.117267267267267,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,offer,friend,0-8,zero,all,all,all,386,111,0.8603603603603603,0.4613375079384872,0.39902285242187313,6.882882882882883,3.6907000635078977,3.192182819374985,0.4151463963963964,0.5105292792792792,3.321171171171171,4.084234234234233,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,offer,friend,2-4,positive_positive,all,all,all,389,111,0.7897897897897898,0.4863902180235333,0.3033995717662564,3.5795795795795797,2.972780436047066,0.6067991435325135,0.4338963963963964,0.5323573573573572,2.8677927927927933,3.064714714714715,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,offer,friend,2-8,positive_positive,all,all,all,788,111,0.7037859287859287,0.4668609759849305,0.23692495280099823,6.222715572715573,4.801165855909584,1.4215497168059885,0.43031611969111977,0.500935489060489,4.581896718146718,5.005612934362934,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,offer,friend,4-8,positive_positive,all,all,all,397,111,0.6373873873873874,0.4732966106819332,0.16409077670545424,6.54954954954955,5.893186442727734,0.6563631068218161,0.4173798798798799,0.5240427927927926,5.66951951951952,6.0961711711711715,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,zero_option,friend,all,positive_positive,all,all,all,1574,111,0.7076362076362074,0.47327042621084386,0.23436578142536352,5.6486271986271985,4.62502978883376,1.0235974097934388,0.44450262762762754,0.4984466162591163,4.486658622908621,4.745843522093522,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,zero_option,friend,all,zero,all,all,all,1171,111,0.8755115505115504,0.47533745232799524,0.40017409818355515,4.044227344227349,2.180974520002963,1.8632528242243862,0.4461289211289213,0.505659263159263,2.0348923436423436,2.3428662266162283,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,run,friend,all,all,single_run,all,all,289,21,0.795133437990581,0.4749998163509092,0.3201336216396718,4.971742543171114,3.5709718855050743,1.40077065766604,0.4175170068027211,0.5328231292517006,3.3011512297226586,3.8682365253793822,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H2,H2_train_noage,training,conditional_history,time_bin,friend,all,all,early,all,all,950,111,0.8238462488462486,0.4704683478661175,0.35337790098013105,5.312652912652913,3.6343728068405365,1.6782801058123766,0.43714483964483936,0.5049910218660218,3.455742966992967,3.7999048886548903,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
