model,source_run,posterior_fit_window,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials,n_participants,observed_high,predicted_high,residual_high,observed_investment,predicted_investment,residual_investment,predictive_interval_low,predictive_interval_high,investment_predictive_interval_low,investment_predictive_interval_high,posterior_draws,cell_weighting,sparse_cell,history_strata
H5,H5_train_noage,training,conditional_history,offer,computer,0-4,zero,all,all,all,392,111,0.6006006006006005,0.3886072852523918,0.2119933153482087,2.402402402402402,1.5544291410095672,0.8479732613928348,0.3378378378378379,0.4414414414414414,1.3513513513513515,1.7657657657657655,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,0-8,zero,all,all,all,393,111,0.5157657657657658,0.33717520218497254,0.17859056358079328,4.126126126126127,2.6974016174797804,1.4287245086463463,0.2890202702702702,0.38365240240240245,2.3121621621621617,3.0692192192192196,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,2-4,positive_positive,all,all,all,396,111,0.4872372372372373,0.4373525576236101,0.04988467961362719,2.974474474474474,2.87470511524722,0.09976935922725438,0.3873686186186186,0.48725600600600605,2.7747372372372374,2.974512012012012,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,2-8,positive_positive,all,all,all,783,111,0.3788610038610038,0.365337390490279,0.013523613370724774,4.273166023166023,4.192024342941674,0.08114168022434853,0.32889854139854136,0.4013848670098669,3.973391248391249,4.408309202059201,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,4-8,positive_positive,all,all,all,395,111,0.3498498498498498,0.39017860216132233,-0.04032875231147254,5.399399399399399,5.56071440864529,-0.16131500924589126,0.34007132132132134,0.4422297297297297,5.360285285285285,5.768918918918919,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,zero_option,computer,all,positive_positive,all,all,all,1574,111,0.3994088869088869,0.3896590728237703,0.009749814085116548,4.232414832414832,4.2034922925645475,0.028922539850284146,0.3595460089210089,0.4165623006248006,4.068697131197132,4.327036184536184,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,zero_option,computer,all,zero,all,all,all,1180,111,0.5905015405015404,0.3880839490012194,0.20241759150032096,2.6131157131157123,1.7077655795476874,0.905350133568025,0.35487261612261606,0.4193747318747319,1.5523517023517026,1.8807779532779536,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,run,computer,all,all,single_run,all,all,284,21,0.4404127618413332,0.3792236793886332,0.061189082452699994,3.3466137037565615,3.0966413543335047,0.2499723494230568,0.32013878978164695,0.4411411009625295,2.8153352599781174,3.4268743161600304,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,time_bin,computer,all,all,early,all,all,859,111,0.4725676975676976,0.3894724692003372,0.08309522836736044,3.4487259987260006,3.1230929770700264,0.3256330216559742,0.3564997708747709,0.42814841627341627,2.9584565084565067,3.313051135551136,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,time_bin,computer,all,all,late,all,all,876,111,0.523132623132623,0.3903474263570644,0.1327851967755586,3.704526754526753,3.1281146326903855,0.5764121218363676,0.35823145260645256,0.42372410434910424,2.9601365888865883,3.308075790575792,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,time_bin,computer,all,all,middle,all,all,1019,111,0.45108902608902623,0.38665420567035624,0.06443482041866999,3.4197058197058188,3.111322868538256,0.30838295116756287,0.3523638923638923,0.4193107636857636,2.951722802972802,3.275315395315394,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,computer,all,all,all,defection,all,1370,111,0.4542325887914125,0.3759957791576345,0.07823680963377799,3.414402715873303,3.057121542501367,0.3572811733719359,0.3466191605529842,0.404889731856644,2.909655163699281,3.202437282510812,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,computer,all,all,all,no_previous,all,130,111,0.45495495495495497,0.3796094548629681,0.07534550009198687,3.972972972972973,3.5800319643896374,0.39294100858333536,0.29718468468468473,0.4594594594594595,3.1171171171171173,4.009009009009009,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,computer,all,all,all,reciprocation,all,1254,111,0.5255488130488132,0.4038336496331493,0.12171516341566385,3.73904878904879,3.226169690410685,0.5128790986381047,0.3743841378216378,0.43121324808824807,3.0853325890825882,3.365038538163538,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,partner,friend,all,all,all,all,training,1424,111,0.8064980314980315,0.7664860980303837,0.04001193346764775,5.135605235605238,5.06928133387567,0.06632390172956804,0.7429888879888877,0.7928430153430156,4.950203880203878,5.194288944288946,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,friend,0-2,zero,all,all,training,200,110,0.8954545454545455,0.6938588724676699,0.20159567298687564,1.790909090909091,1.3877177449353397,0.4031913459737513,0.6317045454545455,0.7545454545454545,1.263409090909091,1.509090909090909,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,friend,0-4,zero,all,all,training,203,107,0.897196261682243,0.7720886419357464,0.12510761974649653,3.588785046728972,3.088354567742986,0.5004304789859861,0.719626168224299,0.8271028037383178,2.878504672897196,3.308411214953271,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,friend,0-8,zero,all,all,training,201,109,0.908256880733945,0.8366184370935152,0.0716384436404297,7.26605504587156,6.692947496748122,0.5731075491234376,0.7888761467889909,0.8808486238532109,6.311009174311927,7.0467889908256875,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,friend,2-4,positive_positive,all,all,training,199,108,0.8101851851851852,0.6815996588416187,0.12858552634356657,3.6203703703703702,3.3631993176832373,0.2571710526871329,0.6157407407407407,0.7453703703703703,3.2314814814814814,3.490740740740741,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,friend,2-8,positive_positive,all,all,training,418,111,0.7327327327327329,0.8045493560419216,-0.0718166233091887,6.396396396396397,6.827296136251529,-0.43089973985513197,0.76875,0.8401088588588588,6.6125,7.040653153153153,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,friend,4-8,positive_positive,all,all,training,203,110,0.6863636363636364,0.763855172595774,-0.07749153623213756,6.745454545454545,7.055420690383096,-0.3099661449285511,0.7,0.8227272727272728,6.8,7.290909090909091,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,zero_option,friend,all,positive_positive,all,all,training,820,111,0.738953238953239,0.7661754816764911,-0.02722224272325202,5.817417417417418,6.059909719359103,-0.24249230194168536,0.7351254826254827,0.7998026598026599,5.918907121407123,6.203589661089662,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,zero_option,friend,all,zero,all,all,training,604,111,0.9010510510510508,0.7667659810414807,0.13428507000957002,4.223723723723726,3.726767858173888,0.49695586554983784,0.7348123123123125,0.8012012012012009,3.576854354354354,3.888033033033032,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,run,friend,all,all,single_run,all,training,200,21,0.8226826083968942,0.7760509680161689,0.046631640380725314,5.261142032570605,5.211912797299229,0.049229235271376126,0.716359126984127,0.8398356867999727,4.909777794956367,5.520939325225039,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,time_bin,friend,all,all,early,all,training,950,111,0.8238462488462486,0.7696867970752382,0.054159451771010336,5.312652912652913,5.176744049925283,0.13590886272763036,0.7414838539838539,0.7998684561184558,5.027485553735552,5.3241266753766725,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,time_bin,friend,all,all,middle,all,training,474,111,0.7784069784069781,0.7634814439057337,0.014925534501244453,4.8404404404404415,4.894978845818616,-0.05453840537817456,0.7251907264407262,0.8034681109681109,4.72165915915916,5.060041112541114,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,defection,training,680,111,0.7834799084799081,0.7441483480510533,0.03933156042885477,5.213913913913915,5.120127073448182,0.09378684046573316,0.709812044187044,0.7766453060203059,4.948860288860288,5.280849957099958,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,no_previous,training,112,111,0.9234234234234234,0.7790064736359861,0.14441694978743735,6.09009009009009,5.517176547892303,0.5729135421977869,0.7027027027027027,0.8514639639639638,5.207207207207207,5.81981981981982,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,friend,all,all,all,reciprocation,training,632,111,0.8201415701415703,0.7858843739936462,0.03425719614792411,4.842771342771341,4.857551993371362,-0.014780650600020984,0.747069390819391,0.8232681788931787,4.701070356070356,5.008048584298587,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,partner,stranger,all,all,all,all,training,1398,111,0.5187398687398684,0.38823349656314954,0.1305063721767189,3.725369225369225,3.1408431354741735,0.5845260898950517,0.36072026947026925,0.4155329511579511,3.002050984550984,3.2787524975024973,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,stranger,0-2,zero,all,all,training,200,107,0.7616822429906542,0.44388112794662865,0.3178011150440256,1.5233644859813085,0.8877622558932573,0.6356022300880512,0.37838785046728973,0.514018691588785,0.7567757009345795,1.02803738317757,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,stranger,0-4,zero,all,all,training,194,109,0.7110091743119266,0.3895490332416043,0.3214601410703223,2.8440366972477062,1.5581961329664171,1.2858405642812891,0.3165137614678899,0.45871559633027525,1.2660550458715596,1.834862385321101,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,stranger,0-8,zero,all,all,training,193,107,0.5981308411214953,0.34315978984287276,0.2549710512786225,4.785046728971962,2.745278318742982,2.03976841022898,0.2616822429906542,0.40654205607476634,2.0934579439252334,3.2523364485981308,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,stranger,2-4,positive_positive,all,all,training,207,109,0.47706422018348627,0.43233322547117625,0.04473099471231001,2.9541284403669725,2.864666450942352,0.08946198942462047,0.36227064220183486,0.5001146788990825,2.72454128440367,3.000229357798165,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,stranger,2-8,positive_positive,all,all,training,408,110,0.396969696969697,0.35974945718586193,0.03722023978383504,4.381818181818182,4.1584967431151725,0.22332143870300936,0.31212121212121213,0.4053030303030303,3.8727272727272726,4.431818181818182,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,stranger,4-8,positive_positive,all,all,training,196,108,0.3287037037037037,0.39620602319734943,-0.06750231949364571,5.314814814814815,5.584824092789397,-0.27000927797458196,0.3287037037037037,0.4630787037037036,5.314814814814815,5.8523148148148145,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,zero_option,stranger,all,positive_positive,all,all,training,811,111,0.40072930072930085,0.3865889543649591,0.01414034636434175,4.256327756327757,4.178342911412146,0.0779848449156102,0.3513288288288288,0.422228120978121,4.008351565851567,4.344555984555985,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,zero_option,stranger,all,zero,all,all,training,587,111,0.6873873873873872,0.390537228706002,0.29685015868138526,3.0159159159159157,1.704298538848281,1.3116173770676347,0.3477364864864865,0.42869369369369364,1.4825525525525527,1.8807282282282285,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,run,stranger,all,all,single_run,all,training,170,21,0.41991685563114134,0.3717142346294455,0.04820262100169587,3.395918367346939,3.149444364680096,0.24647400266684327,0.3107005857898716,0.447694633408919,2.8312188208616784,3.5099178004535148,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,time_bin,stranger,all,all,early,all,training,938,111,0.4997546247546247,0.3866866681054997,0.113067956649125,3.717043667043666,3.1864287783639083,0.5306148886797577,0.35397089459589465,0.4218211149461149,3.0149586112086113,3.34787661037661,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,time_bin,stranger,all,all,middle,all,training,460,111,0.5581295581295581,0.3917371243201319,0.1663924338094262,3.795795795795796,3.0813275802582027,0.7144682155375932,0.3466055341055341,0.43893607893607883,2.857819605319606,3.293824538824539,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,stranger,all,all,all,defection,training,650,111,0.5120656370656372,0.375101747801244,0.13696388926439323,3.622408122408123,3.005769075543205,0.6166390468649179,0.32697876447876434,0.4166113434863434,2.7975205562705567,3.1832764907764903,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,stranger,all,all,all,no_previous,training,123,111,0.6081081081081081,0.39059912184704243,0.21750898626106568,4.063063063063064,3.1971625801674985,0.8659004828955652,0.30330330330330335,0.48348348348348347,2.8077327327327333,3.6156906906906903,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,previous_feedback,stranger,all,all,all,reciprocation,training,625,109,0.5613222659094216,0.40561928532189634,0.15570298058752524,3.9575506043395943,3.28236115534436,0.6751894489952344,0.3629196701616425,0.44337274282801814,3.0703545944371644,3.4658320591233434,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,partner,computer,all,all,all,all,training,1412,111,0.4652083152083152,0.38906307231617043,0.07614524289214475,3.4356873856873857,3.1228197664037918,0.31286761928359397,0.3597423353673352,0.41811803124303143,2.994825629825631,3.25285164910165,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,0-2,zero,all,all,training,205,110,0.6409090909090909,0.43698137844889523,0.20392771246019564,1.2818181818181817,0.8739627568977905,0.4078554249203913,0.36363636363636365,0.5092045454545453,0.7272727272727273,1.0184090909090906,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,0-4,zero,all,all,training,203,109,0.5963302752293578,0.39089318862616795,0.20543708660318982,2.385321100917431,1.5635727545046718,0.8217483464127593,0.3211009174311927,0.463302752293578,1.2844036697247707,1.853211009174312,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,2-4,positive_positive,all,all,training,207,111,0.481981981981982,0.43701294073679975,0.04496904124518225,2.963963963963964,2.8740258814735995,0.08993808249036439,0.3692567567567568,0.5001126126126125,2.7385135135135137,3.000225225225225,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,2-8,positive_positive,all,all,training,400,110,0.3704545454545455,0.36864150657873757,0.0018130388758079152,4.222727272727273,4.211849039472425,0.01087823325484738,0.3196969696969697,0.4144318181818182,3.918181818181818,4.486590909090909,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,offer,computer,4-8,positive_positive,all,all,training,202,107,0.3411214953271028,0.38997172804638963,-0.048850232719286846,5.364485981308412,5.559886912185558,-0.19540093087714627,0.32242990654205606,0.4580607476635513,5.289719626168225,5.832242990654205,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H5,H5_train_noage,training,conditional_history,zero_option,computer,all,positive_positive,all,all,training,809,111,0.38973616473616474,0.39113738114367697,-0.001401216407512229,4.158236808236808,4.19577483369697,-0.037538025460162494,0.35605131917631905,0.42754236379236377,4.026252145002146,4.348876018876019,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
