parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,chains,draws_per_chain,warmup_per_chain,adapt_delta,divergences,max_depth_hits,min_bfmi,passed
"natural[3,3]",3.34553,0.0129556,1.62437,1.62982,1.04462,3.13029,6.34859,17473.5,12270.3,0.856852,1.00035,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[3,4]",1.52837,0.00752163,1.00368,0.966544,0.208077,1.37066,3.39712,21256.0,11600.1,1.04234,1.00026,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[4,1]",0.0394663,0.000443473,0.0424004,0.024703,0.00371147,0.0278283,0.111636,10414.3,10963.7,0.510685,0.999927,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[4,2]",0.35215,0.00125207,0.149721,0.142302,0.145041,0.331517,0.628813,12817.0,10519.2,0.628511,1.00018,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[4,3]",3.10968,0.0076625,0.892153,0.846591,1.82938,3.00958,4.70081,15542.2,10953.7,0.762145,1.00028,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[4,4]",0.319467,0.00293417,0.325217,0.225409,-0.0948485,0.275424,0.872073,16263.6,10357.4,0.79752,1.00064,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[5,1]",0.27601,0.00267197,0.247724,0.195153,0.0222585,0.186241,0.801913,8778.86,11809.8,0.43049,1.00021,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[5,2]",0.257853,0.00315057,0.272002,0.154207,0.0244202,0.174539,0.787293,5391.47,8302.41,0.264382,1.00036,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[5,3]",1.07521,0.0152659,1.22237,0.613175,-0.103974,0.70764,3.62268,9312.36,7071.4,0.456651,1.00026,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[5,4]",-0.235045,0.0083663,0.844179,0.566024,-1.43339,-0.269205,1.28811,13113.8,7844.39,0.643062,1.0005,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[6,1]",0.113907,0.00102805,0.106038,0.0751576,0.0108106,0.0833503,0.3229,10761.3,11708.9,0.527702,0.999874,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[6,2]",0.245702,0.00107155,0.126481,0.114716,0.0850727,0.222826,0.483277,11664.8,9730.77,0.572007,1.0,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[6,3]",3.12795,0.010108,1.13188,1.04961,1.61272,2.95673,5.23286,14540.4,10867.7,0.713021,1.0001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[6,4]",0.672971,0.00583972,0.595677,0.42037,0.0127605,0.52354,1.84636,13632.9,9523.15,0.668521,1.00059,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[7,1]",0.110104,0.00195033,0.134122,0.0677502,0.00471147,0.0607395,0.399297,4289.54,8372.65,0.210347,1.00089,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[7,2]",0.273851,0.000879718,0.115878,0.108072,0.121248,0.256238,0.491267,17527.3,12113.8,0.85949,1.00006,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[7,3]",5.05203,0.00948622,1.41488,1.40314,2.8956,4.95883,7.56159,24405.5,12441.2,1.19678,1.00006,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[7,4]",2.92214,0.00661619,0.950508,0.928229,1.51848,2.82748,4.63608,23155.4,11254.3,1.13547,1.00038,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[8,1]",0.26184,0.00216718,0.210312,0.189461,0.0249615,0.204548,0.697298,9226.58,10510.4,0.452445,1.00026,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[8,2]",0.0903726,0.000412825,0.0562593,0.0432869,0.0285808,0.0767372,0.199921,15347.8,11316.2,0.752611,1.00002,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[8,3]",3.62871,0.0114284,1.51902,1.52183,1.51148,3.44491,6.39731,20441.0,12025.2,1.00237,1.00001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[8,4]",1.46242,0.007373,0.99944,0.960548,0.103835,1.30908,3.34253,22121.3,11946.5,1.08477,1.00005,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[9,1]",0.341846,0.00223472,0.229812,0.244514,0.0389561,0.301542,0.785198,9450.01,9825.41,0.463401,1.00009,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[9,2]",0.0621878,0.000307525,0.0401164,0.0319016,0.0166918,0.0523951,0.139158,13208.4,10183.4,0.647704,1.00024,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[9,3]",3.54692,0.0119103,1.58165,1.55353,1.34537,3.33786,6.44378,20916.5,11926.2,1.02569,1.00007,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[9,4]",1.38889,0.0078163,1.04691,0.992665,-0.0710676,1.24647,3.3,21428.5,11739.5,1.05079,1.00065,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[10,1]",0.453978,0.00184517,0.225796,0.250681,0.0891913,0.446672,0.836905,14715.1,9586.39,0.721587,1.0005,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[10,2]",0.177546,0.00177973,0.158232,0.119401,0.0208114,0.130475,0.497951,6472.01,9456.36,0.317369,1.00017,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[10,3]",1.7979,0.017488,1.48879,1.0559,0.259724,1.33228,4.88298,9467.73,8892.52,0.464271,1.0003,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[10,4]",0.410314,0.00944118,0.944723,0.656281,-0.805982,0.227719,2.29002,11999.5,9700.59,0.588421,1.0005,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[11,1]",0.0628468,0.000302915,0.0373039,0.0313507,0.0151977,0.0562839,0.130774,14866.5,11056.3,0.729012,1.00026,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[11,2]",2.49088,0.00755481,1.00133,0.924708,1.15163,2.34137,4.32174,16015.7,12089.2,0.785363,0.999969,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[11,3]",0.113271,0.00103973,0.114038,0.0855693,-0.0933984,0.137487,0.239698,14224.7,12291.2,0.69754,0.999941,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[11,4]",-0.0217916,0.00129065,0.14243,0.107314,-0.273416,0.00808163,0.134669,16094.0,11863.2,0.789202,1.00004,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[12,1]",0.261565,0.00271011,0.219979,0.181716,0.0247651,0.196484,0.743121,6761.02,9616.43,0.331541,1.00055,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[12,2]",0.19865,0.00203476,0.175174,0.122382,0.0206458,0.149025,0.55505,4807.64,6204.9,0.235753,1.00049,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[12,3]",0.499389,0.0168445,1.15794,0.473656,-0.619686,0.240537,2.78712,7341.23,5406.87,0.359993,1.00025,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[12,4]",-0.455435,0.00834426,0.795672,0.575828,-1.64698,-0.4416,0.671552,11673.1,5437.64,0.572416,1.00026,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[13,1]",0.0769364,0.000607309,0.0659795,0.0486099,0.00973102,0.0598458,0.201178,12176.4,11467.5,0.597098,1.00001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[13,2]",0.499034,0.00314116,0.319431,0.279401,0.125676,0.42278,1.12347,7883.68,8529.98,0.386593,1.00004,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[13,3]",1.51805,0.0103563,0.861354,0.703334,0.570701,1.30539,3.17115,8568.51,8582.4,0.420175,1.00004,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[13,4]",0.12734,0.00294183,0.319873,0.184753,-0.316586,0.124513,0.55832,15799.4,7888.77,0.774759,1.0005,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[14,1]",0.328924,0.00294608,0.229716,0.253727,0.0358562,0.290892,0.768196,5693.4,9563.54,0.279188,1.00045,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[14,2]",0.27753,0.0015173,0.154248,0.135493,0.0859016,0.245842,0.579362,8345.66,7008.95,0.409247,1.00044,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[14,3]",-0.614889,0.00768821,0.622227,0.462341,-1.63016,-0.546824,0.0410229,12442.4,7900.02,0.610141,1.00063,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[14,4]",-0.247196,0.00526244,0.517475,0.392753,-1.23606,-0.14286,0.330374,11144.3,11906.8,0.546487,1.0,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[15,1]",0.196439,0.0017909,0.173644,0.133206,0.0181241,0.144961,0.563487,8566.09,9327.31,0.420057,1.00025,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[15,2]",0.118799,0.000470696,0.0652843,0.0507873,0.0455357,0.103361,0.245169,15990.6,11364.7,0.784135,1.00033,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[15,3]",3.93908,0.0106214,1.45355,1.43237,1.8558,3.7942,6.58441,21576.7,12037.8,1.05806,1.00058,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[15,4]",1.78476,0.00686964,0.925899,0.895717,0.54272,1.65189,3.50591,22669.7,10959.1,1.11166,1.00006,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[16,1]",0.194476,0.0015598,0.166202,0.135273,0.0180048,0.145742,0.535862,9861.39,10434.9,0.483574,1.00006,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[16,2]",0.141403,0.000587045,0.0787719,0.0662747,0.0495352,0.12418,0.292691,14292.7,11612.4,0.700873,1.00003,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[16,3]",3.55783,0.011269,1.37264,1.31559,1.66293,3.35952,6.07917,17459.6,11868.6,0.856169,0.999932,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[16,4]",1.24636,0.00747854,0.855498,0.761593,0.194158,1.0763,2.91032,17466.2,10871.5,0.856493,0.999921,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[17,1]",0.079336,0.000627891,0.0661972,0.0469988,0.0115609,0.0653063,0.188336,13507.6,11099.4,0.662375,1.00036,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[17,2]",1.28192,0.00511538,0.568756,0.552058,0.452184,1.22607,2.29713,10745.1,9000.42,0.526908,1.00001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[17,3]",0.939027,0.0048931,0.430375,0.295816,0.497385,0.825067,1.78356,10497.6,8958.65,0.514773,1.00032,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[17,4]",0.179681,0.000785894,0.0987845,0.0685896,0.0229064,0.187478,0.304575,16034.8,10639.4,0.786301,1.00015,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[18,1]",0.136441,0.00187398,0.151713,0.0864369,0.00809902,0.0816385,0.470656,6371.5,11707.6,0.31244,1.00053,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[18,2]",0.260315,0.000816215,0.116578,0.0993255,0.116276,0.237293,0.481947,18620.0,13271.2,0.913074,1.00003,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[18,3]",4.01838,0.00974194,1.34954,1.32514,2.04827,3.87231,6.4437,21409.3,12334.8,1.04985,1.00034,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[18,4]",2.17175,0.00633281,0.816957,0.767897,1.06333,2.04582,3.69701,19663.5,12107.4,0.964242,1.00017,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[19,1]",0.108019,0.000751722,0.0843094,0.0640846,0.0175771,0.089938,0.25653,13564.5,11523.1,0.665165,1.00009,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[19,2]",0.387111,0.00176494,0.193553,0.175601,0.140982,0.351861,0.755959,9885.93,7967.16,0.484778,1.00002,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[19,3]",0.908536,0.00438935,0.445937,0.340064,0.404786,0.810304,1.74695,14551.4,10180.9,0.713561,0.999919,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[19,4]",-0.50899,0.00308477,0.397154,0.357289,-1.24373,-0.450116,0.000212276,18643.8,13138.1,0.914241,1.00005,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[20,1]",0.103347,0.00198597,0.129745,0.0608022,0.0041292,0.0539628,0.38163,3870.11,8029.62,0.189779,1.00048,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[20,2]",0.212582,0.000540448,0.0717492,0.0666433,0.115132,0.20262,0.345411,17411.9,12055.6,0.853832,1.00017,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[20,3]",5.52951,0.00970101,1.37862,1.36029,3.47592,5.42382,7.94284,21447.3,13164.9,1.05171,1.00001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[20,4]",3.05748,0.00674579,0.90437,0.887088,1.72913,2.98112,4.68941,20303.5,12055.2,0.995625,1.00011,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[21,1]",0.0633982,0.000848404,0.0725735,0.0399334,0.00304936,0.0352085,0.219168,7141.26,12673.2,0.350187,1.00023,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[21,2]",2.18309,0.00845774,1.08797,0.924934,0.855372,1.98215,4.22614,16686.7,13617.4,0.818267,1.00012,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[21,3]",1.47484,0.00513555,0.613339,0.57508,0.683437,1.36908,2.64656,16173.2,13115.0,0.793086,1.00038,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[21,4]",-0.112584,0.00192116,0.227751,0.18628,-0.551417,-0.0603123,0.148989,16468.6,13655.6,0.807572,1.00002,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[22,1]",0.259174,0.0019006,0.204826,0.186829,0.0267318,0.204508,0.680127,10404.0,10513.6,0.51018,1.00062,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[22,2]",0.110241,0.00071911,0.0949798,0.0572059,0.0232457,0.0831771,0.289772,14858.7,11731.8,0.728629,0.999994,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[22,3]",3.27184,0.0119069,1.61005,1.62488,1.01805,3.07011,6.20112,20931.9,12935.4,1.02644,0.999932,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[22,4]",1.38447,0.00732154,1.02682,0.972502,0.0192427,1.22203,3.29446,23807.0,11971.6,1.16743,0.999998,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[23,1]",0.111461,0.00176933,0.126035,0.0712779,0.00626317,0.0680655,0.374032,4544.65,8639.47,0.222857,1.00114,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[23,2]",0.181955,0.000475277,0.0650145,0.0594945,0.09518,0.171475,0.304033,17983.1,13150.2,0.881838,1.00024,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[23,3]",5.16352,0.00965698,1.39526,1.36782,3.06151,5.052,7.62434,22735.1,11507.8,1.11486,1.0001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[23,4]",2.81834,0.00644185,0.896794,0.872715,1.52982,2.71997,4.44725,22471.2,11910.7,1.10192,1.00033,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[24,1]",0.0972398,0.00171858,0.116041,0.0629982,0.00460585,0.0581767,0.324135,4049.12,8856.63,0.198558,1.00141,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[24,2]",0.220857,0.000556582,0.0726612,0.0688011,0.119613,0.211281,0.354832,16542.1,11035.3,0.811179,1.00009,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[24,3]",5.60159,0.00936049,1.38052,1.38133,3.5274,5.48996,8.03148,23727.1,12586.8,1.16351,1.00126,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[24,4]",3.19288,0.00652688,0.917135,0.900762,1.84159,3.10161,4.84215,22813.0,11368.8,1.11869,1.00039,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[25,1]",0.262233,0.00133519,0.138425,0.126281,0.071856,0.243782,0.517645,10054.3,8906.63,0.493036,1.00012,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[25,2]",0.63038,0.00229329,0.282053,0.276464,0.246803,0.590977,1.14955,13424.3,11417.7,0.658287,1.00002,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[25,3]",0.332407,0.00139706,0.17581,0.133959,0.0813603,0.318617,0.631073,16005.2,13300.6,0.784847,0.999988,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[25,4]",-0.527192,0.00376709,0.402808,0.349337,-1.30264,-0.444401,-0.0318722,13512.9,11559.2,0.662634,1.00004,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[26,1]",0.157531,0.00254982,0.185671,0.0916532,0.00731347,0.0823674,0.592029,5351.85,10036.3,0.262439,1.00014,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[26,2]",0.531562,0.00186772,0.225498,0.212134,0.224691,0.500858,0.944559,13477.2,11526.3,0.660882,1.0002,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[26,3]",2.01139,0.00555044,0.714594,0.676315,1.02978,1.91846,3.34001,18435.1,13479.8,0.904005,1.00003,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[26,4]",-0.307158,0.00303991,0.343775,0.307799,-0.904805,-0.267531,0.149606,12974.6,10871.9,0.636237,0.999901,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[27,1]",0.0184868,0.000153356,0.0181875,0.0122752,0.00156547,0.0127966,0.0549948,13866.8,13218.1,0.679986,0.999971,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[27,2]",2.66839,0.00742579,0.952202,0.864819,1.38198,2.53748,4.4134,16142.1,12544.5,0.791564,1.00036,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[27,3]",1.57639,0.00519403,0.652103,0.613791,0.71953,1.46687,2.81845,19508.7,12841.3,0.956649,1.00049,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[27,4]",0.0185172,0.000908656,0.107806,0.091224,-0.183787,0.0397906,0.151116,15400.5,13043.9,0.755196,1.00008,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[28,1]",0.0590309,0.000599082,0.0582086,0.041436,0.00388391,0.0403922,0.176039,8486.36,12201.7,0.416147,1.00019,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[28,2]",1.46581,0.00380425,0.48466,0.467032,0.778221,1.40908,2.33345,16014.3,13675.3,0.785295,1.00015,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[28,3]",1.7334,0.00504002,0.631684,0.594048,0.873925,1.63935,2.90023,18882.6,11558.5,0.92595,0.999838,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[28,4]",-0.0398343,0.00116522,0.13683,0.11816,-0.294198,-0.0139467,0.132632,14793.4,14535.2,0.725425,1.00006,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[29,1]",0.0212013,0.000120189,0.0148863,0.0138903,0.00307978,0.0182131,0.0498904,14536.9,12056.1,0.712849,1.00005,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[29,2]",2.59671,0.00799965,1.07815,0.939528,1.19982,2.41418,4.60271,15803.1,11405.5,0.774937,1.00025,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[29,3]",0.130067,0.000701803,0.078181,0.0606422,-0.0129085,0.146525,0.218412,14312.9,13973.2,0.701862,1.0001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[29,4]",-0.210509,0.00257412,0.265835,0.216511,-0.722854,-0.152715,0.0940249,14163.0,10624.8,0.694513,1.0002,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[30,1]",0.109208,0.00244735,0.139263,0.063227,0.00502919,0.0564988,0.408844,3413.81,7117.47,0.167404,1.00153,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[30,2]",0.171668,0.000512821,0.0598412,0.0547872,0.0920891,0.162883,0.282962,13518.0,12552.3,0.662885,0.999951,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[30,3]",5.33504,0.0117082,1.45228,1.42976,3.12739,5.25115,7.87303,15734.4,12662.0,0.771571,1.00001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
"natural[30,4]",3.413,0.00677884,0.949746,0.925996,2.0367,3.32645,5.10466,21466.8,12629.8,1.05267,1.0001,N111_HPreference_base_full,111,4,4000,3000,0.99,0,0,0.6906473832556173,True
