model,prediction_type,participant_id,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials,observed_high,predicted_high,residual_high,observed_investment,predicted_investment,residual_investment
HPreference,conditional_history,sub-10317,partner,friend,all,all,all,all,all,14,1.0,0.9331711127325839,0.06682888726741609,6.0,5.785984776835127,0.2140152231648731
HPreference,conditional_history,sub-10317,offer,friend,0-2,zero,all,all,all,2,1.0,0.8671051807968407,0.13289481920315926,2.0,1.7342103615936815,0.26578963840631853
HPreference,conditional_history,sub-10317,offer,friend,0-4,zero,all,all,all,2,1.0,0.9510353226440345,0.04896467735596555,4.0,3.804141290576138,0.1958587094238622
HPreference,conditional_history,sub-10317,offer,friend,0-8,zero,all,all,all,2,1.0,0.9815162239025855,0.018483776097414473,8.0,7.852129791220684,0.14787020877931578
HPreference,conditional_history,sub-10317,offer,friend,2-4,positive_positive,all,all,all,2,1.0,0.8491293320325588,0.1508706679674412,4.0,3.6982586640651176,0.3017413359348824
HPreference,conditional_history,sub-10317,offer,friend,2-8,positive_positive,all,all,all,4,1.0,0.9698766028454991,0.030123397154500853,8.0,7.819259617072996,0.180740382927004
HPreference,conditional_history,sub-10317,offer,friend,4-8,positive_positive,all,all,all,2,1.0,0.9436585240610682,0.056341475938931795,8.0,7.774634096244274,0.2253659037557263
HPreference,conditional_history,sub-10317,zero_option,friend,all,positive_positive,all,all,all,8,1.0,0.9331352654461565,0.06686473455384345,7.0,6.777852998613845,0.22214700138615484
HPreference,conditional_history,sub-10317,zero_option,friend,all,zero,all,all,all,6,1.0,0.9332189091144869,0.0667810908855131,4.666666666666667,4.463493814463501,0.20317285220316617
HPreference,conditional_history,sub-10317,run,friend,all,all,single_run,all,all,14,1.0,0.9331711127325839,0.06682888726741609,6.0,5.785984776835127,0.2140152231648731
HPreference,conditional_history,sub-10317,time_bin,friend,all,all,early,all,all,4,1.0,0.9723492685246186,0.02765073147538144,8.0,7.8407319399518975,0.15926806004810246
HPreference,conditional_history,sub-10317,time_bin,friend,all,all,late,all,all,5,1.0,0.9254399297784198,0.07456007022158018,5.2,4.989371421075147,0.21062857892485276
HPreference,conditional_history,sub-10317,time_bin,friend,all,all,middle,all,all,5,1.0,0.9095597710531197,0.09044022894688031,5.2,4.9388004021016885,0.2611995978983117
HPreference,conditional_history,sub-10317,previous_feedback,friend,all,all,all,defection,all,7,1.0,0.9421705151114023,0.05782948488859774,6.857142857142857,6.6338558155349405,0.22328704160791624
HPreference,conditional_history,sub-10317,previous_feedback,friend,all,all,all,no_previous,all,1,1.0,0.9497597901968007,0.05024020980319932,8.0,7.799039160787203,0.20096083921279728
HPreference,conditional_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,all,6,1.0,0.919907030379926,0.08009296962007395,4.666666666666667,4.461292834359997,0.2053738323066696
HPreference,conditional_history,sub-10317,partner,stranger,all,all,all,all,all,14,0.35714285714285715,0.46897274796834226,-0.11182989082548511,3.0,3.5736755684193495,-0.5736755684193495
HPreference,conditional_history,sub-10317,offer,stranger,0-2,zero,all,all,all,2,0.5,0.5386538088197499,-0.03865380881974989,1.0,1.0773076176394998,-0.07730761763949978
HPreference,conditional_history,sub-10317,offer,stranger,0-4,zero,all,all,all,2,1.0,0.4421387579676433,0.5578612420323568,4.0,1.7685550318705732,2.231444968129427
HPreference,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,all,2,0.0,0.4804399957616343,-0.4804399957616343,0.0,3.8435199660930746,-3.8435199660930746
HPreference,conditional_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,all,2,0.0,0.42168518822077544,-0.42168518822077544,2.0,2.843370376441551,-0.843370376441551
HPreference,conditional_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,all,4,0.5,0.4708525117140945,0.02914748828590552,5.0,4.825115070284567,0.17488492971543312
HPreference,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,all,2,0.0,0.458186461580404,-0.458186461580404,4.0,5.8327458463216155,-1.8327458463216155
HPreference,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,all,8,0.25,0.45539416830734214,-0.20539416830734214,4.0,4.581586590833075,-0.5815865908330746
HPreference,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,all,6,0.5,0.4870775208496758,0.012922479150324184,1.6666666666666667,2.229794205201049,-0.5631275385343824
HPreference,conditional_history,sub-10317,run,stranger,all,all,single_run,all,all,14,0.35714285714285715,0.46897274796834226,-0.11182989082548511,3.0,3.5736755684193495,-0.5736755684193495
HPreference,conditional_history,sub-10317,time_bin,stranger,all,all,early,all,all,8,0.375,0.44017753128632703,-0.06517753128632703,3.0,3.568777579925793,-0.568777579925793
HPreference,conditional_history,sub-10317,time_bin,stranger,all,all,late,all,all,4,0.25,0.5446486087228107,-0.29464860872281073,2.0,3.494727815900294,-1.4947278159002941
HPreference,conditional_history,sub-10317,time_bin,stranger,all,all,middle,all,all,2,0.5,0.43280189318746637,0.06719810681253363,5.0,3.751163027431687,1.2488369725683128
HPreference,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,defection,all,6,0.16666666666666666,0.3958919253279612,-0.22922525866129453,2.3333333333333335,3.3562540579925093,-1.0229207246591758
HPreference,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,all,1,0.0,0.4636027458249666,-0.4636027458249666,2.0,4.781616474949799,-2.781616474949799
HPreference,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,all,7,0.5714285714285714,0.5323805962520083,0.03904797517656311,3.7142857142857144,3.5874738764237204,0.12681183786199401
HPreference,conditional_history,sub-10317,partner,computer,all,all,all,all,all,14,0.21428571428571427,0.29980065908231507,-0.0855149447966008,2.2857142857142856,2.6467177438696967,-0.3610034581554111
HPreference,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,all,2,0.5,0.4304933539361721,0.06950664606382789,1.0,0.8609867078723442,0.13901329212765579
