parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,chains,draws_per_chain,warmup_per_chain,adapt_delta,divergences,max_depth_hits,min_bfmi,passed
"natural[1,1]",0.0880126,0.00105854,0.0953854,0.0560807,0.00721147,0.0573786,0.270245,7329.68,11261.0,0.315461,1.00023,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[1,2]",1.30458,0.00422262,0.560046,0.524307,0.546333,1.22131,2.33327,16341.7,11479.9,0.703329,1.00018,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[1,3]",1.12936,0.00294869,0.362119,0.342893,0.626894,1.08224,1.79261,17279.0,11499.0,0.743667,0.999965,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[1,4]",0.0990531,0.000944607,0.124012,0.103628,-0.11031,0.106929,0.27556,18013.9,11700.4,0.775298,1.00004,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[1,5]",1.10583,0.004408,0.67955,0.676539,0.00269525,1.09399,2.23592,23955.0,11451.1,1.03099,1.00012,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[2,1]",0.15422,0.00143451,0.146293,0.0975369,0.016281,0.110478,0.457192,11826.2,10382.3,0.508986,1.00012,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[2,2]",0.407833,0.00245266,0.269755,0.251445,0.0753666,0.354309,0.921202,9938.84,9863.91,0.427755,1.00019,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[2,3]",1.05701,0.00604494,0.581713,0.462877,0.378525,0.924395,2.20906,12416.8,9222.96,0.534402,1.001,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[2,4]",0.154312,0.00367621,0.373103,0.274451,-0.337942,0.0994416,0.868559,12733.0,9251.22,0.548013,1.00021,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[2,5]",1.64432,0.00420843,0.637039,0.639836,0.636225,1.61943,2.72045,23052.5,13744.0,0.992151,1.00013,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[3,1]",0.084687,0.00135703,0.105029,0.0463136,0.00868121,0.0555295,0.260133,7279.05,6718.63,0.313282,1.00014,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[3,2]",0.831774,0.00563021,0.454164,0.472545,0.142544,0.802265,1.62779,5744.67,5378.98,0.247244,1.00071,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[3,3]",0.388306,0.00581629,0.378139,0.145855,0.0812496,0.297077,1.02815,8079.46,4983.07,0.34773,1.00065,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[3,4]",0.148588,0.00257329,0.217604,0.124478,-0.134721,0.140178,0.429157,11388.1,5268.81,0.490131,1.0004,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[3,5]",3.5633,0.0061142,0.756912,0.748543,2.3847,3.52542,4.87294,15528.4,11858.7,0.668322,1.00031,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[4,1]",0.0199813,0.000200087,0.0183794,0.0124583,0.00253403,0.0149835,0.0534106,7481.8,10679.6,0.322007,1.00027,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[4,2]",0.930339,0.00235405,0.299549,0.295999,0.483982,0.904992,1.45913,15393.8,11996.2,0.662529,1.00006,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[4,3]",1.22614,0.00269846,0.349191,0.339393,0.724821,1.18732,1.85184,18629.8,12209.2,0.801804,1.00012,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[4,4]",0.0302214,0.000929542,0.117957,0.106048,-0.173681,0.03819,0.202994,16419.4,12771.9,0.706669,1.0007,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[4,5]",2.69347,0.00389587,0.60308,0.60146,1.73181,2.67028,3.72534,24533.1,12958.5,1.05588,1.00114,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[5,1]",0.0815986,0.00162252,0.122381,0.0366592,0.00713371,0.0413499,0.322546,7476.96,6973.36,0.321799,1.0008,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[5,2]",0.963511,0.00791388,0.673939,0.629254,0.151043,0.812952,2.25853,5794.54,6859.59,0.24939,1.00058,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[5,3]",0.351449,0.00416245,0.331117,0.154761,0.0177688,0.290583,0.874387,10847.6,6368.54,0.466865,1.00058,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[5,4]",-0.12226,0.00263151,0.272495,0.223935,-0.607678,-0.0829906,0.196464,12052.9,9774.94,0.518742,1.00007,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[5,5]",1.13342,0.00635794,0.696259,0.706124,0.0183464,1.12031,2.31923,11858.6,11510.0,0.510379,1.0002,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[6,1]",0.079983,0.00066004,0.0674114,0.0499925,0.0111289,0.0629344,0.206414,9037.9,10591.8,0.38898,1.00009,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[6,2]",0.539201,0.00204967,0.23523,0.230163,0.207685,0.509957,0.96591,11505.7,10408.5,0.495191,1.00025,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[6,3]",1.35463,0.00406411,0.44675,0.418292,0.749784,1.29162,2.17361,14200.8,11668.8,0.611183,1.00001,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[6,4]",0.182406,0.00196541,0.212917,0.159343,-0.0974538,0.15208,0.555958,14344.0,10290.7,0.617346,1.00019,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[6,5]",1.38188,0.00321165,0.477829,0.476695,0.623983,1.36674,2.18343,22073.6,14467.3,0.950019,1.00012,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[7,1]",0.116018,0.0024453,0.131297,0.0733489,0.00716098,0.0697122,0.387777,2110.8,5518.37,0.0908461,1.00076,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[7,2]",0.39967,0.00128934,0.178081,0.166715,0.161789,0.370884,0.731413,17559.7,8965.24,0.755746,1.00051,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[7,3]",2.50191,0.00567189,0.71423,0.702416,1.4495,2.44534,3.76172,16892.1,12352.8,0.727017,1.00023,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[7,4]",1.40435,0.00321874,0.454894,0.43789,0.735758,1.36119,2.22056,21715.1,12250.8,0.93459,1.00006,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[7,5]",3.47304,0.00687699,1.00855,0.996796,1.9273,3.40988,5.23361,22601.7,12503.7,0.972748,1.00006,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[8,1]",0.143213,0.00173516,0.156963,0.0835509,0.0122289,0.0850378,0.491074,8425.95,10755.7,0.362643,1.00012,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[8,2]",0.309097,0.00214451,0.217911,0.201077,0.0537536,0.262724,0.730253,8857.16,10970.5,0.381201,1.00022,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[8,3]",1.06257,0.00735666,0.675616,0.517225,0.327234,0.881658,2.43602,10492.1,9405.61,0.451569,1.00054,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[8,4]",0.2492,0.00438592,0.428259,0.300768,-0.267668,0.151318,1.10797,11595.0,9356.46,0.499034,1.00042,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[8,5]",2.66314,0.00425695,0.626334,0.616404,1.68532,2.63051,3.74212,21862.2,13626.2,0.940924,1.00002,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[9,1]",0.288504,0.00234977,0.222879,0.214226,0.0288433,0.232678,0.740762,8243.59,10150.7,0.354794,1.00017,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[9,2]",0.118039,0.000643278,0.0859173,0.0711245,0.0226978,0.0963669,0.287112,14130.5,10939.3,0.608161,0.99992,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[9,3]",1.33513,0.00700085,0.832256,0.791608,0.219425,1.20527,2.88889,15954.9,11946.2,0.686681,0.99997,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[9,4]",0.384965,0.00460475,0.544272,0.510235,-0.378795,0.3209,1.39639,15150.1,12656.0,0.65204,1.00002,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[9,5]",1.96925,0.00375188,0.500313,0.493772,1.19427,1.94295,2.82423,18315.0,12137.9,0.788254,1.00015,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[10,1]",0.386469,0.0015281,0.188306,0.195318,0.0977631,0.373047,0.723294,14313.6,9847.25,0.616041,1.00058,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[10,2]",0.353939,0.00258326,0.238983,0.220044,0.0601686,0.307386,0.815479,7630.76,10158.2,0.328419,1.00023,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[10,3]",0.673932,0.00660533,0.592463,0.403299,-0.0098797,0.533646,1.86969,9379.18,9318.85,0.403668,1.00038,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[10,4]",0.0766253,0.00420539,0.383579,0.307144,-0.469604,0.036917,0.780085,8907.08,9787.98,0.38335,1.0003,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[10,5]",1.27835,0.00413548,0.577615,0.571248,0.370138,1.2545,2.27117,19620.5,14104.4,0.844444,1.00009,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[11,1]",0.0588335,0.000272991,0.0324166,0.0280941,0.0167197,0.0535721,0.118174,12404.6,9244.61,0.533879,1.00061,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[11,2]",2.99958,0.00905623,1.18565,1.08334,1.41494,2.81313,5.2216,15525.1,10655.4,0.668182,1.00007,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[11,3]",0.127359,0.000785096,0.0872947,0.073173,-0.0319202,0.143389,0.234276,13987.3,12035.8,0.601995,1.00011,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[11,4]",-0.0140889,0.000993297,0.112637,0.0958333,-0.221699,0.0065239,0.124801,15598.1,11763.6,0.671323,0.999965,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[11,5]",0.66549,0.00402021,0.614784,0.606913,-0.332743,0.661374,1.67651,23435.3,12504.1,1.00863,1.00016,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[12,1]",0.0397544,0.000455476,0.041331,0.0234294,0.00467167,0.0270862,0.119723,7623.58,11198.0,0.328109,1.00043,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[12,2]",1.15223,0.0043992,0.467323,0.484914,0.449826,1.12076,1.97558,10149.8,8910.31,0.436836,1.00035,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[12,3]",0.0466816,0.0012714,0.133475,0.0997028,-0.192285,0.0705371,0.20812,14176.8,9751.86,0.610152,1.0007,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[12,4]",-0.111494,0.00201333,0.179064,0.139442,-0.459913,-0.0705999,0.0947657,10759.4,8677.92,0.463072,1.0001,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[12,5]",2.17881,0.00398571,0.532521,0.534727,1.32832,2.16584,3.0744,17854.2,12753.7,0.768425,1.00006,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[13,1]",0.0541667,0.000370128,0.039799,0.0330526,0.00896828,0.0450112,0.129379,10290.8,10444.5,0.442901,1.00025,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[13,2]",0.991075,0.0041502,0.447874,0.439479,0.376135,0.926938,1.81412,10391.0,10445.1,0.447217,1.00033,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[13,3]",0.725907,0.00307184,0.29836,0.250215,0.374147,0.658681,1.30749,11692.0,10977.1,0.503211,1.0002,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[13,4]",0.0935687,0.000983042,0.121765,0.0994104,-0.117813,0.104923,0.25659,16448.7,12719.1,0.707932,1.0003,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[13,5]",0.812516,0.00392149,0.508976,0.51126,0.0131705,0.796491,1.68001,16655.1,13658.9,0.716813,1.00021,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[14,1]",0.0883599,0.00106449,0.0809516,0.051205,0.0120017,0.0646613,0.24864,4854.63,8082.48,0.208937,1.00048,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[14,2]",0.839781,0.00268553,0.319241,0.324352,0.375461,0.809068,1.41296,12844.0,10653.4,0.552789,1.00008,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[14,3]",-0.324795,0.00197125,0.235973,0.202478,-0.771752,-0.281578,-0.0257584,17460.4,11729.6,0.751475,1.0,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[14,4]",-0.0772105,0.00190784,0.188204,0.153862,-0.433868,-0.0380855,0.150325,11878.1,10261.1,0.511217,0.999948,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[14,5]",1.92978,0.00384252,0.503739,0.496884,1.12006,1.91621,2.78381,17325.1,13783.9,0.745651,1.00016,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[15,1]",0.181516,0.00202274,0.157577,0.113187,0.0229916,0.134025,0.510199,5970.37,10777.3,0.256957,1.00043,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[15,2]",0.240767,0.00106032,0.140381,0.119635,0.0729067,0.211021,0.51253,15129.7,12425.4,0.651166,1.00002,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[15,3]",1.66462,0.00553268,0.663459,0.619185,0.766359,1.56829,2.92193,16858.7,12104.2,0.725578,1.00032,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[15,4]",0.610101,0.00327938,0.397769,0.358842,0.0808697,0.542362,1.36155,17381.1,11587.9,0.748063,0.999855,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[15,5]",1.49121,0.00332234,0.458573,0.450326,0.764728,1.4733,2.27784,19310.7,13793.5,0.831111,1.00031,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[16,1]",0.0835219,0.0010894,0.0996932,0.0480144,0.00696932,0.0505731,0.27799,8524.93,10248.3,0.366902,1.00007,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[16,2]",0.458559,0.0025299,0.260358,0.25265,0.111458,0.419094,0.94559,8870.76,8727.92,0.381787,1.00006,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[16,3]",1.12752,0.00627034,0.538849,0.42681,0.516592,1.00039,2.20012,10196.1,8416.29,0.438829,1.00022,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[16,4]",0.223521,0.00368206,0.322574,0.213994,-0.161478,0.161197,0.862949,10383.4,7977.87,0.44689,1.00013,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[16,5]",3.1018,0.00457154,0.71226,0.697852,2.00987,3.06105,4.33556,24902.2,13495.0,1.07176,0.999972,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[17,1]",0.0462884,0.000279322,0.0310998,0.0292701,0.00772931,0.0406209,0.104018,9827.96,9244.55,0.422983,1.00012,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[17,2]",2.33718,0.00599787,0.774234,0.736979,1.21918,2.25301,3.72669,15535.1,11507.4,0.668611,0.999939,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[17,3]",0.540698,0.0013478,0.149724,0.124641,0.359652,0.510577,0.822782,15014.4,11850.9,0.6462,1.00005,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[17,4]",0.147204,0.000403639,0.050092,0.044852,0.0582684,0.152572,0.218609,15982.2,12349.0,0.687853,1.00006,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[17,5]",1.57367,0.00393569,0.576831,0.564712,0.662452,1.54863,2.55538,21873.4,11327.2,0.941406,1.00019,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[18,1]",0.13756,0.00244872,0.15219,0.0809719,0.0102362,0.0800934,0.474727,3248.89,9181.62,0.139828,1.00135,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[18,2]",0.479894,0.00163207,0.201223,0.185779,0.219886,0.444963,0.863578,14641.5,12672.4,0.630151,1.0,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[18,3]",2.03054,0.00548633,0.635022,0.61948,1.10491,1.96541,3.17902,14159.7,11333.0,0.609417,0.999916,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[18,4]",1.01498,0.00283177,0.351067,0.341535,0.534493,0.966154,1.66307,17041.8,13650.8,0.73346,1.00046,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[18,5]",1.25548,0.00363706,0.528316,0.5231,0.41077,1.24454,2.14584,21232.8,14573.1,0.913832,1.0,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[19,1]",0.0988615,0.000714477,0.0699671,0.0559529,0.0186525,0.084746,0.224492,8211.66,8974.23,0.35342,1.00016,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[19,2]",0.49135,0.00182012,0.204825,0.192472,0.209841,0.464142,0.870042,11399.6,11611.3,0.490623,1.0006,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[19,3]",0.758034,0.00291736,0.305623,0.254875,0.377798,0.704215,1.32529,14553.5,9692.78,0.626365,1.00039,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[19,4]",-0.213987,0.00177989,0.220859,0.203828,-0.602284,-0.197335,0.102992,16619.7,12621.8,0.715291,1.00008,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[19,5]",-0.276312,0.00305747,0.426723,0.422294,-0.978641,-0.276479,0.426089,19546.6,13964.9,0.841263,1.0001,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[20,1]",0.151155,0.00312838,0.156288,0.107708,0.00769184,0.0958144,0.482586,1872.21,5396.97,0.0805774,1.00097,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[20,2]",0.326715,0.000925951,0.116763,0.108204,0.166639,0.310461,0.541496,15514.8,11150.0,0.667738,0.999961,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[20,3]",2.69771,0.00561335,0.688825,0.667285,1.67377,2.64015,3.92372,15859.7,13031.2,0.682582,1.00026,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[20,4]",1.50839,0.00334676,0.438794,0.433877,0.862695,1.47123,2.29162,18473.7,12606.6,0.795087,1.00053,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[20,5]",3.72768,0.00622733,0.932553,0.909005,2.34683,3.65349,5.3723,24258.5,12035.3,1.04406,0.999918,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[21,1]",0.0257761,0.000413578,0.0344646,0.0145302,0.00129802,0.0132405,0.0949286,7018.09,10872.2,0.30205,1.00035,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[21,2]",4.88135,0.0161291,2.23552,2.0069,2.00724,4.48122,9.12524,19680.3,13326.1,0.847018,1.00005,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[21,3]",0.7907,0.00254979,0.29866,0.282366,0.409215,0.738323,1.35521,16046.3,11668.0,0.690613,1.0002,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[21,4]",-0.00479779,0.000919272,0.115138,0.104709,-0.223465,0.014265,0.14408,17669.0,13714.6,0.760452,1.0,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[21,5]",2.40386,0.00736379,1.07594,1.05218,0.725618,2.34561,4.25797,22115.1,11734.2,0.951808,1.00027,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[22,1]",0.18464,0.00166503,0.171374,0.119757,0.0180884,0.127551,0.552037,10224.0,10927.1,0.440031,1.00028,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[22,2]",0.34133,0.00261604,0.295917,0.207519,0.0508416,0.24967,0.945987,10712.3,11852.0,0.461046,1.00017,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[22,3]",1.12721,0.00710079,0.712693,0.628171,0.290397,0.967173,2.52077,12195.3,10133.8,0.524869,1.00049,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[22,4]",0.370687,0.00383179,0.409562,0.321084,-0.171766,0.296096,1.15524,14278.7,9964.23,0.614538,1.00015,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[22,5]",1.74736,0.00436658,0.627669,0.626067,0.767186,1.71532,2.82407,20716.0,13821.8,0.89159,0.999949,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[23,1]",0.126572,0.00208843,0.12201,0.0814021,0.0124497,0.0884964,0.377269,2695.65,6417.24,0.116018,1.00127,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[23,2]",0.288821,0.000820971,0.106222,0.0998567,0.141518,0.274588,0.48318,15857.1,12586.7,0.682469,0.999973,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[23,3]",2.56761,0.00552627,0.667462,0.65324,1.58105,2.50823,3.74741,15817.8,11736.4,0.680779,1.00021,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[23,4]",1.27465,0.00302783,0.402636,0.393435,0.686915,1.23724,1.99461,19603.7,13393.8,0.843718,1.00011,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[23,5]",1.76615,0.00384775,0.555894,0.546435,0.907204,1.73332,2.71776,21425.4,13712.5,0.922123,0.999929,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[24,1]",0.091171,0.00190739,0.101757,0.0582142,0.00624688,0.058356,0.28221,2034.9,6394.74,0.0875797,1.00123,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
"natural[24,2]",0.326748,0.000914563,0.115471,0.108365,0.165963,0.311248,0.535299,15325.0,11210.3,0.659568,1.00012,N111_HPreference_zero_full,111,4,4000,3000,0.99,0,8,0.6422239970148225,False
