parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,chains,draws_per_chain,warmup_per_chain,adapt_delta,divergences,max_depth_hits,min_bfmi,passed
mu[1],-0.566362,0.00570069,0.366169,0.357297,-1.14808,-0.575479,0.0469454,4131.38,9007.48,1.04712,1.00087,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
mu[2],-1.08402,0.0016396,0.124296,0.123107,-1.29574,-1.08087,-0.886858,5798.6,9829.94,1.46968,1.00057,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
mu[3],-3.27113,0.00551239,0.451609,0.447842,-4.04093,-3.25192,-2.56322,6720.91,9749.08,1.70345,1.0008,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
tau[1],2.30664,0.00295784,0.342291,0.341259,1.78183,2.28873,2.9055,13285.1,12192.5,3.36719,1.00013,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
tau[2],0.873901,0.00136195,0.101794,0.0997685,0.717969,0.867623,1.05287,5536.19,9606.02,1.40318,1.00134,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
tau[3],2.29038,0.00312005,0.372197,0.369785,1.72139,2.26774,2.94287,13711.1,13072.2,3.47515,0.999982,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
"natural[1,1]",0.339949,0.00269876,0.287916,0.277531,0.0128884,0.253462,0.919741,11822.8,10024.6,2.99655,1.00075,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
"natural[1,2]",0.181654,0.000843959,0.114173,0.0972228,0.0477141,0.156353,0.399439,17784.8,10789.7,4.50765,1.00029,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
"natural[1,3]",0.167773,0.00193509,0.214137,0.100868,0.00329094,0.0810225,0.692895,17699.9,11504.2,4.48613,1.00025,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
"natural[2,1]",0.467576,0.00232666,0.287065,0.342161,0.0456603,0.431046,0.953391,14755.7,9921.73,3.7399,1.00027,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
"natural[2,2]",0.208152,0.000835886,0.120171,0.110108,0.055414,0.187404,0.434693,18883.4,11610.5,4.7861,1.00004,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
"natural[2,3]",0.0829001,0.00137102,0.145358,0.0381184,0.00121523,0.0302643,0.367296,19533.0,10786.9,4.95074,1.00017,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
"natural[3,1]",0.492001,0.00198819,0.250691,0.288738,0.135758,0.457671,0.938323,16319.4,11345.7,4.13623,1.00007,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
"natural[3,2]",0.260513,0.00101648,0.13167,0.113291,0.0896835,0.238565,0.504943,15441.8,10673.7,3.9138,1.0001,N111_H8_base_full,111,4,4000,3000,0.99,0,0,0.6928806745621109,True
