run,model,variant,participant_id,parameter,probability_positive,mean,median,ci_low,ci_high
N111_H5_base_full,H5,base,sub-10486,theta,1.0,11.417150103535626,11.183285665,5.28839045155,18.74175451325
N111_H5_base_full,H5,base,sub-10529,alpha,1.0,0.1006749679531108,0.077546740455,0.009537487771175,0.332550015265
N111_H5_base_full,H5,base,sub-10529,kappa,1.0,0.0829966965158523,0.06787340178,0.01821083788975,0.2343632904124999
N111_H5_base_full,H5,base,sub-10529,theta,1.0,8.677670159410917,8.269488058,2.374311576475,17.274301347999998
N111_H5_base_full,H5,base,sub-10541,alpha,1.0,0.1313082256557343,0.1022419512,0.01108029697825,0.4235073107599997
N111_H5_base_full,H5,base,sub-10541,kappa,1.0,0.0525812373963487,0.04244164556,0.0107719164495,0.1574753452349999
N111_H5_base_full,H5,base,sub-10541,theta,1.0,9.20107177471874,8.8980418005,2.0787572078500003,18.301353672
N111_H5_base_full,H5,base,sub-10555,alpha,1.0,0.3580527872878836,0.3461145395,0.03688120552725,0.7745761874549999
N111_H5_base_full,H5,base,sub-10555,kappa,1.0,0.2202088280696205,0.1598416597,0.0169691556045,0.7201506154099998
N111_H5_base_full,H5,base,sub-10555,theta,1.0,5.583274434827008,4.562860034,0.6525247230275,15.314482979749998
N111_H5_base_full,H5,base,sub-10559,alpha,1.0,0.0566588402629528,0.0546073529649999,0.01105270763975,0.115083257105
N111_H5_base_full,H5,base,sub-10559,kappa,1.0,2.260121178507557,2.1999880745,1.392965487425,3.4756251977749995
N111_H5_base_full,H5,base,sub-10559,theta,1.0,0.2063286536969723,0.19652747265,0.0005421758937599,0.50619701674
N111_H5_base_full,H5,base,sub-10572,alpha,1.0,0.0702533602796251,0.0514642435,0.005597627672975,0.2499604122649999
N111_H5_base_full,H5,base,sub-10572,kappa,1.0,0.4514762002420331,0.446085275,0.03149687434375,0.8942910600599999
N111_H5_base_full,H5,base,sub-10572,theta,1.0,0.6136203537047491,0.25521851875,0.002497970202025,4.811478679274996
N111_H5_base_full,H5,base,sub-10581,alpha,1.0,0.062352930662568,0.051864028915,0.005712416364025,0.1805837619924999
N111_H5_base_full,H5,base,sub-10581,kappa,1.0,0.3977136472795937,0.36366404355,0.0620810071205,0.93394306083
N111_H5_base_full,H5,base,sub-10581,theta,1.0,3.942747587566844,2.8579418050000003,1.0813307199750002,12.1788219035
N111_H5_base_full,H5,base,sub-10584,alpha,1.0,0.1014997718311888,0.07748196397,0.0105079008775,0.3449493214799999
N111_H5_base_full,H5,base,sub-10584,kappa,1.0,0.4575286899734853,0.4500778039499999,0.1397412035075,0.8147099962675
N111_H5_base_full,H5,base,sub-10584,theta,1.0,0.1383851235574661,0.059420161565,0.000546576434595,0.5371954173499999
N111_H5_base_full,H5,base,sub-10585,alpha,1.0,0.1163386136432848,0.09367974578,0.0095239326084,0.3452809461675
N111_H5_base_full,H5,base,sub-10585,kappa,1.0,0.0984425280511217,0.086554112075,0.030881976866,0.2347159090374999
N111_H5_base_full,H5,base,sub-10585,theta,1.0,9.660914070915938,9.3576689065,3.69239270525,17.394525896999998
N111_H5_base_full,H5,base,sub-10589,alpha,1.0,0.0909235664596534,0.07070921747,0.007617965480125,0.2952369332124999
N111_H5_base_full,H5,base,sub-10589,kappa,1.0,0.11720201802149,0.1024132633,0.0362866331845,0.2827459452999998
N111_H5_base_full,H5,base,sub-10589,theta,1.0,9.233146467850313,8.8721654725,3.32118154245,17.28431695325
N111_H5_base_full,H5,base,sub-10590,alpha,1.0,0.1554778807552355,0.1417877552,0.0250484478205,0.3592353095699999
N111_H5_base_full,H5,base,sub-10590,kappa,1.0,0.6649240085108656,0.64471706775,0.201952672175,1.2463476376999998
N111_H5_base_full,H5,base,sub-10590,theta,1.0,4.151779739900919,3.4901107435,1.511854234425,10.323284686999996
N111_H5_base_full,H5,base,sub-10596,alpha,1.0,0.0699961407760365,0.0529750409349999,0.005527343132825,0.2337964667274999
N111_H5_base_full,H5,base,sub-10596,kappa,1.0,0.1342601705046943,0.12385840455,0.05196094860275,0.2753584549275
N111_H5_base_full,H5,base,sub-10596,theta,1.0,10.939348719985876,10.68452014,5.1514676482,18.047417825
N111_H5_base_full,H5,base,sub-10603,alpha,1.0,0.0697205075426432,0.061602157315,0.00877733632445,0.180905307935
N111_H5_base_full,H5,base,sub-10603,kappa,1.0,0.6103663048137775,0.60482934245,0.09069950249,1.1443265422499995
N111_H5_base_full,H5,base,sub-10603,theta,1.0,1.6040265184785232,1.204889004,0.602396884075,6.202553702724989
N111_H5_base_full,H5,base,sub-10606,alpha,1.0,0.0881859805912654,0.06745190232,0.0059525852668,0.2919782523974999
N111_H5_base_full,H5,base,sub-10606,kappa,1.0,0.1217198122355268,0.1149525550999999,0.0514830078742499,0.230892380445
N111_H5_base_full,H5,base,sub-10606,theta,1.0,12.918678952284129,12.72248769,7.06102660995,19.863667620999998
N111_H5_base_full,H5,base,sub-10608,alpha,1.0,0.0642037813152296,0.0464823768599999,0.003831879906525,0.2184125407225
N111_H5_base_full,H5,base,sub-10608,kappa,1.0,2.2838719412587687,2.166037893,0.96319798382,4.304026746825
N111_H5_base_full,H5,base,sub-10608,theta,1.0,4.318772526769657,3.8408344585,1.3132035992250002,9.827215761674996
N111_H5_base_full,H5,base,sub-10617,alpha,1.0,0.1367253624443219,0.1005487157499999,0.01080097454575,0.4674175970199999
N111_H5_base_full,H5,base,sub-10617,kappa,1.0,0.1038148004761964,0.0771439245349999,0.01497086600175,0.3479822105049999
N111_H5_base_full,H5,base,sub-10617,theta,1.0,7.784609927016403,7.3701121585,1.305544868575,16.841660702999995
N111_H5_base_full,H5,base,sub-10636,alpha,1.0,0.0907274951703761,0.06985285204,0.0064050723767,0.2957350326624999
N111_H5_base_full,H5,base,sub-10636,kappa,1.0,0.1143937392131143,0.10715901675,0.0467222589482499,0.2221521059749998
N111_H5_base_full,H5,base,sub-10636,theta,1.0,12.127510882905188,11.91962599,6.262513428075,19.241125075
N111_H5_base_full,H5,base,sub-10638,alpha,1.0,0.0987950951842539,0.078038776105,0.0071947945879,0.3062791931849999
N111_H5_base_full,H5,base,sub-10638,kappa,1.0,0.1247490540262062,0.1180001577,0.0525130438595,0.2357022546624999
N111_H5_base_full,H5,base,sub-10638,theta,1.0,12.828166949359249,12.60758534,7.015413515775,19.95313299525
N111_H5_base_full,H5,base,sub-10640,alpha,1.0,0.1567240412794289,0.1524318912,0.03227651399275,0.3179708845075
N111_H5_base_full,H5,base,sub-10640,kappa,1.0,1.0435181870899344,1.026062949,0.5078451493724999,1.6778217922499998
N111_H5_base_full,H5,base,sub-10640,theta,1.0,0.5618604950210272,0.55421275985,0.1752851560525,0.966078969755
N111_H5_base_full,H5,base,sub-10641,alpha,1.0,0.0832610342973771,0.06142661886,0.005849996703075,0.297810522945
N111_H5_base_full,H5,base,sub-10641,kappa,1.0,0.5064975563056668,0.4672030212,0.1228009617675,1.1164553594749995
N111_H5_base_full,H5,base,sub-10641,theta,1.0,7.376606860565275,6.973829732,2.4930699037250004,14.4578527115
N111_H5_base_full,H5,base,sub-10642,alpha,1.0,0.0279781242019598,0.022777526015,0.002374605563825,0.08189701844875
N111_H5_base_full,H5,base,sub-10642,kappa,1.0,2.335881078422075,2.285646004,1.37196282775,3.6092021441
N111_H5_base_full,H5,base,sub-10642,theta,1.0,4.258619876188293,3.7540467275,1.35223417415,9.867717587175
N111_H5_base_full,H5,base,sub-10644,alpha,1.0,0.0638865231873439,0.05155225031,0.004847859487725,0.1886496515349999
N111_H5_base_full,H5,base,sub-10644,kappa,1.0,1.4625468852066124,1.4400067435,0.8031246421624999,2.255833394
N111_H5_base_full,H5,base,sub-10644,theta,1.0,4.930349952245944,4.4678903025,1.747386746425,10.55065818925
N111_H5_base_full,H5,base,sub-10647,alpha,1.0,0.0205967268330341,0.017982350745,0.0024546034801,0.0527954111902499
N111_H5_base_full,H5,base,sub-10647,kappa,1.0,2.869991529966137,2.7603299035,1.619129911025,4.730960785499999
N111_H5_base_full,H5,base,sub-10647,theta,1.0,0.2754761353374468,0.2963559417,0.01018911662875,0.456258146265
N111_H5_base_full,H5,base,sub-10649,alpha,1.0,0.0868005107440649,0.0642462722,0.0062401967660999,0.2949021042874999
N111_H5_base_full,H5,base,sub-10649,kappa,1.0,0.0818991674039413,0.076575978395,0.0306146603045,0.1629200716549999
N111_H5_base_full,H5,base,sub-10649,theta,1.0,12.17530804464375,11.944777055,6.134332825475,19.52199746
N111_H5_base_full,H5,base,sub-10652,alpha,1.0,0.1619851754843432,0.12636324945,0.01281567195175,0.4896796134324999
N111_H5_base_full,H5,base,sub-10652,kappa,1.0,0.1030135748568408,0.08577353514,0.02553830095,0.2795883604825
N111_H5_base_full,H5,base,sub-10652,theta,1.0,8.536827684209886,8.139715598,2.556751036,16.887159686
N111_H5_base_full,H5,base,sub-10656,alpha,1.0,0.0561555883435972,0.04755783406,0.005537915196975,0.1548444844074999
N111_H5_base_full,H5,base,sub-10656,kappa,1.0,1.3531930203278248,1.3217925204999998,0.78761531431,2.081102961125
N111_H5_base_full,H5,base,sub-10656,theta,1.0,0.1674462292820911,0.1555411807,0.0008699921057875,0.4203324714874999
N111_H5_base_full,H5,base,sub-10661,alpha,1.0,0.0828498287605434,0.060460481275,0.004823839457625,0.2921797485674999
N111_H5_base_full,H5,base,sub-10661,kappa,1.0,0.121328066373935,0.1149331701,0.05105194578875,0.2277360706849999
N111_H5_base_full,H5,base,sub-10661,theta,1.0,13.032640947154626,12.840775145,7.168216597624999,19.9737516565
N111_H5_base_full,H5,base,sub-10663,alpha,1.0,0.1529974628431309,0.13943796995,0.047077877995,0.3349980900274999
N111_H5_base_full,H5,base,sub-10663,kappa,1.0,0.9009483012033198,0.88546978955,0.3660229896025,1.535873004325
N111_H5_base_full,H5,base,sub-10663,theta,1.0,0.3883250484352019,0.3526138646,0.0054712480214,0.9274103157
N111_H5_base_full,H5,base,sub-10668,alpha,1.0,0.0963892039061846,0.0748139161499999,0.00851678938175,0.31654149065
N111_H5_base_full,H5,base,sub-10668,kappa,1.0,0.2399098507208531,0.1729910522,0.03129838644275,0.7975685824299998
N111_H5_base_full,H5,base,sub-10668,theta,1.0,6.043956021989653,5.1801376275,1.038644753225,15.2429023595
N111_H5_base_full,H5,base,sub-10673,alpha,1.0,0.1209359861544573,0.08179465215,0.008526882847225,0.4705010573224999
N111_H5_base_full,H5,base,sub-10673,kappa,1.0,0.0815604252091311,0.04765897007,0.006507992574625,0.3277908421299995
N111_H5_base_full,H5,base,sub-10673,theta,1.0,6.23920512567105,5.0915965235,0.1535551972875,17.596868186749994
N111_H5_base_full,H5,base,sub-10674,alpha,1.0,0.0788218592155206,0.058278262375,0.004948124720275,0.2750780301799999
N111_H5_base_full,H5,base,sub-10674,kappa,1.0,0.1081265213100931,0.10250542385,0.04579800736025,0.2025437806374999
N111_H5_base_full,H5,base,sub-10674,theta,1.0,13.439348704076435,13.219611595,7.50907845395,20.35475972675
N111_H5_base_full,H5,base,sub-10677,alpha,1.0,0.1177800960988852,0.0925751806,0.011749629188,0.3797113327275
N111_H5_base_full,H5,base,sub-10677,kappa,1.0,0.2794487535354354,0.23660243425,0.02362580962975,0.76673765901
N111_H5_base_full,H5,base,sub-10677,theta,1.0,3.633949691593146,2.0746282525,0.5593391826674999,13.62964351575
N111_H5_base_full,H5,base,sub-10685,alpha,1.0,0.1289147420407114,0.12044095855,0.01284806087525,0.2941715532174999
N111_H5_base_full,H5,base,sub-10685,kappa,1.0,1.1197364794514313,1.099330332,0.561017443715,1.78338488385
N111_H5_base_full,H5,base,sub-10685,theta,1.0,2.337720313562706,2.1487230075,1.168806820975,4.627781092899999
N111_H5_base_full,H5,base,sub-10690,alpha,1.0,0.1312911771778266,0.098102766805,0.01006902970775,0.4516864972449997
N111_H5_base_full,H5,base,sub-10690,kappa,1.0,0.1420502921889564,0.087054024745,0.0131015729795,0.552647716055
N111_H5_base_full,H5,base,sub-10690,theta,1.0,6.118913896944324,5.225938355,0.4384908515325,16.176749041999994
N111_H5_base_full,H5,base,sub-10691,alpha,1.0,0.0725134055394967,0.05568368428,0.00530359635365,0.2375933952499999
N111_H5_base_full,H5,base,sub-10691,kappa,1.0,0.0823930115838624,0.077421863945,0.03187534359475,0.1612581958549999
N111_H5_base_full,H5,base,sub-10691,theta,1.0,12.462327277896062,12.260487145,6.46089925285,19.76751007125
N111_H5_base_full,H5,base,sub-10700,alpha,1.0,0.0829490418824248,0.0776343916049999,0.01381916555925,0.1800900761399999
N111_H5_base_full,H5,base,sub-10700,kappa,1.0,1.3136585938220189,1.2955258795,0.694305709735,2.0371350237
N111_H5_base_full,H5,base,sub-10700,theta,1.0,1.172519407995825,1.11556417,0.7372810690149999,1.912221512325
N111_H5_base_full,H5,base,sub-10701,alpha,1.0,0.0482785789713344,0.044758874785,0.007788163740125,0.109586680755
N111_H5_base_full,H5,base,sub-10701,kappa,1.0,1.2195791128783129,1.2029900905,0.702945032775,1.832372881575
N111_H5_base_full,H5,base,sub-10701,theta,1.0,0.1115869367939625,0.075489195985,0.00040274839726,0.3843526883524999
N111_H5_base_full,H5,base,sub-10713,alpha,1.0,0.0793508982219775,0.0730184289449999,0.013732225127,0.1822831706374999
N111_H5_base_full,H5,base,sub-10713,kappa,1.0,0.7381675126741557,0.72699884095,0.3051166672775,1.2377523077
N111_H5_base_full,H5,base,sub-10713,theta,1.0,0.2371062358280437,0.18710138455,0.0014143564323,0.6538708567324998
N111_H5_base_full,H5,base,sub-10716,alpha,1.0,0.1312999548792494,0.09422872466,0.01088792262875,0.4691751334899997
N111_H5_base_full,H5,base,sub-10716,kappa,1.0,0.0877924316585996,0.0535283499049999,0.006840849563425,0.3339568546724999
N111_H5_base_full,H5,base,sub-10716,theta,1.0,5.915182974307999,4.517434627,0.1253607840225,17.18567943625
N111_H5_base_full,H5,base,sub-10718,alpha,1.0,0.0742562858423232,0.0586525727849999,0.0057071580851,0.2324417240075
N111_H5_base_full,H5,base,sub-10718,kappa,1.0,0.0948847268490618,0.089747880245,0.03832089099125,0.1816137713275
N111_H5_base_full,H5,base,sub-10718,theta,1.0,12.484983901179625,12.265464130000002,6.669834487325,19.5417157475
N111_H5_base_full,H5,base,sub-10720,alpha,1.0,0.1414236236595908,0.12029300015,0.0191006422845,0.38608533908
N111_H5_base_full,H5,base,sub-10720,kappa,1.0,0.2107377827421217,0.16165737185,0.0307838208335,0.6214857570274999
N111_H5_base_full,H5,base,sub-10720,theta,1.0,5.373737904323281,4.2278439625,1.168978425125,14.834230464249991
N111_H5_base_full,H5,base,sub-10723,alpha,1.0,0.1127616155164386,0.08536971615,0.00958623710865,0.3924498270799996
N111_H5_base_full,H5,base,sub-10723,kappa,1.0,0.2112044879438136,0.18610647675,0.0084564449443749,0.5809168321525
N111_H5_base_full,H5,base,sub-10723,theta,1.0,2.6984573789322104,0.86675585895,0.01331622528225,14.874953724249997
N111_H5_base_full,H5,base,sub-10741,alpha,1.0,0.1088375712234231,0.08233322421,0.010410526122,0.3734224223649998
N111_H5_base_full,H5,base,sub-10741,kappa,1.0,0.2400311953657646,0.18837930045,0.02034888168475,0.710777993185
N111_H5_base_full,H5,base,sub-10741,theta,1.0,4.280725515294069,2.71005106,0.70391809717,14.53154407375
N111_H5_base_full,H5,base,sub-10748,alpha,1.0,0.281028148732801,0.2735148900499999,0.0483919502559999,0.572922128285
N111_H5_base_full,H5,base,sub-10748,kappa,1.0,0.1385214411483231,0.1256859977,0.04221103417,0.3055979030349999
N111_H5_base_full,H5,base,sub-10748,theta,1.0,9.53197133091794,9.202130272,3.9601114536,17.114484070499998
N111_H5_base_full,H5,base,sub-10767,alpha,1.0,0.0733650781777096,0.066393613525,0.009213893731125,0.1768456461574999
N111_H5_base_full,H5,base,sub-10767,kappa,1.0,0.9582140315469188,0.94146734485,0.4312086029599999,1.58600480915
N111_H5_base_full,H5,base,sub-10767,theta,1.0,5.991571507448612,5.613118135,2.2805417340000003,11.799133259749995
N111_H5_base_full,H5,base,sub-10770,alpha,1.0,0.1201597676392252,0.09292135109,0.009510808838775,0.398713827235
N111_H5_base_full,H5,base,sub-10770,kappa,1.0,0.0427745126883551,0.034276482215,0.00753091917655,0.1283807586049999
N111_H5_base_full,H5,base,sub-10770,theta,1.0,9.48266567929318,9.2188056495,1.99354319285,18.71574536
N111_H5_base_full,H5,base,sub-10781,alpha,1.0,0.0206918339559463,0.0174889970649999,0.0024073586289,0.0566689819615
N111_H5_base_full,H5,base,sub-10781,kappa,1.0,1.3448403701743,1.3235808005,0.660761074525,2.1272966233499995
N111_H5_base_full,H5,base,sub-10781,theta,1.0,2.679607926372788,2.416977672,1.23042121125,5.6533534219
N111_H5_base_full,H5,base,sub-10783,alpha,1.0,0.0230946509937859,0.0199825428149999,0.002709961898475,0.0605061279405
N111_H5_base_full,H5,base,sub-10783,kappa,1.0,2.6548786150114374,2.5786220245,1.4919310528,4.312013444624999
N111_H5_base_full,H5,base,sub-10783,theta,1.0,0.5529871620378451,0.5501606986500001,0.4144854016525,0.7084412104725
N111_H5_base_full,H5,base,sub-10785,alpha,1.0,0.0427171707757691,0.03653438237,0.0051237271013,0.1152278940799999
N111_H5_base_full,H5,base,sub-10785,kappa,1.0,0.7602462554753808,0.75112743995,0.31816292344,1.25923317645
N111_H5_base_full,H5,base,sub-10785,theta,1.0,0.2082050503548004,0.16349107415,0.001407559976125,0.6068157859999999
N111_H5_base_full,H5,base,sub-10794,alpha,1.0,0.1111386045529551,0.0902266647649999,0.01339970094475,0.34125002842
N111_H5_base_full,H5,base,sub-10794,kappa,1.0,0.3265036126853551,0.30430271155,0.019919895148,0.8167569602349996
N111_H5_base_full,H5,base,sub-10794,theta,1.0,2.638887246997077,1.370922477,0.28417795651,12.6598149035
N111_H5_base_full,H5,base,sub-10800,alpha,1.0,0.1707610565105875,0.1338307128999999,0.0139253734895,0.531390788405
N111_H5_base_full,H5,base,sub-10800,kappa,1.0,0.0460754104330033,0.03952162952,0.010351125672,0.1204308564299999
N111_H5_base_full,H5,base,sub-10800,theta,1.0,10.208797594334865,9.970336286,3.19379888285,18.681806402499998
N111_H5_base_full,H5,base,sub-10801,alpha,1.0,0.0916874961404641,0.0727704543,0.007327622984275,0.2865761777124999
N111_H5_base_full,H5,base,sub-10801,kappa,1.0,0.1179636664361681,0.11064188115,0.04635899623125,0.2310593490174999
N111_H5_base_full,H5,base,sub-10801,theta,1.0,11.606096687193752,11.388769785,5.769809666175,18.7084415205
N111_H5_base_full,H5,base,sub-10802,alpha,1.0,0.087051620276799,0.072340218045,0.01010993788525,0.2572096605799999
N111_H5_base_full,H5,base,sub-10802,kappa,1.0,0.2230426818078057,0.1868397001,0.02010977272425,0.6159913729949997
N111_H5_base_full,H5,base,sub-10802,theta,1.0,3.989148243267914,2.404401652,0.5669061426075,14.5429148255
N111_H5_base_full,H5,base,sub-10803,alpha,1.0,0.1615296589422973,0.111107005,0.0111982719625,0.5916878986849999
N111_H5_base_full,H5,base,sub-10803,kappa,1.0,0.0908808042349602,0.049898690805,0.005916319552025,0.3819766768374998
N111_H5_base_full,H5,base,sub-10803,theta,1.0,5.985978011533238,4.825778733,0.04278500853025,17.52348962875
N111_H5_base_full,H5,base,sub-10804,alpha,1.0,0.1205214214741091,0.10084177115,0.01073818037475,0.33554285652
N111_H5_base_full,H5,base,sub-10804,kappa,1.0,0.1069256213033378,0.09701184356,0.03567244731925,0.2378077529349999
N111_H5_base_full,H5,base,sub-10804,theta,1.0,10.175064402458313,9.897138167,4.2726536222,17.596543637
N111_H5_base_full,H5,base,sub-10806,alpha,1.0,0.0751947446994479,0.064236850035,0.0083636453262,0.2078808527649999
N111_H5_base_full,H5,base,sub-10806,kappa,1.0,0.7420509160348019,0.73597324165,0.1636841132725,1.34765967025
N111_H5_base_full,H5,base,sub-10806,theta,1.0,1.9297707142558689,1.563635207,0.8233993916425,5.765511038674998
N111_H5_base_full,H5,base,sub-10807,alpha,1.0,0.0862094527856118,0.0647376394049999,0.0048640080801,0.2789374892925
N111_H5_base_full,H5,base,sub-10807,kappa,1.0,0.13494764178692,0.1279356252,0.05657784394475,0.2551001645974999
N111_H5_base_full,H5,base,sub-10807,theta,1.0,12.85352789092731,12.634796645000002,6.9854976084,19.761960223
N111_H5_base_full,H5,base,sub-10809,alpha,1.0,0.0680620276764796,0.060470635805,0.009647250560725,0.1711798739649999
N111_H5_base_full,H5,base,sub-10809,kappa,1.0,1.35114218444425,1.324476803,0.6908727673125,2.1616183654749994
N111_H5_base_full,H5,base,sub-10809,theta,1.0,0.4307996472258856,0.4356438428,0.1068759440774999,0.7100741519299998
N111_H5_base_full,H5,base,sub-10810,alpha,1.0,0.0826412205930969,0.062918525355,0.005585004169025,0.2756185725874999
N111_H5_base_full,H5,base,sub-10810,kappa,1.0,0.1345830858733287,0.1270235409,0.05660471940675,0.255952197545
N111_H5_base_full,H5,base,sub-10810,theta,1.0,12.662555068359186,12.454874035,6.896402618975,19.65466749625
N111_H5_base_full,H5,base,sub-10812,alpha,1.0,0.1070309210922217,0.087720659705,0.009938461146875,0.3084816292199999
N111_H5_base_full,H5,base,sub-10812,kappa,1.0,0.1567274258605192,0.13966255955,0.04992488045775,0.3571779841124999
N111_H5_base_full,H5,base,sub-10812,theta,1.0,8.835277422032313,8.4640928385,3.4426331648,16.417973679249997
N111_H5_base_full,H5,base,sub-10817,alpha,1.0,0.0698256596297835,0.0520790317899999,0.005616417917525,0.2510457173274998
N111_H5_base_full,H5,base,sub-10817,kappa,1.0,0.2826767269008531,0.2500577489,0.0717647518685,0.6654890219424999
N111_H5_base_full,H5,base,sub-10817,theta,1.0,6.331868919312206,5.6652307065,2.0570525446750003,14.116160835749998
N111_H5_base_full,H5,base,sub-10827,alpha,1.0,0.068142398218857,0.05213096332,0.006258151752125,0.2270003894674998
N111_H5_base_full,H5,base,sub-10827,kappa,1.0,0.2167665251045507,0.14691528995,0.02253045294375,0.7432302138999999
N111_H5_base_full,H5,base,sub-10827,theta,1.0,5.639944400218465,4.504159014,1.00899719775,15.4381817195
N111_H5_base_full,H5,base,sub-10831,alpha,1.0,0.098346260603573,0.081938798535,0.01083393351275,0.2865755263299999
N111_H5_base_full,H5,base,sub-10831,kappa,1.0,0.0693157266564024,0.0552629666,0.014394411517,0.2098134512224999
N111_H5_base_full,H5,base,sub-10831,theta,1.0,8.842270495960726,8.4867001825,2.0851752298,17.84069218975
N111_H5_base_full,H5,base,sub-10834,alpha,1.0,0.11052818089317,0.0853288792899999,0.00724709721945,0.3521853963224999
N111_H5_base_full,H5,base,sub-10834,kappa,1.0,0.0958041065093687,0.090012599775,0.0388619925069999,0.1838660627574999
N111_H5_base_full,H5,base,sub-10834,theta,1.0,12.703705155810436,12.514776275,6.7985932625,19.787970643
N111_H5_base_full,H5,base,sub-10836,alpha,1.0,0.1583567926082703,0.12080922955,0.01335280744625,0.5236112372874999
N111_H5_base_full,H5,base,sub-10836,kappa,1.0,0.161107823186901,0.088322394795,0.0084248866751,0.6609435064249998
N111_H5_base_full,H5,base,sub-10836,theta,1.0,5.011959084637285,3.2597379405,0.0407768116715,16.8163039325
N111_H5_base_full,H5,base,sub-10838,alpha,1.0,0.1593094084380936,0.11349114075,0.0106101210545,0.5760329166775
N111_H5_base_full,H5,base,sub-10838,kappa,1.0,0.0987009679023047,0.061805784,0.0055684751321,0.3617128390374999
N111_H5_base_full,H5,base,sub-10838,theta,1.0,4.935977791305494,2.813025135,0.02544168018475,17.062867677249997
N111_H5_base_full,H5,base,sub-10843,alpha,1.0,0.1169424458571475,0.099745471075,0.015000037804,0.3172096604099999
N111_H5_base_full,H5,base,sub-10843,kappa,1.0,0.4751784636991888,0.4707287378,0.1102684095925,0.8745157127075
N111_H5_base_full,H5,base,sub-10843,theta,1.0,0.324847793697132,0.14636224235,0.0013414394735,1.0727445610249986
N111_H5_base_full,H5,base,sub-10850,alpha,1.0,0.1094898135568449,0.08115915295,0.007232194007775,0.3818790461674999
N111_H5_base_full,H5,base,sub-10850,kappa,1.0,0.0751581268788081,0.06909436999,0.0264708602555,0.1572576104449999
N111_H5_base_full,H5,base,sub-10850,theta,1.0,11.349553834981783,11.14842759,5.163171651625,18.862242734999995
N111_H5_base_full,H5,base,sub-10854,alpha,1.0,0.0819742521601491,0.063106664775,0.0077632614799249,0.2747572270249999
N111_H5_base_full,H5,base,sub-10854,kappa,1.0,0.2138223187720207,0.1712217946999999,0.0402281553672499,0.6067209420249998
N111_H5_base_full,H5,base,sub-10854,theta,1.0,6.109189824459838,5.208576187,1.5979325483,15.003242014249995
N111_H5_base_full,H5,base,sub-10857,alpha,1.0,0.0662056564616826,0.054197089215,0.004804654852675,0.1927501331
N111_H5_base_full,H5,base,sub-10857,kappa,1.0,0.9800804318335938,0.9653357586,0.4722937299975,1.5697869336749997
N111_H5_base_full,H5,base,sub-10857,theta,1.0,5.8384893099978,5.4588423775,2.13965050535,11.71351707325
N111_H5_base_full,H5,base,sub-10858,alpha,1.0,0.0860014396147463,0.069483312175,0.007143420379125,0.26147220737
N111_H5_base_full,H5,base,sub-10858,kappa,1.0,0.1760833744417693,0.15859150865,0.059094792358,0.3930055302575
N111_H5_base_full,H5,base,sub-10858,theta,1.0,8.929809589896376,8.5742547605,3.5751194143,16.33051448925
