run,model,participant_id,n,posterior_draws,log_loss,brier,accuracy
N111_H8_zero_train,H8,sub-10317,15,16000,0.820965249838705,0.30497322539034055,0.5333333333333333
N111_H8_zero_train,H8,sub-10369,15,16000,0.7290442938867435,0.2510097676557732,0.8
N111_H8_zero_train,H8,sub-10402,42,16000,0.4722505286132657,0.15901121576837568,0.7857142857142857
N111_H8_zero_train,H8,sub-10418,42,16000,0.5522318043580976,0.18809627092618145,0.5476190476190477
N111_H8_zero_train,H8,sub-10462,14,16000,0.5897273298650046,0.2004767536007211,0.6428571428571429
N111_H8_zero_train,H8,sub-10478,41,16000,0.5746111248065211,0.19511656588853216,0.7317073170731707
N111_H8_zero_train,H8,sub-10486,15,16000,0.12120331535482466,0.02386757909834025,1.0
N111_H8_zero_train,H8,sub-10529,40,16000,0.4692790853576816,0.1560788318064604,0.7
N111_H8_zero_train,H8,sub-10541,42,16000,0.49633506970414853,0.16133838627187194,0.7142857142857143
N111_H8_zero_train,H8,sub-10555,14,16000,0.6686369880567667,0.23080164792598837,0.6428571428571429
N111_H8_zero_train,H8,sub-10559,40,16000,0.25346797694361334,0.07375220238405884,0.85
N111_H8_zero_train,H8,sub-10572,42,16000,0.43541732415731377,0.13209958608798225,0.8571428571428571
N111_H8_zero_train,H8,sub-10581,41,16000,0.6708636607416533,0.23899572930762789,0.5853658536585366
N111_H8_zero_train,H8,sub-10584,41,16000,0.5781540994407599,0.19390342053633908,0.8048780487804879
N111_H8_zero_train,H8,sub-10585,42,16000,0.5986149564554324,0.20543706405400866,0.6428571428571429
N111_H8_zero_train,H8,sub-10589,42,16000,0.5039835801610718,0.17462924195027935,0.6904761904761905
N111_H8_zero_train,H8,sub-10590,42,16000,0.6818309807372878,0.24344299881482523,0.6428571428571429
N111_H8_zero_train,H8,sub-10596,41,16000,0.5925398873239218,0.19454064914331434,0.8048780487804879
N111_H8_zero_train,H8,sub-10603,42,16000,0.6953994963389819,0.25109174460803757,0.5476190476190477
N111_H8_zero_train,H8,sub-10606,41,16000,0.14753196287480796,0.02957882664197393,1.0
N111_H8_zero_train,H8,sub-10608,15,16000,0.7590029153305272,0.2816389114815521,0.4
N111_H8_zero_train,H8,sub-10617,15,16000,0.6320601826573603,0.22179641022418778,0.6
N111_H8_zero_train,H8,sub-10636,42,16000,0.3882735508793074,0.11562422834145046,0.9047619047619048
N111_H8_zero_train,H8,sub-10638,41,16000,0.16320056946674386,0.038837832801504865,0.975609756097561
N111_H8_zero_train,H8,sub-10640,41,16000,0.6025923730911058,0.20618923952870144,0.6585365853658537
N111_H8_zero_train,H8,sub-10641,15,16000,0.5977123723407582,0.2042655296022282,0.6666666666666666
N111_H8_zero_train,H8,sub-10642,42,16000,0.6846916679932444,0.24484886211816273,0.5714285714285714
N111_H8_zero_train,H8,sub-10644,41,16000,0.6796750856042583,0.24329645977847028,0.5609756097560976
N111_H8_zero_train,H8,sub-10647,42,16000,0.27462099504646686,0.07651645779875817,0.8809523809523809
N111_H8_zero_train,H8,sub-10649,39,16000,0.19192057269964247,0.04707100123603184,0.9743589743589743
N111_H8_zero_train,H8,sub-10652,42,16000,0.5161437232119761,0.17873246461579015,0.6428571428571429
N111_H8_zero_train,H8,sub-10656,42,16000,0.3543605010609121,0.11548389468964346,0.7857142857142857
N111_H8_zero_train,H8,sub-10661,42,16000,0.20402324792741666,0.04658788717745763,1.0
N111_H8_zero_train,H8,sub-10663,38,16000,0.45183947738359814,0.14441938754938302,0.7894736842105263
N111_H8_zero_train,H8,sub-10668,13,16000,0.6719372718428889,0.23964936059218261,0.5384615384615384
N111_H8_zero_train,H8,sub-10673,42,16000,0.658474963060573,0.2314805056427626,0.6666666666666666
N111_H8_zero_train,H8,sub-10674,42,16000,0.08249980630517927,0.012807669611484088,1.0
N111_H8_zero_train,H8,sub-10677,42,16000,0.6411726849777283,0.22412688198765268,0.6666666666666666
N111_H8_zero_train,H8,sub-10685,42,16000,0.71835750708892,0.26256023359826247,0.40476190476190477
N111_H8_zero_train,H8,sub-10690,15,16000,0.5592260287388641,0.18926314584702517,0.7333333333333333
N111_H8_zero_train,H8,sub-10691,42,16000,0.3967735395198057,0.10085660907507765,0.9047619047619048
N111_H8_zero_train,H8,sub-10700,42,16000,0.6769352253130446,0.24198597008883915,0.5952380952380952
N111_H8_zero_train,H8,sub-10701,42,16000,0.5876298171492634,0.19587245935943778,0.7380952380952381
N111_H8_zero_train,H8,sub-10713,42,16000,0.6811513617651281,0.23931091733808335,0.6190476190476191
N111_H8_zero_train,H8,sub-10716,42,16000,0.48275039008421183,0.15928222638656034,0.7619047619047619
N111_H8_zero_train,H8,sub-10718,42,16000,0.18654583250121798,0.04543434290701586,0.9761904761904762
N111_H8_zero_train,H8,sub-10720,42,16000,0.5189675071824217,0.17172711389429146,0.7380952380952381
N111_H8_zero_train,H8,sub-10723,42,16000,0.7219131763791331,0.2632976620993392,0.5
N111_H8_zero_train,H8,sub-10741,41,16000,0.6420479834610735,0.22487805601132016,0.7317073170731707
N111_H8_zero_train,H8,sub-10748,42,16000,0.38570447517316236,0.12115127531773454,0.8333333333333334
N111_H8_zero_train,H8,sub-10767,42,16000,0.6391511063368859,0.22409646760751456,0.6428571428571429
N111_H8_zero_train,H8,sub-10770,42,16000,0.5944767227067496,0.2029494319112834,0.6904761904761905
N111_H8_zero_train,H8,sub-10781,42,16000,0.7142192194174252,0.25936326605886034,0.5476190476190477
N111_H8_zero_train,H8,sub-10783,42,16000,0.49048192590278494,0.1542458104480811,0.8571428571428571
N111_H8_zero_train,H8,sub-10785,42,16000,0.35031662550780224,0.10299279669350996,0.8571428571428571
N111_H8_zero_train,H8,sub-10794,42,16000,0.4276677495624304,0.1322482119530311,0.8095238095238095
N111_H8_zero_train,H8,sub-10800,38,16000,0.477000676375042,0.15890298986020768,0.7631578947368421
N111_H8_zero_train,H8,sub-10801,42,16000,0.48529751430599594,0.1539530445909301,0.8571428571428571
N111_H8_zero_train,H8,sub-10802,42,16000,0.42664372798362205,0.1329657447237642,0.7857142857142857
N111_H8_zero_train,H8,sub-10803,15,16000,1.0278143379323457,0.3638167200092359,0.4
N111_H8_zero_train,H8,sub-10804,39,16000,0.5912981064099213,0.20766332269013965,0.6923076923076923
N111_H8_zero_train,H8,sub-10806,41,16000,0.6866570426483356,0.24660979675402658,0.6341463414634146
N111_H8_zero_train,H8,sub-10807,41,16000,0.2629957987270628,0.06555346448449235,1.0
N111_H8_zero_train,H8,sub-10809,42,16000,0.4701119086865585,0.15188488838871292,0.7380952380952381
N111_H8_zero_train,H8,sub-10810,42,16000,0.2936330625301184,0.08436103918144787,0.9285714285714286
N111_H8_zero_train,H8,sub-10812,42,16000,0.6247714857982825,0.2155426806313284,0.6666666666666666
N111_H8_zero_train,H8,sub-10817,42,16000,0.48017946525396593,0.15376328173080694,0.8095238095238095
N111_H8_zero_train,H8,sub-10827,27,16000,0.6903725538287241,0.24874056073874443,0.4444444444444444
N111_H8_zero_train,H8,sub-10831,42,16000,0.7689482661617132,0.2660619218341908,0.5952380952380952
N111_H8_zero_train,H8,sub-10834,42,16000,0.17892244205814234,0.03837718358974278,1.0
N111_H8_zero_train,H8,sub-10836,15,16000,0.6319183836687633,0.21952807358546078,0.6666666666666666
N111_H8_zero_train,H8,sub-10838,37,16000,0.6900989792642793,0.24849567979024326,0.5135135135135135
N111_H8_zero_train,H8,sub-10843,42,16000,0.47618222435324387,0.1503700128734339,0.8095238095238095
N111_H8_zero_train,H8,sub-10850,42,16000,0.3704915906464417,0.11287558013351028,0.8809523809523809
N111_H8_zero_train,H8,sub-10854,42,16000,0.48425076825604046,0.15829343746179386,0.7619047619047619
N111_H8_zero_train,H8,sub-10857,42,16000,0.5569741585331771,0.18740791844576762,0.7380952380952381
N111_H8_zero_train,H8,sub-10858,42,16000,0.6098701479383427,0.2102303575529583,0.6666666666666666
N111_H8_zero_train,H8,sub-10860,41,16000,0.569011810478075,0.171200257381125,0.8780487804878049
N111_H8_zero_train,H8,sub-10862,41,16000,0.6817089636387103,0.24306333671957253,0.6829268292682927
N111_H8_zero_train,H8,sub-10863,42,16000,0.13034528387114905,0.02349204607596033,1.0
N111_H8_zero_train,H8,sub-10866,42,16000,0.5134492721694911,0.167231886681547,0.8095238095238095
N111_H8_zero_train,H8,sub-10875,42,16000,0.14108393149263015,0.026796328132006712,1.0
N111_H8_zero_train,H8,sub-10881,15,16000,0.39645886159816673,0.11727432002139568,0.8666666666666667
N111_H8_zero_train,H8,sub-10886,15,16000,0.7241167547186553,0.2642766002343273,0.6
N111_H8_zero_train,H8,sub-10887,42,16000,0.6425266481540755,0.2264516358724383,0.6428571428571429
N111_H8_zero_train,H8,sub-10896,40,16000,0.6387448212869614,0.22376728246400485,0.625
N111_H8_zero_train,H8,sub-10897,14,16000,0.5892378912137743,0.20151830274735977,0.7142857142857143
N111_H8_zero_train,H8,sub-10898,39,16000,0.4695947529782562,0.15002790228927573,0.7948717948717948
N111_H8_zero_train,H8,sub-10908,42,16000,0.49992997576321485,0.17014060624598248,0.7142857142857143
N111_H8_zero_train,H8,sub-10918,42,16000,0.4752663263557972,0.1509763521475749,0.8095238095238095
N111_H8_zero_train,H8,sub-10924,42,16000,0.10113669841819545,0.0170637017545502,1.0
N111_H8_zero_train,H8,sub-10926,15,16000,0.7067130412234106,0.2533665257288501,0.5333333333333333
N111_H8_zero_train,H8,sub-10928,15,16000,0.6186745103030048,0.2169601380450346,0.6
N111_H8_zero_train,H8,sub-10929,15,16000,0.6501962209274291,0.2300404252444311,0.6666666666666666
N111_H8_zero_train,H8,sub-10930,42,16000,0.5621089194793404,0.18986621074470764,0.6666666666666666
N111_H8_zero_train,H8,sub-10938,42,16000,0.529033596965734,0.17196823819794507,0.8095238095238095
N111_H8_zero_train,H8,sub-10940,42,16000,0.5792547912786181,0.19752072083033406,0.6904761904761905
N111_H8_zero_train,H8,sub-10950,42,16000,0.5339356453948056,0.17961456444522755,0.7142857142857143
N111_H8_zero_train,H8,sub-10951,42,16000,0.6851982335741551,0.2459438418664386,0.5952380952380952
N111_H8_zero_train,H8,sub-10952,15,16000,0.3510509501773002,0.11423724438967141,0.8666666666666667
N111_H8_zero_train,H8,sub-10953,42,16000,0.6662048033968323,0.23643908016025034,0.6666666666666666
N111_H8_zero_train,H8,sub-10954,30,16000,0.6499768578176013,0.22872701009825347,0.6
N111_H8_zero_train,H8,sub-10956,42,16000,0.6797084822082176,0.24267037459773744,0.5952380952380952
N111_H8_zero_train,H8,sub-10958,42,16000,0.6374802763353971,0.22266084049385665,0.6904761904761905
N111_H8_zero_train,H8,sub-10969,42,16000,0.7401666953182195,0.2672116894040027,0.6190476190476191
N111_H8_zero_train,H8,sub-10974,14,16000,0.5042784849169107,0.17696174826680408,0.6428571428571429
N111_H8_zero_train,H8,sub-10977,15,16000,0.7148115764761216,0.25928138040591986,0.6
N111_H8_zero_train,H8,sub-10983,40,16000,0.36637426460265676,0.11142642310845725,0.825
N111_H8_zero_train,H8,sub-10984,40,16000,0.6380876689402402,0.22303578256441076,0.55
N111_H8_zero_train,H8,sub-11005,42,16000,0.7002048203559937,0.2533473605114074,0.5238095238095238
N111_H8_zero_train,H8,sub-11031,42,16000,0.5233814404502312,0.17377352907869192,0.7142857142857143
