model,prediction_type,participant_id,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials,observed_high,predicted_high,residual_high,observed_investment,predicted_investment,residual_investment
H5,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,all,2,0.0,0.2850200897482508,-0.2850200897482508,0.0,2.2801607179860066,-2.2801607179860066
H5,conditional_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,all,2,0.0,0.40749308332497436,-0.40749308332497436,2.0,2.8149861666499487,-0.8149861666499487
H5,conditional_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,all,4,0.5,0.3218889526849397,0.17811104731506028,5.0,3.9313337161096387,1.0686662838903613
H5,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,all,2,0.0,0.3621514058764592,-0.3621514058764592,4.0,5.448605623505837,-1.4486056235058369
H5,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,all,8,0.25,0.3533555986428283,-0.10335559864282828,4.0,4.031564805593765,-0.0315648055937654
H5,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,all,6,0.5,0.362413828835501,0.137586171164499,1.6666666666666667,1.5292372721524068,0.13742939451425995
H5,conditional_history,sub-10317,run,stranger,all,all,single_run,all,all,14,0.35714285714285715,0.35723769729683086,-9.48401539737076e-05,3.0,2.9591387198331836,0.04086128016681645
H5,conditional_history,sub-10317,time_bin,stranger,all,all,early,all,all,8,0.375,0.3510182569523723,0.02398174304762768,3.0,3.0693201145902007,-0.06932011459020071
H5,conditional_history,sub-10317,time_bin,stranger,all,all,late,all,all,4,0.25,0.37618002059454453,-0.12618002059454453,2.0,2.58820834991465,-0.58820834991465
H5,conditional_history,sub-10317,time_bin,stranger,all,all,middle,all,all,2,0.5,0.3442308120792378,0.15576918792076222,5.0,3.26027388064218,1.7397261193578202
H5,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,defection,all,6,0.16666666666666666,0.3448368156916592,-0.17817014902499254,2.3333333333333335,3.0550466380297734,-0.7217133046964399
H5,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,all,1,0.0,0.3207869438908797,-0.3207869438908797,2.0,3.924721663345278,-1.9247216633452782
H5,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,all,7,0.5714285714285714,0.37307427487354256,0.19835429655502884,3.7142857142857144,2.738991512305807,0.9752942019799073
H5,conditional_history,sub-10317,partner,computer,all,all,all,all,all,14,0.21428571428571427,0.33379108768088195,-0.11950537339516767,2.2857142857142856,2.8080589049457503,-0.5223446192314647
H5,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,all,2,0.5,0.43661896193951977,0.06338103806048023,1.0,0.8732379238790395,0.12676207612096047
H5,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,all,2,0.5,0.3232539994553518,0.17674600054464817,2.0,1.2930159978214073,0.7069840021785927
H5,conditional_history,sub-10317,offer,computer,0-8,zero,all,all,all,2,0.0,0.19560368412247073,-0.19560368412247073,0.0,1.5648294729797658,-1.5648294729797658
H5,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,all,2,0.0,0.42431654460136486,-0.42431654460136486,2.0,2.8486330892027296,-0.8486330892027296
H5,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,all,4,0.25,0.31242953903685977,-0.06242953903685977,3.5,3.8745772342211584,-0.3745772342211584
H5,conditional_history,sub-10317,offer,computer,4-8,positive_positive,all,all,all,2,0.0,0.3318853455737471,-0.3318853455737471,4.0,5.327541382294989,-1.3275413822949886
H5,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,all,8,0.125,0.3452652420622078,-0.22026524206220782,3.25,3.9813322349850093,-0.7313322349850093
H5,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,all,6,0.3333333333333333,0.3184922151724474,0.014841118160885902,1.0,1.2436944648934043,-0.2436944648934043
H5,conditional_history,sub-10317,run,computer,all,all,single_run,all,all,14,0.21428571428571427,0.33379108768088195,-0.11950537339516767,2.2857142857142856,2.8080589049457503,-0.5223446192314647
H5,conditional_history,sub-10317,time_bin,computer,all,all,early,all,all,2,0.5,0.34606732936259726,0.15393267063740274,5.0,4.076403976175583,0.923596023824417
H5,conditional_history,sub-10317,time_bin,computer,all,all,late,all,all,5,0.0,0.297138652510728,-0.297138652510728,0.8,2.098750452846784,-1.298750452846784
H5,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,all,7,0.2857142857142857,0.35646390089335894,-0.07074961517907324,2.5714285714285716,2.952323493236487,-0.3808949218079154
H5,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,all,9,0.0,0.31905627752719307,-0.31905627752719307,1.5555555555555556,2.786721111519422,-1.2311655559638666
H5,conditional_history,sub-10317,previous_feedback,computer,all,all,all,no_previous,all,1,0.0,0.3207869438908797,-0.3207869438908797,2.0,3.924721663345278,-1.9247216633452782
H5,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,all,4,0.75,0.37019544647418257,0.37980455352581743,4.0,2.576903250555105,1.4230967494448952
H5,conditional_history,sub-10317,partner,friend,all,all,all,all,training,9,1.0,0.9358497896442202,0.06415021035577984,6.444444444444445,6.226674895366759,0.2177695490776852
H5,conditional_history,sub-10317,offer,friend,0-2,zero,all,all,training,1,1.0,0.8370235452473479,0.1629764547526521,2.0,1.6740470904946958,0.3259529095053042
H5,conditional_history,sub-10317,offer,friend,0-4,zero,all,all,training,1,1.0,0.9586373337815107,0.041362666218489275,4.0,3.834549335126043,0.1654506648739571
H5,conditional_history,sub-10317,offer,friend,0-8,zero,all,all,training,2,1.0,0.9846820618939671,0.01531793810603288,8.0,7.877456495151737,0.12254350484826304
H5,conditional_history,sub-10317,offer,friend,2-4,positive_positive,all,all,training,1,1.0,0.8095473246718372,0.1904526753281628,4.0,3.6190946493436744,0.3809053506563256
H5,conditional_history,sub-10317,offer,friend,2-8,positive_positive,all,all,training,3,1.0,0.960861145965922,0.03913885403407802,8.0,7.765166875795532,0.2348331242044681
H5,conditional_history,sub-10317,offer,friend,4-8,positive_positive,all,all,training,1,1.0,0.9654923414115854,0.03450765858841465,8.0,7.861969365646342,0.13803063435365814
H5,conditional_history,sub-10317,zero_option,friend,all,positive_positive,all,all,training,5,1.0,0.9315246207962378,0.06847537920376223,7.2,6.955312928475322,0.2446870715246785
H5,conditional_history,sub-10317,zero_option,friend,all,zero,all,all,training,4,1.0,0.9412562507041983,0.05874374929580173,5.5,5.315877353981055,0.18412264601894535
H5,conditional_history,sub-10317,run,friend,all,all,single_run,all,training,9,1.0,0.9358497896442202,0.06415021035577984,6.444444444444445,6.226674895366759,0.2177695490776852
H5,conditional_history,sub-10317,time_bin,friend,all,all,early,all,training,4,1.0,0.9792659957210083,0.020734004278991747,8.0,7.877531865514225,0.12246813448577498
H5,conditional_history,sub-10317,time_bin,friend,all,all,middle,all,training,5,1.0,0.9011168247827896,0.09888317521721035,5.2,4.905989319248786,0.2940106807512146
H5,conditional_history,sub-10317,previous_feedback,friend,all,all,all,defection,training,5,1.0,0.9358574737346049,0.06414252626539507,7.2,6.955252632185334,0.2447473678146661
H5,conditional_history,sub-10317,previous_feedback,friend,all,all,all,no_previous,training,1,1.0,0.9654923414115854,0.03450765858841465,8.0,7.861969365646342,0.13803063435365814
H5,conditional_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,training,3,1.0,0.9259561322377905,0.0740438677622095,4.666666666666667,4.4672805105759394,0.19938615609072752
H5,conditional_history,sub-10317,partner,stranger,all,all,all,all,training,10,0.4,0.3496607679777455,0.05033923202225454,3.4,3.107510867800597,0.29248913219940276
H5,conditional_history,sub-10317,offer,stranger,0-2,zero,all,all,training,1,1.0,0.4551729659844172,0.5448270340155827,2.0,0.9103459319688344,1.0896540680311655
H5,conditional_history,sub-10317,offer,stranger,0-4,zero,all,all,training,1,1.0,0.308197098523001,0.6918029014769991,4.0,1.232788394092004,2.7672116059079963
H5,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,training,1,0.0,0.26347115067134086,-0.26347115067134086,0.0,2.107769205370727,-2.107769205370727
H5,conditional_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,training,2,0.0,0.40749308332497436,-0.40749308332497436,2.0,2.8149861666499487,-0.8149861666499487
H5,conditional_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,training,4,0.5,0.3218889526849397,0.17811104731506028,5.0,3.9313337161096387,1.0686662838903613
H5,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,training,1,0.0,0.3672244872089877,-0.3672244872089877,4.0,5.46889794883595,-1.4688979488359504
H5,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,training,7,0.2857142857142857,0.3528237806569565,-0.06710949494267082,4.0,3.832029306653486,0.16797069334651393
H5,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,training,3,0.6666666666666666,0.3422804050595863,0.32438626160708034,2.0,1.4169678438105218,0.5830321561894782
H5,conditional_history,sub-10317,run,stranger,all,all,single_run,all,training,10,0.4,0.3496607679777455,0.05033923202225454,3.4,3.107510867800597,0.29248913219940276
H5,conditional_history,sub-10317,time_bin,stranger,all,all,early,all,training,8,0.375,0.3510182569523723,0.02398174304762768,3.0,3.0693201145902007,-0.06932011459020071
H5,conditional_history,sub-10317,time_bin,stranger,all,all,middle,all,training,2,0.5,0.3442308120792378,0.15576918792076222,5.0,3.26027388064218,1.7397261193578202
H5,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,defection,training,6,0.16666666666666666,0.3448368156916592,-0.17817014902499254,2.3333333333333335,3.0550466380297734,-0.7217133046964399
H5,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,training,1,0.0,0.3207869438908797,-0.3207869438908797,2.0,3.924721663345278,-1.9247216633452782
H5,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,training,3,1.0,0.36893328057887315,0.6310667194211268,6.0,2.9400357288273495,3.0599642711726505
H5,conditional_history,sub-10317,partner,computer,all,all,all,all,training,8,0.25,0.3555766805327941,-0.10557668053279412,3.0,3.430999790267645,-0.430999790267645
H5,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,training,1,1.0,0.47288516793181395,0.527114832068186,2.0,0.9457703358636279,1.054229664136372
H5,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,training,1,0.0,0.30373947819434954,-0.30373947819434954,0.0,1.2149579127773982,-1.2149579127773982
H5,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,training,1,0.0,0.4482803332555043,-0.4482803332555043,2.0,2.896560666511009,-0.8965606665110091
H5,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,training,3,0.3333333333333333,0.31864592457773044,0.014687408755602871,4.0,3.9118755474663827,0.08812445253361734
H5,conditional_history,sub-10317,offer,computer,4-8,positive_positive,all,all,training,2,0.0,0.3318853455737471,-0.3318853455737471,4.0,5.327541382294989,-1.3275413822949886
H5,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,training,6,0.16666666666666666,0.344664799689365,-0.17799813302269832,3.6666666666666665,4.2145450122500225,-0.547878345583356
H5,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,training,2,0.5,0.38831232306308183,0.11168767693691817,1.0,1.0803641243205129,-0.08036412432051288
H5,conditional_history,sub-10317,run,computer,all,all,single_run,all,training,8,0.25,0.3555766805327941,-0.10557668053279412,3.0,3.430999790267645,-0.430999790267645
H5,conditional_history,sub-10317,time_bin,computer,all,all,early,all,training,2,0.5,0.34606732936259726,0.15393267063740274,5.0,4.076403976175583,0.923596023824417
H5,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,training,6,0.16666666666666666,0.35874646425619316,-0.1920797975895265,2.3333333333333335,3.215865061631665,-0.8825317282983316
H5,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,training,5,0.0,0.33591872352106905,-0.33591872352106905,2.4,3.669884006785273,-1.269884006785273
H5,conditional_history,sub-10317,previous_feedback,computer,all,all,all,no_previous,training,1,0.0,0.3207869438908797,-0.3207869438908797,2.0,3.924721663345278,-1.9247216633452782
H5,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,training,2,1.0,0.4221164413830644,0.5778835586169355,5.0,2.5869283124347584,2.4130716875652416
H5,conditional_history,sub-10317,partner,friend,all,all,all,all,heldout,5,1.0,0.9447052678363701,0.0552947321636299,5.2,5.048856436633194,0.1511435633668059
H5,conditional_history,sub-10317,offer,friend,0-2,zero,all,all,heldout,1,1.0,0.9148942460146082,0.08510575398539177,2.0,1.8297884920292165,0.17021150797078355
H5,conditional_history,sub-10317,offer,friend,0-4,zero,all,all,heldout,1,1.0,0.9681154166008722,0.03188458339912781,4.0,3.8724616664034888,0.12753833359651123
H5,conditional_history,sub-10317,offer,friend,2-4,positive_positive,all,all,heldout,1,1.0,0.8981927117234971,0.10180728827650287,4.0,3.7963854234469943,0.20361457655300574
H5,conditional_history,sub-10317,offer,friend,2-8,positive_positive,all,all,heldout,1,1.0,0.9881753709573896,0.01182462904261039,8.0,7.929052225744337,0.07094777425566257
H5,conditional_history,sub-10317,offer,friend,4-8,positive_positive,all,all,heldout,1,1.0,0.9541485938854837,0.045851406114516324,8.0,7.816594375541936,0.1834056244580644
H5,conditional_history,sub-10317,zero_option,friend,all,positive_positive,all,all,heldout,3,1.0,0.94683889218879,0.05316110781120997,6.666666666666667,6.514010674911088,0.1526559917555792
H5,conditional_history,sub-10317,zero_option,friend,all,zero,all,all,heldout,2,1.0,0.9415048313077401,0.0584951686922599,3.0,2.8511250792163527,0.14887492078364728
H5,conditional_history,sub-10317,run,friend,all,all,single_run,all,heldout,5,1.0,0.9447052678363701,0.0552947321636299,5.2,5.048856436633194,0.1511435633668059
H5,conditional_history,sub-10317,time_bin,friend,all,all,late,all,heldout,5,1.0,0.9447052678363701,0.0552947321636299,5.2,5.048856436633194,0.1511435633668059
H5,conditional_history,sub-10317,previous_feedback,friend,all,all,all,defection,heldout,2,1.0,0.961132005243178,0.03886799475682201,6.0,5.844528020972712,0.15547197902728804
H5,conditional_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,heldout,3,1.0,0.933754109565165,0.06624589043483498,4.666666666666667,4.5184087137401825,0.14825795292648447
H5,conditional_history,sub-10317,partner,stranger,all,all,all,all,heldout,4,0.25,0.37618002059454453,-0.12618002059454453,2.0,2.58820834991465,-0.58820834991465
H5,conditional_history,sub-10317,offer,stranger,0-2,zero,all,all,heldout,1,0.0,0.4461615225773775,-0.4461615225773775,0.0,0.892323045154755,-0.892323045154755
H5,conditional_history,sub-10317,offer,stranger,0-4,zero,all,all,heldout,1,1.0,0.394911206431709,0.6050887935682909,4.0,1.579644825726836,2.4203551742731637
H5,conditional_history,sub-10317,offer,stranger,0-8,zero,all,all,heldout,1,0.0,0.30656902882516074,-0.30656902882516074,0.0,2.452552230601286,-2.452552230601286
H5,conditional_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,heldout,1,0.0,0.3570783245439307,-0.3570783245439307,4.0,5.428313298175724,-1.4283132981757243
H5,conditional_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,heldout,1,0.0,0.3570783245439307,-0.3570783245439307,4.0,5.428313298175724,-1.4283132981757243
H5,conditional_history,sub-10317,zero_option,stranger,all,zero,all,all,heldout,3,0.3333333333333333,0.3825472526114158,-0.049213919278082496,1.3333333333333333,1.6415067004942925,-0.3081733671609592
H5,conditional_history,sub-10317,run,stranger,all,all,single_run,all,heldout,4,0.25,0.37618002059454453,-0.12618002059454453,2.0,2.58820834991465,-0.58820834991465
H5,conditional_history,sub-10317,time_bin,stranger,all,all,late,all,heldout,4,0.25,0.37618002059454453,-0.12618002059454453,2.0,2.58820834991465,-0.58820834991465
H5,conditional_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,heldout,4,0.25,0.37618002059454453,-0.12618002059454453,2.0,2.58820834991465,-0.58820834991465
H5,conditional_history,sub-10317,partner,computer,all,all,all,all,heldout,6,0.16666666666666666,0.30474363054499903,-0.13807696387833238,1.3333333333333333,1.9774710578498895,-0.6441377245165563
H5,conditional_history,sub-10317,offer,computer,0-2,zero,all,all,heldout,1,0.0,0.40035275594722547,-0.40035275594722547,0.0,0.8007055118944509,-0.8007055118944509
H5,conditional_history,sub-10317,offer,computer,0-4,zero,all,all,heldout,1,1.0,0.3427685207163539,0.6572314792836461,4.0,1.3710740828654155,2.6289259171345845
H5,conditional_history,sub-10317,offer,computer,0-8,zero,all,all,heldout,2,0.0,0.19560368412247073,-0.19560368412247073,0.0,1.5648294729797658,-1.5648294729797658
H5,conditional_history,sub-10317,offer,computer,2-4,positive_positive,all,all,heldout,1,0.0,0.40035275594722547,-0.40035275594722547,2.0,2.800705511894451,-0.800705511894451
H5,conditional_history,sub-10317,offer,computer,2-8,positive_positive,all,all,heldout,1,0.0,0.2937803824142477,-0.2937803824142477,2.0,3.7626822944854865,-1.7626822944854865
H5,conditional_history,sub-10317,zero_option,computer,all,positive_positive,all,all,heldout,2,0.0,0.34706656918073664,-0.34706656918073664,2.0,3.281693903189969,-1.2816939031899688
H5,conditional_history,sub-10317,zero_option,computer,all,zero,all,all,heldout,4,0.25,0.28358216122713026,-0.03358216122713026,1.0,1.3253596351798496,-0.32535963517984956
H5,conditional_history,sub-10317,run,computer,all,all,single_run,all,heldout,6,0.16666666666666666,0.30474363054499903,-0.13807696387833238,1.3333333333333333,1.9774710578498895,-0.6441377245165563
H5,conditional_history,sub-10317,time_bin,computer,all,all,late,all,heldout,5,0.0,0.297138652510728,-0.297138652510728,0.8,2.098750452846784,-1.298750452846784
H5,conditional_history,sub-10317,time_bin,computer,all,all,middle,all,heldout,1,1.0,0.3427685207163539,0.6572314792836461,4.0,1.3710740828654155,2.6289259171345845
H5,conditional_history,sub-10317,previous_feedback,computer,all,all,all,defection,heldout,4,0.0,0.2979782200348481,-0.2979782200348481,0.5,1.6827674924371088,-1.1827674924371088
H5,conditional_history,sub-10317,previous_feedback,computer,all,all,all,reciprocation,heldout,2,0.5,0.3182744515653009,0.18172554843469912,3.0,2.5668781886754517,0.4331218113245483
H5,generative_history,sub-10317,partner,friend,all,all,all,all,all,14,1.0,0.9330357142857143,0.0669642857142857,6.0,5.780714285714286,0.2192857142857143
H5,generative_history,sub-10317,offer,friend,0-2,zero,all,all,all,2,1.0,0.86875,0.13124999999999998,2.0,1.7375,0.26249999999999996
H5,generative_history,sub-10317,offer,friend,0-4,zero,all,all,all,2,1.0,0.95625,0.043749999999999956,4.0,3.825,0.17499999999999982
H5,generative_history,sub-10317,offer,friend,0-8,zero,all,all,all,2,1.0,0.98125,0.018750000000000044,8.0,7.85,0.15000000000000036
H5,generative_history,sub-10317,offer,friend,2-4,positive_positive,all,all,all,2,1.0,0.84875,0.15125,4.0,3.6975,0.3025000000000002
H5,generative_history,sub-10317,offer,friend,2-8,positive_positive,all,all,all,4,1.0,0.9625,0.03749999999999998,8.0,7.775,0.22499999999999964
H5,generative_history,sub-10317,offer,friend,4-8,positive_positive,all,all,all,2,1.0,0.95125,0.04874999999999996,8.0,7.805,0.19500000000000028
H5,generative_history,sub-10317,zero_option,friend,all,positive_positive,all,all,all,8,1.0,0.93125,0.06874999999999998,7.0,6.763125,0.2368750000000004
H5,generative_history,sub-10317,zero_option,friend,all,zero,all,all,all,6,1.0,0.9354166666666667,0.06458333333333333,4.666666666666667,4.470833333333333,0.19583333333333375
H5,generative_history,sub-10317,run,friend,all,all,single_run,all,all,14,1.0,0.9330357142857143,0.0669642857142857,6.0,5.780714285714286,0.2192857142857143
H5,generative_history,sub-10317,time_bin,friend,all,all,early,all,all,4,1.0,0.97625,0.02375000000000005,8.0,7.86,0.13999999999999968
H5,generative_history,sub-10317,time_bin,friend,all,all,late,all,all,5,1.0,0.9365000000000001,0.06349999999999989,5.2,5.022,0.17799999999999994
H5,generative_history,sub-10317,time_bin,friend,all,all,middle,all,all,5,1.0,0.895,0.10499999999999998,5.2,4.876,0.32399999999999984
H5,generative_history,sub-10317,previous_feedback,friend,all,all,all,defection,all,7,1.0,0.9353571428571429,0.06464285714285711,6.857142857142857,6.5964285714285715,0.26071428571428523
H5,generative_history,sub-10317,previous_feedback,friend,all,all,all,no_previous,all,1,1.0,0.9575,0.04249999999999998,8.0,7.83,0.16999999999999993
H5,generative_history,sub-10317,previous_feedback,friend,all,all,all,reciprocation,all,6,1.0,0.92625,0.07374999999999998,4.666666666666667,4.4875,0.17916666666666714
H5,generative_history,sub-10317,partner,stranger,all,all,all,all,all,14,0.35714285714285715,0.3591071428571428,-0.0019642857142856407,3.0,2.9607142857142854,0.03928571428571459
H5,generative_history,sub-10317,offer,stranger,0-2,zero,all,all,all,2,0.5,0.46375,0.036250000000000004,1.0,0.9275,0.07250000000000001
H5,generative_history,sub-10317,offer,stranger,0-4,zero,all,all,all,2,1.0,0.35625,0.64375,4.0,1.425,2.575
H5,generative_history,sub-10317,offer,stranger,0-8,zero,all,all,all,2,0.0,0.2775,-0.2775,0.0,2.22,-2.22
H5,generative_history,sub-10317,offer,stranger,2-4,positive_positive,all,all,all,2,0.0,0.405,-0.405,2.0,2.81,-0.81
H5,generative_history,sub-10317,offer,stranger,2-8,positive_positive,all,all,all,4,0.5,0.324375,0.17562499999999998,5.0,3.94625,1.05375
H5,generative_history,sub-10317,offer,stranger,4-8,positive_positive,all,all,all,2,0.0,0.3625,-0.3625,4.0,5.45,-1.4500000000000002
H5,generative_history,sub-10317,zero_option,stranger,all,positive_positive,all,all,all,8,0.25,0.3540625,-0.1040625,4.0,4.038125,-0.038124999999999964
H5,generative_history,sub-10317,zero_option,stranger,all,zero,all,all,all,6,0.5,0.36583333333333334,0.13416666666666666,1.6666666666666667,1.524166666666667,0.14249999999999985
H5,generative_history,sub-10317,run,stranger,all,all,single_run,all,all,14,0.35714285714285715,0.3591071428571428,-0.0019642857142856407,3.0,2.9607142857142854,0.03928571428571459
H5,generative_history,sub-10317,time_bin,stranger,all,all,early,all,all,8,0.375,0.365,0.010000000000000009,3.0,3.145625,-0.1456249999999999
H5,generative_history,sub-10317,time_bin,stranger,all,all,late,all,all,4,0.25,0.3625,-0.11249999999999999,2.0,2.515,-0.5150000000000001
H5,generative_history,sub-10317,time_bin,stranger,all,all,middle,all,all,2,0.5,0.32875,0.17125,5.0,3.1125,1.8875000000000002
H5,generative_history,sub-10317,previous_feedback,stranger,all,all,all,defection,all,6,0.16666666666666666,0.36,-0.19333333333333333,2.3333333333333335,3.1291666666666664,-0.795833333333333
H5,generative_history,sub-10317,previous_feedback,stranger,all,all,all,no_previous,all,1,0.0,0.31,-0.31,2.0,3.86,-1.8599999999999999
H5,generative_history,sub-10317,previous_feedback,stranger,all,all,all,reciprocation,all,7,0.5714285714285714,0.36535714285714277,0.20607142857142863,3.7142857142857144,2.6878571428571427,1.0264285714285717
H5,generative_history,sub-10317,partner,computer,all,all,all,all,all,14,0.21428571428571427,0.3601785714285714,-0.14589285714285713,2.2857142857142856,2.947857142857143,-0.6621428571428574
H5,generative_history,sub-10317,offer,computer,0-2,zero,all,all,all,2,0.5,0.44125,0.058750000000000024,1.0,0.8825,0.11750000000000005
H5,generative_history,sub-10317,offer,computer,0-4,zero,all,all,all,2,0.5,0.35125,0.14875,2.0,1.405,0.595
H5,generative_history,sub-10317,offer,computer,0-8,zero,all,all,all,2,0.0,0.24625,-0.24625,0.0,1.97,-1.97
H5,generative_history,sub-10317,offer,computer,2-4,positive_positive,all,all,all,2,0.0,0.45625,-0.45625,2.0,2.9125,-0.9125000000000001
H5,generative_history,sub-10317,offer,computer,2-8,positive_positive,all,all,all,4,0.25,0.34,-0.09000000000000002,3.5,4.04,-0.54
H5,generative_history,sub-10317,offer,computer,4-8,positive_positive,all,all,all,2,0.0,0.34625,-0.34625,4.0,5.385,-1.3849999999999998
H5,generative_history,sub-10317,zero_option,computer,all,positive_positive,all,all,all,8,0.125,0.370625,-0.24562499999999998,3.25,4.094375,-0.8443750000000003
H5,generative_history,sub-10317,zero_option,computer,all,zero,all,all,all,6,0.3333333333333333,0.34625,-0.012916666666666687,1.0,1.419166666666667,-0.4191666666666669
H5,generative_history,sub-10317,run,computer,all,all,single_run,all,all,14,0.21428571428571427,0.3601785714285714,-0.14589285714285713,2.2857142857142856,2.947857142857143,-0.6621428571428574
H5,generative_history,sub-10317,time_bin,computer,all,all,early,all,all,2,0.5,0.3625,0.1375,5.0,4.175,0.8250000000000002
