run,model,variant,participant_id,parameter,probability_positive,mean,median,ci_low,ci_high
N111_H8_zero_full,H8,zero,sub-10317,alpha,1.0,0.11025162947337284,0.055939229045,0.0009401288016250002,0.5769679261675
N111_H8_zero_full,H8,zero,sub-10317,kappa,1.0,0.25609548154017875,0.22786872565,0.062390565203500004,0.6129513946125
N111_H8_zero_full,H8,zero,sub-10317,alpha_negative,1.0,0.1811483098061363,0.09657950736,0.00219307970925,0.8270278806449999
N111_H8_zero_full,H8,zero,sub-10317,gamma0,0.9676875,0.9389077947096668,0.9295697747,-0.05230964302725,1.99882632335
N111_H8_zero_full,H8,zero,sub-10369,alpha,1.0,0.1409350282759182,0.086006963285,0.0017753730374500001,0.6449099394225
N111_H8_zero_full,H8,zero,sub-10369,kappa,1.0,0.27174318095377126,0.24236798250000002,0.06593922622250001,0.6448071193075
N111_H8_zero_full,H8,zero,sub-10369,alpha_negative,1.0,0.12769334979749108,0.058711356575,0.0014814420220250002,0.7412834740425
N111_H8_zero_full,H8,zero,sub-10369,gamma0,0.999375,1.730546263104312,1.7114055865,0.62551568203,2.9637840473
N111_H8_zero_full,H8,zero,sub-10402,alpha,1.0,0.11169062084797522,0.08689344159,0.0033569332015250006,0.4000806340724996
N111_H8_zero_full,H8,zero,sub-10402,kappa,1.0,0.4962049864017756,0.42877106384999997,0.1157984801825,1.224697378925
N111_H8_zero_full,H8,zero,sub-10402,alpha_negative,1.0,0.17442241482490672,0.10403153485,0.008262535478425,0.7883998260224999
N111_H8_zero_full,H8,zero,sub-10402,gamma0,1.0,3.3403043413169375,3.30654657,2.1559610141500003,4.703596227075001
N111_H8_zero_full,H8,zero,sub-10418,alpha,1.0,0.09051212138731538,0.041181490779999996,0.001099076194825,0.6352229528474996
N111_H8_zero_full,H8,zero,sub-10418,kappa,1.0,0.20315503356624187,0.1794824659,0.052403911914,0.48421077110499994
N111_H8_zero_full,H8,zero,sub-10418,alpha_negative,1.0,0.13646679102163337,0.053284897165,0.001894267933925,0.8412092657275
N111_H8_zero_full,H8,zero,sub-10418,gamma0,1.0,2.169326673540856,2.1469148975000003,1.266914218175,3.1909666100250003
N111_H8_zero_full,H8,zero,sub-10462,alpha,1.0,0.030536301902745276,0.01651559038,0.0004801670383825,0.14017479244249995
N111_H8_zero_full,H8,zero,sub-10462,kappa,1.0,0.36537727260725494,0.3318414817,0.12074404112249999,0.8408883111724998
N111_H8_zero_full,H8,zero,sub-10462,alpha_negative,1.0,0.41632030956504307,0.3830630077,0.009021292269200001,0.950958823625
N111_H8_zero_full,H8,zero,sub-10462,gamma0,0.9864375,1.215865781684156,1.2050129374999998,0.12687606595,2.38268115735
N111_H8_zero_full,H8,zero,sub-10478,alpha,1.0,0.28374324426652786,0.21062217055,0.043092546176,0.8682309577075
N111_H8_zero_full,H8,zero,sub-10478,kappa,1.0,0.33959927752180635,0.30685126345,0.093333048361,0.7687896088324999
N111_H8_zero_full,H8,zero,sub-10478,alpha_negative,1.0,0.033159670064992285,0.017901156775000003,0.0006480543606400001,0.14466991488749997
N111_H8_zero_full,H8,zero,sub-10478,gamma0,0.998875,1.2487583213586455,1.2357449360000001,0.414119981965,2.153704022525
N111_H8_zero_full,H8,zero,sub-10486,alpha,1.0,0.8441875840631438,0.8735495957,0.5435678936474999,0.9931719366875
N111_H8_zero_full,H8,zero,sub-10486,kappa,1.0,0.9981563795834312,0.9715470538,0.46507535789,1.6850577898749999
N111_H8_zero_full,H8,zero,sub-10486,alpha_negative,1.0,0.01045486736794551,0.005451177539000001,0.00015373506066000003,0.04979928252474999
N111_H8_zero_full,H8,zero,sub-10486,gamma0,1.0,3.102193471478175,3.0634576630000003,1.47896932565,4.967671581049999
N111_H8_zero_full,H8,zero,sub-10529,alpha,1.0,0.16596907523085996,0.12010462585000001,0.013005712993500002,0.6335426990824999
N111_H8_zero_full,H8,zero,sub-10529,kappa,1.0,0.3963726786880094,0.3576162036,0.09134092502525,0.9246624055374999
N111_H8_zero_full,H8,zero,sub-10529,alpha_negative,1.0,0.06807663445972352,0.0308309902,0.0010633236556749999,0.40746415119499924
N111_H8_zero_full,H8,zero,sub-10529,gamma0,1.0,2.5692154288865434,2.5359617605,1.485398261075,3.828223162625
N111_H8_zero_full,H8,zero,sub-10541,alpha,1.0,0.2657343553534217,0.19487188465,0.014692270967000001,0.8510891830749999
N111_H8_zero_full,H8,zero,sub-10541,kappa,1.0,0.3051832984854206,0.27925946285000003,0.07862903603625,0.6775468375175
N111_H8_zero_full,H8,zero,sub-10541,alpha_negative,1.0,0.06340260442562527,0.03302628815,0.0010569346170500001,0.3056038043625
N111_H8_zero_full,H8,zero,sub-10541,gamma0,1.0,1.9017611606985187,1.8832707705,0.9762631572575,2.9556281428999998
N111_H8_zero_full,H8,zero,sub-10555,alpha,1.0,0.5941709463439528,0.60252891685,0.1985495883325,0.933916078175
N111_H8_zero_full,H8,zero,sub-10555,kappa,1.0,1.0102267378146395,0.9658072766500001,0.24539414297,2.0490014681749997
N111_H8_zero_full,H8,zero,sub-10555,alpha_negative,1.0,0.2191268612892346,0.2234320809,0.010757622090250002,0.4232154304149999
N111_H8_zero_full,H8,zero,sub-10555,gamma0,0.994375,1.5520102423321414,1.5240957554999999,0.31978959828500003,2.923051067625
N111_H8_zero_full,H8,zero,sub-10559,alpha,1.0,0.04355354675964783,0.03442296198,0.00157676077255,0.12986924921999998
N111_H8_zero_full,H8,zero,sub-10559,kappa,1.0,1.0807503819307749,1.0409808365,0.5691662827875,1.8319914486249997
N111_H8_zero_full,H8,zero,sub-10559,alpha_negative,1.0,0.3744939352789861,0.34160903305,0.1120431943775,0.8126001939699999
N111_H8_zero_full,H8,zero,sub-10559,gamma0,0.97275,1.2471602221871894,1.238762227,-0.02461965482249997,2.5854936128999997
N111_H8_zero_full,H8,zero,sub-10572,alpha,1.0,0.02143373064731027,0.014987968855,0.0007402168389675,0.0786710505845
N111_H8_zero_full,H8,zero,sub-10572,kappa,1.0,0.499689891652475,0.4818509739,0.27307094587499997,0.8382933995274999
N111_H8_zero_full,H8,zero,sub-10572,alpha_negative,1.0,0.29541205029372625,0.26181614104999995,0.07904554697475,0.7028509981624997
N111_H8_zero_full,H8,zero,sub-10572,gamma0,1.0,2.4001252200379,2.3861390485,1.4543795794,3.4596570905749995
N111_H8_zero_full,H8,zero,sub-10581,alpha,1.0,0.10370111978846606,0.09328790518499999,0.0072890637881,0.25543339939
N111_H8_zero_full,H8,zero,sub-10581,kappa,1.0,0.6051802548645937,0.5315690369,0.08932385275575,1.5182770422249998
N111_H8_zero_full,H8,zero,sub-10581,alpha_negative,1.0,0.06231329876673271,0.032314511825,0.0014139529138250003,0.4421576405499993
N111_H8_zero_full,H8,zero,sub-10581,gamma0,0.966875,0.7499138135940252,0.73574633945,-0.04696883733599999,1.6128221566999996
N111_H8_zero_full,H8,zero,sub-10584,alpha,1.0,0.05476871611434588,0.0394268672,0.0014417629926750002,0.19160574227249993
N111_H8_zero_full,H8,zero,sub-10584,kappa,1.0,0.4841143372603056,0.45037765814999997,0.228641412785,0.9387453827949999
N111_H8_zero_full,H8,zero,sub-10584,alpha_negative,1.0,0.3399113512374667,0.29545693965,0.04680705172575,0.8431128232724999
N111_H8_zero_full,H8,zero,sub-10584,gamma0,1.0,1.8672079864673874,1.853484495,0.9461882313875001,2.858515275175
N111_H8_zero_full,H8,zero,sub-10585,alpha,1.0,0.3524690440974512,0.28975186399999997,0.014450060803,0.9227541239549999
N111_H8_zero_full,H8,zero,sub-10585,kappa,1.0,0.2541842921779237,0.23673520305,0.0729992377715,0.5350351435074999
N111_H8_zero_full,H8,zero,sub-10585,alpha_negative,1.0,0.05444352934398751,0.02873567479,0.0007337396087375,0.25570145359999974
N111_H8_zero_full,H8,zero,sub-10585,gamma0,0.9995625,1.4894282368853824,1.4769122715,0.6153854024675001,2.4273425013999996
N111_H8_zero_full,H8,zero,sub-10589,alpha,1.0,0.19794804385199638,0.137452352,0.006172831991000002,0.7755597886924998
N111_H8_zero_full,H8,zero,sub-10589,kappa,1.0,0.2982090232758781,0.270502476,0.07598979691125,0.6816862221749999
N111_H8_zero_full,H8,zero,sub-10589,alpha_negative,1.0,0.08946505036893304,0.043943470285,0.001423382990225,0.5206445513249993
N111_H8_zero_full,H8,zero,sub-10589,gamma0,1.0,2.8644424424692,2.8276576835,1.73174240275,4.20746354735
N111_H8_zero_full,H8,zero,sub-10590,alpha,1.0,0.08401494747233756,0.050126963845,0.0011830518503250002,0.3990855544974999
N111_H8_zero_full,H8,zero,sub-10590,kappa,1.0,0.2965437912047456,0.2496850578,0.07216741836950001,0.770152062995
N111_H8_zero_full,H8,zero,sub-10590,alpha_negative,1.0,0.1900787415197217,0.1115846697,0.003337844915475,0.8088354734175
N111_H8_zero_full,H8,zero,sub-10590,gamma0,0.9965,1.0552033179987848,1.049492387,0.27999128960749997,1.87937312725
N111_H8_zero_full,H8,zero,sub-10596,alpha,1.0,0.3703315947340238,0.31793632299999997,0.1395219471175,0.875842319525
N111_H8_zero_full,H8,zero,sub-10596,kappa,1.0,0.654588837558243,0.612922749,0.263277203575,1.284376097425
N111_H8_zero_full,H8,zero,sub-10596,alpha_negative,1.0,0.016375335861982507,0.011361996145,0.00045279603809,0.058977126373249984
N111_H8_zero_full,H8,zero,sub-10596,gamma0,0.990625,1.1002227774666968,1.085715124,0.172786497615,2.103020432799999
N111_H8_zero_full,H8,zero,sub-10603,alpha,1.0,0.035929397574127414,0.016919452985,0.00040415745176000005,0.17321388987499994
N111_H8_zero_full,H8,zero,sub-10603,kappa,1.0,0.1971494057892473,0.18027922955,0.05807151445725,0.43674925379749996
N111_H8_zero_full,H8,zero,sub-10603,alpha_negative,1.0,0.25727148426458024,0.1853753873,0.008478260843325001,0.8743653937749999
N111_H8_zero_full,H8,zero,sub-10603,gamma0,0.5023125,0.0017986509069362617,0.002535964533,-0.7668068890974999,0.7811254385149998
N111_H8_zero_full,H8,zero,sub-10606,alpha,1.0,0.7035061144407562,0.7069636142,0.37766225009000004,0.9835639032900001
N111_H8_zero_full,H8,zero,sub-10606,kappa,1.0,1.227477069155775,1.1955652360000002,0.7094678833975,1.9076147305999998
N111_H8_zero_full,H8,zero,sub-10606,alpha_negative,1.0,0.010092629058283542,0.006040601747,0.000200919602585,0.04278990930049999
N111_H8_zero_full,H8,zero,sub-10606,gamma0,1.0,3.239907614676487,3.192649907,1.7095714931750001,5.04421632875
N111_H8_zero_full,H8,zero,sub-10608,alpha,1.0,0.05382130878924188,0.030460120885,0.0007854755922175001,0.24006315187499994
N111_H8_zero_full,H8,zero,sub-10608,kappa,1.0,0.3330046604692081,0.29237068125,0.08393156051900001,0.8208570212549995
N111_H8_zero_full,H8,zero,sub-10608,alpha_negative,1.0,0.23799024390762458,0.15042856934999999,0.0033262425775,0.87251748567
