run,model,variant,participant_id,parameter,probability_positive,mean,median,ci_low,ci_high
N111_H7_base_full,H7,base,sub-10317,alpha,1.0,0.06301756347734541,0.044143673815000006,0.003799618594325,0.22968795113749982
N111_H7_base_full,H7,base,sub-10317,kappa,1.0,0.9112752672114344,0.8650173050500001,0.31903088069,1.7650135528499997
N111_H7_base_full,H7,base,sub-10317,theta,1.0,4.011557156973057,3.828113903,1.745039443675,7.268450865125
N111_H7_base_full,H7,base,sub-10317,theta_stranger,1.0,0.24397265212304456,0.1960871158,0.004899697477925,0.7429402006374998
N111_H7_base_full,H7,base,sub-10369,alpha,1.0,0.1601310442840661,0.12913975995,0.012778151808,0.47582943713
N111_H7_base_full,H7,base,sub-10369,kappa,1.0,0.25637127293385414,0.2217356565,0.0433471503605,0.6732214644625
N111_H7_base_full,H7,base,sub-10369,theta,1.0,4.459398174821731,4.086884116,1.4233504655000002,9.592564156349999
N111_H7_base_full,H7,base,sub-10369,theta_stranger,1.0,1.0356185186035545,0.4891536101,0.006250099785300001,5.461315281375
N111_H7_base_full,H7,base,sub-10402,alpha,1.0,0.14011289718224879,0.1079595758,0.0124126910455,0.48043756675500005
N111_H7_base_full,H7,base,sub-10402,kappa,1.0,0.1118360238392452,0.08540088391,0.02249046730425,0.3478367684424998
N111_H7_base_full,H7,base,sub-10402,theta,1.0,5.537357819945926,5.155961276999999,1.2473693411250002,11.989701445249997
N111_H7_base_full,H7,base,sub-10402,theta_stranger,1.0,2.912772855934412,2.25575416,0.038598452505749996,9.190452532975
N111_H7_base_full,H7,base,sub-10418,alpha,1.0,0.031022759846605255,0.023962903365,0.0026990322584499998,0.1015427297424999
N111_H7_base_full,H7,base,sub-10418,kappa,1.0,0.4023630300360875,0.38505764985,0.1647022137625,0.735047239605
N111_H7_base_full,H7,base,sub-10418,theta,1.0,5.569135388458813,5.4119964245,2.997427519675,9.057561118449998
N111_H7_base_full,H7,base,sub-10418,theta_stranger,1.0,0.5079506791796816,0.43128921105,0.0270956551075,1.484740015825
N111_H7_base_full,H7,base,sub-10462,alpha,1.0,0.08739124796408612,0.056737028525,0.006042034377375,0.37173317452499993
N111_H7_base_full,H7,base,sub-10462,kappa,1.0,0.5760422742479111,0.5265968923,0.04747056782275,1.399615825375
N111_H7_base_full,H7,base,sub-10462,theta,1.0,1.309522677461848,0.8922490299,0.09579976414225001,5.493566422625
N111_H7_base_full,H7,base,sub-10462,theta_stranger,1.0,0.21683360005203733,0.026052127985,0.00021233136643,1.8825728542749987
N111_H7_base_full,H7,base,sub-10478,alpha,1.0,0.07069450019169078,0.056026885655,0.00587683464455,0.216360095915
N111_H7_base_full,H7,base,sub-10478,kappa,1.0,0.3130769517131,0.29383592059999997,0.10991065269250001,0.6216009709749999
N111_H7_base_full,H7,base,sub-10478,theta,1.0,5.240037285689062,5.037771949,2.54659351255,9.100921356075
N111_H7_base_full,H7,base,sub-10478,theta_stranger,1.0,0.7795055589037281,0.601271645,0.0353932015405,2.640267854274999
N111_H7_base_full,H7,base,sub-10486,alpha,1.0,0.06103144487676673,0.041847076615,0.0036598887718499997,0.2269064966925
N111_H7_base_full,H7,base,sub-10486,kappa,1.0,0.26427636557038564,0.2464308396,0.106041502425,0.5163902872974999
N111_H7_base_full,H7,base,sub-10486,theta,1.0,9.572674657552811,9.4269803085,5.29418856585,14.684471800999999
N111_H7_base_full,H7,base,sub-10486,theta_stranger,1.0,6.763138277114893,6.5639878595,2.8033955143,12.022435037749997
N111_H7_base_full,H7,base,sub-10529,alpha,1.0,0.10102785194484275,0.07615060318,0.00901242258525,0.3386291079724999
N111_H7_base_full,H7,base,sub-10529,kappa,1.0,0.11540230015792113,0.097322700125,0.026906391772,0.3061458929324999
N111_H7_base_full,H7,base,sub-10529,theta,1.0,5.932902294534462,5.5763617345,1.9251475387,11.91096985525
N111_H7_base_full,H7,base,sub-10529,theta_stranger,1.0,2.6338958314395606,2.006136873,0.04847383189325001,8.559628817074998
N111_H7_base_full,H7,base,sub-10541,alpha,1.0,0.14721690598476445,0.11463605295,0.011826419009,0.47099616257499993
N111_H7_base_full,H7,base,sub-10541,kappa,1.0,0.07633471189049038,0.06448452912,0.016402413500250002,0.2050189877275
N111_H7_base_full,H7,base,sub-10541,theta,1.0,5.794881332460301,5.4321275235,1.4131387109000002,12.075685922749996
