run,model,variant,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_subjects,n_trials,observed_high,predicted_high,residual_high,ci_low,ci_high,observed_investment,predicted_investment,residual_investment,investment_ci_low,investment_ci_high,interval_type
N111_H7_zero_full,H7,zero,conditional_history,offer,computer,0-4,zero,all,all,all,111,392,0.6006006006006005,0.6115745949198522,-0.010973994319251723,0.5931814597651518,0.6298953766781847,2.402402402402402,2.446298379679409,-0.04389597727700689,2.372725839060607,2.519581506712739,posterior_expected_probability
N111_H7_zero_full,H7,zero,conditional_history,offer,computer,0-8,zero,all,all,all,111,393,0.5157657657657658,0.4845799085139687,0.031185857251797122,0.46371967892935645,0.5059144707179133,4.126126126126127,3.8766392681117496,0.24948685801437698,3.7097574314348516,4.047315765743306,posterior_expected_probability
N111_H7_zero_full,H7,zero,conditional_history,offer,computer,2-4,positive_positive,all,all,all,111,396,0.4872372372372373,0.36723180584764165,0.12000543138959563,0.3579799012240921,0.3762537620550642,2.974474474474474,2.7344636116952836,0.2400108627791906,2.7159598024481837,2.7525075241101287,posterior_expected_probability
N111_H7_zero_full,H7,zero,conditional_history,offer,computer,2-8,positive_positive,all,all,all,111,783,0.3788610038610038,0.25148028973264536,0.12738071412835844,0.23849829558073007,0.2646123090483182,4.273166023166023,3.5088817383958726,0.7642842847701501,3.430989773484379,3.5876738542899114,posterior_expected_probability
N111_H7_zero_full,H7,zero,conditional_history,offer,computer,4-8,positive_positive,all,all,all,111,395,0.3498498498498498,0.2910869675928294,0.058762882257020366,0.2797305176109413,0.3032526618149091,5.399399399399399,5.164347870371317,0.23505152902808213,5.118922070443767,5.213010647259637,posterior_expected_probability
N111_H7_zero_full,H7,zero,conditional_history,zero_option,computer,all,positive_positive,all,all,all,111,1574,0.3994088869088869,0.29051729582677255,0.10889159108211433,0.2792512718729382,0.30196344942533776,4.232414832414832,3.7296648468804947,0.5027499855343369,3.675627629768951,3.7837782084818476,posterior_expected_probability
N111_H7_zero_full,H7,zero,conditional_history,zero_option,computer,all,zero,all,all,all,111,1180,0.5905015405015404,0.6007524743135274,-0.01025093381198705,0.5838925835106225,0.6175100519730589,2.6131157131157123,2.5760382745077197,0.03707743860799262,2.4990529739143685,2.662600878444261,posterior_expected_probability
N111_H7_zero_full,H7,zero,generative_history,partner,friend,all,all,all,all,all,111,2745,0.7787168939641232,0.7623788739016786,0.01633802006244467,0.7424161142290939,0.7831021789193146,4.963929540869012,4.952792757625814,0.01113678324319789,4.852372976524298,5.046089450624193,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,friend,0-2,zero,all,all,all,111,390,0.8821321321321322,0.8632864114114114,0.01884572072072077,0.8280593093093093,0.8994181681681681,1.7642642642642643,1.7265728228228228,0.03769144144144154,1.6561186186186185,1.7988363363363362,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,friend,0-4,zero,all,all,all,111,395,0.8746246246246245,0.8749737237237238,-0.0003490990990993037,0.8430555555555556,0.9099286786786788,3.498498498498498,3.4998948948948954,-0.0013963963963972148,3.3722222222222222,3.639714714714715,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,friend,0-8,zero,all,all,all,111,386,0.8603603603603603,0.8666835585585586,-0.0063231981981982655,0.8340653153153154,0.9031719219219219,6.882882882882883,6.933468468468469,-0.050585585585586124,6.672522522522523,7.225375375375375,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,friend,2-4,positive_positive,all,all,all,111,389,0.7897897897897898,0.6364883633633635,0.1533014264264263,0.5839902402402403,0.6839714714714715,3.5795795795795797,3.2729767267267267,0.30660285285285305,3.1679804804804808,3.3679429429429426,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,friend,2-8,positive_positive,all,all,all,111,788,0.7037859287859287,0.7084263996138996,-0.004640470827970922,0.6736159373659374,0.7400217181467181,6.222715572715573,6.250558397683397,-0.02784282496782442,6.041695624195625,6.440130308880309,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,friend,4-8,positive_positive,all,all,all,111,397,0.6373873873873874,0.6814264264264264,-0.04403903903903894,0.6351351351351351,0.7274962462462463,6.54954954954955,6.725705705705704,-0.17615615615615443,6.540540540540541,6.909984984984985,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,zero_option,friend,all,positive_positive,all,all,all,111,1574,0.7076362076362074,0.6837471712784212,0.023889036357786164,0.6554204204204204,0.7099768071643072,5.6486271986271985,5.632900579150579,0.01572661947661924,5.504241741741741,5.752313384813385,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,zero_option,friend,all,zero,all,all,all,111,1171,0.8755115505115504,0.8687354627354626,0.006776087776087736,0.846604754104754,0.8894739463489463,4.044227344227349,4.037432877682881,0.006794466544468136,3.938497133497136,4.152815835315838,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,partner,stranger,all,all,all,all,all,111,2752,0.5190448454674238,0.5282046927439757,-0.009159847276551947,0.507305879969877,0.5484135025294444,3.712182180252357,3.765925994572791,-0.05374381432043407,3.6722022626309423,3.8665837859636514,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,stranger,0-2,zero,all,all,all,111,394,0.7575075075075075,0.7561298798798799,0.001377627627627609,0.7131944444444445,0.7935998498498498,1.515015015015015,1.5122597597597598,0.002755255255255218,1.426388888888889,1.5871996996996995,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,stranger,0-4,zero,all,all,all,111,388,0.7064564564564565,0.6935848348348348,0.012871621621621698,0.6471471471471473,0.7327702702702701,2.825825825825826,2.774339339339339,0.05148648648648679,2.588588588588589,2.9310810810810803,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,stranger,0-8,zero,all,all,all,111,388,0.5893393393393394,0.5954673423423423,-0.00612800300300298,0.5532845345345345,0.637424924924925,4.714714714714715,4.763738738738739,-0.04902402402402384,4.426276276276276,5.0993993993994,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,stranger,2-4,positive_positive,all,all,all,111,398,0.47822822822822825,0.4445345345345345,0.03369369369369374,0.3941066066066066,0.49549549549549543,2.956456456456457,2.889069069069069,0.06738738738738803,2.7882132132132136,2.990990990990991,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,stranger,2-8,positive_positive,all,all,all,111,791,0.392996567996568,0.39874753324753326,-0.005750965250965245,0.3652332689832691,0.4334360253110253,4.357979407979408,4.3924851994852,-0.034505791505791805,4.191399613899614,4.600616151866152,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,stranger,4-8,positive_positive,all,all,all,111,393,0.3288288288288289,0.4174117867867868,-0.0885829579579579,0.3761073573573574,0.46326951951951956,5.315315315315316,5.669647147147148,-0.35433183183183203,5.504429429429431,5.853078078078079,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,zero_option,stranger,all,positive_positive,all,all,all,111,1582,0.3976950976950978,0.4146678403240903,-0.01697274262899251,0.38916035353535355,0.4399941378066378,4.241932841932842,4.330281304843805,-0.08834846291096277,4.20857527982528,4.450520577395578,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,zero_option,stranger,all,zero,all,all,all,111,1170,0.685289835289835,0.6825722313222313,0.0027176039676036767,0.6547645372645373,0.7090596278096282,3.0025753025753033,3.0011849918099913,0.0013903107653119307,2.861470333970334,3.134338201838202,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,partner,computer,all,all,all,all,all,111,2754,0.48026954526954524,0.4240805531989743,0.05618899207057093,0.4058637018680878,0.4439910721906335,3.5342567607479887,3.238632463876323,0.2956242968716656,3.1423556082678887,3.3288568269577032,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,computer,0-2,zero,all,all,all,111,395,0.6584084084084084,0.7096640390390391,-0.051255630630630655,0.6651463963963965,0.7552927927927929,1.3168168168168168,1.4193280780780781,-0.10251126126126131,1.330292792792793,1.5105855855855859,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,computer,0-4,zero,all,all,all,111,392,0.6006006006006005,0.6115183933933933,-0.010917792792792813,0.5652965465465465,0.6606794294294294,2.402402402402402,2.4460735735735732,-0.04367117117117125,2.261186186186186,2.6427177177177175,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,computer,0-8,zero,all,all,all,111,393,0.5157657657657658,0.48727477477477477,0.02849099099099106,0.4451764264264264,0.53003003003003,4.126126126126127,3.898198198198198,0.2279279279279285,3.5614114114114113,4.24024024024024,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,computer,2-4,positive_positive,all,all,all,111,396,0.4872372372372373,0.3692436186186186,0.11799361861861868,0.32805930930930927,0.4129504504504504,2.974474474474474,2.738487237237237,0.23598723723723714,2.6561186186186188,2.825900900900901,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,computer,2-8,positive_positive,all,all,all,111,783,0.3788610038610038,0.2517543436293436,0.12710666023166017,0.2156598562848563,0.2825584513084513,4.273166023166023,3.510526061776062,0.7626399613899606,3.293959137709138,3.6953507078507077,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,offer,computer,4-8,positive_positive,all,all,all,111,395,0.3498498498498498,0.29098348348348346,0.05886636636636633,0.24919294294294295,0.33710585585585584,5.399399399399399,5.163933933933934,0.23546546546546487,4.996771771771773,5.348423423423423,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,zero_option,computer,all,positive_positive,all,all,all,111,1574,0.3994088869088869,0.2912997692060192,0.10810911770286769,0.2680946021571021,0.3142314292314291,4.232414832414832,3.7322804604054602,0.5001343720093714,3.6139642664642664,3.8419556713306715,replicated_choice_predictive
N111_H7_zero_full,H7,zero,generative_history,zero_option,computer,all,zero,all,all,all,111,1180,0.5905015405015404,0.6021433933933933,-0.011641852891852933,0.571354325104325,0.6326541476541476,2.6131157131157123,2.584244247494247,0.028871465621465475,2.437440524940525,2.741563804063804,replicated_choice_predictive
