run_zero,model,variant_zero,participant_id,parameter,probability_positive_zero,mean_zero,median_zero,ci_low_zero,ci_high_zero,run_base,variant_base,probability_positive_base,mean_base,median_base,ci_low_base,ci_high_base,change_posterior_mean
N111_H7_zero_full,H7,zero,sub-10809,kappa,1.0,2.156626930018306,2.115159851,1.201847376525,3.3439652337,N111_H7_base_full,base,1.0,1.3961965841713937,1.370800597,0.72536612414,2.228684579125,0.7604303458469124
N111_H7_zero_full,H7,zero,sub-10809,theta,1.0,0.3565874514438785,0.3587334762999999,0.152463584565,0.5425976285324999,N111_H7_base_full,base,1.0,0.4439080629529515,0.4468981123,0.1517505458925,0.716402311035,-0.087320611509073
N111_H7_zero_full,H7,zero,sub-10809,theta_stranger,1.0,0.0247375523372879,0.00840903889,0.000152506533785,0.1530275937999999,N111_H7_base_full,base,1.0,0.0229954864937502,0.0058090437215,8.335776587725e-05,0.1650690819424999,0.001742065843537699
N111_H7_zero_full,H7,zero,sub-10810,alpha,1.0,0.0769714830116142,0.05749579463,0.005064523120475,0.2532747411099998,N111_H7_base_full,base,1.0,0.0729066049334569,0.055787264785,0.0050769278038,0.2337855952225,0.004064878078157308
N111_H7_zero_full,H7,zero,sub-10810,kappa,1.0,0.2883763744664732,0.26667587125,0.103761171135,0.5991332086125,N111_H7_base_full,base,1.0,0.2092277286470737,0.1960009529,0.09201337767675,0.3980457100549999,0.07914864581939948
N111_H7_zero_full,H7,zero,sub-10810,theta,1.0,5.761357489896938,5.627827642,2.97857338245,9.371897569625,N111_H7_base_full,base,1.0,9.279292112144562,9.0877690115,5.4422796388500005,14.20237319475,-3.5179346222476235
N111_H7_zero_full,H7,zero,sub-10810,theta_stranger,1.0,3.2886377891898646,2.973327047,1.044759185425,7.184754474574998,N111_H7_base_full,base,1.0,5.404385708236244,5.1037457975,2.215700084175,10.390105371499995,-2.1157479190463797
N111_H7_zero_full,H7,zero,sub-10812,alpha,1.0,0.0879815910084489,0.0770908183,0.009532888523125,0.2303751850049999,N111_H7_base_full,base,1.0,0.0988537412823331,0.08803850448,0.011044110419,0.2459251064999998,-0.01087215027388419
N111_H7_zero_full,H7,zero,sub-10812,kappa,1.0,0.6161924565963757,0.5800726789999999,0.198938143195,1.2356642730499996,N111_H7_base_full,base,1.0,0.2633273160088393,0.24305012345,0.08489863541725,0.56028158079,0.3528651405875364
N111_H7_zero_full,H7,zero,sub-10812,theta,1.0,2.318694229032556,2.1275818595,1.002174283925,4.700778411775,N111_H7_base_full,base,1.0,5.265191417955126,4.999552847,2.360742305275,9.728724788024998,-2.9464971889225704
N111_H7_zero_full,H7,zero,sub-10812,theta_stranger,1.0,0.3337365141392228,0.2551768851,0.007486605962025,1.114511723225,N111_H7_base_full,base,1.0,1.396793971432492,1.1258911275,0.09215682368175,4.265792754324999,-1.0630574572932692
N111_H7_zero_full,H7,zero,sub-10817,alpha,1.0,0.0164771784864336,0.01170820215,0.001213827499675,0.0581894350039999,N111_H7_base_full,base,1.0,0.0466246653172594,0.0337283686899999,0.00402806276675,0.1659151008925,-0.0301474868308258
N111_H7_zero_full,H7,zero,sub-10817,kappa,1.0,2.03541503942985,1.9984825365,1.129226377625,3.16689497485,N111_H7_base_full,base,1.0,0.463606682991415,0.4427960633,0.1672797124774999,0.8870577641325,1.571808356438435
N111_H7_zero_full,H7,zero,sub-10817,theta,1.0,1.0227929363656874,0.9795487354,0.6593217973875,1.6286632025249996,N111_H7_base_full,base,1.0,3.465655535301256,3.247797087,1.598696042925,6.633544830949998,-2.4428625989355686
N111_H7_zero_full,H7,zero,sub-10817,theta_stranger,1.0,0.089109735988816,0.06988173022,0.002441313899675,0.2694855042175,N111_H7_base_full,base,1.0,0.2560125021499099,0.17037539715,0.00408265775875,0.9646055440699998,-0.1669027661610939
N111_H7_zero_full,H7,zero,sub-10827,alpha,1.0,0.050011521523328,0.035408877625,0.00463385317485,0.1829820021824998,N111_H7_base_full,base,1.0,0.0506789224016715,0.03740339591,0.004718841032125,0.1746676963199999,-0.0006674008783435006
N111_H7_zero_full,H7,zero,sub-10827,kappa,1.0,0.5675123136807636,0.53148735205,0.0982506736825,1.2439082216999997,N111_H7_base_full,base,1.0,0.3783541006803252,0.34157287555,0.0563986751015,0.9146489391675,0.1891582130004384
N111_H7_zero_full,H7,zero,sub-10827,theta,1.0,1.6645267773077506,1.399220737,0.5617102758125,4.269468854974996,N111_H7_base_full,base,1.0,2.522067450119001,2.084223861,0.81523018687,6.703170853299999,-0.8575406728112505
N111_H7_zero_full,H7,zero,sub-10827,theta_stranger,1.0,0.1090943403709707,0.039322446765,0.0008900985397675,0.6285008306749998,N111_H7_base_full,base,1.0,0.2440007866180672,0.069513109535,0.001138344378325,1.704131096825,-0.13490644624709652
N111_H7_zero_full,H7,zero,sub-10831,alpha,1.0,0.0938774958453677,0.075108618375,0.010428454721,0.2907288612574999,N111_H7_base_full,base,1.0,0.0858461778851829,0.0729554753,0.009606265736675,0.2402933046824998,0.008031317960184803
N111_H7_zero_full,H7,zero,sub-10831,kappa,1.0,0.2738477347329232,0.23040749305,0.037769262722,0.7354869661124994,N111_H7_base_full,base,1.0,0.0998319694874407,0.08298186171,0.0259098564825,0.2704120102749999,0.17401576524548246
N111_H7_zero_full,H7,zero,sub-10831,theta,1.0,2.1676808665944467,1.680389881,0.3394296279025,6.5052656771,N111_H7_base_full,base,1.0,6.4623840669152495,6.142351992,1.960857226275,12.835051960999996,-4.294703200320803
N111_H7_zero_full,H7,zero,sub-10831,theta_stranger,1.0,0.7008620096226166,0.3004259312,0.002557840511475,3.918006901674999,N111_H7_base_full,base,1.0,3.6822911881246174,3.17056447,0.1860086846749999,9.884694663699998,-2.981429178502001
N111_H7_zero_full,H7,zero,sub-10834,alpha,1.0,0.101422196185634,0.075051076015,0.0057390539708499,0.3283548152974999,N111_H7_base_full,base,1.0,0.0885333222945528,0.07137908484,0.0067903234571,0.2595517345325,0.012888873891081204
N111_H7_zero_full,H7,zero,sub-10834,kappa,1.0,0.2295765417389431,0.2145014404,0.09527077697625,0.4515866006549999,N111_H7_base_full,base,1.0,0.1863298821637912,0.1758740323,0.09010367315125,0.33998449957,0.04324665957515189
N111_H7_zero_full,H7,zero,sub-10834,theta,1.0,6.339370000135812,6.2032815045,3.1257546034000003,10.341641677499998,N111_H7_base_full,base,1.0,10.00326019819525,9.851010665,5.7023937198,15.191213133,-3.6638901980594376
N111_H7_zero_full,H7,zero,sub-10834,theta_stranger,1.0,5.402068550951993,5.1720944875,2.247059540325,9.884523732825,N111_H7_base_full,base,1.0,7.605649210285625,7.3638241775,3.71265772355,12.8555007735,-2.203580659333632
N111_H7_zero_full,H7,zero,sub-10836,alpha,1.0,0.1210637865967912,0.08758288889,0.00898631799825,0.4423811567974999,N111_H7_base_full,base,1.0,0.1560342342940677,0.1193150227,0.01245070042975,0.5219971331950001,-0.0349704476972765
N111_H7_zero_full,H7,zero,sub-10836,kappa,1.0,0.5659108162462075,0.5181127762,0.0491067723415,1.3950710748249997,N111_H7_base_full,base,1.0,0.226288148146839,0.1659008626499999,0.0172167342275,0.7597849461099999,0.33962266809936853
N111_H7_zero_full,H7,zero,sub-10836,theta,1.0,0.8053298690737992,0.4805792085,0.034819330859,3.8908453156,N111_H7_base_full,base,1.0,2.549736933773923,1.544876209,0.06334011856,9.876906495874994,-1.7444070647001237
N111_H7_zero_full,H7,zero,sub-10836,theta_stranger,1.0,0.1410998463225898,0.0190485229149999,0.000154942640835,1.1806933107499988,N111_H7_base_full,base,1.0,0.9360241354990048,0.1310325148,0.0003201144369925,6.811609572799995,-0.794924289176415
N111_H7_zero_full,H7,zero,sub-10838,alpha,1.0,0.2325973183167232,0.1713707642999999,0.016421917865,0.7450268047274998,N111_H7_base_full,base,1.0,0.1707133615418231,0.1201629751499999,0.01160500916025,0.6150183430749999,0.061883956774900106
N111_H7_zero_full,H7,zero,sub-10838,kappa,1.0,0.1455708060258778,0.1146168914,0.01669254324075,0.4378791287474999,N111_H7_base_full,base,1.0,0.1321193828811996,0.1048628866,0.011921002568,0.3961518631999999,0.013451423144678204
N111_H7_zero_full,H7,zero,sub-10838,theta,1.0,2.012693719384737,1.3863665745,0.081998188878,6.922735906824999,N111_H7_base_full,base,1.0,2.480922822087628,1.457983586,0.04399253269375,9.975142333924994,-0.46822910270289064
N111_H7_zero_full,H7,zero,sub-10838,theta_stranger,1.0,0.5449972467737219,0.08057979673,0.000253556353165,4.094463354099999,N111_H7_base_full,base,1.0,0.9901917918441002,0.1388263801499999,0.0002940672057475,7.083247461024999,-0.44519454507037837
N111_H7_zero_full,H7,zero,sub-10843,alpha,1.0,0.0554374735338046,0.04784519076,0.00605077836715,0.1492102289399999,N111_H7_base_full,base,1.0,0.1195843365654557,0.1015577704,0.01380790115325,0.3253081100599999,-0.0641468630316511
N111_H7_zero_full,H7,zero,sub-10843,kappa,1.0,1.340446357041656,1.3204653025000002,0.7523610901925,2.033366965375,N111_H7_base_full,base,1.0,0.486099519285725,0.4746371756,0.127589547725,0.916285394745,0.8543468377559311
N111_H7_zero_full,H7,zero,sub-10843,theta,1.0,0.1215748784787782,0.1012004424,0.007331040714375,0.3423373557924999,N111_H7_base_full,base,1.0,0.2998983059764654,0.21015575155,0.005080033336525,1.0414224200499993,-0.1783234274976872
N111_H7_zero_full,H7,zero,sub-10843,theta_stranger,1.0,0.0212845468615335,0.0039323322125,2.8724111321500003e-05,0.16472500634,N111_H7_base_full,base,1.0,0.0485727149109756,0.0049285682475,2.047461660675e-05,0.3465849331149997,-0.027288168049442105
N111_H7_zero_full,H7,zero,sub-10850,alpha,1.0,0.1021134620946438,0.074487828975,0.0077242393850999,0.3613822739324999,N111_H7_base_full,base,1.0,0.0759884684044819,0.057231215675,0.006128821508725,0.2453028718649999,0.0261249936901619
N111_H7_zero_full,H7,zero,sub-10850,kappa,1.0,0.1576113347984843,0.1402705008,0.0486552053055,0.3645593641425,N111_H7_base_full,base,1.0,0.1211438161518287,0.1121935732,0.05117366564675,0.2401530540374999,0.036467518646655595
N111_H7_zero_full,H7,zero,sub-10850,theta,1.0,5.170120646665775,4.9999954785,2.07879352305,9.1957258871,N111_H7_base_full,base,1.0,8.77160356172019,8.6100950835,4.4356337464,14.15731536375,-3.6014829150544143
N111_H7_zero_full,H7,zero,sub-10850,theta_stranger,1.0,3.46447512962113,3.1578571550000003,0.6038979288725002,7.931846878399999,N111_H7_base_full,base,1.0,6.1410357036558585,5.84382432,2.391641871325,11.47353656075,-2.6765605740347285
N111_H7_zero_full,H7,zero,sub-10854,alpha,1.0,0.0230278751231606,0.01789780253,0.001706881462425,0.0735014285412499,N111_H7_base_full,base,1.0,0.065301647667209,0.0499616109199999,0.005812592012,0.2174597277749999,-0.042273772544048405
N111_H7_zero_full,H7,zero,sub-10854,kappa,1.0,1.7790581713692435,1.764431122,0.98999969464,2.679834820499999,N111_H7_base_full,base,1.0,0.3618374490513968,0.3389674833,0.09894713474875,0.7619657816174997,1.4172207223178468
N111_H7_zero_full,H7,zero,sub-10854,theta,1.0,0.8165269690689563,0.7916633683500001,0.5302842936925001,1.247688985025,N111_H7_base_full,base,1.0,2.9785255301560563,2.6807206495,1.248503382125,6.3361897198,-2.1619985610871
N111_H7_zero_full,H7,zero,sub-10854,theta_stranger,1.0,0.0370922015705002,0.02434970478,0.0010333792578,0.14335945464,N111_H7_base_full,base,1.0,0.1905429957291519,0.089022623465,0.0021284145113,0.9409665193799996,-0.1534507941586517
N111_H7_zero_full,H7,zero,sub-10857,alpha,1.0,0.021930396261029,0.01602459977,0.001076818954325,0.0714184488057499,N111_H7_base_full,base,1.0,0.0535305199011825,0.0437781807949999,0.00400188458415,0.1540437220125,-0.03160012364015351
N111_H7_zero_full,H7,zero,sub-10857,kappa,1.0,3.1850401606508814,3.1139739210000004,1.922896627625,4.856250651674999,N111_H7_base_full,base,1.0,1.221360450758744,1.1963385275,0.6573133008675,1.9478208183,1.9636797098921372
N111_H7_zero_full,H7,zero,sub-10857,theta,1.0,1.8645165332904807,1.6802343445,0.84334281938,3.871120070149999,N111_H7_base_full,base,1.0,3.5949442831994496,3.42431171,1.6957893465,6.47832656765,-1.7304277499089689
N111_H7_zero_full,H7,zero,sub-10857,theta_stranger,1.0,0.0973097534877443,0.084463281775,0.0040812266233,0.2574308722625,N111_H7_base_full,base,1.0,0.1378261200106089,0.111590725,0.003227661723025,0.4038197631825,-0.0405163665228646
N111_H7_zero_full,H7,zero,sub-10858,alpha,1.0,0.070076094171198,0.0637376421099999,0.0058770466997,0.1726157119175,N111_H7_base_full,base,1.0,0.0901073688368539,0.08354436092,0.007986978503975,0.2124979452675,-0.020031274665655893
N111_H7_zero_full,H7,zero,sub-10858,kappa,1.0,1.3714465865935062,1.31277147,0.4359665712675,2.643125147225,N111_H7_base_full,base,1.0,0.7254123569962451,0.6516027495,0.1788907533149999,1.6668388105999998,0.6460342295972611
N111_H7_zero_full,H7,zero,sub-10858,theta,1.0,2.1666105780334752,1.9008381705,0.9500073658625,4.965871154299998,N111_H7_base_full,base,1.0,4.225720654168263,3.7276821355,1.471882055775,9.472838678124996,-2.0591100761347874
N111_H7_zero_full,H7,zero,sub-10858,theta_stranger,1.0,1.5353632391861314,1.353975222,0.736547794845,3.43248639735,N111_H7_base_full,base,1.0,2.788561580986888,2.3745036065000003,1.07025509445,6.88907561115,-1.2531983418007566
N111_H7_zero_full,H7,zero,sub-10860,alpha,1.0,0.0727380849367346,0.05379070445,0.006519175057925,0.24540915189,N111_H7_base_full,base,1.0,0.0531356904163698,0.03940379776,0.00454500343795,0.18218383611,0.019602394520364802
N111_H7_zero_full,H7,zero,sub-10860,kappa,1.0,0.2376081917590456,0.224076682,0.0845058672615,0.4625060037099999,N111_H7_base_full,base,1.0,0.1913911429595856,0.17990298115,0.0718982271045,0.37462848537,0.04621704879946001
N111_H7_zero_full,H7,zero,sub-10860,theta,1.0,5.361303857395938,5.235081654,2.859204389275,8.620631615899999,N111_H7_base_full,base,1.0,7.913389394608813,7.713176564499999,4.5816202147,12.35667547725,-2.552085537212875
N111_H7_zero_full,H7,zero,sub-10860,theta_stranger,1.0,1.4015198468264296,1.17840785,0.1099116979525,3.987356694325,N111_H7_base_full,base,1.0,2.732400568511557,2.3826811395,0.615400665785,6.85663810275,-1.3308807216851275
N111_H7_zero_full,H7,zero,sub-10862,alpha,1.0,0.1064756211916668,0.0778763873549999,0.007949808265375,0.3601233455024999,N111_H7_base_full,base,1.0,0.0887340724465984,0.061837857255,0.00581179758245,0.3264001233749999,0.017741548745068406
N111_H7_zero_full,H7,zero,sub-10862,kappa,1.0,0.3820636540202462,0.3565828352,0.13305759032,0.7722752777024999,N111_H7_base_full,base,1.0,0.2917904881190737,0.2708038589,0.099631823954,0.6072615803375,0.09027316590117251
N111_H7_zero_full,H7,zero,sub-10862,theta,1.0,4.721481254145063,4.556097697,2.3592605038750003,8.03322202535,N111_H7_base_full,base,1.0,6.476753603057437,6.2611207975,3.318021484775,10.857283452499995,-1.7552723489123743
N111_H7_zero_full,H7,zero,sub-10862,theta_stranger,1.0,1.3317287544758345,1.142927708,0.19858485645,3.5828641114999997,N111_H7_base_full,base,1.0,2.0645148246327607,1.73749383,0.52611504584,5.5604943352,-0.7327860701569262
N111_H7_zero_full,H7,zero,sub-10863,alpha,1.0,0.0596419356207183,0.03497770386,0.003100693049875,0.2539877970224999,N111_H7_base_full,base,1.0,0.0487949072667118,0.030713014465,0.0025912875168,0.19948972414,0.010847028354006506
N111_H7_zero_full,H7,zero,sub-10863,kappa,1.0,0.3416272069499318,0.323619956,0.1490397525,0.637120792865,N111_H7_base_full,base,1.0,0.2518238920204731,0.2399427411,0.1236287733675,0.4486792360974999,0.0898033149294587
N111_H7_zero_full,H7,zero,sub-10863,theta,1.0,6.791660934045,6.6554156755000005,3.660648684625,10.661266037,N111_H7_base_full,base,1.0,10.787762710477748,10.65271483,6.44496347595,15.9348614265,-3.9961017764327487
N111_H7_zero_full,H7,zero,sub-10863,theta_stranger,1.0,5.809189017243687,5.608650214500001,2.638322559075,10.104045198499996,N111_H7_base_full,base,1.0,8.254488936581064,8.0224590155,4.2368518348,13.518995068749996,-2.4452999193373763
N111_H7_zero_full,H7,zero,sub-10866,alpha,1.0,0.0458750154619224,0.03462436586,0.0037761533382,0.1506259692924999,N111_H7_base_full,base,1.0,0.0945969127523889,0.0745041298849999,0.008800821787675,0.3014890210674998,-0.048721897290466505
N111_H7_zero_full,H7,zero,sub-10866,kappa,1.0,0.6839436785697819,0.6654274105,0.17706464506,1.2955278204749998,N111_H7_base_full,base,1.0,0.1303113290325769,0.10501137505,0.0190797298195,0.375113993095,0.553632349537205
N111_H7_zero_full,H7,zero,sub-10866,theta,1.0,0.6347324475834207,0.5570943063,0.083300845319,1.7352189977499994,N111_H7_base_full,base,1.0,4.022839168830249,3.40850131,0.7299372471175001,10.46320950225,-3.388106721246828
N111_H7_zero_full,H7,zero,sub-10866,theta_stranger,1.0,0.0731069831040739,0.02910747925,0.0004235608977325,0.3669980597375,N111_H7_base_full,base,1.0,1.3557701154809445,0.5788862783,0.0045778629086,7.039449862,-1.2826631323768707
N111_H7_zero_full,H7,zero,sub-10875,alpha,1.0,0.0532828532745545,0.036392991645,0.00334031768055,0.2002032869999999,N111_H7_base_full,base,1.0,0.0543011343700512,0.037200841585,0.0035026627438,0.2085765825099999,-0.0010182810954966967
N111_H7_zero_full,H7,zero,sub-10875,kappa,1.0,0.2537436292031575,0.238138938,0.1100763260049999,0.4829897857724999,N111_H7_base_full,base,1.0,0.2014867340884769,0.19232525075,0.09885225396175,0.3564669669149999,0.052256895114680624
N111_H7_zero_full,H7,zero,sub-10875,theta,1.0,6.723800957051375,6.591840959000001,3.6754177117,10.55596244175,N111_H7_base_full,base,1.0,10.571685773915936,10.453908935,6.369590523275,15.70394990725,-3.8478848168645614
N111_H7_zero_full,H7,zero,sub-10875,theta_stranger,1.0,5.248012204585675,5.018609829,2.2040543884500003,9.591645082075,N111_H7_base_full,base,1.0,7.521779127669687,7.3072872775,3.66215898305,12.7646695565,-2.273766923084012
N111_H7_zero_full,H7,zero,sub-10881,alpha,1.0,0.0169560456889586,0.012786808075,0.001507108444275,0.0565744267824999,N111_H7_base_full,base,1.0,0.0373065246190793,0.02771017383,0.003297085410775,0.1215641345549999,-0.0203504789301207
N111_H7_zero_full,H7,zero,sub-10881,kappa,1.0,2.518016261781325,2.4559924745000004,1.3238065409250002,4.059102535375,N111_H7_base_full,base,1.0,1.2878560121925904,1.2585691955,0.439525700965,2.3229899790749995,1.2301602495887345
N111_H7_zero_full,H7,zero,sub-10881,theta,1.0,0.1435841730442019,0.12753235165,0.00757650540865,0.3659099862725,N111_H7_base_full,base,1.0,0.172799149027101,0.1339597145,0.00335226215175,0.53129476273,-0.0292149759828991
N111_H7_zero_full,H7,zero,sub-10881,theta_stranger,1.0,0.0150560971294055,0.003752449652,3.540960029025e-05,0.1076951428924999,N111_H7_base_full,base,1.0,0.0114229819983045,0.0013689405605,6.449532111575e-06,0.0947355796764999,0.003633115131100999
N111_H7_zero_full,H7,zero,sub-10886,alpha,1.0,0.1539409439597959,0.1114642912999999,0.01127951398575,0.533359411115,N111_H7_base_full,base,1.0,0.1186854240307456,0.0873099120099999,0.0087162991982749,0.4097033607749998,0.03525551992905031
N111_H7_zero_full,H7,zero,sub-10886,kappa,1.0,0.2085194969699424,0.1809178849,0.04029714769125,0.53144858678,N111_H7_base_full,base,1.0,0.1551728064485817,0.1315261153,0.029394008046,0.4104495761049999,0.05334669052136071
N111_H7_zero_full,H7,zero,sub-10886,theta,1.0,3.4772322944765253,3.263554166,0.7557936667675,7.558799427049998,N111_H7_base_full,base,1.0,5.211320333665981,4.851568858,1.3613458232500002,11.05685750725,-1.7340880391894555
N111_H7_zero_full,H7,zero,sub-10886,theta_stranger,1.0,0.8528969276858103,0.4142849952,0.004367681044125,4.092922835074999,N111_H7_base_full,base,1.0,1.8569721506639945,1.146912068,0.01172464101325,7.5383322088999964,-1.0040752229781842
N111_H7_zero_full,H7,zero,sub-10887,alpha,1.0,0.5776543518516913,0.6026908284,0.1190523766875,0.8741213747699998,N111_H7_base_full,base,1.0,0.4677309037970815,0.50092080455,0.0343876122365,0.8575138918749999,0.10992344805460985
N111_H7_zero_full,H7,zero,sub-10887,kappa,1.0,0.1857969338942233,0.17046369505,0.043331553562,0.4211819352925,N111_H7_base_full,base,1.0,0.1045199007211748,0.0892785903299999,0.0275343283145,0.2618653711699999,0.0812770331730485
N111_H7_zero_full,H7,zero,sub-10887,theta,1.0,3.293512657733356,2.9370918065,0.4979184375875,7.986646233999997,N111_H7_base_full,base,1.0,6.156840907331482,5.8305602495,1.648483911525,12.47033675675,-2.863328249598126
N111_H7_zero_full,H7,zero,sub-10887,theta_stranger,1.0,1.6360012501167762,1.194545718,0.00334091184925,5.883795497124999,N111_H7_base_full,base,1.0,4.172804363761481,3.7339171715,0.328403838795,10.22590851175,-2.5368031136447042
N111_H7_zero_full,H7,zero,sub-10896,alpha,1.0,0.0433357075438422,0.032253679385,0.00390309206555,0.1500207096824999,N111_H7_base_full,base,1.0,0.0704305466317268,0.051500111965,0.00540037540285,0.240946648255,-0.027094839087884605
N111_H7_zero_full,H7,zero,sub-10896,kappa,1.0,0.9673823484039212,0.9434548671,0.374808460045,1.68742422,N111_H7_base_full,base,1.0,0.3794162600053437,0.35748046785,0.1314864197675,0.75098486934,0.5879660883985776
N111_H7_zero_full,H7,zero,sub-10896,theta,1.0,1.6060966607789315,1.4684668694999998,0.736461262845,3.265806661325,N111_H7_base_full,base,1.0,3.9073064729299514,3.6728364225,1.702704210225,7.39057023935,-2.30120981215102
N111_H7_zero_full,H7,zero,sub-10896,theta_stranger,1.0,0.1004616328276669,0.068339041605,0.00237108864525,0.3610256766424999,N111_H7_base_full,base,1.0,0.3397798673620665,0.22635705015,0.00586479817595,1.3142095569749994,-0.2393182345343996
N111_H7_zero_full,H7,zero,sub-10897,alpha,1.0,0.0306103559300372,0.0220194980749999,0.002242805863175,0.1077274054774999,N111_H7_base_full,base,1.0,0.0369723903875222,0.02764799342,0.002786201766875,0.12353695389,-0.006362034457485004
N111_H7_zero_full,H7,zero,sub-10897,kappa,1.0,1.3949729845839525,1.296074933,0.3461251916025,3.04078507125,N111_H7_base_full,base,1.0,0.7893719698838,0.69112692935,0.1781010024375,1.9634818474249995,0.6056010147001525
N111_H7_zero_full,H7,zero,sub-10897,theta,1.0,3.757810434646693,3.5942753510000003,1.42508182015,6.976189141899999,N111_H7_base_full,base,1.0,6.168284062254656,5.9790331895,2.628162490925,10.808782418499998,-2.4104736276079635
N111_H7_zero_full,H7,zero,sub-10897,theta_stranger,1.0,1.3853952779713,1.1721251905,0.597217553295,3.457278162175,N111_H7_base_full,base,1.0,2.452110954239324,1.9955019175,0.8234505580975,6.6130246433,-1.0667156762680239
N111_H7_zero_full,H7,zero,sub-10898,alpha,1.0,0.3115076015236345,0.30366259575,0.1279775715975,0.5381325956249999,N111_H7_base_full,base,1.0,0.2900998381863381,0.2864557352,0.0815582183805,0.5137623438125,0.02140776333729638
N111_H7_zero_full,H7,zero,sub-10898,kappa,1.0,0.3532400254849775,0.3307210104,0.1249356599025,0.7062191962225,N111_H7_base_full,base,1.0,0.2216015846006656,0.2043322545,0.07809800928325,0.4581126789749999,0.13163844088431192
N111_H7_zero_full,H7,zero,sub-10898,theta,1.0,4.092425377076932,3.903972875,1.591124923825,7.685442669049999,N111_H7_base_full,base,1.0,6.682087828863749,6.4406813455,2.884463326225,11.84464487075,-2.5896624517868174
N111_H7_zero_full,H7,zero,sub-10898,theta_stranger,1.0,2.1701084012357144,1.966441496,0.3745364894075,5.1133901792500005,N111_H7_base_full,base,1.0,4.0602508442720175,3.727420766,1.335661306775,8.60340075225,-1.8901424430363032
N111_H7_zero_full,H7,zero,sub-10908,alpha,1.0,0.1144739126318029,0.07497926843,0.0074459465136,0.4837125227999999,N111_H7_base_full,base,1.0,0.0928087271125282,0.069740964885,0.007939785255575,0.3153484737074999,0.021665185519274696
N111_H7_zero_full,H7,zero,sub-10908,kappa,1.0,0.1276328943757564,0.098949060545,0.0184091992382499,0.3975479472999999,N111_H7_base_full,base,1.0,0.0716343532130801,0.0624774716,0.0216296492965,0.176349772855,0.0559985411626763
N111_H7_zero_full,H7,zero,sub-10908,theta,1.0,3.2771423138290428,2.869094125,0.38738879395,8.346873660374998,N111_H7_base_full,base,1.0,7.64561100106618,7.4440341065,2.71826148865,13.658955238999996,-4.3684686872371365
N111_H7_zero_full,H7,zero,sub-10908,theta_stranger,1.0,1.7438160045550155,1.0864455705,0.0078267127101,6.8877434091,N111_H7_base_full,base,1.0,5.23752376649707,4.927124644,0.8907115450975001,11.32731379525,-3.493707761942054
N111_H7_zero_full,H7,zero,sub-10918,alpha,1.0,0.0247147565961397,0.02283684448,0.003141424095375,0.0577911298284999,N111_H7_base_full,base,1.0,0.0371357869220763,0.035007848725,0.0063793008343,0.07965609189775,-0.0124210303259366
N111_H7_zero_full,H7,zero,sub-10918,kappa,1.0,3.862105450246432,3.5021626585,1.954153250825,7.824710145049999,N111_H7_base_full,base,1.0,2.025400967506513,1.9369780025,1.1089344656,3.499084683825,1.8367044827399188
N111_H7_zero_full,H7,zero,sub-10918,theta,1.0,0.4861241472255293,0.4867750839,0.3567023445775,0.6160790713775,N111_H7_base_full,base,1.0,0.6008877054269125,0.5963813025,0.4191712108825,0.8094760014849999,-0.11476355820138318
N111_H7_zero_full,H7,zero,sub-10918,theta_stranger,1.0,0.1066120084310638,0.06044941168,0.000521528943205,0.3465241880874999,N111_H7_base_full,base,1.0,0.0477196975059468,0.010243006905,0.000128400549795,0.296279967235,0.05889231092511701
N111_H7_zero_full,H7,zero,sub-10924,alpha,1.0,0.0534013555515299,0.037039593305,0.0032778992666,0.1967574529799999,N111_H7_base_full,base,1.0,0.0573597789073667,0.041213313055,0.0036772082609,0.2053346454274999,-0.0039584233558368
N111_H7_zero_full,H7,zero,sub-10924,kappa,1.0,0.2397081955856943,0.2267912068499999,0.106121025725,0.4511026381324999,N111_H7_base_full,base,1.0,0.1838217302524575,0.17589553915,0.0927866259975,0.3211246279399999,0.05588646533323682
N111_H7_zero_full,H7,zero,sub-10924,theta,1.0,6.458203669617813,6.320910077000001,3.1959738227,10.39986053225,N111_H7_base_full,base,1.0,10.466092782318247,10.330989035,6.008719318825,15.72734047175,-4.007889112700434
N111_H7_zero_full,H7,zero,sub-10924,theta_stranger,1.0,6.287300068222094,6.088060027,2.853620544,10.910892229249995,N111_H7_base_full,base,1.0,8.568804819425186,8.348390780999999,4.41935798395,13.89894079925,-2.2815047512030917
N111_H7_zero_full,H7,zero,sub-10926,alpha,1.0,0.031518969852212,0.023969220425,0.0028125288414,0.1047589850899999,N111_H7_base_full,base,1.0,0.034857702884957,0.027092248285,0.00298361911605,0.1103345339374999,-0.0033387330327449977
N111_H7_zero_full,H7,zero,sub-10926,kappa,1.0,1.7648110341003007,1.71651255,0.57937370223,3.2899433733,N111_H7_base_full,base,1.0,1.3610359078508836,1.3138655005,0.41304996054,2.5681275636,0.40377512624941714
N111_H7_zero_full,H7,zero,sub-10926,theta,1.0,0.7401168796270856,0.6729837944999999,0.37336907076,1.495453099975,N111_H7_base_full,base,1.0,0.8966668812882506,0.8016964552000001,0.4296620828925,1.906824358575,-0.15655000166116495
N111_H7_zero_full,H7,zero,sub-10926,theta_stranger,1.0,0.0339832545904966,0.01334220082,0.000257086872745,0.1867506083274998,N111_H7_base_full,base,1.0,0.0349458540064663,0.01087052264,0.0001893362067325,0.2049164989449999,-0.0009625994159696977
