run,model,variant,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_subjects,n_trials,observed_high,predicted_high,residual_high,ci_low,ci_high,observed_investment,predicted_investment,residual_investment,investment_ci_low,investment_ci_high,interval_type
N111_H8_base_full,H8,base,conditional_history,partner,friend,all,all,all,all,all,111,2745,0.7787168939641232,0.5453598215749832,0.23335707238914005,0.5372136341207485,0.5542458723342324,4.963929540869012,3.937595040916368,1.026334499952644,3.894740649247964,3.982494978835982,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,friend,0-2,zero,all,all,all,111,390,0.8821321321321322,0.5340868381864076,0.3480452939457246,0.5291463061927526,0.5395128331226855,1.7642642642642643,1.0681736763728151,0.6960905878914492,1.0582926123855052,1.079025666245371,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,friend,0-4,zero,all,all,all,111,395,0.8746246246246245,0.5603281802235416,0.31429644440108295,0.5518231457853888,0.5696644314716035,3.498498498498498,2.2413127208941663,1.2571857776043318,2.2072925831415553,2.278657725886414,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,friend,0-8,zero,all,all,all,111,386,0.8603603603603603,0.532334927625918,0.3280254327344423,0.5195236758853906,0.5459183671401564,6.882882882882883,4.258679421007344,2.6242034618755383,4.156189407083125,4.367346937121251,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,friend,2-4,positive_positive,all,all,all,111,389,0.7897897897897898,0.5318698888820592,0.25791990090773054,0.5264270177151219,0.5376169319991049,3.5795795795795797,3.0637397777641184,0.5158398018154613,3.0528540354302445,3.07523386399821,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,friend,2-8,positive_positive,all,all,all,111,788,0.7037859287859287,0.5615997543778539,0.1421861744080748,0.5506752571494486,0.5742572395181839,6.222715572715573,5.369598526267123,0.8531170464484497,5.304051542896694,5.445543437109103,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,friend,4-8,positive_positive,all,all,all,111,397,0.6373873873873874,0.5353220746872561,0.1020653127001313,0.5267292194324467,0.5432493739229045,6.54954954954955,6.141288298749025,0.4082612508005248,6.106916877729788,6.172997495691618,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,zero_option,friend,all,positive_positive,all,all,all,111,1574,0.7076362076362074,0.5474285697901629,0.16020763784604453,0.5393382428960881,0.5568886115695169,5.6486271986271985,4.9934035031297075,0.655223695497491,4.952629728832127,5.040982498152762,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,zero_option,friend,all,zero,all,all,all,111,1171,0.8755115505115504,0.5425710289999031,0.3329405215116473,0.5347412841899047,0.5507205623278776,4.044227344227349,2.5153079898783917,1.5289193543489574,2.4714137923493005,2.5620239323099967,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,partner,stranger,all,all,all,all,all,111,2752,0.5190448454674238,0.5436610372743645,-0.024616191806940746,0.5354160788660048,0.5521402797039366,3.712182180252357,3.9398715435316674,-0.22768936327931044,3.8950350883403573,3.9844593274485094,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,stranger,0-2,zero,all,all,all,111,394,0.7575075075075075,0.5274344481486753,0.23007305935883215,0.522254623167834,0.5328829492939731,1.515015015015015,1.0548688962973507,0.4601461187176643,1.044509246335668,1.0657658985879461,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,stranger,0-4,zero,all,all,all,111,388,0.7064564564564565,0.5534540035050821,0.15300245295137438,0.5446738211843825,0.5623556062019349,2.825825825825826,2.2138160140203285,0.6120098118054975,2.17869528473753,2.2494224248077397,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,stranger,0-8,zero,all,all,all,111,388,0.5893393393393394,0.5659069721594219,0.02343236717991748,0.5512323250763713,0.5803936709698453,4.714714714714715,4.527255777275375,0.18745893743933983,4.409858600610971,4.643149367758762,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,stranger,2-4,positive_positive,all,all,all,111,398,0.47822822822822825,0.5242649503612125,-0.04603672213298421,0.5190068291065391,0.5289937807606869,2.956456456456457,3.048529900722425,-0.09207344426596809,3.03801365821308,3.057987561521375,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,stranger,2-8,positive_positive,all,all,all,111,791,0.392996567996568,0.5485027750034478,-0.15550620700687978,0.5376772431116906,0.5597631822430067,4.357979407979408,5.291016650020687,-0.9330372420412791,5.22606345867014,5.358579093458042,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,stranger,4-8,positive_positive,all,all,all,111,393,0.3288288288288289,0.5394188827620408,-0.21059005393321184,0.5305168784630687,0.548751508051911,5.315315315315316,6.157675531048163,-0.8423602157328469,6.122067513852277,6.195006032207646,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,zero_option,stranger,all,positive_positive,all,all,all,111,1582,0.3976950976950978,0.539986878710359,-0.1422917810152612,0.5312970796464068,0.5486251586099048,4.241932841932842,4.941808604245449,-0.6998757623126073,4.898676164009747,4.984172862509288,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,zero_option,stranger,all,zero,all,all,all,111,1170,0.685289835289835,0.5487670504898371,0.1365227847999979,0.5402310514309883,0.55807504985413,3.0025753025753033,2.5812352093501647,0.42134009322513855,2.5313220011810373,2.6365599871468337,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,partner,computer,all,all,all,all,all,111,2754,0.48026954526954524,0.5377922492800176,-0.057522704010472325,0.5290731780152558,0.5464036829143856,3.5342567607479887,3.8991194037299994,-0.36486264298201077,3.8541604390071695,3.945141248987913,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,computer,0-2,zero,all,all,all,111,395,0.6584084084084084,0.5278945152791195,0.13051389312928896,0.5223297637902232,0.5332325548462978,1.3168168168168168,1.055789030558239,0.2610277862585779,1.0446595275804464,1.0664651096925957,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,computer,0-4,zero,all,all,all,111,392,0.6006006006006005,0.5427390268413906,0.05786157375920986,0.5337264609855437,0.5521499111529691,2.402402402402402,2.1709561073655625,0.23144629503683944,2.1349058439421746,2.2085996446118763,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,computer,0-8,zero,all,all,all,111,393,0.5157657657657658,0.5387427235778298,-0.02297695781206399,0.5250249653402288,0.5527777262655048,4.126126126126127,4.3099417886226385,-0.18381566249651193,4.20019972272183,4.4222218101240385,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,computer,2-4,positive_positive,all,all,all,111,396,0.4872372372372373,0.5223323328504905,-0.03509509561325325,0.5172050063759853,0.527638821365257,2.974474474474474,3.0446646657009806,-0.07019019122650638,3.0344100127519726,3.055277642730514,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,computer,2-8,positive_positive,all,all,all,111,783,0.3788610038610038,0.5484543524332798,-0.16959334857227598,0.537365324199816,0.5595509653013025,4.273166023166023,5.290726114599679,-1.0175600914336567,5.224191945198895,5.357305791807816,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,offer,computer,4-8,positive_positive,all,all,all,111,395,0.3498498498498498,0.536630513576322,-0.18678066372647217,0.5267779864707005,0.5459773992342298,5.399399399399399,6.146522054305288,-0.7471226549058896,6.107111945882802,6.183909596936922,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,zero_option,computer,all,positive_positive,all,all,all,111,1574,0.3994088869088869,0.5393369124299554,-0.13992802552106853,0.5305871312552649,0.5479247281205177,4.232414832414832,4.942942553428569,-0.7105277210137375,4.900219778218774,4.985782420217092,posterior_expected_probability
N111_H8_base_full,H8,base,conditional_history,zero_option,computer,all,zero,all,all,all,111,1180,0.5905015405015404,0.5358398735017712,0.054661666999769154,0.5273561794290799,0.5446414963229459,2.6131157131157123,2.507547800091462,0.10556791302425017,2.4597523223199254,2.5570428957241056,posterior_expected_probability
