parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,chains,draws_per_chain,warmup_per_chain,adapt_delta,divergences,max_depth_hits,min_bfmi,passed
"natural[3,2]",0.327394,0.00271904,0.292497,0.258418,0.0249003,0.239319,0.906811,9462.51,11843.1,2.89439,1.00014,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[3,3]",1.93731,0.0250831,2.21096,1.10544,0.0813006,0.94478,6.74358,10000.2,10748.7,3.05885,1.00054,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[3,4]",3.05571,0.00527212,0.774355,0.76626,1.86607,3.01181,4.40473,22351.9,12537.2,6.83701,1.00018,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[4,1]",0.0797582,0.000828938,0.0452755,0.0362525,0.0238311,0.0721602,0.161421,2787.18,7701.38,0.852542,1.00025,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[4,2]",0.480433,0.00188693,0.249817,0.240399,0.14807,0.442357,0.948144,16208.0,11862.2,4.9577,0.999993,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[4,3]",4.4138,0.0127552,1.76222,1.77306,1.90823,4.22606,7.60963,22082.1,12130.2,6.75448,0.999955,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[4,4]",2.27031,0.00424216,0.661283,0.656064,1.23175,2.24221,3.40608,24980.4,12267.1,7.64101,1.00014,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[5,1]",0.102309,0.000800775,0.0648735,0.0421406,0.0339932,0.0867088,0.218858,6080.2,10339.4,1.85981,0.999863,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[5,2]",0.760475,0.00417981,0.459159,0.44916,0.117198,0.701438,1.59826,9969.45,7922.54,3.04946,1.00006,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[5,3]",1.01146,0.0137517,1.09858,0.43235,0.164698,0.713417,3.00135,11322.0,6620.85,3.46319,1.00037,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[5,4]",0.972433,0.00440151,0.640402,0.637649,-0.0765079,0.968422,2.03341,21199.4,12294.5,6.48446,0.999967,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[6,1]",0.115386,0.000758353,0.0618861,0.0462245,0.0442748,0.101007,0.234734,5704.81,9838.99,1.74499,1.00053,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[6,2]",0.534054,0.00270635,0.341669,0.307764,0.127099,0.455088,1.19807,14122.2,11055.3,4.3197,0.999906,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[6,3]",3.13125,0.0144783,1.6977,1.56707,1.0511,2.76731,6.41967,17240.2,11966.1,5.27342,1.00017,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[6,4]",1.19108,0.0036705,0.554247,0.549705,0.304655,1.18383,2.13157,23184.6,13954.4,7.0917,1.00038,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[7,1]",0.119845,0.00166011,0.0784819,0.053045,0.036806,0.0994333,0.272186,1672.53,6462.38,0.511594,1.00179,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[7,2]",0.168622,0.000681308,0.103187,0.094356,0.0400995,0.148832,0.364479,20626.7,10778.0,6.30929,1.00015,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[7,3]",5.41779,0.0144827,2.0346,1.99395,2.33838,5.25915,8.99924,21076.6,11652.8,6.44691,1.00003,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[7,4]",2.60204,0.00538124,0.853019,0.842807,1.28834,2.56084,4.06039,26032.6,12965.2,7.96286,1.00026,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[8,1]",0.109789,0.00104064,0.0711709,0.0457483,0.03501,0.0911367,0.247898,3768.97,10683.3,1.15285,1.0012,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[8,2]",0.349772,0.00200629,0.256489,0.224984,0.0544526,0.285575,0.850999,13884.8,12283.8,4.2471,1.00012,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[8,3]",2.73131,0.0170139,1.86477,1.53783,0.633823,2.22155,6.51038,15748.3,11191.9,4.8171,1.00002,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[8,4]",2.2041,0.0040403,0.633841,0.628887,1.20986,2.17509,3.2907,25079.4,13065.0,7.67129,1.00008,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[9,1]",0.143577,0.00171012,0.0958381,0.0657636,0.0443517,0.117113,0.333836,2089.83,7909.62,0.639237,1.00232,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[9,2]",0.138266,0.000890637,0.117452,0.0817237,0.0225679,0.101629,0.378608,15608.9,12016.1,4.77444,1.00021,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[9,3]",3.22357,0.0197075,2.30953,2.32818,0.380376,2.74294,7.6725,15850.1,12309.6,4.84823,1.00019,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[9,4]",1.36376,0.00371164,0.548091,0.543576,0.501225,1.3473,2.28924,22590.6,12026.5,6.91001,0.999892,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[10,1]",0.163509,0.0016806,0.111747,0.0771865,0.0509205,0.128718,0.392329,2838.29,9180.3,0.868178,1.00169,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[10,2]",0.287008,0.00205311,0.25185,0.188352,0.0368671,0.20691,0.802609,13345.5,12162.2,4.08213,1.00017,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[10,3]",2.70378,0.0200093,2.16474,1.85253,0.342049,2.06577,7.06557,14780.7,11177.0,4.52112,1.00026,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[10,4]",1.73119,0.00422874,0.658479,0.650473,0.690562,1.71066,2.84091,24849.2,12830.1,7.60087,1.00019,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[11,1]",0.0914443,0.000435461,0.0362806,0.0338638,0.0412032,0.0852945,0.159223,6662.82,10552.7,2.03802,1.00053,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[11,2]",2.87258,0.00777351,0.918405,0.877276,1.57198,2.76242,4.55588,13436.2,13113.6,4.10988,1.00024,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[11,3]",0.596289,0.00203424,0.208238,0.196633,0.248647,0.594622,0.942758,10550.8,10849.4,3.22727,1.0003,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[11,4]",1.41171,0.00623393,0.739803,0.722803,0.224001,1.39706,2.65305,14227.7,12525.0,4.35198,1.00015,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[12,1]",0.0912743,0.000728996,0.0579898,0.0376901,0.028935,0.0783549,0.19817,6397.64,10924.4,1.95691,1.00057,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[12,2]",0.657681,0.00383255,0.396143,0.424321,0.0901538,0.621593,1.36301,9189.83,9150.62,2.81099,1.00029,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[12,3]",1.1229,0.0159058,1.26654,0.488933,0.15831,0.728727,3.72216,10452.3,7325.68,3.19714,1.00029,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[12,4]",1.47292,0.00410226,0.583287,0.573499,0.5475,1.44855,2.4767,20154.9,13502.1,6.16498,1.00014,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[13,1]",0.0859322,0.00048456,0.0443702,0.0335313,0.0315114,0.0781769,0.16442,7959.77,11355.1,2.43474,1.00013,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[13,2]",0.986764,0.00435803,0.502012,0.509425,0.250617,0.946045,1.87925,11659.5,9686.43,3.56642,1.00004,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[13,3]",1.67217,0.0136033,1.18252,0.69154,0.597554,1.30503,4.05548,12423.6,8411.0,3.80014,1.0,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[13,4]",0.502826,0.00446199,0.625806,0.631857,-0.524507,0.502432,1.52249,19742.3,13618.7,6.03879,1.00005,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[14,1]",0.132051,0.00131223,0.079958,0.0574393,0.0466178,0.110167,0.290198,2913.78,9216.76,0.891268,1.00075,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[14,2]",0.591928,0.00264347,0.273768,0.272898,0.153168,0.578955,1.06329,9501.85,5564.87,2.90643,1.00025,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[14,3]",0.497986,0.0140377,0.861987,0.266044,0.0315617,0.285598,1.46069,10902.9,5885.7,3.335,1.00051,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[14,4]",1.36572,0.00425522,0.568908,0.56482,0.444668,1.35322,2.31795,17785.4,12550.3,5.44021,1.00034,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[15,1]",0.135343,0.0014416,0.0818069,0.0596661,0.0466539,0.114981,0.29608,2083.97,6582.66,0.637444,1.00163,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[15,2]",0.194895,0.000921759,0.13074,0.106557,0.0468499,0.163232,0.450635,18376.0,11101.4,5.62084,1.00023,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[15,3]",4.22028,0.0146891,2.03734,2.03235,1.36851,3.96923,7.93894,22533.6,11614.8,6.89258,1.0004,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[15,4]",1.69012,0.00343366,0.570966,0.562576,0.789264,1.66544,2.67308,28426.4,12852.1,8.69506,0.999986,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[16,1]",0.0889431,0.00104355,0.0518059,0.0398497,0.0266454,0.0783684,0.187735,2073.0,6832.96,0.634091,1.00101,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[16,2]",0.567898,0.00224603,0.28355,0.281151,0.180283,0.529353,1.09363,14708.6,11346.0,4.49908,1.00049,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[16,3]",4.41235,0.0126924,1.71434,1.68977,1.98245,4.21812,7.55427,20210.0,13255.4,6.18183,1.0,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[16,4]",3.11059,0.0050939,0.771804,0.758605,1.9227,3.06413,4.45469,24344.7,12121.3,7.44655,1.001,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[17,1]",0.0753334,0.000438944,0.034067,0.0291353,0.0286973,0.0713682,0.136425,5528.92,9293.57,1.69119,1.00022,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[17,2]",1.31041,0.00381199,0.489403,0.493548,0.57436,1.2721,2.18012,15822.7,11846.8,4.83985,0.999972,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[17,3]",3.12838,0.0111403,1.42767,1.37174,1.2576,2.89232,5.81746,20856.5,11697.3,6.3796,1.0001,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[17,4]",1.72741,0.00406898,0.642262,0.642925,0.716124,1.70863,2.80879,25162.4,13406.9,7.69669,0.999872,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[18,1]",0.117825,0.00104015,0.0647766,0.0488161,0.0433777,0.102779,0.241011,2893.34,6978.21,0.885016,1.0011,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[18,2]",0.30016,0.00129286,0.18428,0.163356,0.0812224,0.25996,0.658522,19239.6,12474.2,5.88503,1.00019,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[18,3]",3.85131,0.0133998,1.84558,1.81905,1.33657,3.59152,7.27064,22884.8,11453.8,7.00001,1.00002,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[18,4]",1.99717,0.00374902,0.637997,0.63182,0.993232,1.97087,3.07891,29752.2,12735.5,9.1006,1.0001,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[19,1]",0.127169,0.00103064,0.0711356,0.0548402,0.0459215,0.110306,0.265343,3986.52,10178.1,1.2194,1.00065,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[19,2]",0.418602,0.00169562,0.218094,0.203688,0.138344,0.380245,0.831217,15182.6,11374.2,4.64405,1.00006,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[19,3]",3.62698,0.014264,1.74194,1.65938,1.35509,3.33879,6.91425,17663.6,11393.6,5.40295,1.00029,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[19,4]",0.224271,0.00361794,0.522042,0.520816,-0.628338,0.220481,1.09481,21133.3,13662.6,6.46426,1.00005,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[20,1]",0.117349,0.00181353,0.0778619,0.0557724,0.0330295,0.0969838,0.268983,1481.89,6431.84,0.453281,1.00201,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[20,2]",0.201071,0.000794949,0.111393,0.101543,0.0571616,0.18119,0.414036,17678.4,10357.7,5.40749,1.00009,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[20,3]",5.68595,0.0135497,1.92355,1.8983,2.78987,5.55482,9.05268,21005.5,12904.0,6.42516,1.00044,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[20,4]",2.9388,0.00492904,0.789628,0.784951,1.72796,2.89631,4.30805,27214.2,11863.6,8.32429,1.00028,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[21,1]",0.0658817,0.000575148,0.0368068,0.0312798,0.0193755,0.0602428,0.133803,3598.47,9691.56,1.1007,1.00046,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[21,2]",3.25625,0.010831,1.43389,1.27826,1.43003,3.00156,5.93969,17403.3,11856.0,5.32332,1.00006,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[21,3]",2.55464,0.011719,1.22957,1.09562,1.0747,2.27775,4.97004,12577.3,11464.6,3.84716,0.999934,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[21,4]",1.9441,0.00599969,0.913205,0.897054,0.487972,1.91408,3.5065,23450.2,11633.0,7.17294,1.00011,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[22,1]",0.122795,0.00114457,0.0728308,0.0516176,0.0430518,0.104527,0.260849,2985.25,9438.32,0.913128,1.00089,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[22,2]",0.326941,0.00156913,0.227119,0.194953,0.0643828,0.273592,0.767567,18064.2,11408.7,5.52549,1.00035,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[22,3]",3.67094,0.0152361,1.94479,1.89608,1.09809,3.34857,7.33833,20023.0,11977.4,6.12464,1.00009,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[22,4]",1.96887,0.00458426,0.74876,0.742858,0.793675,1.9381,3.24124,27619.1,12691.3,8.44812,1.00013,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[23,1]",0.114953,0.0013873,0.07046,0.0509796,0.0363248,0.0977359,0.252052,2013.52,7691.71,0.615896,1.00129,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[23,2]",0.20428,0.000766145,0.110438,0.0997393,0.0621023,0.185041,0.416906,18966.6,9510.79,5.80152,1.00048,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[23,3]",5.63043,0.0134878,1.93047,1.87832,2.71893,5.4828,8.99561,22197.6,11534.5,6.78981,1.00036,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[23,4]",1.94884,0.00404214,0.643691,0.637664,0.941241,1.91929,3.04052,26408.9,12720.5,8.07795,1.00023,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[24,1]",0.118117,0.0017786,0.0775297,0.0537871,0.0335754,0.0979906,0.264633,1421.94,5607.87,0.434944,1.00134,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[24,2]",0.180393,0.000705918,0.100742,0.0930881,0.0500875,0.163155,0.372059,18485.9,10731.5,5.65447,1.00005,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[24,3]",5.79961,0.013588,1.98232,1.96539,2.80281,5.65983,9.31656,21736.2,12953.1,6.64868,0.999995,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[24,4]",2.96851,0.00500317,0.796941,0.787976,1.75183,2.92114,4.34308,27218.2,11957.3,8.3255,1.00011,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[25,1]",0.105482,0.000839464,0.0581178,0.0429947,0.0389371,0.0918926,0.21762,4165.03,9839.76,1.274,1.00051,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[25,2]",1.3068,0.00432638,0.535228,0.529565,0.498207,1.26397,2.24721,14351.9,10433.6,4.38997,0.999972,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[25,3]",1.2462,0.00736496,0.713483,0.405154,0.610575,1.06265,2.51168,13372.0,10439.8,4.09022,1.00017,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[25,4]",0.113767,0.00448189,0.635859,0.632857,-0.936958,0.117744,1.15309,20507.5,12291.3,6.27284,1.0001,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[26,1]",0.0781434,0.000493756,0.0402352,0.0324716,0.0267487,0.0720051,0.152082,5886.32,9564.24,1.80051,1.0004,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[26,2]",1.30332,0.00419691,0.572265,0.565234,0.481265,1.24201,2.35075,16941.9,11627.5,5.18219,1.00019,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[26,3]",3.21959,0.0113834,1.46695,1.39302,1.30563,2.97042,5.99445,20581.5,12742.6,6.29546,1.00084,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[26,4]",1.27813,0.00468356,0.768818,0.749981,0.0502515,1.26801,2.54774,27378.8,12649.5,8.37463,1.00002,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[27,1]",0.0604481,0.000407635,0.0292911,0.0283513,0.0189936,0.0574767,0.113172,4784.39,10724.5,1.46345,1.00085,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[27,2]",2.5752,0.00688775,0.901017,0.859675,1.28177,2.48044,4.18512,16999.2,13278.0,5.19972,0.999881,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[27,3]",2.40229,0.0107616,1.2663,1.13284,0.897262,2.11814,4.86017,17429.7,12477.3,5.33139,1.00031,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[27,4]",0.851578,0.00468783,0.735853,0.717069,-0.331731,0.840551,2.07251,24953.5,12018.5,7.6328,0.999855,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[28,1]",0.0933328,0.000774937,0.0516839,0.0405957,0.0291907,0.0831756,0.191012,3844.14,9193.23,1.17585,1.00099,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[28,2]",1.17292,0.00366483,0.462705,0.458709,0.505676,1.12393,1.99269,15336.0,12084.3,4.69097,1.00025,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[28,3]",3.4777,0.0124617,1.51245,1.44308,1.48118,3.23502,6.30722,17440.8,11410.1,5.33481,1.00015,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[28,4]",-0.350935,0.00494705,0.687908,0.674886,-1.53478,-0.328207,0.740531,19568.7,12450.5,5.98568,1.00016,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[29,1]",0.064953,0.000349464,0.03267,0.0289341,0.0212804,0.0609444,0.125007,7908.51,12537.5,2.41906,1.00008,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[29,2]",2.87853,0.00798902,1.07147,0.971231,1.45165,2.71813,4.85031,16850.1,13614.3,5.15411,1.00001,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[29,3]",0.397386,0.00136445,0.158371,0.147875,0.109162,0.406765,0.642714,13821.6,9628.46,4.22776,1.00009,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[29,4]",1.23458,0.00443069,0.699876,0.689371,0.103385,1.22349,2.40032,25111.7,13142.8,7.68119,1.00014,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[30,1]",0.118229,0.00183981,0.0805511,0.0544403,0.0332868,0.0976984,0.267807,1356.59,5577.55,0.414953,1.00217,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[30,2]",0.17929,0.000756394,0.102631,0.0945602,0.0464812,0.161509,0.372971,16337.2,9957.66,4.99724,1.00046,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[30,3]",5.67911,0.0142113,2.00632,1.96454,2.61647,5.54406,9.17875,20741.6,13228.2,6.34445,1.00037,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[30,4]",2.96021,0.00500027,0.791019,0.775668,1.74608,2.9111,4.35156,26530.9,12463.3,8.11527,1.00011,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[31,1]",0.129909,0.00114484,0.0752648,0.054298,0.0478452,0.110421,0.276065,3244.42,9732.38,0.992404,1.00088,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[31,2]",0.357924,0.00159176,0.212616,0.191378,0.0936558,0.315549,0.760084,15873.4,11409.9,4.85535,1.00017,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
"natural[31,3]",3.8417,0.0148288,1.79089,1.70714,1.45128,3.54195,7.19614,17396.6,11534.9,5.32126,1.00001,N111_H5_zero_train,111,4,4000,3000,0.99,0,0,0.726156716700205,True
