run,model,variant,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_subjects,n_trials,observed_high,predicted_high,residual_high,ci_low,ci_high,observed_investment,predicted_investment,residual_investment,investment_ci_low,investment_ci_high,interval_type
N111_H5_base_full,H5,base,conditional_history,partner,friend,all,all,all,all,all,111,2745,0.7787168939641232,0.7401070432614961,0.0386098507026271,0.7254462389336005,0.7521968145759557,4.963929540869012,4.9155012438952825,0.0484282969737295,4.843670075118795,4.974255011475106,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,friend,0-2,zero,all,all,all,111,390,0.8821321321321322,0.6721272715881416,0.2100048605439906,0.6598742266496722,0.683596349254485,1.7642642642642643,1.3442545431762831,0.4200097210879812,1.3197484532993444,1.36719269850897,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,friend,0-4,zero,all,all,all,111,395,0.8746246246246245,0.7438730045245003,0.1307516201001242,0.7283722698521556,0.7567958403569491,3.498498498498498,2.9754920180980013,0.5230064804004968,2.9134890794086226,3.0271833614277965,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,friend,0-8,zero,all,all,all,111,386,0.8603603603603603,0.8059407546757654,0.0544196056845949,0.7865141429197542,0.8212220972272698,6.882882882882883,6.447526037406123,0.4353568454767593,6.2921131433580335,6.569776777818158,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,friend,2-4,positive_positive,all,all,all,111,389,0.7897897897897898,0.6685056013171123,0.1212841884726774,0.6564710888894697,0.6796870678617466,3.57957957957958,3.3370112026342245,0.2425683769453552,3.3129421777789383,3.359374135723493,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,friend,2-8,positive_positive,all,all,all,111,788,0.7037859287859287,0.777158714336384,-0.0733727855504552,0.7605775034255468,0.7912078348569147,6.222715572715573,6.662952286018303,-0.4402367133027303,6.563465020553285,6.747247009141493,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,friend,4-8,positive_positive,all,all,all,111,397,0.6373873873873874,0.7360318618043132,-0.0986444744169258,0.7197995204104064,0.7491730743321415,6.54954954954955,6.9441274472172525,-0.3945778976677028,6.879198081641625,6.996692297328573,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,zero_option,friend,all,positive_positive,all,all,all,111,1574,0.7076362076362074,0.7398967430547723,-0.0322605354185648,0.7251245344905229,0.7515910721486535,5.648627198627199,5.910768578684068,-0.2621413800568692,5.839671046807608,5.966470091144873,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,zero_option,friend,all,zero,all,all,all,111,1171,0.8755115505115504,0.7403705544910696,0.1351409960204808,0.7259399108185434,0.7530019832967669,4.044227344227349,3.573790547650621,0.4704367965767275,3.4988325724951896,3.637277229656644,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,partner,stranger,all,all,all,all,all,111,2752,0.5190448454674238,0.3890807821932547,0.129964063274169,0.3808187608892174,0.3969395973236008,3.712182180252357,3.1407189327238445,0.5714632475285124,3.0981355043684458,3.183480318879332,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,stranger,0-2,zero,all,all,all,111,394,0.7575075075075075,0.4388603125483081,0.3186471949591994,0.4332344700490588,0.4438857703198904,1.515015015015015,0.8777206250966162,0.6372943899183988,0.8664689400981177,0.8877715406397808,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,stranger,0-4,zero,all,all,all,111,388,0.7064564564564565,0.3945422302864121,0.3119142261700444,0.3860922285755673,0.4022485338653914,2.825825825825826,1.5781689211456484,1.2476569046801775,1.5443689143022692,1.6089941354615658,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,stranger,0-8,zero,all,all,all,111,388,0.5893393393393394,0.3429388995165128,0.2464004398228265,0.3305452297843064,0.3562552394321119,4.714714714714715,2.7435111961321024,1.9712035185826124,2.644361838274452,2.8500419154568952,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,stranger,2-4,positive_positive,all,all,all,111,398,0.4782282282282282,0.4343722714517419,0.0438559567764863,0.4282671919005939,0.439624789524336,2.956456456456457,2.868744542903484,0.0877119135529729,2.856534383801188,2.879249579048672,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,stranger,2-8,positive_positive,all,all,all,111,791,0.392996567996568,0.3616819127710666,0.0313146552255013,0.3512713209228384,0.3716273425929149,4.357979407979408,4.1700914766264,0.1878879313530079,4.107627925537033,4.2297640555574905,posterior_expected_probability
N111_H5_base_full,H5,base,conditional_history,offer,stranger,4-8,positive_positive,all,all,all,111,393,0.3288288288288289,0.3893662134304209,-0.060537384601592,0.3816279859791738,0.3977352103677178,5.315315315315316,5.557464853721683,-0.242149538406367,5.526511943916697,5.590940841470872,posterior_expected_probability
