run,model,variant,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_subjects,n_trials,observed_high,predicted_high,residual_high,ci_low,ci_high,observed_investment,predicted_investment,residual_investment,investment_ci_low,investment_ci_high,interval_type
N111_H5_zero_full,H5,zero,conditional_history,partner,friend,all,all,all,all,all,111,2745,0.7787168939641232,0.7590614233060652,0.01965547065805806,0.7471305926975843,0.770893223502052,4.963929540869012,4.937968596862994,0.025960944006017783,4.879386010765384,4.996388595126445,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,friend,0-2,zero,all,all,all,111,390,0.8821321321321322,0.8638879517428418,0.01824418038929032,0.8516873138170625,0.8763038661184787,1.7642642642642643,1.7277759034856837,0.03648836077858064,1.703374627634125,1.7526077322369573,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,friend,0-4,zero,all,all,all,111,395,0.8746246246246245,0.8734319258837746,0.001192698740849929,0.861391139608242,0.8846070500392667,3.498498498498498,3.4937277035350984,0.004770794963399716,3.445564558432968,3.5384282001570666,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,friend,0-8,zero,all,all,all,111,386,0.8603603603603603,0.863588606894688,-0.003228246534327628,0.8487092315917381,0.8798477121055011,6.882882882882883,6.908708855157504,-0.025825972274621023,6.7896738527339044,7.0387816968440085,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,friend,2-4,positive_positive,all,all,all,111,389,0.7897897897897898,0.6295582328007077,0.1602315569890821,0.6166939371258229,0.6423953019519084,3.5795795795795797,3.2591164656014153,0.3204631139781644,3.233387874251645,3.2847906039038164,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,friend,2-8,positive_positive,all,all,all,111,788,0.7037859287859287,0.7049565493571345,-0.0011706205712057605,0.6872114744969425,0.7236973829484212,6.222715572715573,6.229739296142807,-0.007023723427233897,6.123268846981657,6.342184297690528,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,friend,4-8,positive_positive,all,all,all,111,397,0.6373873873873874,0.6754677853221582,-0.038080397934770804,0.6593913735050314,0.6922507892018991,6.54954954954955,6.701871141288633,-0.15232159173908322,6.637565494020127,6.769003156807593,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,zero_option,friend,all,positive_positive,all,all,all,111,1574,0.7076362076362074,0.678835464075467,0.02880074356074036,0.6626067189178166,0.6945380435540222,5.6486271986271985,5.6134257730124455,0.035201425614753035,5.537003980408942,5.688341956067705,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,zero_option,friend,all,zero,all,all,all,111,1171,0.8755115505115504,0.8674387807068291,0.00807276980472127,0.8555895459304997,0.8791578674335419,4.044227344227349,4.028241978684203,0.01598536554314567,3.9707411824723935,4.086579829876922,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,partner,stranger,all,all,all,all,all,111,2752,0.5190448454674238,0.45865911001632453,0.060385735451099265,0.4501588578330104,0.46812881376450854,3.712182180252357,3.415663816458572,0.2965183637937847,3.3698404054498385,3.4632161544888076,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,stranger,0-2,zero,all,all,all,111,394,0.7575075075075075,0.7360627630672625,0.021444744440245023,0.7209616803468122,0.7516232439280943,1.515015015015015,1.472125526134525,0.042889488880490045,1.4419233606936244,1.5032464878561886,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,stranger,0-4,zero,all,all,all,111,388,0.7064564564564565,0.6590256718154194,0.047430784641037116,0.6420205530814889,0.674318107193286,2.825825825825826,2.6361026872616775,0.18972313856414846,2.5680822123259555,2.697272428773144,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,stranger,0-8,zero,all,all,all,111,388,0.5893393393393394,0.54585754058881,0.04348179875052938,0.527269877313404,0.5627392185797194,4.714714714714715,4.36686032471048,0.347854390004235,4.218159018507232,4.501913748637755,posterior_expected_probability
N111_H5_zero_full,H5,zero,conditional_history,offer,stranger,2-4,positive_positive,all,all,all,111,398,0.47822822822822825,0.3883221082810058,0.08990611994722247,0.3805087234116101,0.39564916618352697,2.956456456456457,2.7766442165620115,0.17981223989444528,2.7610174468232187,2.7912983323670546,posterior_expected_probability
