parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,chains,draws_per_chain,warmup_per_chain,adapt_delta,divergences,max_depth_hits,min_bfmi,passed
"natural[3,3]",5.53736,0.0244427,2.88067,2.94934,1.59078,5.15596,10.8988,15839.8,10766.8,2.44781,1.00003,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[3,4]",2.91277,0.0201415,2.49519,2.23344,0.103943,2.25575,7.89506,19104.4,10669.2,2.9523,1.00011,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[4,1]",0.0310228,0.00026292,0.0264449,0.019385,0.00420357,0.0239629,0.0811502,9258.96,10233.8,1.43083,1.0003,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[4,2]",0.402363,0.00107578,0.148508,0.143669,0.191978,0.385058,0.674598,18711.3,12346.5,2.89155,1.00024,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[4,3]",5.56914,0.0132109,1.55263,1.48707,3.31104,5.412,8.38575,14789.2,12202.0,2.28546,0.99996,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[4,4]",0.507951,0.00325078,0.403245,0.334031,0.0511606,0.431289,1.21893,17432.1,11945.8,2.69388,1.0004,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[5,1]",0.0873912,0.000994406,0.0992976,0.0498555,0.00899279,0.056737,0.273668,12081.0,11133.4,1.86694,1.00001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[5,2]",0.576042,0.00362683,0.36631,0.373835,0.0780002,0.526597,1.25071,8170.63,6838.8,1.26265,1.00008,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[5,3]",1.30952,0.0191143,1.43926,0.562632,0.188431,0.892249,4.0392,11612.0,5711.61,1.79447,1.00037,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[5,4]",0.216834,0.0102166,0.793308,0.0361443,0.000477218,0.0260521,0.84295,13621.5,7164.46,2.105,0.999967,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[6,1]",0.0706945,0.000548751,0.056423,0.0459513,0.0093044,0.0560269,0.18236,9540.19,9752.12,1.47429,1.00042,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[6,2]",0.313077,0.00101823,0.133619,0.127221,0.131504,0.293836,0.558955,16272.8,11667.6,2.51473,1.0002,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[6,3]",5.24004,0.0141303,1.6898,1.60517,2.84848,5.03777,8.24802,15950.8,11799.5,2.46496,1.0,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[6,4]",0.779506,0.00611528,0.72132,0.494532,0.0664074,0.601272,2.08104,16851.1,12263.8,2.60409,1.00013,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[7,1]",0.0610314,0.00061935,0.0599123,0.0392232,0.00567252,0.0418471,0.185097,8878.03,11726.8,1.37197,1.00054,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[7,2]",0.264276,0.000770978,0.107711,0.100678,0.121634,0.246431,0.465401,20193.8,12327.9,3.12065,0.999978,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[7,3]",9.57267,0.0165645,2.39328,2.37067,5.92927,9.42698,13.7245,21851.9,12447.5,3.37689,1.00026,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[7,4]",6.76314,0.0158332,2.37281,2.37635,3.27217,6.56399,10.9972,25935.4,12330.1,4.00793,1.00023,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[8,1]",0.101028,0.000802175,0.0869834,0.0623921,0.0133947,0.0761506,0.273109,10393.5,8986.26,1.60616,1.00063,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[8,2]",0.115402,0.000542461,0.0735957,0.0583361,0.0336359,0.0973227,0.261327,15689.7,11873.5,2.4246,1.00012,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[8,3]",5.9329,0.0217733,2.62139,2.56656,2.28406,5.57636,10.7028,17114.6,11376.5,2.6448,1.00032,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[8,4]",2.6339,0.0191395,2.3093,1.94767,0.115867,2.00614,7.22742,20548.0,11386.3,3.17539,1.00038,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[9,1]",0.147217,0.00118435,0.120855,0.0959799,0.0186997,0.114636,0.387099,8497.72,8996.06,1.3132,1.00053,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[9,2]",0.0763347,0.000346781,0.0493475,0.0397844,0.0210339,0.0644845,0.17381,17290.3,11930.1,2.67196,1.00003,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[9,3]",5.79488,0.0219703,2.80716,2.77407,1.84381,5.43213,10.9427,18889.1,12155.4,2.91902,1.0002,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[9,4]",2.76022,0.0207008,2.55479,2.3076,0.0589351,2.06844,7.82565,22029.6,11585.7,3.40435,1.00015,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[10,1]",0.396978,0.00217391,0.190173,0.206917,0.0832285,0.398571,0.713189,7675.66,8186.04,1.18616,1.00063,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[10,2]",0.280789,0.00213581,0.199668,0.190288,0.044662,0.238091,0.660798,7462.59,11234.7,1.15323,1.00097,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[10,3]",3.51431,0.0238839,2.33905,1.94492,0.815198,2.93866,8.22706,12526.6,10349.1,1.9358,1.00101,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[10,4]",1.04898,0.0173504,1.65268,0.522507,0.00472699,0.377236,4.60656,13367.0,10032.4,2.06568,1.00059,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[11,1]",0.0526635,0.000219672,0.0258881,0.0264508,0.0132538,0.050747,0.0979871,12571.9,9690.49,1.94279,1.00024,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[11,2]",2.35285,0.00468613,0.59322,0.545742,1.5313,2.27733,3.43255,15146.3,13511.4,2.34064,1.0002,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[11,3]",0.238744,0.00142429,0.148023,0.178074,0.0124812,0.238247,0.479851,10482.7,9879.94,1.61994,1.00003,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[11,4]",0.0138468,0.000298838,0.0333049,0.00271338,2.7185e-05,0.00191414,0.0759725,12028.9,11749.3,1.85889,1.00039,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[12,1]",0.0644486,0.000690749,0.0636959,0.0393989,0.00784176,0.0454935,0.183889,8945.21,9961.8,1.38235,1.00028,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[12,2]",0.490789,0.0018566,0.217806,0.21578,0.149512,0.479072,0.868765,12108.5,7258.87,1.87119,1.00046,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[12,3]",0.403573,0.00725179,0.545145,0.268112,0.0214651,0.30122,1.02072,15137.1,8609.78,2.33921,1.00001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[12,4]",0.044037,0.00331777,0.247625,0.0080797,8.653e-05,0.00574796,0.175731,16674.2,12336.1,2.57674,1.00016,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[13,1]",0.0475976,0.00029833,0.0368954,0.0312006,0.00676232,0.0383602,0.119146,13298.5,10687.5,2.05509,1.00033,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[13,2]",0.582523,0.00210219,0.25944,0.252735,0.211589,0.554416,1.04647,13367.1,9582.71,2.06569,1.0001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[13,3]",2.24096,0.0112563,1.07602,0.800101,1.07214,1.96557,4.33457,14136.8,8417.06,2.18463,1.00007,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[13,4]",0.187922,0.0023935,0.263799,0.134859,0.00333991,0.106244,0.592086,18224.3,12163.7,2.81629,1.00018,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[14,1]",0.10522,0.000988418,0.0954415,0.0609116,0.0147285,0.0772759,0.295694,8025.67,8472.98,1.24025,1.00001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[14,2]",0.462043,0.00137282,0.177712,0.175902,0.184722,0.453248,0.769044,15475.0,8406.56,2.39144,1.00018,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[14,3]",0.162457,0.0037724,0.310033,0.105953,0.00598226,0.0962245,0.471653,17258.9,11552.2,2.6671,0.999978,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[14,4]",0.0333281,0.00190458,0.167891,0.00327645,2.46901e-05,0.00228503,0.159487,16525.8,12815.2,2.55382,0.999934,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[15,1]",0.097315,0.00066752,0.076743,0.063406,0.0129873,0.0777052,0.245766,10763.2,10041.6,1.6633,1.00043,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[15,2]",0.14208,0.000561502,0.0766496,0.0631629,0.0516522,0.125729,0.287537,16522.7,12373.3,2.55334,0.999935,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[15,3]",6.7841,0.0191606,2.43832,2.38838,3.26742,6.49477,11.2005,17838.0,10863.2,2.7566,1.00005,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[15,4]",3.23738,0.0169053,2.13182,1.86407,0.674522,2.77188,7.44313,21819.8,10970.1,3.37193,1.00004,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[16,1]",0.0819882,0.000616823,0.0700802,0.0512899,0.0109889,0.0627109,0.220225,11174.6,9736.24,1.72687,1.00051,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[16,2]",0.177153,0.00068785,0.0919248,0.0827592,0.061751,0.160225,0.349795,15035.3,11767.1,2.32348,1.00025,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[16,3]",5.84601,0.0183378,2.17004,2.07995,2.84794,5.55046,9.87451,16457.1,10161.1,2.5432,1.00069,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[16,4]",1.86397,0.0140715,1.60729,1.20848,0.159088,1.43903,5.11505,19844.4,10531.7,3.06666,1.00015,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[17,1]",0.100296,0.00064753,0.0605214,0.0584102,0.0186734,0.0908768,0.212118,8614.57,9748.06,1.33125,1.00022,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[17,2]",1.03289,0.00373328,0.415698,0.377028,0.482218,0.964326,1.80768,11870.1,12313.5,1.83434,1.00001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[17,3]",2.4545,0.00984821,1.00854,0.841348,1.2507,2.24117,4.37088,11622.2,11535.5,1.79604,0.99999,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[17,4]",0.231781,0.00140696,0.164336,0.18534,0.0113959,0.217867,0.5077,12856.7,12437.7,1.9868,1.00034,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[18,1]",0.0468686,0.000405474,0.0413963,0.0299256,0.00582531,0.0354322,0.127126,9807.91,11467.5,1.51567,1.00025,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[18,2]",0.262651,0.000849127,0.120517,0.10348,0.116812,0.238335,0.489044,18145.0,13566.7,2.80404,0.999988,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[18,3]",7.64788,0.0196655,2.38037,2.31278,4.10276,7.4487,11.8519,15371.0,11911.4,2.37536,1.00001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[18,4]",4.59717,0.0161163,2.05054,1.88063,1.96688,4.21252,8.47354,19582.2,12375.6,3.02614,0.999927,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[19,1]",0.0616136,0.000301894,0.039667,0.0363344,0.0114789,0.0547734,0.135118,15475.6,10586.0,2.39152,1.00001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[19,2]",0.680595,0.00204,0.247684,0.247293,0.291804,0.670028,1.10404,13736.6,9147.11,2.12279,0.999943,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[19,3]",1.23343,0.00579042,0.554787,0.363143,0.66228,1.11452,2.18784,14466.4,8996.33,2.23557,1.00008,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[19,4]",0.0462943,0.000697483,0.0818956,0.0240013,0.000784838,0.0192041,0.181139,20834.3,13417.3,3.21963,0.999954,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[20,1]",0.0620959,0.00065108,0.0576756,0.040959,0.00620372,0.0445881,0.180041,7218.3,10691.1,1.11548,1.0008,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[20,2]",0.206602,0.000521652,0.0722222,0.0664668,0.108318,0.195572,0.34153,18795.8,11890.4,2.90461,0.999914,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[20,3]",10.1769,0.0165864,2.37445,2.34702,6.61423,9.99341,14.3888,21615.9,13117.0,3.34042,0.999995,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[20,4]",6.93739,0.016531,2.31761,2.26726,3.63795,6.65697,11.1619,24581.1,11792.3,3.79864,1.00005,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[21,1]",0.0448376,0.00049796,0.0438058,0.0295728,0.00369769,0.0300285,0.137134,7514.37,11271.7,1.16123,1.00001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[21,2]",2.63277,0.00716658,0.970792,0.875951,1.34494,2.49238,4.43018,18923.9,13409.3,2.92441,0.999908,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[21,3]",2.84481,0.0103325,1.25559,1.15839,1.24512,2.60589,5.24537,16118.2,13665.3,2.49083,0.999931,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[21,4]",0.0809433,0.000695766,0.088442,0.0591596,0.00158159,0.0470572,0.270251,16612.1,13782.2,2.56715,1.00009,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[22,1]",0.125112,0.00096525,0.109872,0.0787138,0.0153474,0.0923008,0.347855,11831.6,10880.1,1.8284,1.00021,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[22,2]",0.150576,0.000899335,0.117656,0.081302,0.0339485,0.11693,0.380045,15054.6,12373.5,2.32647,1.00009,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[22,3]",5.38559,0.0230926,2.78408,2.77263,1.56505,5.01578,10.5635,17699.7,10746.7,2.73523,0.999927,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[22,4]",2.5533,0.0205108,2.43092,2.03627,0.0495022,1.82123,7.50728,19541.6,10580.2,3.01986,1.0001,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[23,1]",0.0673772,0.000663651,0.0660788,0.0417113,0.00694643,0.0463876,0.201076,8727.54,12062.3,1.34871,1.00044,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[23,2]",0.176997,0.000468828,0.0661994,0.0605754,0.0893162,0.165818,0.301004,18867.0,13077.7,2.91562,1.00016,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[23,3]",9.51853,0.0170136,2.40573,2.42338,5.91507,9.33609,13.7677,22024.3,11935.8,3.40352,1.00007,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[23,4]",6.29343,0.0163074,2.30193,2.26809,3.03224,6.03165,10.4866,24669.7,11656.2,3.81233,1.00033,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[24,1]",0.0637646,0.00065005,0.0614951,0.0418156,0.00627257,0.0443802,0.189215,7369.97,10613.3,1.13892,1.00048,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[24,2]",0.209762,0.000517608,0.0713385,0.0660913,0.112478,0.199039,0.341621,18874.3,12843.6,2.91674,0.999947,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[24,3]",10.3537,0.0162026,2.37222,2.28416,6.74904,10.1825,14.5637,22729.5,12695.8,3.5125,1.00011,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[24,4]",7.21945,0.016082,2.34424,2.28679,3.82576,6.95551,11.504,25237.9,11282.7,3.90015,1.00059,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[25,1]",0.156316,0.0007326,0.0765888,0.0753894,0.0389509,0.152314,0.287547,9816.09,7611.62,1.51693,1.00049,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[25,2]",1.04732,0.00240398,0.29776,0.298417,0.583775,1.03181,1.56147,14839.2,10741.7,2.29317,1.00014,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[25,3]",0.559902,0.0015773,0.189742,0.166323,0.261223,0.553597,0.869875,14194.8,10217.0,2.1936,1.00031,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[25,4]",0.0212052,0.000309885,0.0364688,0.00963268,0.000208575,0.00727387,0.0901741,14743.7,12103.6,2.27843,0.99998,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[26,1]",0.0677202,0.000614632,0.064357,0.0439488,0.00700355,0.0481265,0.196084,10917.0,11368.2,1.68705,1.00022,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[26,2]",0.682532,0.00201398,0.281698,0.278938,0.279749,0.652495,1.19312,18248.6,11559.9,2.82004,0.999941,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[26,3]",3.86806,0.0117342,1.42943,1.38174,1.86809,3.66957,6.51962,17110.5,12362.9,2.64418,1.00049,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[26,4]",0.153587,0.00174804,0.196235,0.103187,0.00547164,0.0920055,0.491473,18280.1,11687.3,2.82491,0.999897,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[27,1]",0.0199128,0.000149264,0.0165219,0.0129388,0.00245034,0.0154364,0.0530995,10945.8,11387.3,1.69152,1.00032,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[27,2]",2.6931,0.00521895,0.710687,0.65504,1.72004,2.6045,3.97822,18131.8,13195.8,2.802,1.00025,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[27,3]",2.88783,0.0101274,1.2512,1.16261,1.32504,2.63497,5.30974,18371.5,11416.3,2.83904,1.00007,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[27,4]",0.079129,0.000600703,0.0778593,0.0644508,0.00192432,0.0526612,0.240096,16667.7,13767.3,2.57574,1.00033,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[28,1]",0.048609,0.000423396,0.04253,0.0333833,0.00460789,0.0360998,0.136211,9156.23,10268.5,1.41496,1.00054,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[28,2]",1.67653,0.00329049,0.419467,0.404476,1.04825,1.64351,2.4242,15991.0,12840.2,2.47117,1.00022,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[28,3]",3.18207,0.0100943,1.22388,1.14971,1.60052,2.95574,5.46391,17385.9,11987.5,2.68673,1.00039,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[28,4]",0.0809518,0.000567053,0.0766501,0.0647196,0.0029418,0.0567891,0.236977,18044.3,13034.4,2.78848,1.00006,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[29,1]",0.0169228,9.01433e-05,0.0118885,0.0107298,0.00269293,0.014362,0.0400301,15179.5,10770.6,2.34576,0.99999,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[29,2]",3.01425,0.00608294,0.847479,0.80177,1.84876,2.89591,4.56229,17220.1,11765.7,2.66111,1.00004,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[29,3]",0.293464,0.000987424,0.107337,0.100945,0.0743836,0.311897,0.438421,13312.8,8362.35,2.05729,1.00004,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[29,4]",0.0108841,0.000240371,0.0267185,0.00278067,4.56304e-05,0.00202345,0.0517204,14387.0,11909.1,2.2233,1.00027,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[30,1]",0.048812,0.000492461,0.0448356,0.0312271,0.00541123,0.035634,0.137529,7349.38,9146.63,1.13574,1.00031,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[30,2]",0.166368,0.000434168,0.0564452,0.0512795,0.0908751,0.157832,0.272434,16868.1,13330.8,2.60672,1.00004,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[30,3]",10.091,0.0200217,2.52632,2.47275,6.16344,9.94926,14.4413,16489.1,12199.5,2.54814,1.00027,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[30,4]",8.38932,0.0174657,2.46264,2.44337,4.76234,8.17035,12.7087,22344.3,11605.8,3.45298,0.999991,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[31,1]",0.138257,0.00104253,0.118975,0.0915362,0.0153489,0.102761,0.380257,11503.9,11679.5,1.77776,1.00039,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
"natural[31,2]",0.158074,0.000677238,0.0925881,0.0811229,0.0457261,0.138954,0.33427,16272.9,11607.6,2.51474,1.00008,N111_H7_base_full,111,4,4000,3000,0.99,0,0,0.6736663382549661,True
