run,model,variant,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_subjects,n_trials,observed_high,predicted_high,residual_high,ci_low,ci_high,observed_investment,predicted_investment,residual_investment,investment_ci_low,investment_ci_high,interval_type
N111_H7_base_full,H7,base,conditional_history,partner,friend,all,all,all,all,all,111,2745,0.7787168939641232,0.7467192047892831,0.03199768917484014,0.7339173554664068,0.7587743800721152,4.963929540869012,4.939545089817706,0.024384451051306044,4.878513139764223,5.002897664429554,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,friend,0-2,zero,all,all,all,111,390,0.8821321321321322,0.681965240338993,0.20016689179313918,0.66938897317013,0.6935870422409128,1.7642642642642643,1.363930480677986,0.40033378358627836,1.33877794634026,1.3871740844818257,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,friend,0-4,zero,all,all,all,111,395,0.8746246246246245,0.7514987286261481,0.12312589599847645,0.738378496864725,0.7639363895765721,3.498498498498498,3.0059949145045923,0.4925035839939058,2.9535139874589,3.0557455583062882,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,friend,0-8,zero,all,all,all,111,386,0.8603603603603603,0.8075137718440004,0.05284658851635993,0.7910902765596185,0.824629645618858,6.882882882882883,6.460110174752003,0.4227727081308794,6.328722212476948,6.597037164950864,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,friend,2-4,positive_positive,all,all,all,111,389,0.7897897897897898,0.6791889404283669,0.11060084936142289,0.667045785096005,0.6905053495804804,3.5795795795795797,3.358377880856734,0.22120169872284556,3.33409157019201,3.3810106991609596,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,friend,2-8,positive_positive,all,all,all,111,788,0.7037859287859287,0.7816678672356949,-0.07788193844976621,0.7673774916601251,0.7966878261057236,6.222715572715573,6.690007203414168,-0.46729163069859503,6.6042649499607515,6.780126956634343,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,friend,4-8,positive_positive,all,all,all,111,397,0.6373873873873874,0.743754477362629,-0.10636708997524158,0.7304172972462564,0.7587658302275531,6.54954954954955,6.975017909450517,-0.4254683599009672,6.921669188985027,7.035063320910209,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,zero_option,friend,all,positive_positive,all,all,all,111,1574,0.7076362076362074,0.7467662752693249,-0.03913006763311755,0.7334971555810349,0.7593731171362426,5.6486271986271985,5.937340980197,-0.2887137815698013,5.876068750913957,5.998476185969757,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,zero_option,friend,all,zero,all,all,all,111,1171,0.8755115505115504,0.7466404624475385,0.12887108806401193,0.734006627670321,0.7584903244511959,4.044227344227349,3.594437741082657,0.44978960314469196,3.530134579176704,3.6607816914055915,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,partner,stranger,all,all,all,all,all,111,2752,0.5190448454674238,0.5073618203118404,0.011683025155583393,0.49361369501487146,0.5198835057203087,3.712182180252357,3.751379445709133,-0.039197265456776265,3.6801522809798697,3.8176314070085535,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,stranger,0-2,zero,all,all,all,111,394,0.7575075075075075,0.5101040531937927,0.2474034543137148,0.500426890154214,0.5191600783244988,1.515015015015015,1.0202081063875854,0.4948069086274296,1.000853780308428,1.0383201566489977,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,stranger,0-4,zero,all,all,all,111,388,0.7064564564564565,0.5119176731106789,0.19453878334577757,0.4973925064360413,0.5247113681600069,2.825825825825826,2.0476706924427157,0.7781551333831103,1.9895700257441653,2.0988454726400274,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,stranger,0-8,zero,all,all,all,111,388,0.5893393393393394,0.510789594880914,0.07854974445842533,0.4913934744529903,0.5296345146269111,4.714714714714715,4.086316759047312,0.6283979556674026,3.9311477956239225,4.237076117015289,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,stranger,2-4,positive_positive,all,all,all,111,398,0.47822822822822825,0.5029666811111724,-0.02473845288294413,0.49295645729784393,0.5120923959152465,2.956456456456457,3.005933362222345,-0.04947690576588837,2.985912914595688,3.0241847918304936,posterior_expected_probability
N111_H7_base_full,H7,base,conditional_history,offer,stranger,2-8,positive_positive,all,all,all,111,791,0.392996567996568,0.5068674802922564,-0.11387091229568835,0.48940519388753323,0.5225711847705227,4.357979407979408,5.041204881753538,-0.6832254737741303,4.936431163325197,5.135427108623137,posterior_expected_probability
