model,source_run,posterior_fit_window,prediction_type,stratification,partner,offer_pair,zero_option,run_or_bin,previous_feedback,evaluation_period,n_trials,n_participants,observed_high,predicted_high,residual_high,observed_investment,predicted_investment,residual_investment,predictive_interval_low,predictive_interval_high,investment_predictive_interval_low,investment_predictive_interval_high,posterior_draws,cell_weighting,sparse_cell,history_strata
H8,H8_train_noage,training,conditional_history,partner,friend,all,all,all,all,all,2745,111,0.7787168939641232,0.5537919133252186,0.22492498063890465,4.963929540869012,3.991244833203011,0.972684707666001,0.5300342949513877,0.573341293252632,3.8826593476644633,4.104285869357268,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,offer,friend,0-2,zero,all,all,all,390,111,0.8821321321321322,0.5324229135523547,0.34970921857977744,1.7642642642642643,1.0648458271047094,0.6994184371595549,0.48489114114114107,0.587087087087087,0.9697822822822821,1.174174174174174,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,offer,friend,0-4,zero,all,all,all,395,111,0.8746246246246245,0.565858762681855,0.30876586194276956,3.498498498498498,2.26343505072742,1.2350634477710782,0.512012012012012,0.6148648648648649,2.048048048048048,2.4594594594594597,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,offer,friend,0-8,zero,all,all,all,386,111,0.8603603603603603,0.5539078305174441,0.30645252984291627,6.882882882882883,4.431262644139553,2.45162023874333,0.5037537537537538,0.6096471471471472,4.03003003003003,4.8771771771771775,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,offer,friend,2-4,positive_positive,all,all,all,389,111,0.7897897897897898,0.530884376010742,0.25890541377904774,3.5795795795795797,3.061768752021484,0.5178108275580957,0.4819632132132132,0.5810810810810809,2.9639264264264265,3.1621621621621623,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,offer,friend,2-8,positive_positive,all,all,all,788,111,0.7037859287859287,0.5756567196889925,0.12812920909693626,6.222715572715573,5.453940318133955,0.7687752545816178,0.5391814135564136,0.6173721042471042,5.2350884813384795,5.704232625482625,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,offer,friend,4-8,positive_positive,all,all,all,397,111,0.6373873873873874,0.5426523571233249,0.09473503026406249,6.54954954954955,6.170609428493298,0.3789401210562513,0.493993993993994,0.5901276276276276,5.9759759759759765,6.36051051051051,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,zero_option,friend,all,positive_positive,all,all,all,1574,111,0.7076362076362074,0.5560017097404443,0.1516344978957631,5.6486271986271985,5.0421017372254795,0.606525461401719,0.5291181359931361,0.583597972972973,4.900973830973832,5.184134223509224,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,zero_option,friend,all,zero,all,all,all,1171,111,0.8755115505115504,0.5507679827914831,0.3247435677200673,4.044227344227349,2.5751923129308114,1.4690350312965377,0.5189004264004264,0.5827729027729027,2.425064723814724,2.736258710008711,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
H8,H8_train_noage,training,conditional_history,run,friend,all,all,single_run,all,all,289,21,0.795133437990581,0.5348093135765434,0.2603241244140376,4.971742543171114,3.858877947374627,1.1128645957964873,0.4711930926216641,0.5919086865515435,3.5239926739926735,4.1692176870748305,400,equal_participant,False,observed_pretrial_labels_for_both_predictions
