run,model,participant_id,n,posterior_draws,log_loss,brier,accuracy
N111_HPreference_zero_train,HPreference,sub-10317,15,16000,0.45087552469781433,0.15127228245458463,0.8
N111_HPreference_zero_train,HPreference,sub-10369,15,16000,0.6876796612051332,0.2415896340614773,0.6
N111_HPreference_zero_train,HPreference,sub-10402,42,16000,0.42780498588047405,0.14162934490653895,0.8333333333333334
N111_HPreference_zero_train,HPreference,sub-10418,42,16000,0.48521681544785267,0.16386438359548863,0.7619047619047619
N111_HPreference_zero_train,HPreference,sub-10462,14,16000,0.5985820576074382,0.20559364383348622,0.7142857142857143
N111_HPreference_zero_train,HPreference,sub-10478,41,16000,0.4839957514702542,0.1611104287174345,0.7317073170731707
N111_HPreference_zero_train,HPreference,sub-10486,15,16000,0.21358466838767795,0.05818255885497022,0.8666666666666667
N111_HPreference_zero_train,HPreference,sub-10529,40,16000,0.46004221183132027,0.1518026246666127,0.775
N111_HPreference_zero_train,HPreference,sub-10541,42,16000,0.5001909530192036,0.16233148995342514,0.7380952380952381
N111_HPreference_zero_train,HPreference,sub-10555,14,16000,0.6504318756213484,0.2278541013981019,0.6428571428571429
N111_HPreference_zero_train,HPreference,sub-10559,40,16000,0.5048015669409402,0.1743691623855845,0.675
N111_HPreference_zero_train,HPreference,sub-10572,42,16000,0.6343975591053053,0.21590909560078955,0.6190476190476191
N111_HPreference_zero_train,HPreference,sub-10581,41,16000,0.5538201938736004,0.17916398155600646,0.7317073170731707
N111_HPreference_zero_train,HPreference,sub-10584,41,16000,0.6104203499036477,0.21133946289629543,0.6829268292682927
N111_HPreference_zero_train,HPreference,sub-10585,42,16000,0.5674403683412834,0.19259744012684404,0.6904761904761905
N111_HPreference_zero_train,HPreference,sub-10589,42,16000,0.48951084193129646,0.15209916089098746,0.7857142857142857
N111_HPreference_zero_train,HPreference,sub-10590,42,16000,0.48321794533996637,0.15141902878961727,0.8095238095238095
N111_HPreference_zero_train,HPreference,sub-10596,41,16000,0.4837597685736511,0.1668212461203848,0.7317073170731707
N111_HPreference_zero_train,HPreference,sub-10603,42,16000,0.709009204342855,0.24939607989185422,0.7142857142857143
N111_HPreference_zero_train,HPreference,sub-10606,41,16000,0.272781824001268,0.08369924862755335,0.8292682926829268
N111_HPreference_zero_train,HPreference,sub-10608,15,16000,0.16976032911341032,0.0469205337211635,0.8666666666666667
N111_HPreference_zero_train,HPreference,sub-10617,15,16000,0.6244215959675927,0.22137745349596144,0.6
N111_HPreference_zero_train,HPreference,sub-10636,42,16000,0.4485591502433185,0.14402993568834846,0.7619047619047619
N111_HPreference_zero_train,HPreference,sub-10638,41,16000,0.31711219493462584,0.10930061190597441,0.7804878048780488
N111_HPreference_zero_train,HPreference,sub-10640,41,16000,0.7415380300923747,0.2612883856606482,0.6097560975609756
N111_HPreference_zero_train,HPreference,sub-10641,15,16000,0.5477605642326304,0.19306731802499807,0.6666666666666666
N111_HPreference_zero_train,HPreference,sub-10642,42,16000,0.18855603663827666,0.050972347732331474,0.9523809523809523
N111_HPreference_zero_train,HPreference,sub-10644,41,16000,0.26664978677945106,0.07390158168159565,0.926829268292683
N111_HPreference_zero_train,HPreference,sub-10647,42,16000,0.39349561028626534,0.12949245285301242,0.7857142857142857
N111_HPreference_zero_train,HPreference,sub-10649,39,16000,0.3624669389689665,0.11689495331639146,0.7948717948717948
N111_HPreference_zero_train,HPreference,sub-10652,42,16000,0.4851228290902315,0.1587140934484345,0.8095238095238095
N111_HPreference_zero_train,HPreference,sub-10656,42,16000,0.35947717566746473,0.1133823440887783,0.8571428571428571
N111_HPreference_zero_train,HPreference,sub-10661,42,16000,0.3773946384837884,0.12078291218231235,0.7380952380952381
N111_HPreference_zero_train,HPreference,sub-10663,38,16000,0.4009711001714691,0.1310115472606246,0.7894736842105263
N111_HPreference_zero_train,HPreference,sub-10668,13,16000,0.7248502344105139,0.2603096907528285,0.6153846153846154
N111_HPreference_zero_train,HPreference,sub-10673,42,16000,0.7387694197626221,0.26690169904727756,0.5714285714285714
N111_HPreference_zero_train,HPreference,sub-10674,42,16000,0.2766968365072377,0.08765456736930952,0.8095238095238095
N111_HPreference_zero_train,HPreference,sub-10677,42,16000,0.5694908622052177,0.1929335534802304,0.7619047619047619
N111_HPreference_zero_train,HPreference,sub-10685,42,16000,0.703462329584122,0.19548010099929924,0.7857142857142857
N111_HPreference_zero_train,HPreference,sub-10690,15,16000,0.7710075001837019,0.2703673646591674,0.5333333333333333
N111_HPreference_zero_train,HPreference,sub-10691,42,16000,0.5398120340745595,0.17336812602178586,0.7142857142857143
N111_HPreference_zero_train,HPreference,sub-10700,42,16000,0.4652674174387864,0.14674367109955155,0.8333333333333334
N111_HPreference_zero_train,HPreference,sub-10701,42,16000,0.9669322369639863,0.34509886640864007,0.4523809523809524
N111_HPreference_zero_train,HPreference,sub-10713,42,16000,0.5824487153034867,0.1966928471857317,0.6428571428571429
N111_HPreference_zero_train,HPreference,sub-10716,42,16000,0.5463114597705834,0.19287923910080002,0.6666666666666666
N111_HPreference_zero_train,HPreference,sub-10718,42,16000,0.3280536211947796,0.10790059093555678,0.7857142857142857
N111_HPreference_zero_train,HPreference,sub-10720,42,16000,0.43489496673202616,0.1392358328010752,0.8333333333333334
N111_HPreference_zero_train,HPreference,sub-10723,42,16000,0.7166453744376382,0.26003434644586176,0.5238095238095238
N111_HPreference_zero_train,HPreference,sub-10741,41,16000,0.5978625407419895,0.20074351252065525,0.7560975609756098
N111_HPreference_zero_train,HPreference,sub-10748,42,16000,0.4174609796856802,0.1345484816923337,0.7619047619047619
N111_HPreference_zero_train,HPreference,sub-10767,42,16000,0.1514141328826179,0.04158095003793877,0.9285714285714286
N111_HPreference_zero_train,HPreference,sub-10770,42,16000,0.6021410247922451,0.20248734356839707,0.6904761904761905
N111_HPreference_zero_train,HPreference,sub-10781,42,16000,0.36986492797295734,0.12046730043299834,0.7857142857142857
N111_HPreference_zero_train,HPreference,sub-10783,42,16000,0.41832729084720993,0.1453470761385706,0.7619047619047619
N111_HPreference_zero_train,HPreference,sub-10785,42,16000,0.5584447764498054,0.1815112635350786,0.7857142857142857
N111_HPreference_zero_train,HPreference,sub-10794,42,16000,0.4269979701686237,0.13027523139955047,0.8809523809523809
N111_HPreference_zero_train,HPreference,sub-10800,38,16000,0.5495446621529304,0.1901471775785096,0.6578947368421053
N111_HPreference_zero_train,HPreference,sub-10801,42,16000,0.4806852270172809,0.16489254137538295,0.7142857142857143
N111_HPreference_zero_train,HPreference,sub-10802,42,16000,0.36331295266546515,0.11204898458203222,0.8571428571428571
N111_HPreference_zero_train,HPreference,sub-10803,15,16000,1.034545559570136,0.3562683806945498,0.4
N111_HPreference_zero_train,HPreference,sub-10804,39,16000,0.671036285275683,0.23957139622627913,0.6410256410256411
N111_HPreference_zero_train,HPreference,sub-10806,41,16000,0.8206396655274997,0.2111424938965937,0.6829268292682927
N111_HPreference_zero_train,HPreference,sub-10807,41,16000,0.32356460489568856,0.1006393331364385,0.8292682926829268
N111_HPreference_zero_train,HPreference,sub-10809,42,16000,0.5066033890127238,0.17054512896766616,0.7142857142857143
N111_HPreference_zero_train,HPreference,sub-10810,42,16000,0.3220081369468654,0.10116648304411477,0.8333333333333334
N111_HPreference_zero_train,HPreference,sub-10812,42,16000,0.5314942573736505,0.17660648902944381,0.7142857142857143
N111_HPreference_zero_train,HPreference,sub-10817,42,16000,0.28726919330451517,0.07681471151609662,0.9523809523809523
N111_HPreference_zero_train,HPreference,sub-10827,27,16000,0.7486153303276203,0.2432486776561001,0.6666666666666666
N111_HPreference_zero_train,HPreference,sub-10831,42,16000,0.8050384255618335,0.2750540198724483,0.5476190476190477
