model,draw,high_probability,extreme_trial_fraction,nearly_deterministic_participant_fraction
H2,0,0.3973893632803452,0.003265080226992919,0.0
H2,1,0.44469642494746814,0.0,0.0
H2,2,0.37059087516036743,0.00670720314743562,0.0
H2,3,0.46246714507231823,0.0,0.0
H2,4,0.44647972697302046,0.012451475866110012,0.0
H2,5,0.4336561612440088,0.0,0.0
H2,6,0.41833856425916977,0.0,0.0
H2,7,0.3863436626953126,0.00032701471791163887,0.0
H2,8,0.44240030789643975,0.0,0.0
H2,9,0.4403122550235522,0.00021450021450021448,0.0
H2,10,0.38438597057473844,0.04802381198208409,0.018018018018018018
H2,11,0.3104695894837202,0.11813572452132151,0.0
H2,12,0.4318777527256122,0.021294951383598652,0.0
H2,13,0.389609749615398,0.03729837049688985,0.0
H2,14,0.3466414975537529,0.0,0.0
H2,15,0.3554670173752738,0.0,0.0
H2,16,0.4176855591933617,0.0,0.0
H2,17,0.36699151491251036,0.05476074702687855,0.0
H2,18,0.38657782359085424,0.08790249806049107,0.0
H2,19,0.4025660752638542,0.011231456827409317,0.0
H2,20,0.47381216362813505,0.0,0.0
H2,21,0.28142720754999145,0.067263699177659,0.0
H2,22,0.46144823256128165,0.0,0.0
H2,23,0.36036786858854897,0.07738918631083129,0.009009009009009009
H2,24,0.3234242229610659,0.09153797314140542,0.0
H2,25,0.41021716024278515,0.03836855577209502,0.0
H2,26,0.4451993455103648,0.000325626831650928,0.0
H2,27,0.34858536027049053,0.010067039160176794,0.0
H2,28,0.44660818417058823,0.0,0.0
H2,29,0.3481787964217238,0.07668177226604915,0.0
H2,30,0.44382324182238353,0.0,0.0
H2,31,0.3607969707735036,0.03523340657851315,0.0
H2,32,0.33407457702099347,0.03407936553189796,0.0
H2,33,0.4186195329766383,0.0,0.0
H2,34,0.4174556147059409,0.022648683940640086,0.0
H2,35,0.44872959174118116,0.0,0.0
H2,36,0.4531071263510568,0.0,0.0
H2,37,0.3663826733554655,0.07767271207669944,0.0
H2,38,0.4069949911628043,0.03809023072192322,0.0
H2,39,0.32585286882168757,0.005755498749296791,0.0
H2,40,0.4437903180239022,0.001531017383902609,0.0
H2,41,0.4444769090776661,0.0027219805700818365,0.0
H2,42,0.46704677779900616,0.0025255934747559785,0.0
H2,43,0.44052868784254456,0.01349516832168158,0.0
H2,44,0.4535599766815671,0.00400601054435906,0.0
H2,45,0.4314266780606903,0.007695964450706998,0.0
H2,46,0.4655288037872632,0.0,0.0
H2,47,0.4513531823322631,0.002880110838259221,0.0
H2,48,0.34796127686143313,0.016221276903090293,0.0
H2,49,0.44079045221322505,0.010142529206026728,0.0
H2,50,0.4339742036871566,0.0029561725468158213,0.0
H2,51,0.4208179639609079,0.007238074311245043,0.0
H2,52,0.2709843535223589,0.17419301015659228,0.036036036036036036
H2,53,0.35295645305377665,0.005791505791505791,0.0
H2,54,0.4834891750718768,0.0,0.0
H2,55,0.4209166859955826,0.003754584974200278,0.0
H2,56,0.3700491167058687,0.0011036820792918354,0.0
H2,57,0.30259603059341705,0.21133016525442885,0.018018018018018018
H2,58,0.23846564191618766,0.11749248894157853,0.0
H2,59,0.4506564729082017,0.0031261420150309038,0.0
H2,60,0.4482815001407469,0.0,0.0
H2,61,0.34770259070993836,0.0082678317592944,0.0
H2,62,0.34935628622682424,0.1690760568745766,0.0990990990990991
H2,63,0.4199434777586926,0.00034562146166458146,0.0
H2,64,0.43643731172774203,0.0,0.0
H2,65,0.46842613456085064,0.00043946385409800046,0.0
H2,66,0.44132014540049014,0.0,0.0
H2,67,0.3760868609519461,0.04392491529331573,0.0
