parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.58113,0.00638208,0.355365,0.345242,-3.19399,-2.55985,-2.03546,3230.93,3882.45,3.41111,1.00074,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
mu[2],-1.35924,0.00389926,0.190875,0.190747,-1.66944,-1.35854,-1.04384,2413.47,4398.47,2.54806,1.00264,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
mu[3],5.3807,0.0119101,0.696147,0.68645,4.22621,5.37028,6.53424,3438.58,4856.89,3.63034,1.00096,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
tau[1],1.21419,0.00612075,0.277214,0.275873,0.769254,1.20513,1.67987,2028.01,2846.83,2.1411,1.00132,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
tau[2],1.29692,0.00215895,0.101101,0.0999921,1.13866,1.29135,1.47187,2177.16,4483.57,2.29858,1.00206,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
tau[3],5.0512,0.00574026,0.421859,0.419815,4.37322,5.04067,5.77005,5383.86,5666.73,5.6841,0.999903,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"beta[1,1]",-0.0638377,0.00362342,0.234366,0.226419,-0.454846,-0.0588445,0.313547,4253.21,4980.04,4.4904,1.00088,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"beta[1,2]",-0.15958,0.0046171,0.267962,0.262619,-0.61292,-0.15003,0.262487,3470.23,4812.01,3.66376,1.00107,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"beta[2,1]",-0.0910405,0.0025119,0.133194,0.13407,-0.307899,-0.0926279,0.13113,2820.45,4295.72,2.97774,1.00136,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"beta[2,2]",-0.0750447,0.00269432,0.140186,0.139904,-0.307558,-0.0738197,0.153403,2734.2,4564.06,2.88668,1.00132,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"beta[3,1]",0.219045,0.00564319,0.397644,0.395354,-0.427511,0.220686,0.881144,5041.85,5794.12,5.32302,1.00044,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"beta[3,2]",0.23983,0.00558494,0.416223,0.416021,-0.440526,0.239351,0.925707,5567.78,5849.27,5.87828,1.00092,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[1,1]",0.0771746,0.00118072,0.0812226,0.0500218,0.00466373,0.0482143,0.248403,4183.34,5442.45,4.41663,1.00055,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[1,2]",0.617524,0.00281555,0.289711,0.293434,0.209014,0.582568,1.14379,9635.97,5198.05,10.1734,1.00015,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[1,3]",7.07082,0.0359103,3.06639,2.96483,2.86245,6.62283,12.8069,8884.76,5491.98,9.38025,0.999826,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[2,1]",0.206511,0.00204681,0.156637,0.148299,0.0224431,0.167742,0.514732,5487.18,5277.09,5.79319,1.00043,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[2,2]",0.176324,0.00127951,0.123113,0.0994594,0.0410824,0.14547,0.418444,7423.23,6035.19,7.83721,1.00031,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[2,3]",7.67549,0.0444707,3.72677,3.77265,2.51254,7.20112,14.5331,8857.64,5095.76,9.35161,1.0009,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[3,1]",0.150587,0.00165698,0.126599,0.0927757,0.0194368,0.116698,0.403692,4827.73,4163.13,5.09696,1.00018,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[3,2]",0.0827275,0.000817252,0.0709817,0.0431614,0.0175611,0.0605583,0.222826,7071.72,5707.42,7.4661,1.00019,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[3,3]",7.61751,0.0533879,4.33299,4.61424,1.78729,7.04108,15.5131,7550.51,5350.3,7.97159,0.999924,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[4,1]",0.0337534,0.000506523,0.034307,0.0223737,0.00272345,0.0233489,0.101592,3804.22,5128.33,4.01637,1.00011,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[4,2]",0.249974,0.00102377,0.10803,0.102055,0.105378,0.234349,0.452987,11282.3,5704.29,11.9115,1.00069,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[4,3]",10.5936,0.0334523,3.30032,3.3044,5.67026,10.3073,16.4154,11288.9,5902.73,11.9185,0.999888,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[5,1]",0.0938741,0.00161376,0.112253,0.0545701,0.00725471,0.0569873,0.309236,5456.77,5376.85,5.76108,1.00034,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[5,2]",0.44888,0.00653036,0.352068,0.385942,0.0257137,0.392011,1.10233,2395.37,4047.13,2.52896,1.00235,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[5,3]",2.56511,0.0722593,3.55949,0.893443,0.131472,1.06198,10.9441,4086.8,3901.88,4.31471,1.00194,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[6,1]",0.0914399,0.000893091,0.0756506,0.0620923,0.0105197,0.0717269,0.241011,5910.42,4787.21,6.24003,1.00121,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[6,2]",0.195781,0.00101679,0.0974529,0.0849934,0.0779761,0.175523,0.386542,9012.41,6063.34,9.51502,0.999821,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[6,3]",9.25142,0.0392581,3.43344,3.45847,4.3276,8.88563,15.4631,8970.25,5383.49,9.4705,1.00037,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[7,1]",0.0894547,0.00119803,0.0876041,0.0573146,0.00826274,0.0605666,0.270814,4865.13,5330.73,5.13645,1.00121,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[7,2]",0.13079,0.000574661,0.0633994,0.0580632,0.0468495,0.120433,0.249583,12397.3,5328.01,13.0887,1.00116,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[7,3]",11.4476,0.0333036,3.47703,3.53639,6.17221,11.2726,17.4075,11525.4,5948.18,12.1681,1.00042,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[8,1]",0.079566,0.00111218,0.0793924,0.0530153,0.00615559,0.0554863,0.234847,4023.79,4697.48,4.24819,1.0004,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[8,2]",0.0765539,0.000587244,0.0532176,0.0368784,0.0213136,0.062342,0.181145,7438.59,5948.95,7.85342,1.0004,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[8,3]",9.21532,0.049379,4.15538,4.27997,3.07554,8.82321,16.5079,7790.66,5374.14,8.22513,1.00024,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[9,1]",0.105016,0.0014964,0.103515,0.0732654,0.00711378,0.0736552,0.312786,3387.26,3830.08,3.57616,1.00032,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[9,2]",0.0485889,0.000352599,0.0350226,0.0241753,0.0126721,0.0396032,0.117555,9005.81,6120.69,9.50805,0.999904,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[9,3]",9.61183,0.0472602,4.33716,4.53464,3.11899,9.27204,17.1802,8914.45,5920.96,9.41159,0.999951,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[10,1]",0.417061,0.0043253,0.211482,0.242751,0.0713013,0.425052,0.758733,2510.2,3653.63,2.65018,1.00148,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[10,2]",0.253805,0.00333769,0.197328,0.188931,0.0296392,0.208992,0.632924,2945.99,5471.11,3.11028,1.00157,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[10,3]",5.17415,0.0571563,3.75069,3.1617,0.981959,4.14505,12.7633,5637.68,4988.7,5.95208,1.0005,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[11,1]",0.0575005,0.000322566,0.0272425,0.0277628,0.0152614,0.0556092,0.104772,6404.84,3935.26,6.76203,1.00084,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[11,2]",2.27912,0.00613553,0.547982,0.519514,1.50682,2.22115,3.28436,7379.27,5810.81,7.79079,1.00032,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[11,3]",0.205857,0.00217794,0.153845,0.197184,0.00201385,0.193277,0.466714,4694.55,4991.69,4.95635,1.00101,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[12,1]",0.0557897,0.000984657,0.0634782,0.0348185,0.00404176,0.0355207,0.1757,4176.23,5270.31,4.40913,1.00024,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[12,2]",0.439685,0.00367358,0.221959,0.220808,0.0598347,0.438134,0.810544,3160.38,1198.91,3.33662,1.00134,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[12,3]",0.736475,0.0642088,2.08546,0.29158,0.00821735,0.272947,2.36667,3661.27,1207.6,3.86545,1.00242,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[13,1]",0.0616424,0.000531093,0.0494389,0.040334,0.00762243,0.0490384,0.155631,8116.89,5899.87,8.56955,0.999798,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[13,2]",0.39527,0.00374926,0.244292,0.263129,0.0789357,0.356504,0.845345,3624.68,4303.43,3.82682,1.0008,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[13,3]",3.99393,0.0577149,2.98298,1.83738,1.23292,2.90481,10.2621,3591.58,3288.72,3.79188,1.0007,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[14,1]",0.109226,0.00148005,0.0996925,0.0649994,0.0139606,0.0808567,0.312384,4010.01,4252.29,4.23364,1.00051,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[14,2]",0.454295,0.00173394,0.166933,0.165007,0.18762,0.447316,0.735772,8807.68,4152.96,9.29886,1.00141,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[14,3]",0.112665,0.00210435,0.185466,0.0732891,0.00138008,0.0570047,0.388455,8639.97,5836.92,9.1218,0.99999,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[15,1]",0.100619,0.00116343,0.0894288,0.068617,0.0095202,0.0748455,0.279407,5249.41,5724.31,5.54216,1.00045,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[15,2]",0.0944917,0.000510849,0.0508823,0.0415124,0.0339063,0.0836514,0.19265,9100.09,6561.06,9.60758,1.0002,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[15,3]",9.84851,0.0392281,3.67646,3.73971,4.40625,9.49919,16.4258,9851.6,6105.03,10.401,1.00049,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[16,1]",0.0931304,0.00100591,0.080332,0.0592379,0.0110319,0.0705658,0.255788,4714.34,4262.87,4.97725,1.00038,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[16,2]",0.118623,0.000698953,0.0653473,0.0527985,0.0433477,0.103226,0.247269,8121.81,6372.19,8.57475,1.00069,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[16,3]",9.21037,0.0427026,3.68923,3.79849,3.88413,8.79867,15.7341,8432.2,5976.04,8.90244,1.00011,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[17,1]",0.161992,0.00146907,0.0916508,0.0904992,0.0323658,0.151379,0.326924,3747.72,4463.53,3.95672,1.00133,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[17,2]",0.656885,0.00302503,0.272284,0.275591,0.256447,0.630266,1.14661,7271.01,5343.3,7.67649,1.0002,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[17,3]",4.24992,0.0363158,2.38278,1.8025,1.73556,3.571,9.2094,4903.79,4623.72,5.17726,1.00128,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[18,1]",0.0676148,0.000859445,0.0641732,0.0433291,0.00716157,0.0483147,0.194412,3886.19,5193.92,4.10291,1.0005,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[18,2]",0.135279,0.000539735,0.0571674,0.0527268,0.0616728,0.125803,0.243136,10782.0,6965.0,11.3833,1.00002,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[18,3]",10.9847,0.034019,3.3579,3.35851,5.97042,10.7157,16.9818,10729.3,5888.93,11.3277,1.00075,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[19,1]",0.058397,0.000520293,0.0459859,0.0386404,0.00635536,0.0487,0.1432,7467.67,6049.51,7.88412,1.00041,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[19,2]",0.59695,0.00433172,0.273082,0.277189,0.138487,0.595816,1.05842,3671.81,1911.92,3.87658,1.00212,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[19,3]",1.65315,0.0431161,1.66531,0.471247,0.686995,1.21233,4.07689,3948.37,1860.38,4.16856,1.00183,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[20,1]",0.0831629,0.0013093,0.0808295,0.0570427,0.00601791,0.0574789,0.24584,2755.41,4486.71,2.90908,1.00121,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
"natural[20,2]",0.121776,0.000437711,0.0458207,0.0426179,0.05944,0.115192,0.205768,11316.3,6265.2,11.9473,1.00048,H5_full_quadratic,111,0,diag_e,4,2000,2000,0.95,0,0.6687527984730026,True
