run,parameter,mean,sd,ci_low,ci_high,divergences,accepted
H5_train_age,mu.1,-2.17326380689575,0.24411239607080107,-2.7019190570499996,-1.740378886575,1,False
H5_train_age,mu.2,-1.4300437565184483,0.15225683838675017,-1.7393493129750002,-1.13967098725,1,False
H5_train_age,mu.3,5.205741138385952,0.5953931449863706,4.103644410575,6.442114458074999,1,False
H5_train_age,tau.1,0.4598485730535582,0.29225161377842895,0.02465249772675,1.10810324855,1,False
H5_train_age,tau.2,1.2629914310016626,0.11915673585553886,1.0451987283500002,1.513499455675,1,False
H5_train_age,tau.3,3.7074775571440783,0.4123067006009947,2.9444076802000003,4.5585144659,1,False
H5_train_age,beta.1.1,0.0320695561348966,0.19029818672349016,-0.36504566489,0.3879341947475,1,False
H5_train_age,beta.2.1,-0.12213651298466402,0.12986139838238378,-0.3764420470075,0.13386215290500003,1,False
H5_train_age,beta.3.1,0.37328676186751325,0.37307469452825626,-0.3570450861975,1.10909093415,1,False
H5_train_age,Omega.1.1,1.0,0.0,1.0,1.0,1,False
H5_train_age,Omega.2.1,-0.27062716227353284,0.3338514251375423,-0.80641153157,0.49616831884750007,1,False
H5_train_age,Omega.3.1,0.07755343961857027,0.3414782186928867,-0.607778044045,0.7131083871625,1,False
H5_train_age,Omega.1.2,-0.27062716227353284,0.3338514251375423,-0.80641153157,0.49616831884750007,1,False
H5_train_age,Omega.2.2,1.0,0.0,1.0,1.0,1,False
H5_train_age,Omega.3.2,-0.5680128222295482,0.10636164381200554,-0.7553636239675,-0.3413453345324999,1,False
H5_train_age,Omega.1.3,0.07755343961857027,0.3414782186928867,-0.607778044045,0.7131083871625,1,False
H5_train_age,Omega.2.3,-0.5680128222295482,0.10636164381200554,-0.7553636239675,-0.3413453345324999,1,False
H5_train_age,Omega.3.3,1.0,0.0,1.0,1.0,1,False
