parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.17147,0.00763242,0.245863,0.233983,-2.59641,-2.15304,-1.80388,1003.59,3079.89,2.57318,1.00317,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
mu[2],-1.43347,0.00280263,0.150707,0.150048,-1.68688,-1.42971,-1.1928,2933.45,4418.13,7.52129,1.00153,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
mu[3],5.21522,0.0101609,0.592742,0.591746,4.29642,5.19572,6.23638,3492.03,4485.47,8.95347,1.00095,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
tau[1],0.47582,0.0094573,0.29677,0.314592,0.054038,0.448185,1.01227,899.221,2046.29,2.30558,1.0081,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
tau[2],1.26297,0.00235863,0.12087,0.119387,1.07407,1.25672,1.47466,2629.67,4417.21,6.74241,1.00146,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
tau[3],3.70053,0.00616176,0.414295,0.418209,3.0498,3.69089,4.39714,4503.79,4756.71,11.5476,1.00077,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
"beta[1,1]",0.0317023,0.00267902,0.188545,0.180934,-0.28492,0.038976,0.32108,5183.19,4954.57,13.2895,1.00036,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
"beta[2,1]",-0.122956,0.00233909,0.129174,0.124878,-0.335392,-0.123055,0.09107,3055.35,4761.26,7.83383,1.00077,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
"beta[3,1]",0.374951,0.00541379,0.367577,0.36691,-0.235362,0.377779,0.972816,4640.26,5612.46,11.8975,1.00044,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
"natural[1,1]",0.108948,0.000881545,0.0573286,0.046395,0.033482,0.101019,0.212911,3845.85,4551.15,9.86064,1.00099,H5_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.7372907544926535,False
