condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
negative,1,hierarchical,participant,alpha,111.0,0.11058363477783721,-0.0007090132494612965,0.4323854684511806,0.42163039663039664,,0.8738738738738738,,,,,,
negative,1,MLE_theta10,participant,alpha,111.0,0.2228442592552159,0.028729105408145498,0.31635498083044994,0.3706637074860228,,,,,,,,
negative,1,hierarchical,participant,kappa,111.0,0.12440468480348853,0.001379624953927142,0.7424510479184735,0.6858283608283607,,0.9279279279279279,,,,,,
negative,1,MLE_theta10,participant,kappa,111.0,0.23108901692831157,0.0791933865062885,0.6722605388098172,0.6399087399087399,,,,,,,,
negative,1,hierarchical,participant,theta,111.0,0.5944467173147798,0.02294121537825061,0.6675822268187591,0.6958230958230958,0.0,0.9459459459459459,,,,,,
negative,1,MLE_theta10,participant,theta,111.0,2.670410253083822,0.9263178671773675,0.5113264996510658,0.659319759005749,0.08108108108108109,,,,,,,
negative,1,hierarchical,participant,friend_value_probability_effect,111.0,0.08386142853187488,0.004258814719606625,0.6688814292899545,0.6691031941031941,,0.9279279279279279,,,,,,
negative,1,MLE_theta10,participant,friend_value_probability_effect,111.0,0.11717816851532364,0.03237935689905798,0.6435582958743179,0.6373831781836348,,,,,,,,
negative,1,hierarchical,population,mu_alpha,,,0.01705032006838747,,,,1.0,-1.0,0.0,-0.9829496799316125,-0.98221574715,-1.2155281224999999,-0.7602433090550001
negative,1,hierarchical,population,mu_kappa,,,-0.03259209243078742,,,,1.0,-1.2,0.0,-1.2325920924307874,-1.228368361,-1.412008592475,-1.0770124744500003
negative,1,hierarchical,population,mu_theta,,,0.021037757836900095,,,,1.0,1.0,1.0,1.0210377578369,1.0150264820000001,0.672502260165,1.3912432670000001
negative,1,hierarchical,population,tau_alpha,,,-0.18534480845137125,,,,1.0,0.65,1.0,0.4646551915486288,0.4611251534,0.22107566877249998,0.7260394626174999
negative,1,hierarchical,population,tau_kappa,,,-0.18782924418406255,,,,0.0,0.65,1.0,0.4621707558159375,0.46008280775,0.30509413664,0.6335044834199999
negative,1,hierarchical,population,tau_theta,,,0.1766952752577624,,,,1.0,1.0,1.0,1.1766952752577624,1.166923095,0.818425215695,1.5914465442499997
negative,1,hierarchical,population,beta_alpha,,,0.037901449492658855,,,,1.0,0.0,0.6525,0.037901449492658855,0.037681465095000005,-0.16082229308749998,0.2374115606425
negative,1,hierarchical,population,beta_kappa,,,-0.0659921972349328,,,,1.0,0.0,0.1945,-0.0659921972349328,-0.065156597715,-0.21903578571750001,0.08010003211499998
negative,1,hierarchical,population,beta_theta,,,0.185972084385162,,,,1.0,-0.35,0.1505,-0.16402791561483798,-0.16188934379999997,-0.478836201935,0.14760909815749945
negative,1,hierarchical,population,friend_probability_change_25_to_75,,,0.024144177092282393,,,,1.0,-0.11066878286828091,,-0.08652460577599852,-0.087415884573084,-0.16870828839495672,-0.002098331471001771
