run,model,participant_id,n,posterior_draws,log_loss,brier,accuracy
H2_train_noage,H2,sub-10317,15,8000,0.685486182583101,0.24617349586882029,0.6
H2_train_noage,H2,sub-10369,15,8000,0.6928956805898294,0.2498742761694068,0.5333333333333333
H2_train_noage,H2,sub-10402,42,8000,0.6936909469375723,0.2502716365712292,0.47619047619047616
H2_train_noage,H2,sub-10418,42,8000,0.6978391945866224,0.25234567267816643,0.2619047619047619
H2_train_noage,H2,sub-10462,14,8000,0.6890145182961744,0.24793548134259874,0.5
H2_train_noage,H2,sub-10478,41,8000,0.7020280817517779,0.25443871702614373,0.3170731707317073
H2_train_noage,H2,sub-10486,15,8000,0.6986699828390549,0.2527612775125173,0.06666666666666667
H2_train_noage,H2,sub-10529,40,8000,0.6950405167501876,0.2509464235945751,0.4
H2_train_noage,H2,sub-10541,42,8000,0.6968085932127932,0.2518294692973996,0.35714285714285715
H2_train_noage,H2,sub-10555,14,8000,0.6841452738703626,0.24550275146098796,0.5714285714285714
H2_train_noage,H2,sub-10559,40,8000,0.37239632220900915,0.10339219911347035,0.95
H2_train_noage,H2,sub-10572,42,8000,0.6806904551571145,0.2437785391593473,0.5476190476190477
H2_train_noage,H2,sub-10581,41,8000,0.6988248699822182,0.2528382217011955,0.43902439024390244
H2_train_noage,H2,sub-10584,41,8000,0.668811846303449,0.23786356074611578,0.7317073170731707
H2_train_noage,H2,sub-10585,42,8000,0.696572322704123,0.2517120848248504,0.42857142857142855
H2_train_noage,H2,sub-10589,42,8000,0.6934447213727423,0.2501487285874977,0.42857142857142855
H2_train_noage,H2,sub-10590,42,8000,0.6874497653325892,0.24715209156924847,0.6190476190476191
H2_train_noage,H2,sub-10596,41,8000,0.7039292035863028,0.2553884855329587,0.2926829268292683
H2_train_noage,H2,sub-10603,42,8000,0.6833779667410413,0.24511637734396483,0.7857142857142857
H2_train_noage,H2,sub-10606,41,8000,0.69809977506194,0.2524760952163344,0.2682926829268293
H2_train_noage,H2,sub-10608,15,8000,0.6788358386648532,0.2428526214000811,0.6666666666666666
H2_train_noage,H2,sub-10617,15,8000,0.6913011731336418,0.24907753410672895,0.4666666666666667
H2_train_noage,H2,sub-10636,42,8000,0.6970320617837465,0.2519423469399363,0.23809523809523808
H2_train_noage,H2,sub-10638,41,8000,0.69695543658745,0.2519040278881644,0.1951219512195122
H2_train_noage,H2,sub-10640,41,8000,0.6179231756632118,0.21298783510324187,0.6585365853658537
H2_train_noage,H2,sub-10641,15,8000,0.6999374927096736,0.25338947472205303,0.4
H2_train_noage,H2,sub-10642,42,8000,0.7027288933637924,0.25465461655211036,0.5476190476190477
H2_train_noage,H2,sub-10644,41,8000,0.683988374531348,0.2454337403304394,0.6097560975609756
H2_train_noage,H2,sub-10647,42,8000,0.5130495761284298,0.17293967412195857,0.7380952380952381
H2_train_noage,H2,sub-10649,39,8000,0.6981968612522443,0.2525247229288485,0.15384615384615385
H2_train_noage,H2,sub-10652,42,8000,0.6951603499122742,0.2510056676239135,0.42857142857142855
H2_train_noage,H2,sub-10656,42,8000,0.4982918521237612,0.15952599205522194,0.7857142857142857
H2_train_noage,H2,sub-10661,42,8000,0.7033712836930848,0.255111466359062,0.047619047619047616
H2_train_noage,H2,sub-10663,38,8000,0.6221569180057396,0.21531076322378437,0.7105263157894737
H2_train_noage,H2,sub-10668,13,8000,0.6977422394126458,0.2522989483218189,0.3076923076923077
