model,category,label,measure,observed,predicted,sim_low,sim_high,n_subjects
M1,offer,0:0-2,high_probability,0.882132132132132,0.4750487987987988,0.42342342342342343,0.5211711711711712,111
M1,offer,0:0-2,investment,1.764264264264264,0.9500975975975976,0.8468468468468469,1.0423423423423424,111
M1,offer,0:0-4,high_probability,0.8746246246246245,0.4545457957957958,0.4121433933933934,0.5000000000000001,111
M1,offer,0:0-4,investment,3.498498498498498,1.8181831831831832,1.6485735735735736,2.0000000000000004,111
M1,offer,0:0-8,high_probability,0.8603603603603603,0.4183033033033033,0.3723160660660661,0.4617117117117117,111
M1,offer,0:0-8,investment,6.882882882882883,3.3464264264264263,2.978528528528529,3.6936936936936937,111
M1,offer,0:2-4,high_probability,0.7897897897897899,0.4740578078078078,0.42867867867867876,0.5187875375375375,111
M1,offer,0:2-4,investment,3.5795795795795793,2.948115615615616,2.857357357357358,3.037575075075076,111
M1,offer,0:2-8,high_probability,0.7037859287859289,0.4342248498498498,0.4006620012870013,0.4703474903474904,111
M1,offer,0:2-8,investment,6.222715572715573,4.605349099099099,4.4039720077220075,4.822084942084943,111
M1,offer,0:4-8,high_probability,0.6373873873873874,0.4582920420420421,0.4061561561561562,0.5045795795795796,111
M1,offer,0:4-8,investment,6.54954954954955,5.833168168168168,5.624624624624625,6.018318318318318,111
M1,time,0:1,high_probability,0.852230802230802,0.44890996353496354,0.4134247640497639,0.49905324967824977,111
M1,time,0:1,investment,5.74075504075504,3.7214084084084083,3.5129525954525955,4.00011154011154,111
M1,time,0:2,high_probability,0.795145145145145,0.4510504075504076,0.4069188831688832,0.4913139031889033,111
M1,time,0:2,investment,4.826576576576578,3.324737594737595,3.0863116688116685,3.5377781352781357,111
M1,time,0:3,high_probability,0.7673673673673673,0.45230005005005014,0.4075162662662663,0.5000832975832974,111
M1,time,0:3,investment,4.724052624052623,3.3429292149292142,3.1319079794079796,3.567479264979266,111
M1,recent,0:0,high_probability,0.7549592049592049,0.45229448298759445,0.42389109995727636,0.483165960390225,111
M1,recent,0:0,investment,5.002802102802104,3.6316420732349526,3.490748116299587,3.82229395552925,111
M1,recent,0:1,high_probability,0.7922443047443047,0.45869008642750897,0.4367607530475175,0.48611996403211577,111
M1,recent,0:1,investment,4.829201454201454,3.335834563339207,3.2110615728243426,3.4774655399655408,111
M1,partner,1,high_probability,0.5190448454674236,0.45056530147426416,0.4288814851913631,0.4688365268815306,111
M1,partner,1,investment,3.7121821802523556,3.4528226244719,3.3520182200372894,3.5501606268886983,111
M1,offer,1:0-2,high_probability,0.7575075075075076,0.4733596096096096,0.4226726726726727,0.5240615615615616,111
M1,offer,1:0-2,investment,1.5150150150150152,0.9467192192192192,0.8453453453453454,1.0481231231231232,111
M1,offer,1:0-4,high_probability,0.7064564564564564,0.4526276276276276,0.3993806306306307,0.5098536036036035,111
M1,offer,1:0-4,investment,2.8258258258258255,1.8105105105105104,1.5975225225225227,2.039414414414414,111
M1,offer,1:0-8,high_probability,0.5893393393393394,0.4238025525525525,0.3730292792792793,0.47522522522522515,111
M1,offer,1:0-8,investment,4.714714714714715,3.39042042042042,2.9842342342342345,3.801801801801801,111
M1,offer,1:2-4,high_probability,0.47822822822822825,0.4763701201201201,0.4264264264264265,0.5210397897897897,111
M1,offer,1:2-4,investment,2.956456456456456,2.95274024024024,2.852852852852853,3.0420795795795796,111
M1,offer,1:2-8,high_probability,0.39299656799656807,0.4359355426855427,0.40174817674817676,0.46830089017589016,111
M1,offer,1:2-8,investment,4.357979407979408,4.615613256113257,4.41048906048906,4.809805341055341,111
M1,offer,1:4-8,high_probability,0.32882882882882886,0.45559309309309315,0.4039039039039039,0.5090277777777777,111
M1,offer,1:4-8,investment,5.315315315315315,5.822372372372372,5.615615615615616,6.0361111111111105,111
M1,time,1:1,high_probability,0.5122694122694122,0.4530337837837838,0.4119374731874731,0.49448895323895314,111
M1,time,1:1,investment,3.886894036894037,3.637766516516516,3.443268983268982,3.8344599957099947,111
M1,time,1:2,high_probability,0.48277563277563273,0.4502668382668383,0.39774453024453044,0.5003131703131702,111
M1,time,1:2,investment,3.5539682539682538,3.4568356928356927,3.2068940368940364,3.6973798798798803,111
M1,time,1:3,high_probability,0.5566816816816816,0.4520084191334191,0.4081048906048907,0.4967355748605749,111
M1,time,1:3,investment,3.7115401115401117,3.328445516945517,3.0996723509223516,3.589636958386958,111
M1,recent,1:0,high_probability,0.492744791274203,0.4583235041145258,0.42688496912568114,0.4853974825114531,111
M1,recent,1:0,investment,3.60363952128658,3.5009160393459933,3.335349716379128,3.6239216648775465,111
M1,recent,1:1,high_probability,0.5491973241973241,0.4560432585806038,0.42748598817194017,0.48344335469335475,111
M1,recent,1:1,investment,3.852864527864528,3.4795141626685746,3.331926672898035,3.605034280117483,111
M1,partner,2,high_probability,0.48026954526954524,0.44971745727272044,0.43158598726581193,0.4681641581838951,111
M1,partner,2,investment,3.5342567607479887,3.4433879164949337,3.362706066723611,3.5439831494129743,111
M1,offer,2:0-2,high_probability,0.6584084084084084,0.4742492492492492,0.4241554054054054,0.5301051051051052,111
M1,offer,2:0-2,investment,1.3168168168168168,0.9484984984984984,0.8483108108108108,1.0602102102102104,111
M1,offer,2:0-4,high_probability,0.6006006006006005,0.45360735735735735,0.4052552552552552,0.49406906906906906,111
M1,offer,2:0-4,investment,2.402402402402402,1.8144294294294294,1.6210210210210207,1.9762762762762762,111
M1,offer,2:0-8,high_probability,0.5157657657657657,0.4209722222222222,0.3768393393393393,0.466966966966967,111
M1,offer,2:0-8,investment,4.126126126126126,3.3677777777777775,3.014714714714714,3.735735735735736,111
M1,offer,2:2-4,high_probability,0.4872372372372372,0.4752965465465465,0.42115240240240237,0.5285848348348349,111
M1,offer,2:2-4,investment,2.9744744744744747,2.9505930930930937,2.842304804804805,3.0571696696696695,111
M1,offer,2:2-8,high_probability,0.3788610038610038,0.43326630201630195,0.3965572715572716,0.47523460960960967,111
M1,offer,2:2-8,investment,4.273166023166024,4.599597812097812,4.379343629343629,4.851407657657658,111
M1,offer,2:4-8,high_probability,0.34984984984984985,0.4559309309309309,0.4129129129129129,0.5015578078078078,111
M1,offer,2:4-8,investment,5.3993993993994,5.823723723723724,5.651651651651652,6.006231231231231,111
M1,time,2:1,high_probability,0.44620334620334623,0.44961127198627193,0.4051278957528958,0.4950233268983269,111
M1,time,2:1,investment,3.545002145002145,3.622203238953239,3.374715787215788,3.8669964607464618,111
M1,time,2:2,high_probability,0.5028571428571429,0.4513057359307359,0.4092483766233768,0.4986737012987012,110
M1,time,2:2,investment,3.2467965367965363,3.104484523809524,2.866166666666666,3.335116341991343,110
M1,time,2:3,high_probability,0.45508365508365506,0.4442494101244101,0.3977867152867152,0.48647585085085077,111
M1,time,2:3,investment,3.5783855283855286,3.5504553839553843,3.2954761904761902,3.773797368797369,111
M1,recent,2:0,high_probability,0.4542325887914124,0.45710780420822994,0.4361924846667495,0.48315146728749675,111
M1,recent,2:0,investment,3.4144027158733037,3.4857459368453956,3.3610872985176403,3.6175284460520545,111
M1,recent,2:1,high_probability,0.5255488130488131,0.4554506953471737,0.43164033508073757,0.48433920237229067,111
M1,recent,2:1,investment,3.7390487890487893,3.4687690682481707,3.3296564075743635,3.6101005731520424,111
M2,partner,0,high_probability,0.7787168939641232,0.4464116674746471,0.42885957121155344,0.4671260586115658,111
M2,partner,0,investment,4.963929540869012,3.443398610832711,3.3579687014708326,3.546068671413515,111
M2,offer,0:0-2,high_probability,0.882132132132132,0.47330705705705706,0.4149774774774775,0.5218843843843844,111
M2,offer,0:0-2,investment,1.764264264264264,0.9466141141141141,0.829954954954955,1.043768768768769,111
M2,offer,0:0-4,high_probability,0.8746246246246245,0.45227852852852846,0.39784159159159155,0.5030030030030029,111
M2,offer,0:0-4,investment,3.498498498498498,1.8091141141141138,1.5913663663663662,2.0120120120120117,111
M2,offer,0:0-8,high_probability,0.8603603603603603,0.4276088588588589,0.37757132132132126,0.4775525525525526,111
M2,offer,0:0-8,investment,6.882882882882883,3.4208708708708713,3.02057057057057,3.8204204204204206,111
M2,offer,0:2-4,high_probability,0.7897897897897899,0.467210960960961,0.4143018018018018,0.5225225225225224,111
M2,offer,0:2-4,investment,3.5795795795795793,2.934421921921922,2.8286036036036033,3.045045045045045,111
M2,offer,0:2-8,high_probability,0.7037859287859289,0.43173166023166026,0.3956024774774775,0.4759161840411841,111
M2,offer,0:2-8,investment,6.222715572715573,4.5903899613899615,4.373614864864865,4.855497104247105,111
M2,offer,0:4-8,high_probability,0.6373873873873874,0.44128003003003,0.3926426426426427,0.4872372372372372,111
M2,offer,0:4-8,investment,6.54954954954955,5.7651201201201205,5.570570570570571,5.948948948948949,111
M2,time,0:1,high_probability,0.852230802230802,0.43576072501072505,0.39218280780780784,0.4822377734877734,111
M2,time,0:1,investment,5.74075504075504,3.65691226941227,3.449142535392536,3.8783381595881616,111
M2,time,0:2,high_probability,0.795145145145145,0.44362215787215786,0.40683665808665803,0.4883401258401258,111
M2,time,0:2,investment,4.826576576576578,3.292661268411268,3.1096290933790933,3.4977926140426128,111
M2,time,0:3,high_probability,0.7673673673673673,0.44574674674674675,0.39466108966108987,0.48736557986557993,111
M2,time,0:3,investment,4.724052624052623,3.319589875589876,3.0955419705419707,3.541041756041757,111
M2,recent,0:0,high_probability,0.7549592049592049,0.4262776024159538,0.3999675877878278,0.45550382212146934,111
M2,recent,0:0,investment,5.002802102802104,3.4969132181748286,3.356694370334076,3.6422615588792064,111
M2,recent,0:1,high_probability,0.7922443047443047,0.47858412615823603,0.44987379173040926,0.5054269621365207,111
M2,recent,0:1,investment,4.829201454201454,3.4544659326195704,3.3126931132813477,3.599960088158618,111
M2,partner,1,high_probability,0.5190448454674236,0.4451430719187012,0.4245877310408204,0.4641575476596454,111
M2,partner,1,investment,3.7121821802523556,3.4294526077061547,3.3347075745119223,3.534170865192986,111
M2,offer,1:0-2,high_probability,0.7575075075075076,0.471768018018018,0.4249249249249249,0.5278153153153153,111
M2,offer,1:0-2,investment,1.5150150150150152,0.943536036036036,0.8498498498498498,1.0556306306306307,111
M2,offer,1:0-4,high_probability,0.7064564564564564,0.44933933933933934,0.3926238738738739,0.5015765765765766,111
M2,offer,1:0-4,investment,2.8258258258258255,1.7973573573573574,1.5704954954954955,2.0063063063063065,111
M2,offer,1:0-8,high_probability,0.5893393393393394,0.4229466966966966,0.3761073573573573,0.4699699699699699,111
M2,offer,1:0-8,investment,4.714714714714715,3.383573573573573,3.0088588588588583,3.7597597597597594,111
M2,offer,1:2-4,high_probability,0.47822822822822825,0.4693430930930931,0.41364489489489487,0.5165540540540541,111
M2,offer,1:2-4,investment,2.956456456456456,2.938686186186186,2.8272897897897895,3.0331081081081077,111
M2,offer,1:2-8,high_probability,0.39299656799656807,0.43058172458172456,0.3945007507507507,0.469618993993994,111
M2,offer,1:2-8,investment,4.357979407979408,4.583490347490347,4.3670045045045045,4.817713963963964,111
M2,offer,1:4-8,high_probability,0.32882882882882886,0.44327327327327326,0.3873123123123123,0.491798048048048,111
M2,offer,1:4-8,investment,5.315315315315315,5.7730930930930935,5.54924924924925,5.967192192192193,111
M2,time,1:1,high_probability,0.5122694122694122,0.4439256756756757,0.39656290218790224,0.4903692084942086,111
M2,time,1:1,investment,3.886894036894037,3.5937501072501075,3.3890084727584733,3.8054241741741737,111
M2,time,1:2,high_probability,0.48277563277563273,0.43682303732303734,0.3917610467610467,0.48611111111111116,111
M2,time,1:2,investment,3.5539682539682538,3.4020214500214503,3.209168811668812,3.6275246675246664,111
M2,time,1:3,high_probability,0.5566816816816816,0.4469916881166881,0.39874168811668814,0.4856756756756757,111
M2,time,1:3,investment,3.7115401115401117,3.3022938652938656,3.086238738738738,3.51389317889318,111
M2,recent,1:0,high_probability,0.492744791274203,0.43084941197073556,0.3969531447656445,0.46025183727389624,111
M2,recent,1:0,investment,3.60363952128658,3.3606921624800883,3.2348758268611197,3.486867189036305,111
M2,recent,1:1,high_probability,0.5491973241973241,0.4739927893950726,0.44777720921103287,0.5054202778128863,111
M2,recent,1:1,investment,3.852864527864528,3.581276455070573,3.4449940063910653,3.738238730554907,111
M2,partner,2,high_probability,0.48026954526954524,0.4440701029823837,0.4226589567137813,0.4668886134829118,111
M2,partner,2,investment,3.5342567607479887,3.4170818206555045,3.313119852229502,3.5247965172351137,111
M2,offer,2:0-2,high_probability,0.6584084084084084,0.4709384384384384,0.4271396396396397,0.5256006006006005,111
M2,offer,2:0-2,investment,1.3168168168168168,0.9418768768768768,0.8542792792792794,1.051201201201201,111
M2,offer,2:0-4,high_probability,0.6006006006006005,0.4459121621621622,0.3955893393393393,0.4947447447447447,111
M2,offer,2:0-4,investment,2.402402402402402,1.7836486486486487,1.5823573573573573,1.978978978978979,111
M2,offer,2:0-8,high_probability,0.5157657657657657,0.41368993993993997,0.36711711711711714,0.4625187687687688,111
M2,offer,2:0-8,investment,4.126126126126126,3.3095195195195197,2.936936936936937,3.7001501501501504,111
M2,offer,2:2-4,high_probability,0.4872372372372372,0.4697484984984985,0.4170795795795796,0.5233295795795796,111
M2,offer,2:2-4,investment,2.9744744744744747,2.9394969969969975,2.834159159159159,3.0466591591591596,111
M2,offer,2:2-8,high_probability,0.3788610038610038,0.4304244422994422,0.3982987451737452,0.4634035821535821,111
M2,offer,2:2-8,investment,4.273166023166024,4.582546653796654,4.389792471042472,4.780421492921493,111
M2,offer,2:4-8,high_probability,0.34984984984984985,0.4470157657657657,0.39932432432432424,0.49791666666666673,111
M2,offer,2:4-8,investment,5.3993993993994,5.788063063063064,5.597297297297296,5.991666666666666,111
M2,time,2:1,high_probability,0.44620334620334623,0.4438775203775204,0.39822447447447457,0.48604810167310153,111
M2,time,2:1,investment,3.545002145002145,3.5965706778206776,3.356081081081081,3.8452767052767074,111
M2,time,2:2,high_probability,0.5028571428571429,0.4500645562770563,0.40384253246753266,0.49241179653679645,110
M2,time,2:2,investment,3.2467965367965363,3.094630844155844,2.8599664502164512,3.306257034632035,110
M2,time,2:3,high_probability,0.45508365508365506,0.4454031889031889,0.4030686936936936,0.49407353782353775,111
M2,time,2:3,investment,3.5783855283855286,3.5580371800371804,3.3348666523666526,3.8059336121836136,111
M2,recent,2:0,high_probability,0.4542325887914124,0.4285415017961458,0.40222136556695376,0.45550365462130166,111
M2,recent,2:0,investment,3.4144027158733037,3.344370059990803,3.2246432624741446,3.486075329097773,111
M2,recent,2:1,high_probability,0.5255488130488131,0.4749511290964465,0.4437196128372598,0.5040600158643888,111
M2,recent,2:1,investment,3.7390487890487893,3.574091863884821,3.421704223468929,3.716050218476689,111
M5,partner,0,high_probability,0.7787168939641232,0.7231799843781087,0.7109690439258854,0.7378016799131459,111
M5,partner,0,investment,4.963929540869012,4.841719691692198,4.77022503208735,4.902401188537592,111
M5,offer,0:0-2,high_probability,0.882132132132132,0.6580930930930929,0.6133445945945948,0.700563063063063,111
M5,offer,0:0-2,investment,1.764264264264264,1.3161861861861859,1.2266891891891896,1.401126126126126,111
M5,offer,0:0-4,high_probability,0.8746246246246245,0.7258070570570571,0.6921546546546548,0.7673048048048049,111
M5,offer,0:0-4,investment,3.498498498498498,2.9032282282282282,2.768618618618619,3.0692192192192196,111
M5,offer,0:0-8,high_probability,0.8603603603603603,0.7949737237237238,0.7619557057057058,0.8288663663663663,111
M5,offer,0:0-8,investment,6.882882882882883,6.35978978978979,6.0956456456456465,6.630930930930931,111
M5,offer,0:2-4,high_probability,0.7897897897897899,0.6476876876876878,0.6013513513513513,0.6914414414414415,111
M5,offer,0:2-4,investment,3.5795795795795793,3.2953753753753756,3.202702702702703,3.3828828828828827,111
M5,offer,0:2-8,high_probability,0.7037859287859289,0.7593431467181466,0.7354614435864435,0.7826871514371515,111
M5,offer,0:2-8,investment,6.222715572715573,6.556058880308881,6.412768661518661,6.696122908622908,111
M5,offer,0:4-8,high_probability,0.6373873873873874,0.71637012012012,0.6763325825825827,0.7537725225225225,111
M5,offer,0:4-8,investment,6.54954954954955,6.86548048048048,6.70533033033033,7.01509009009009,111
M5,time,0:1,high_probability,0.852230802230802,0.7190681038181037,0.6816808773058769,0.754303142428142,111
M5,time,0:1,investment,5.74075504075504,5.1612945087945095,4.955996353496355,5.328162805662806,111
M5,time,0:2,high_probability,0.795145145145145,0.7158214464464464,0.6825754325754325,0.7507218825968824,111
M5,time,0:2,investment,4.826576576576578,4.625350207350206,4.463271307021307,4.793909623909624,111
M5,time,0:3,high_probability,0.7673673673673673,0.7171650221650219,0.6792567567567568,0.759214929214929,111
M5,time,0:3,investment,4.724052624052623,4.649941584441585,4.483618976118976,4.843709066209067,111
M5,recent,0:0,high_probability,0.7549592049592049,0.6953347959009722,0.6744168348212467,0.7147741802153565,111
M5,recent,0:0,investment,5.002802102802104,4.857422930084695,4.755446607505431,4.953632197161609,111
M5,recent,0:1,high_probability,0.7922443047443047,0.7597615703291012,0.7383519587196056,0.780048737971532,111
M5,recent,0:1,investment,4.829201454201454,4.841769112634051,4.739490665483313,4.930743416772827,111
M5,partner,1,high_probability,0.5190448454674236,0.3627080768080005,0.34345428480802237,0.37862815803834104,111
M5,partner,1,investment,3.7121821802523556,3.0065333291229552,2.9231355175092784,3.079312072489418,111
M5,offer,1:0-2,high_probability,0.7575075075075076,0.4250525525525526,0.3813626126126126,0.47454954954954953,111
M5,offer,1:0-2,investment,1.5150150150150152,0.8501051051051052,0.7627252252252252,0.9490990990990991,111
M5,offer,1:0-4,high_probability,0.7064564564564564,0.3706493993993994,0.3280217717717717,0.42194069069069073,111
M5,offer,1:0-4,investment,2.8258258258258255,1.4825975975975976,1.3120870870870869,1.687762762762763,111
M5,offer,1:0-8,high_probability,0.5893393393393394,0.3079842342342342,0.265015015015015,0.35510510510510507,111
M5,offer,1:0-8,investment,4.714714714714715,2.4638738738738737,2.12012012012012,2.8408408408408405,111
M5,offer,1:2-4,high_probability,0.47822822822822825,0.4161561561561562,0.37385510510510517,0.4609797297297297,111
M5,offer,1:2-4,investment,2.956456456456456,2.832312312312313,2.7477102102102107,2.921959459459459,111
M5,offer,1:2-8,high_probability,0.39299656799656807,0.3295034856284856,0.2957140175890176,0.3626622157872158,111
M5,offer,1:2-8,investment,4.357979407979408,3.977020913770914,3.774284105534105,4.1759732947232955,111
M5,offer,1:4-8,high_probability,0.32882882882882886,0.3608483483483483,0.3107545045045045,0.4054804804804805,111
M5,offer,1:4-8,investment,5.315315315315315,5.443393393393394,5.2430180180180175,5.621921921921922,111
M5,time,1:1,high_probability,0.5122694122694122,0.35906166881166884,0.31852665165165156,0.4021007614757616,111
M5,time,1:1,investment,3.886894036894037,3.1747445302445305,2.9672619047619047,3.384729193479193,111
M5,time,1:2,high_probability,0.48277563277563273,0.3513258258258258,0.2993253968253967,0.39662644787644796,111
M5,time,1:2,investment,3.5539682539682538,2.966613041613042,2.7446128271128263,3.224735092235092,111
M5,time,1:3,high_probability,0.5566816816816816,0.36330373230373225,0.32473482410982407,0.4045031638781638,111
M5,time,1:3,investment,3.7115401115401117,2.8681783569283574,2.670580223080223,3.0969176319176315,111
M5,recent,1:0,high_probability,0.492744791274203,0.34707000973796637,0.32497358594785064,0.37245476462388233,111
M5,recent,1:0,investment,3.60363952128658,2.9555495782632004,2.8470805843967595,3.0868403939030884,111
M5,recent,1:1,high_probability,0.5491973241973241,0.39139842170008576,0.36340226088678096,0.4124813912130087,111
M5,recent,1:1,investment,3.852864527864528,3.1384109771261475,2.983543633394639,3.246542609251588,111
M5,partner,2,high_probability,0.48026954526954524,0.3584299794251548,0.3387944363514536,0.37564920704833,111
M5,partner,2,investment,3.5342567607479887,2.978811713447678,2.8739873353469836,3.065519525186191,111
M5,offer,2:0-2,high_probability,0.6584084084084084,0.42085210210210205,0.36709834834834837,0.46777402402402407,111
M5,offer,2:0-2,investment,1.3168168168168168,0.8417042042042041,0.7341966966966967,0.9355480480480481,111
M5,offer,2:0-4,high_probability,0.6006006006006005,0.3577815315315316,0.31527777777777777,0.4054241741741742,111
M5,offer,2:0-4,investment,2.402402402402402,1.4311261261261263,1.261111111111111,1.6216966966966968,111
M5,offer,2:0-8,high_probability,0.5157657657657657,0.295319069069069,0.2545045045045045,0.3341028528528529,111
