model,category,label,measure,observed,predicted,sim_low,sim_high,n_subjects
M0,partner,0,high_probability,0.7787168939641232,0.4992360001425219,0.4820945579501633,0.518564472297635,111
M0,partner,0,investment,4.963929540869012,3.718832968961954,3.629036451295828,3.804222639652948,111
M0,offer,0:0-2,high_probability,0.882132132132132,0.4991478978978978,0.4496809309309309,0.545138888888889,111
M0,offer,0:0-2,investment,1.764264264264264,0.9982957957957956,0.8993618618618618,1.090277777777778,111
M0,offer,0:0-4,high_probability,0.8746246246246245,0.49829579579579575,0.4489114114114114,0.5489114114114114,111
M0,offer,0:0-4,investment,3.498498498498498,1.993183183183183,1.7956456456456455,2.1956456456456457,111
M0,offer,0:0-8,high_probability,0.8603603603603603,0.5039414414414414,0.4586524024024023,0.5638325825825825,111
M0,offer,0:0-8,investment,6.882882882882883,4.031531531531531,3.6692192192192183,4.51066066066066,111
M0,offer,0:2-4,high_probability,0.7897897897897899,0.5005780780780781,0.44819819819819817,0.5511824324324324,111
M0,offer,0:2-4,investment,3.5795795795795793,3.0011561561561564,2.8963963963963963,3.102364864864865,111
M0,offer,0:2-8,high_probability,0.7037859287859289,0.49841478978978976,0.46489918489918486,0.5331456456456456,111
M0,offer,0:2-8,investment,6.222715572715573,4.990488738738739,4.78939510939511,5.1988738738738745,111
M0,offer,0:4-8,high_probability,0.6373873873873874,0.4961861861861862,0.44513888888888886,0.559328078078078,111
M0,offer,0:4-8,investment,6.54954954954955,5.984744744744744,5.780555555555556,6.237312312312311,111
M0,time,0:1,high_probability,0.852230802230802,0.49911990561990566,0.4569291613041613,0.5428861003861003,111
M0,time,0:1,investment,5.74075504075504,4.024640175890176,3.8110880523380524,4.268636314886316,111
M0,time,0:2,high_probability,0.795145145145145,0.4972107107107107,0.45190386815386824,0.5369885063635061,111
M0,time,0:2,investment,4.826576576576578,3.5636227656227653,3.350931288431288,3.784681109681109,111
M0,time,0:3,high_probability,0.7673673673673673,0.499217538967539,0.4514253539253538,0.5468740168740168,111
M0,time,0:3,investment,4.724052624052623,3.586991920491921,3.351907264407264,3.813693336193335,111
M0,recent,0:0,high_probability,0.7549592049592049,0.5038426810009627,0.47532863510804696,0.5303988854724149,111
M0,recent,0:0,investment,5.002802102802104,3.912325467251938,3.774161158499394,4.052814441527677,111
M0,recent,0:1,high_probability,0.7922443047443047,0.506343737541106,0.4752779792853323,0.5346688950181597,111
M0,recent,0:1,investment,4.829201454201454,3.5844071341877073,3.433288329654429,3.723924265290364,111
M0,partner,1,high_probability,0.5190448454674236,0.4999129259694477,0.48156234912375256,0.5218779019755372,111
M0,partner,1,investment,3.7121821802523556,3.7171104544658315,3.6226640935492953,3.8224888304873055,111
M0,offer,1:0-2,high_probability,0.7575075075075076,0.49752627627627627,0.45187687687687683,0.5526276276276276,111
M0,offer,1:0-2,investment,1.5150150150150152,0.9950525525525525,0.9037537537537537,1.1052552552552553,111
M0,offer,1:0-4,high_probability,0.7064564564564564,0.5007394894894895,0.45495495495495497,0.5421171171171172,111
M0,offer,1:0-4,investment,2.8258258258258255,2.002957957957958,1.8198198198198199,2.1684684684684687,111
M0,offer,1:0-8,high_probability,0.5893393393393394,0.4997522522522523,0.4488926426426427,0.5571696696696697,111
M0,offer,1:0-8,investment,4.714714714714715,3.9980180180180183,3.591141141141142,4.457357357357358,111
M0,offer,1:2-4,high_probability,0.47822822822822825,0.4995758258258258,0.4458896396396396,0.5443506006006006,111
M0,offer,1:2-4,investment,2.956456456456456,2.9991516516516517,2.8917792792792785,3.088701201201201,111
M0,offer,1:2-8,high_probability,0.39299656799656807,0.5002593843843843,0.46113872801372796,0.5348914092664093,111
M0,offer,1:2-8,investment,4.357979407979408,5.001556306306306,4.766832368082369,5.209348455598455,111
M0,offer,1:4-8,high_probability,0.32882882882882886,0.5011824324324324,0.45268393393393397,0.5540915915915915,111
M0,offer,1:4-8,investment,5.315315315315315,6.004729729729729,5.8107357357357365,6.216366366366366,111
M0,time,1:1,high_probability,0.5122694122694122,0.49876088588588585,0.455507024882025,0.5459813384813383,111
M0,time,1:1,investment,3.886894036894037,3.8817753110253115,3.670658515658516,4.08790755040755,111
M0,time,1:2,high_probability,0.48277563277563273,0.500491848991849,0.4548546761046761,0.5480764693264693,111
M0,time,1:2,investment,3.5539682539682538,3.7269431574431575,3.4978485628485636,3.9632400257400255,111
M0,time,1:3,high_probability,0.5566816816816816,0.49960773273273273,0.45465653153153135,0.5426410338910338,111
M0,time,1:3,investment,3.7115401115401117,3.5857478549978548,3.387944015444016,3.7894149506649515,111
M0,recent,1:0,high_probability,0.492744791274203,0.5071753476759282,0.4813807146160086,0.53660531004281,111
M0,recent,1:0,investment,3.60363952128658,3.7434395093265063,3.6104484530955125,3.877948929198928,111
M0,recent,1:1,high_probability,0.5491973241973241,0.5058071499232489,0.47987889169874476,0.5388896864632156,111
M0,recent,1:1,investment,3.852864527864528,3.7640381992990353,3.638145934579758,3.9243653801374383,111
M0,partner,2,high_probability,0.48026954526954524,0.5008215694566572,0.48043071863685877,0.521082515523305,111
M0,partner,2,investment,3.5342567607479887,3.715842069672772,3.6132279208858145,3.8133283939424305,111
M0,offer,2:0-2,high_probability,0.6584084084084084,0.5015127627627628,0.4459084084084084,0.5540915915915917,111
M0,offer,2:0-2,investment,1.3168168168168168,1.0030255255255256,0.8918168168168168,1.1081831831831834,111
M0,offer,2:0-4,high_probability,0.6006006006006005,0.4997447447447448,0.45416666666666666,0.5481231231231232,111
M0,offer,2:0-4,investment,2.402402402402402,1.9989789789789791,1.8166666666666667,2.1924924924924927,111
M0,offer,2:0-8,high_probability,0.5157657657657657,0.501403903903904,0.44814189189189185,0.5525900900900901,111
M0,offer,2:0-8,investment,4.126126126126126,4.011231231231232,3.585135135135135,4.420720720720721,111
M0,offer,2:2-4,high_probability,0.4872372372372372,0.5034009009009008,0.4555367867867868,0.550337837837838,111
M0,offer,2:2-4,investment,2.9744744744744747,3.0068018018018017,2.911073573573573,3.1006756756756757,111
M0,offer,2:2-8,high_probability,0.3788610038610038,0.4997490347490347,0.46396262333762334,0.5330477799227799,111
M0,offer,2:2-8,investment,4.273166023166024,4.998494208494209,4.783775740025741,5.198286679536679,111
M0,offer,2:4-8,high_probability,0.34984984984984985,0.5008145645645645,0.44217342342342336,0.5518956456456456,111
M0,offer,2:4-8,investment,5.3993993993994,6.003258258258259,5.768693693693694,6.2075825825825826,111
M0,time,2:1,high_probability,0.44620334620334623,0.5017058665808666,0.460010725010725,0.5523313492063491,111
M0,time,2:1,investment,3.545002145002145,3.8965558773058775,3.675931467181466,4.163999892749893,111
M0,time,2:2,high_probability,0.5028571428571429,0.4990274350649351,0.4541379870129868,0.5427697510822511,110
M0,time,2:2,investment,3.2467965367965363,3.3492167748917745,3.11342316017316,3.585180735930735,110
M0,time,2:3,high_probability,0.45508365508365506,0.5022794401544401,0.4623623623623624,0.5446374052624053,111
M0,time,2:3,investment,3.5783855283855286,3.887084155584156,3.6487929000428996,4.13432074932075,111
M0,recent,2:0,high_probability,0.4542325887914124,0.5076445505474143,0.47142832740259205,0.5382479554170733,111
M0,recent,2:0,investment,3.4144027158733037,3.7387803917745868,3.5978902388461202,3.8938554980834392,111
M0,recent,2:1,high_probability,0.5255488130488131,0.5076376883031294,0.47875695098121557,0.5398722829082736,111
M0,recent,2:1,investment,3.7390487890487893,3.7647359832936456,3.6133449767273293,3.917439271703978,111
M1,partner,0,high_probability,0.7787168939641232,0.44993928545335193,0.43357025807015154,0.46837229279695203,111
M1,partner,0,investment,4.963929540869012,3.4521161660733277,3.369286348176587,3.5542238313465937,111
