condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
positive,0,hierarchical,participant,alpha,111.0,0.1293035159150857,0.048716312268472936,0.4743509575974063,0.4486398736398736,,0.8378378378378378,,,,,,
positive,0,MLE_theta10,participant,alpha,111.0,0.30274677224236335,0.11715635048921508,0.27544675674899105,0.3136687933470889,,,,,,,,
positive,0,hierarchical,participant,kappa,111.0,0.14869608855626082,-0.023116074556075526,0.8145334224437392,0.6559319059319059,,0.9459459459459459,,,,,,
positive,0,MLE_theta10,participant,kappa,111.0,0.27343788909818617,0.05911990044592618,0.6811771375839206,0.5390224640224639,,,,,,,,
positive,0,hierarchical,participant,theta,111.0,0.4386468982156516,0.036739819283687615,0.7175374109811529,0.7035802035802036,0.0,0.990990990990991,,,,,,
positive,0,MLE_theta10,participant,theta,111.0,3.080584308453852,1.1335990268375673,0.4146275980195957,0.6100600974017414,0.10810810810810811,,,,,,,
positive,0,hierarchical,participant,friend_value_probability_effect,111.0,0.07684609509998061,-0.019400872992360815,0.8022354965597581,0.7436293436293435,,0.954954954954955,,,,,,
positive,0,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1173027396213638,0.02104123920609875,0.7361724274498505,0.6635565928281552,,,,,,,,
positive,0,hierarchical,population,mu_alpha,,,0.34404565520390384,,,,0.0,-1.0,0.0,-0.6559543447960962,-0.6559765963,-0.916589460985,-0.39482195068
positive,0,hierarchical,population,mu_kappa,,,-0.11364781534641244,,,,1.0,-1.2,0.0,-1.3136478153464124,-1.3106566124999999,-1.5269590077,-1.123294280225
positive,0,hierarchical,population,mu_theta,,,-0.135755620888675,,,,1.0,1.0,1.0,0.864244379111325,0.86239308895,0.49002534087,1.2537022165749998
positive,0,hierarchical,population,tau_alpha,,,-0.18547723829191032,,,,1.0,0.65,1.0,0.4645227617080897,0.46763339805000004,0.1284319152675,0.7729027806449998
positive,0,hierarchical,population,tau_kappa,,,0.03695648218753733,,,,1.0,0.65,1.0,0.6869564821875374,0.6830317249,0.5341504558725,0.8616584067024999
positive,0,hierarchical,population,tau_theta,,,0.1122739207943626,,,,1.0,1.0,1.0,1.1122739207943626,1.1004350105,0.7707606292525,1.531564424025
positive,0,hierarchical,population,beta_alpha,,,-0.1381454297053382,,,,1.0,0.0,0.1095,-0.1381454297053382,-0.1382534817,-0.36088004899250004,0.08472636912924991
positive,0,hierarchical,population,beta_kappa,,,0.0689856333835533,,,,1.0,0.0,0.781625,0.0689856333835533,0.06966784177999999,-0.103934325575,0.24868112811499993
positive,0,hierarchical,population,beta_theta,,,-0.05302296187120864,,,,1.0,0.35,0.968,0.29697703812879134,0.29814565810000004,-0.016447383869249994,0.620450728805
positive,0,hierarchical,population,friend_probability_change_25_to_75,,,0.014719497274502474,,,,1.0,0.11285486504425624,,0.1275743623187587,0.1268557308925048,0.027676435779157686,0.23422250693363225
