parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.77616,0.010977,0.341991,0.324231,-3.382,-2.74044,-2.28135,1002.41,2048.37,0.729225,1.00597,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
mu[2],-1.55365,0.00368439,0.155345,0.152773,-1.81299,-1.55082,-1.30292,1791.82,3127.63,1.30349,1.00333,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
mu[3],6.95663,0.0174385,0.8778,0.87327,5.56024,6.94024,8.44027,2562.87,4371.4,1.86441,1.00163,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
tau[1],1.32825,0.010089,0.328244,0.311609,0.817666,1.31631,1.90695,1030.62,1590.13,0.749743,1.00213,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
tau[2],1.39342,0.00246468,0.112132,0.108711,1.2177,1.38879,1.58401,2082.02,3409.87,1.51461,1.00163,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
tau[3],6.521,0.00871701,0.62917,0.634427,5.53891,6.48608,7.60343,5140.77,5975.08,3.73976,1.00119,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"beta[1,1]",-0.113403,0.00395845,0.245314,0.235656,-0.52286,-0.10629,0.274534,3914.65,4949.63,2.84779,1.00024,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"beta[2,1]",-0.13396,0.00249591,0.12837,0.12871,-0.345113,-0.132373,0.0750981,2662.91,4326.1,1.93719,0.999857,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"beta[3,1]",0.382607,0.00866048,0.549594,0.540875,-0.519554,0.388488,1.27648,4063.42,5356.27,2.95602,1.00137,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"natural[1,1]",0.0814972,0.0012551,0.0884451,0.0556716,0.00370005,0.0497808,0.27476,4496.08,5543.0,3.27077,1.00056,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"natural[1,2]",0.598701,0.00288148,0.291537,0.292779,0.182342,0.56753,1.13136,9332.7,5559.02,6.78926,1.00082,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"natural[1,3]",8.29167,0.0408633,3.66009,3.70587,3.17857,7.78986,15.0717,9602.29,5784.55,6.98538,0.999902,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"natural[2,1]",0.224009,0.00254024,0.17195,0.170023,0.0215392,0.182061,0.56167,4327.4,4998.08,3.14806,1.0002,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"natural[2,2]",0.154366,0.00129915,0.121643,0.0865659,0.0326331,0.119533,0.398555,7620.85,5534.79,5.54394,1.00037,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"natural[2,3]",9.56248,0.055443,4.87641,5.11475,2.74541,8.97111,18.4472,8939.81,5591.45,6.50345,1.00153,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
"natural[3,1]",0.153276,0.00220192,0.146152,0.0997656,0.0131293,0.110734,0.45386,3421.18,4661.97,2.48881,1.00305,H5_full_age_prior1.5_attempt95_short,111,0,diag_e,4,2000,2000,0.95,0,0.6771955915368885,True
