participant_id,partner,chose_high,high_probability,investment,rt,n
sub-10857,friend,1.0,1.0,6.0,1.4360906500000001,28
sub-10857,stranger,0.0,0.0,2.0,1.6532819,20
sub-10857,stranger,1.0,1.0,3.5,1.62187165,8
sub-10858,computer,0.0,0.0,1.4166666666666667,2.05373205,24
sub-10858,computer,1.0,1.0,6.0,2.28604945,4
sub-10858,friend,0.0,0.0,2.0,1.4977736,1
sub-10858,friend,1.0,1.0,6.0,1.99434025,26
sub-10858,stranger,0.0,0.0,3.0,1.90081065,2
sub-10858,stranger,1.0,1.0,5.846153846153846,2.0383085999999997,26
sub-10860,computer,0.0,0.0,1.0,1.7494513,2
sub-10860,computer,1.0,1.0,6.0,2.0012528499999997,26
sub-10860,friend,1.0,1.0,6.0,1.6655053,28
sub-10860,stranger,0.0,0.0,0.5714285714285714,2.2008755,7
sub-10860,stranger,1.0,1.0,6.315789473684211,1.9336011,19
sub-10862,computer,0.0,0.0,1.6,2.418464,15
sub-10862,computer,1.0,1.0,6.0,2.5757034,13
sub-10862,friend,0.0,0.0,0.0,2.0721114,1
sub-10862,friend,1.0,1.0,6.3076923076923075,2.1746800000000004,26
sub-10862,stranger,0.0,0.0,1.1428571428571428,2.3620265,7
sub-10862,stranger,1.0,1.0,5.8,2.1592781,20
sub-10863,computer,0.0,0.0,1.5,2.03191035,4
sub-10863,computer,1.0,1.0,5.916666666666667,1.6541477,24
sub-10863,friend,1.0,1.0,6.148148148148148,1.5745701,27
sub-10863,stranger,1.0,1.0,6.0,1.5619389,28
sub-10866,computer,0.0,0.0,1.8666666666666667,1.9143844,15
sub-10866,computer,1.0,1.0,5.538461538461538,1.7773823,13
sub-10866,friend,0.0,0.0,2.5,1.8764904,8
sub-10866,friend,1.0,1.0,5.4,1.76942855,20
sub-10866,stranger,0.0,0.0,2.0,1.7715792,12
sub-10866,stranger,1.0,1.0,5.0,1.68892875,16
sub-10875,computer,0.0,0.0,0.0,1.7811089,1
sub-10875,computer,1.0,1.0,6.074074074074074,1.3483894,27
sub-10875,friend,1.0,1.0,6.0,1.29150615,28
sub-10875,stranger,0.0,0.0,4.0,1.8039656,1
sub-10875,stranger,1.0,1.0,5.925925925925926,1.3165252,27
sub-10881,computer,0.0,0.0,2.0,2.43446,9
sub-10881,computer,1.0,1.0,3.0,2.2722174,2
sub-10881,friend,0.0,0.0,2.0,2.14292205,8
sub-10881,friend,1.0,1.0,4.0,1.9569271,5
sub-10881,stranger,0.0,0.0,1.8181818181818181,2.273502,11
sub-10881,stranger,1.0,1.0,4.0,2.8803525,3
sub-10886,computer,0.0,0.0,1.3333333333333333,2.2675791,6
sub-10886,computer,1.0,1.0,6.25,1.78934555,8
sub-10886,friend,0.0,0.0,0.6666666666666666,1.7315533,3
sub-10886,friend,1.0,1.0,6.4,1.9691116499999999,10
sub-10886,stranger,0.0,0.0,1.7142857142857142,1.9680676,7
sub-10886,stranger,1.0,1.0,6.333333333333333,1.7255974,6
sub-10887,computer,0.0,0.0,1.3333333333333333,1.5771823,9
sub-10887,computer,1.0,1.0,5.473684210526316,1.4136324,19
sub-10887,friend,0.0,0.0,2.0,1.50709515,10
sub-10887,friend,1.0,1.0,6.0,1.32963435,18
sub-10887,stranger,0.0,0.0,1.1428571428571428,1.4633597,7
sub-10887,stranger,1.0,1.0,6.285714285714286,1.4458302,21
sub-10896,computer,0.0,0.0,1.7142857142857142,1.71616655,14
sub-10896,computer,1.0,1.0,4.615384615384615,1.7555534,13
sub-10896,friend,0.0,0.0,3.0,2.1472876,2
sub-10896,friend,1.0,1.0,5.92,1.6022561,25
sub-10896,stranger,0.0,0.0,2.1333333333333333,1.6871424,15
sub-10896,stranger,1.0,1.0,4.833333333333333,1.6784835,12
sub-10897,computer,0.0,0.0,1.5,1.64820375,12
sub-10897,computer,1.0,1.0,6.0,1.6142499,2
sub-10897,friend,1.0,1.0,5.846153846153846,1.4944319,13
sub-10897,stranger,0.0,0.0,2.0,1.7184031,1
sub-10897,stranger,1.0,1.0,5.846153846153846,1.5957382,13
sub-10898,computer,0.0,0.0,1.4666666666666666,2.201693,15
sub-10898,computer,1.0,1.0,6.545454545454546,1.8940737,11
sub-10898,friend,0.0,0.0,1.5,2.3340601999999997,4
sub-10898,friend,1.0,1.0,6.181818181818182,1.9081021,22
sub-10898,stranger,0.0,0.0,1.6666666666666667,2.4021771999999997,6
sub-10898,stranger,1.0,1.0,5.523809523809524,1.8455251,21
sub-10908,computer,0.0,0.0,1.75,1.4064477000000002,8
sub-10908,computer,1.0,1.0,6.1,1.5691065499999999,20
sub-10908,friend,0.0,0.0,2.0,1.5507868,8
sub-10908,friend,1.0,1.0,5.894736842105263,1.7105609,19
sub-10908,stranger,0.0,0.0,2.857142857142857,1.4825464,7
sub-10908,stranger,1.0,1.0,5.523809523809524,1.7037307,21
sub-10918,computer,0.0,0.0,1.4814814814814814,1.481195,27
sub-10918,computer,1.0,1.0,2.0,1.5104978,1
sub-10918,friend,0.0,0.0,2.5,1.4637462,12
sub-10918,friend,1.0,1.0,5.0,1.4932012499999998,16
sub-10918,stranger,0.0,0.0,1.5454545454545454,1.4652896499999999,22
sub-10918,stranger,1.0,1.0,4.333333333333333,1.5972317,6
sub-10924,computer,1.0,1.0,6.0,1.8891089,28
sub-10924,friend,0.0,0.0,4.0,1.7160099,1
sub-10924,friend,1.0,1.0,5.925925925925926,1.7977748,27
sub-10924,stranger,1.0,1.0,6.0,1.8393586499999999,28
sub-10926,computer,0.0,0.0,1.3846153846153846,1.8445722,13
sub-10926,computer,1.0,1.0,8.0,1.059145,1
sub-10926,friend,0.0,0.0,1.0,1.89303315,2
sub-10926,friend,1.0,1.0,5.666666666666667,1.85635415,12
sub-10926,stranger,0.0,0.0,1.6363636363636365,1.8233204,11
sub-10926,stranger,1.0,1.0,3.3333333333333335,1.5853077,3
sub-10928,computer,0.0,0.0,1.5384615384615385,2.010147,13
sub-10928,friend,0.0,0.0,3.0,1.8872691000000001,4
sub-10928,friend,1.0,1.0,5.2,2.1868999000000002,10
sub-10928,stranger,0.0,0.0,1.4285714285714286,1.9037391000000001,14
sub-10929,computer,0.0,0.0,2.4,1.7671658,5
sub-10929,computer,1.0,1.0,6.0,2.3229911,9
sub-10929,friend,0.0,0.0,3.0,2.03269405,2
sub-10929,friend,1.0,1.0,5.666666666666667,1.60263255,12
sub-10929,stranger,0.0,0.0,2.0,1.6475148000000002,8
sub-10929,stranger,1.0,1.0,4.0,1.78388155,6
sub-10930,computer,0.0,0.0,1.875,2.0425806,16
sub-10930,computer,1.0,1.0,5.090909090909091,2.074957,11
sub-10930,friend,0.0,0.0,2.0,2.2788923,1
sub-10930,friend,1.0,1.0,5.925925925925926,1.6650786,27
sub-10930,stranger,0.0,0.0,2.0,1.7391016,11
sub-10930,stranger,1.0,1.0,6.0,2.0684042,17
sub-10938,computer,0.0,0.0,1.6666666666666667,1.95944305,12
sub-10938,computer,1.0,1.0,6.0,1.8616228499999998,16
sub-10938,friend,0.0,0.0,4.0,1.615326,1
sub-10938,friend,1.0,1.0,5.925925925925926,1.7616372,27
sub-10938,stranger,0.0,0.0,2.0,1.90474125,6
sub-10938,stranger,1.0,1.0,5.809523809523809,1.8214515,21
sub-10940,computer,0.0,0.0,1.6,2.309304,5
sub-10940,computer,1.0,1.0,6.0,2.0319228,23
sub-10940,friend,0.0,0.0,2.5,2.10653265,8
sub-10940,friend,1.0,1.0,5.2,1.8064429,20
sub-10940,stranger,0.0,0.0,2.0,1.89501005,12
sub-10940,stranger,1.0,1.0,5.625,2.02790845,16
sub-10950,computer,0.0,0.0,1.7142857142857142,1.4835715,7
sub-10950,computer,1.0,1.0,5.523809523809524,1.5609235,21
sub-10950,friend,0.0,0.0,1.6,1.8326578,5
sub-10950,friend,1.0,1.0,5.739130434782608,1.5180709,23
sub-10950,stranger,0.0,0.0,2.75,1.4407402999999999,8
sub-10950,stranger,1.0,1.0,5.4,1.55698875,20
sub-10951,computer,0.0,0.0,1.7272727272727273,1.97736355,22
sub-10951,computer,1.0,1.0,2.6666666666666665,2.13574635,6
sub-10951,friend,1.0,1.0,6.0,1.83571175,28
sub-10951,stranger,0.0,0.0,1.4074074074074074,1.9188004,27
sub-10951,stranger,1.0,1.0,4.0,2.129275,1
sub-10952,computer,0.0,0.0,4.0,2.014015,1
sub-10952,computer,1.0,1.0,5.846153846153846,2.1850493,13
sub-10952,friend,1.0,1.0,6.0,1.6661953500000002,14
sub-10952,stranger,0.0,0.0,2.0,2.105657,3
sub-10952,stranger,1.0,1.0,5.818181818181818,2.0523038,11
sub-10953,computer,0.0,0.0,1.4074074074074074,1.774488,27
sub-10953,computer,1.0,1.0,8.0,1.9053724,1
sub-10953,friend,0.0,0.0,2.0,1.8735064,1
sub-10953,friend,1.0,1.0,6.074074074074074,1.7606941,27
sub-10953,stranger,0.0,0.0,1.4285714285714286,1.85415475,28
sub-10954,computer,0.0,0.0,0.6666666666666666,0.8783597,9
sub-10954,computer,1.0,1.0,5.4,1.5637874,10
sub-10954,friend,0.0,0.0,2.0,1.297656,11
sub-10954,friend,1.0,1.0,4.666666666666667,0.5539345,6
sub-10954,stranger,0.0,0.0,1.8181818181818181,0.7235109,11
sub-10954,stranger,1.0,1.0,6.0,1.1134875000000002,12
sub-10956,computer,0.0,0.0,1.6,1.507758,25
sub-10956,computer,1.0,1.0,4.666666666666667,1.5809624,3
sub-10956,friend,1.0,1.0,6.0,1.4253548999999999,28
sub-10956,stranger,0.0,0.0,2.1333333333333333,1.5586784,15
sub-10956,stranger,1.0,1.0,4.615384615384615,1.4857348,13
sub-10958,computer,0.0,0.0,1.8095238095238095,1.7326074,21
sub-10958,computer,1.0,1.0,4.666666666666667,2.13117835,6
sub-10958,friend,0.0,0.0,1.6,1.5877629999999998,10
sub-10958,friend,1.0,1.0,6.0,1.76630895,18
sub-10958,stranger,0.0,0.0,1.5238095238095237,1.5807395,21
sub-10958,stranger,1.0,1.0,4.666666666666667,2.03675595,6
sub-10969,computer,0.0,0.0,1.5,1.59556845,12
sub-10969,computer,1.0,1.0,5.625,1.6045764,16
sub-10969,friend,0.0,0.0,2.1333333333333333,1.5824991,15
sub-10969,friend,1.0,1.0,5.6923076923076925,1.6975526,13
sub-10969,stranger,0.0,0.0,1.7894736842105263,1.6036029,19
sub-10969,stranger,1.0,1.0,5.555555555555555,1.7267705,9
sub-10974,computer,0.0,0.0,1.3333333333333333,2.2422304,3
sub-10974,computer,1.0,1.0,5.333333333333333,2.2455719,9
sub-10974,friend,0.0,0.0,3.3333333333333335,2.1591473,3
sub-10974,friend,1.0,1.0,5.2,2.030563,10
sub-10974,stranger,0.0,0.0,2.4,2.3699493,5
sub-10974,stranger,1.0,1.0,5.0,2.1624554,8
sub-10977,computer,0.0,0.0,1.8181818181818181,1.6616606,11
sub-10977,computer,1.0,1.0,4.666666666666667,1.9372392,3
sub-10977,friend,0.0,0.0,2.6666666666666665,2.4733212,3
sub-10977,friend,1.0,1.0,5.818181818181818,1.6868681,11
sub-10977,stranger,0.0,0.0,1.5384615384615385,1.5616869,13
sub-10977,stranger,1.0,1.0,2.0,2.0872982,1
sub-10983,computer,0.0,0.0,1.7272727272727273,1.65680505,22
sub-10983,computer,1.0,1.0,3.0,1.8687559,6
sub-10983,friend,0.0,0.0,2.4615384615384617,1.625353,13
sub-10983,friend,1.0,1.0,4.571428571428571,1.7874927999999999,14
sub-10983,stranger,0.0,0.0,2.235294117647059,1.6160846,17
sub-10983,stranger,1.0,1.0,3.5,1.9723074999999999,8
sub-10984,computer,0.0,0.0,1.7894736842105263,2.275098,19
sub-10984,computer,1.0,1.0,4.444444444444445,2.209178,9
sub-10984,friend,0.0,0.0,2.0,2.289192,1
sub-10984,friend,1.0,1.0,6.0,1.8872795,26
sub-10984,stranger,0.0,0.0,1.75,2.0402215999999997,16
sub-10984,stranger,1.0,1.0,5.6,2.0295041,10
sub-11005,computer,0.0,0.0,1.6363636363636365,0.9699278,11
sub-11005,computer,1.0,1.0,5.882352941176471,1.5671182,17
sub-11005,friend,0.0,0.0,2.0,1.1229654999999998,14
sub-11005,friend,1.0,1.0,5.076923076923077,1.6532109,13
sub-11005,stranger,0.0,0.0,1.0,0.93886185,10
sub-11005,stranger,1.0,1.0,6.875,1.0297373,16
sub-11031,computer,0.0,0.0,2.0,1.4459659,15
sub-11031,computer,1.0,1.0,4.923076923076923,1.9241126,13
sub-11031,friend,0.0,0.0,2.8,1.6048398000000001,10
sub-11031,friend,1.0,1.0,4.9411764705882355,1.6985124,17
sub-11031,stranger,0.0,0.0,1.7391304347826086,1.6068919,23
sub-11031,stranger,1.0,1.0,2.8,2.1430812,5
