participant_id,partner,chose_high,high_probability,investment,rt,n
sub-10589,computer,1.0,1.0,4.9411764705882355,1.6389571,17
sub-10589,friend,0.0,0.0,2.0,2.1150664,2
sub-10589,friend,1.0,1.0,5.846153846153846,1.72916205,26
sub-10589,stranger,0.0,0.0,2.5454545454545454,1.9556723,11
sub-10589,stranger,1.0,1.0,5.294117647058823,1.686405,17
sub-10590,computer,0.0,0.0,1.44,1.7637635,25
sub-10590,computer,1.0,1.0,4.666666666666667,2.14136,3
sub-10590,friend,0.0,0.0,2.0,1.6243134,3
sub-10590,friend,1.0,1.0,6.16,1.7197143,25
sub-10590,stranger,0.0,0.0,2.2857142857142856,1.88800265,14
sub-10590,stranger,1.0,1.0,4.571428571428571,1.84235165,14
sub-10596,computer,0.0,0.0,1.2857142857142858,2.0388291499999998,14
sub-10596,computer,1.0,1.0,5.666666666666667,1.6853996,12
sub-10596,friend,0.0,0.0,4.0,1.8439033,1
sub-10596,friend,1.0,1.0,5.925925925925926,1.7266157,27
sub-10596,stranger,0.0,0.0,2.0,2.0128835,2
sub-10596,stranger,1.0,1.0,5.846153846153846,1.83262,26
sub-10603,computer,0.0,0.0,1.0526315789473684,2.0391588,19
sub-10603,computer,1.0,1.0,6.666666666666667,2.1040976,9
sub-10603,friend,0.0,0.0,1.7777777777777777,2.065037,9
sub-10603,friend,1.0,1.0,6.2105263157894735,2.022657,19
sub-10603,stranger,0.0,0.0,1.4782608695652173,1.9561619,23
sub-10603,stranger,1.0,1.0,6.0,2.4108098,5
sub-10606,computer,0.0,0.0,4.0,2.315546,1
sub-10606,computer,1.0,1.0,5.76,1.6547933,25
sub-10606,friend,1.0,1.0,6.0,1.5747813000000002,28
sub-10606,stranger,0.0,0.0,2.0,1.5470427,1
sub-10606,stranger,1.0,1.0,5.846153846153846,1.80489825,26
sub-10608,computer,0.0,0.0,1.5384615384615385,1.6915574,13
sub-10608,computer,1.0,1.0,2.0,1.6642307,1
sub-10608,friend,1.0,1.0,6.0,1.4704093,14
sub-10608,stranger,0.0,0.0,1.6666666666666667,1.65807105,12
sub-10608,stranger,1.0,1.0,2.0,1.4691676999999999,2
sub-10617,computer,0.0,0.0,1.25,1.9356117,8
sub-10617,computer,1.0,1.0,6.0,2.1583261499999997,6
sub-10617,friend,0.0,0.0,2.6666666666666665,2.032001,3
sub-10617,friend,1.0,1.0,5.454545454545454,1.9832643,11
sub-10617,stranger,0.0,0.0,2.8,1.8141185,5
sub-10617,stranger,1.0,1.0,5.333333333333333,2.0455613,9
sub-10636,computer,0.0,0.0,1.0,2.0545212,4
sub-10636,computer,1.0,1.0,6.083333333333333,1.5558228,24
sub-10636,friend,0.0,0.0,0.0,1.5684382,1
sub-10636,friend,1.0,1.0,6.3076923076923075,1.5548834500000002,26
sub-10636,stranger,0.0,0.0,2.6666666666666665,1.4837222,3
sub-10636,stranger,1.0,1.0,5.916666666666667,1.5081837500000002,24
sub-10638,computer,0.0,0.0,2.0,1.4593198,1
sub-10638,computer,1.0,1.0,6.153846153846154,1.9270191,26
sub-10638,friend,1.0,1.0,6.0,1.85837695,28
sub-10638,stranger,0.0,0.0,4.0,2.517993,1
sub-10638,stranger,1.0,1.0,5.925925925925926,1.7187773,27
sub-10640,computer,0.0,0.0,1.1,1.81641695,20
sub-10640,computer,1.0,1.0,6.25,1.9421951499999999,8
sub-10640,friend,0.0,0.0,1.0909090909090908,1.8193325,11
sub-10640,friend,1.0,1.0,5.882352941176471,1.8433928,17
sub-10640,stranger,0.0,0.0,1.6363636363636365,1.97744005,22
sub-10640,stranger,1.0,1.0,3.6,1.8580619,5
sub-10641,computer,0.0,0.0,2.0,2.2305123,6
sub-10641,computer,1.0,1.0,5.0,1.6774952,8
sub-10641,friend,1.0,1.0,6.0,1.5536314999999998,14
sub-10641,stranger,0.0,0.0,1.4545454545454546,1.6465713,11
sub-10641,stranger,1.0,1.0,4.666666666666667,1.7373111,3
sub-10642,computer,0.0,0.0,1.3333333333333333,1.4331663,27
sub-10642,computer,1.0,1.0,8.0,1.2140545,1
sub-10642,friend,1.0,1.0,6.0,1.4219230500000002,28
sub-10642,stranger,0.0,0.0,1.6666666666666667,1.4382319,24
sub-10642,stranger,1.0,1.0,3.0,1.2471328499999998,4
sub-10644,computer,0.0,0.0,1.1666666666666667,1.8380686499999999,24
sub-10644,computer,1.0,1.0,8.0,1.8919123,3
sub-10644,friend,1.0,1.0,6.0,1.8671049499999999,28
sub-10644,stranger,0.0,0.0,1.391304347826087,1.8565892,23
sub-10644,stranger,1.0,1.0,6.5,2.01771705,4
sub-10647,computer,0.0,0.0,1.4814814814814814,1.489038,27
sub-10647,computer,1.0,1.0,2.0,1.1817195,1
sub-10647,friend,0.0,0.0,1.7,1.5610442999999998,20
sub-10647,friend,1.0,1.0,4.285714285714286,1.7469345,7
sub-10647,stranger,0.0,0.0,1.5384615384615385,1.5027565,26
sub-10647,stranger,1.0,1.0,2.0,1.9788958,2
sub-10649,computer,0.0,0.0,4.0,1.4548113,1
sub-10649,computer,1.0,1.0,5.826086956521739,1.794961,23
sub-10649,friend,0.0,0.0,2.0,2.3831313,1
sub-10649,friend,1.0,1.0,6.083333333333333,1.7978540500000002,24
sub-10649,stranger,1.0,1.0,6.0,1.87512065,28
sub-10652,computer,0.0,0.0,2.0,2.0556815,11
sub-10652,computer,1.0,1.0,5.529411764705882,1.7531404,17
sub-10652,friend,0.0,0.0,2.5,2.0755596,4
sub-10652,friend,1.0,1.0,5.666666666666667,1.7469995,24
sub-10652,stranger,0.0,0.0,1.8333333333333333,2.0287447,12
sub-10652,stranger,1.0,1.0,5.5,1.82088155,16
sub-10656,computer,0.0,0.0,1.4285714285714286,1.65893175,28
sub-10656,friend,0.0,0.0,2.1333333333333333,1.6845263,15
sub-10656,friend,1.0,1.0,3.6923076923076925,1.766018,13
sub-10656,stranger,0.0,0.0,1.9,1.6336781,20
sub-10656,stranger,1.0,1.0,3.75,1.9530183,8
sub-10657,computer,0.0,0.0,1.6666666666666667,2.0330068,12
sub-10657,computer,1.0,1.0,6.0,2.3431436999999997,16
sub-10657,friend,0.0,0.0,1.8571428571428572,2.18415735,14
sub-10657,friend,1.0,1.0,5.857142857142857,2.06170975,14
sub-10657,stranger,0.0,0.0,2.0,1.8933085,9
sub-10657,stranger,1.0,1.0,5.111111111111111,2.3402039,18
sub-10661,computer,1.0,1.0,6.0,1.41903005,28
sub-10661,friend,1.0,1.0,6.0,1.4013489,28
sub-10661,stranger,0.0,0.0,2.0,1.6947448,5
sub-10661,stranger,1.0,1.0,5.739130434782608,1.458995,23
sub-10663,computer,0.0,0.0,1.8095238095238095,1.8732197,21
sub-10663,computer,1.0,1.0,5.0,2.1655020499999997,4
sub-10663,friend,0.0,0.0,2.3636363636363638,1.9250057,11
sub-10663,friend,1.0,1.0,5.846153846153846,1.9807948,13
sub-10663,stranger,0.0,0.0,2.5,1.9321907999999999,16
sub-10663,stranger,1.0,1.0,4.363636363636363,2.311665,11
sub-10668,computer,0.0,0.0,1.0,2.0988524,8
sub-10668,computer,1.0,1.0,5.5,2.4735438,4
sub-10668,friend,0.0,0.0,2.0,2.4281387,2
sub-10668,friend,1.0,1.0,5.818181818181818,1.9899071,11
sub-10668,stranger,0.0,0.0,1.4285714285714286,2.272807,7
sub-10668,stranger,1.0,1.0,6.0,2.089803,5
sub-10673,computer,0.0,0.0,1.7333333333333334,1.7098413,15
sub-10673,computer,1.0,1.0,6.3076923076923075,1.3385583,13
sub-10673,friend,0.0,0.0,1.8181818181818181,1.7259521,11
sub-10673,friend,1.0,1.0,5.764705882352941,1.6427225,17
sub-10673,stranger,0.0,0.0,2.125,1.24793555,16
sub-10673,stranger,1.0,1.0,5.333333333333333,1.5153409999999998,12
sub-10674,computer,1.0,1.0,6.0,1.5812647,28
sub-10674,friend,1.0,1.0,6.0,1.5126869,28
sub-10674,stranger,1.0,1.0,6.0,1.5956982,28
sub-10677,computer,0.0,0.0,1.6666666666666667,1.7814885,18
sub-10677,computer,1.0,1.0,5.8,1.9385333,10
sub-10677,friend,0.0,0.0,1.6,1.8306904,5
sub-10677,friend,1.0,1.0,5.523809523809524,1.690559,21
sub-10677,stranger,0.0,0.0,1.894736842105263,1.8552325,19
sub-10677,stranger,1.0,1.0,5.333333333333333,2.0636916,9
sub-10685,computer,0.0,0.0,1.3846153846153846,1.8674088000000002,26
sub-10685,computer,1.0,1.0,6.0,2.6415587499999997,2
sub-10685,friend,0.0,0.0,0.0,1.9472604000000002,2
sub-10685,friend,1.0,1.0,6.24,1.7233913,25
sub-10685,stranger,0.0,0.0,1.3333333333333333,2.0421321,21
sub-10685,stranger,1.0,1.0,6.0,2.0179167,7
sub-10690,computer,0.0,0.0,2.0,1.8726262,9
sub-10690,computer,1.0,1.0,4.8,1.5636086,5
sub-10690,friend,0.0,0.0,2.0,2.409497,3
sub-10690,friend,1.0,1.0,5.454545454545454,1.8717157,11
sub-10690,stranger,0.0,0.0,2.0,1.708268,5
sub-10690,stranger,1.0,1.0,5.5,1.9979911499999998,8
sub-10691,computer,0.0,0.0,2.0,1.9930856000000001,2
sub-10691,computer,1.0,1.0,6.0,1.80149355,26
sub-10691,friend,0.0,0.0,2.0,2.7282038,1
sub-10691,friend,1.0,1.0,5.925925925925926,1.7385472,27
sub-10691,stranger,0.0,0.0,2.0,1.7992474999999999,2
sub-10691,stranger,1.0,1.0,6.076923076923077,1.78580765,26
sub-10700,computer,0.0,0.0,1.1666666666666667,1.59392,24
sub-10700,computer,1.0,1.0,7.0,1.61352525,4
sub-10700,friend,0.0,0.0,1.3333333333333333,1.4811163999999999,6
sub-10700,friend,1.0,1.0,6.363636363636363,1.5146956,22
sub-10700,stranger,0.0,0.0,1.44,1.5451921,25
sub-10700,stranger,1.0,1.0,8.0,1.8317468,3
sub-10701,computer,0.0,0.0,1.3043478260869565,1.5969784,23
sub-10701,computer,1.0,1.0,6.0,1.5929838,5
sub-10701,friend,0.0,0.0,1.3333333333333333,1.55718405,24
sub-10701,friend,1.0,1.0,8.0,1.51021435,4
sub-10701,stranger,0.0,0.0,1.7,1.6563438499999998,20
sub-10701,stranger,1.0,1.0,5.142857142857143,1.853938,7
sub-10713,computer,0.0,0.0,2.142857142857143,2.2265108,14
sub-10713,computer,1.0,1.0,4.923076923076923,2.1813927,13
sub-10713,friend,0.0,0.0,1.5294117647058822,2.3198538,17
sub-10713,friend,1.0,1.0,6.2,2.2955128,10
sub-10713,stranger,0.0,0.0,1.5,1.94165015,24
sub-10713,stranger,1.0,1.0,4.0,2.5326912,3
sub-10716,computer,0.0,0.0,2.2666666666666666,1.8114872,15
sub-10716,computer,1.0,1.0,5.076923076923077,1.8273171,13
sub-10716,friend,0.0,0.0,2.5454545454545454,1.7558784,11
sub-10716,friend,1.0,1.0,5.176470588235294,1.7512167,17
sub-10716,stranger,0.0,0.0,2.6666666666666665,1.7337859500000001,12
sub-10716,stranger,1.0,1.0,5.0,1.86031675,16
sub-10718,computer,1.0,1.0,6.0,1.56993985,28
sub-10718,friend,0.0,0.0,4.0,1.4757681,1
sub-10718,friend,1.0,1.0,5.925925925925926,1.552639,27
sub-10718,stranger,1.0,1.0,6.0,1.5459380999999999,28
sub-10720,computer,0.0,0.0,2.0,1.6075323,18
sub-10720,computer,1.0,1.0,4.2,1.6991421,10
sub-10720,friend,0.0,0.0,2.0,1.5161029,5
sub-10720,friend,1.0,1.0,5.739130434782608,1.5059733,23
sub-10720,stranger,0.0,0.0,2.3333333333333335,1.5816687,12
sub-10720,stranger,1.0,1.0,5.5,1.5085411,16
sub-10723,computer,0.0,0.0,1.6923076923076923,2.21251,13
sub-10723,computer,1.0,1.0,5.0,2.12933535,14
sub-10723,friend,0.0,0.0,1.8571428571428572,1.80438885,14
sub-10723,friend,1.0,1.0,5.714285714285714,1.9284093,14
sub-10723,stranger,0.0,0.0,1.7333333333333334,1.826292,15
sub-10723,stranger,1.0,1.0,4.615384615384615,2.0586,13
sub-10741,computer,0.0,0.0,1.7333333333333334,1.8456731,15
sub-10741,computer,1.0,1.0,5.384615384615385,2.0347364,13
sub-10741,friend,0.0,0.0,1.7777777777777777,2.1500168,9
sub-10741,friend,1.0,1.0,6.0,2.05192785,18
sub-10741,stranger,0.0,0.0,1.7894736842105263,1.9168047,19
sub-10741,stranger,1.0,1.0,4.444444444444445,1.9137985,9
sub-10748,computer,0.0,0.0,2.4,2.0422237,5
sub-10748,computer,1.0,1.0,5.913043478260869,1.7540295,23
sub-10748,friend,0.0,0.0,2.0,1.6877218,3
sub-10748,friend,1.0,1.0,5.76,1.5546104,25
sub-10748,stranger,0.0,0.0,2.727272727272727,1.682169,11
sub-10748,stranger,1.0,1.0,5.176470588235294,1.6565644,17
sub-10767,computer,0.0,0.0,1.4285714285714286,1.6468022,28
sub-10767,friend,1.0,1.0,6.0,1.4889238,28
sub-10767,stranger,0.0,0.0,2.6153846153846154,1.8114771,13
sub-10767,stranger,1.0,1.0,4.533333333333333,1.9807291,15
sub-10770,computer,0.0,0.0,2.0,1.8152008,5
sub-10770,computer,1.0,1.0,5.826086956521739,1.9345433,23
sub-10770,friend,0.0,0.0,2.0,1.7966462,9
sub-10770,friend,1.0,1.0,5.684210526315789,1.9063588,19
sub-10770,stranger,0.0,0.0,2.0,2.0252511,10
sub-10770,stranger,1.0,1.0,5.176470588235294,1.8415622,17
sub-10777,computer,0.0,0.0,1.375,1.47732625,16
sub-10777,friend,1.0,1.0,6.0,1.4513194,14
sub-10777,stranger,0.0,0.0,1.3333333333333333,1.5689062,9
sub-10777,stranger,1.0,1.0,4.0,1.3587128,5
sub-10781,computer,0.0,0.0,1.5454545454545454,1.5513594,22
sub-10781,computer,1.0,1.0,5.666666666666667,2.0004568999999996,6
sub-10781,friend,0.0,0.0,2.0,1.6466249,1
sub-10781,friend,1.0,1.0,6.0,1.37534805,26
sub-10781,stranger,0.0,0.0,1.5384615384615385,1.49717045,26
sub-10781,stranger,1.0,1.0,3.0,2.05282725,2
sub-10783,computer,0.0,0.0,1.4615384615384615,1.7552746,26
sub-10783,computer,1.0,1.0,2.0,1.7332413,1
sub-10783,friend,0.0,0.0,2.3636363636363638,1.9785672,11
sub-10783,friend,1.0,1.0,4.75,2.1814951999999996,16
sub-10783,stranger,0.0,0.0,1.5833333333333333,1.76751995,24
sub-10783,stranger,1.0,1.0,2.6666666666666665,2.1996176,3
sub-10785,computer,0.0,0.0,2.111111111111111,1.8285854000000001,18
sub-10785,computer,1.0,1.0,3.5555555555555554,2.2209327,9
sub-10785,friend,0.0,0.0,2.1176470588235294,1.8665347,17
sub-10785,friend,1.0,1.0,4.363636363636363,1.9823503,11
sub-10785,stranger,0.0,0.0,1.9,2.0154618500000003,20
sub-10785,stranger,1.0,1.0,4.0,1.98652625,8
sub-10794,computer,0.0,0.0,2.4285714285714284,2.1606743,14
sub-10794,computer,1.0,1.0,4.3076923076923075,2.101353,13
sub-10794,friend,0.0,0.0,2.4444444444444446,2.232568,9
sub-10794,friend,1.0,1.0,5.052631578947368,1.9197735,19
sub-10794,stranger,0.0,0.0,2.111111111111111,2.0707057,18
sub-10794,stranger,1.0,1.0,3.6,1.9620907,10
sub-10800,computer,0.0,0.0,3.0,1.96051565,2
sub-10800,computer,1.0,1.0,6.08,1.620212,25
sub-10800,friend,0.0,0.0,1.5,1.8706557,8
sub-10800,friend,1.0,1.0,6.1,1.6203949500000001,20
sub-10800,stranger,0.0,0.0,2.0,1.7285137499999998,4
sub-10800,stranger,1.0,1.0,6.095238095238095,1.580116,21
sub-10801,computer,0.0,0.0,1.2727272727272727,1.9497598,11
sub-10801,computer,1.0,1.0,6.470588235294118,1.8601935,17
sub-10801,friend,0.0,0.0,4.0,1.5990524,1
sub-10801,friend,1.0,1.0,5.925925925925926,1.8442587,27
sub-10801,stranger,0.0,0.0,1.0,2.2110455,2
sub-10801,stranger,1.0,1.0,6.0,1.8945237000000001,26
sub-10802,computer,0.0,0.0,2.125,2.1076491,16
sub-10802,computer,1.0,1.0,4.0,2.1758308,12
sub-10802,friend,0.0,0.0,2.5714285714285716,2.0215087,7
sub-10802,friend,1.0,1.0,5.333333333333333,1.9810723,21
sub-10802,stranger,0.0,0.0,2.375,2.00651535,16
sub-10802,stranger,1.0,1.0,4.333333333333333,2.08694165,12
sub-10803,computer,0.0,0.0,2.0,1.5641653,6
sub-10803,computer,1.0,1.0,4.5,1.736694,8
sub-10803,friend,0.0,0.0,1.7142857142857142,1.4962195,7
sub-10803,friend,1.0,1.0,5.142857142857143,1.7642097,7
sub-10803,stranger,0.0,0.0,2.0,1.8003965,4
sub-10803,stranger,1.0,1.0,5.6,1.5224145500000001,10
sub-10804,computer,0.0,0.0,1.8,1.6361925,10
sub-10804,computer,1.0,1.0,5.777777777777778,1.77082765,18
sub-10804,friend,0.0,0.0,3.3333333333333335,2.2165287,3
sub-10804,friend,1.0,1.0,5.913043478260869,1.6655988,23
sub-10804,stranger,0.0,0.0,3.3333333333333335,1.6023014,6
sub-10804,stranger,1.0,1.0,5.523809523809524,1.7654234,21
sub-10806,computer,0.0,0.0,1.4814814814814814,1.9590604,27
sub-10806,computer,1.0,1.0,2.0,2.8689034,1
sub-10806,friend,0.0,0.0,2.0,1.7836029500000001,4
sub-10806,friend,1.0,1.0,5.818181818181818,1.6690307999999998,22
sub-10806,stranger,0.0,0.0,1.8666666666666667,2.0304112,15
sub-10806,stranger,1.0,1.0,5.384615384615385,1.8761922,13
sub-10807,computer,0.0,0.0,2.5,1.95605545,4
sub-10807,computer,1.0,1.0,6.090909090909091,1.92034015,22
sub-10807,friend,1.0,1.0,6.0,1.93139955,28
sub-10807,stranger,0.0,0.0,2.0,2.1870806,3
sub-10807,stranger,1.0,1.0,5.833333333333333,1.8429196499999998,24
sub-10809,computer,0.0,0.0,1.5833333333333333,1.7656021,24
sub-10809,computer,1.0,1.0,4.5,2.04255245,4
sub-10809,friend,0.0,0.0,2.5454545454545454,1.7807157,11
sub-10809,friend,1.0,1.0,4.9411764705882355,1.7239072,17
sub-10809,stranger,0.0,0.0,1.4166666666666667,1.7493941,24
sub-10809,stranger,1.0,1.0,5.333333333333333,1.6551518,3
sub-10810,computer,0.0,0.0,2.8,1.8941915,5
sub-10810,computer,1.0,1.0,5.826086956521739,2.1830144,23
sub-10810,friend,1.0,1.0,6.0,1.90690045,28
sub-10810,stranger,0.0,0.0,3.3333333333333335,2.1945844,3
sub-10810,stranger,1.0,1.0,5.76,2.0231938,25
sub-10812,computer,0.0,0.0,2.3076923076923075,1.8909736,13
sub-10812,computer,1.0,1.0,4.8,1.9312086,15
sub-10812,friend,0.0,0.0,4.0,2.253438,2
sub-10812,friend,1.0,1.0,5.846153846153846,1.74426715,26
sub-10812,stranger,0.0,0.0,1.6666666666666667,1.8810027000000002,12
sub-10812,stranger,1.0,1.0,5.875,1.8777973000000001,16
sub-10817,computer,0.0,0.0,2.1052631578947367,1.5857168,19
sub-10817,computer,1.0,1.0,4.0,1.6683832,9
sub-10817,friend,0.0,0.0,2.6666666666666665,2.1393476,3
sub-10817,friend,1.0,1.0,6.08,1.592716,25
sub-10817,stranger,0.0,0.0,2.3529411764705883,1.5298297,17
sub-10817,stranger,1.0,1.0,4.7272727272727275,1.8661209,11
sub-10827,computer,0.0,0.0,1.6,1.80424385,10
sub-10827,computer,1.0,1.0,5.111111111111111,2.2344205,9
sub-10827,friend,0.0,0.0,1.0,2.00901435,4
sub-10827,friend,1.0,1.0,6.857142857142857,1.8195065499999998,14
sub-10827,stranger,0.0,0.0,1.8333333333333333,1.885925,12
sub-10827,stranger,1.0,1.0,4.0,1.7230433,7
sub-10831,computer,0.0,0.0,1.8333333333333333,1.4332456,12
sub-10831,computer,1.0,1.0,5.375,1.37466,16
sub-10831,friend,0.0,0.0,2.3333333333333335,1.2685593,6
sub-10831,friend,1.0,1.0,5.636363636363637,1.37863295,22
sub-10831,stranger,0.0,0.0,2.0,1.3534172500000001,8
sub-10831,stranger,1.0,1.0,5.6,1.4243039,20
sub-10834,computer,1.0,1.0,6.0,1.3833552,28
sub-10834,friend,0.0,0.0,4.0,1.1435825,1
sub-10834,friend,1.0,1.0,5.925925925925926,1.3429807,27
sub-10834,stranger,0.0,0.0,4.0,1.2518669,1
sub-10834,stranger,1.0,1.0,5.925925925925926,1.3342894,27
sub-10836,computer,0.0,0.0,2.0,2.0768747000000003,6
sub-10836,computer,1.0,1.0,5.428571428571429,2.0448382,7
sub-10836,friend,0.0,0.0,1.6666666666666667,2.13869705,6
sub-10836,friend,1.0,1.0,5.75,1.8811643,8
sub-10836,stranger,0.0,0.0,2.0,1.9223479,8
sub-10836,stranger,1.0,1.0,6.0,2.02991515,6
sub-10838,computer,0.0,0.0,1.1666666666666667,0.9980943,12
sub-10838,computer,1.0,1.0,6.428571428571429,1.0929105,14
sub-10838,friend,0.0,0.0,1.5384615384615385,1.4137048,13
sub-10838,friend,1.0,1.0,6.4,0.83301275,10
sub-10838,stranger,0.0,0.0,1.1428571428571428,1.1177766500000001,14
sub-10838,stranger,1.0,1.0,5.833333333333333,1.03635535,12
sub-10843,computer,0.0,0.0,2.0,1.9569608,19
sub-10843,computer,1.0,1.0,4.222222222222222,2.3066404,9
sub-10843,friend,0.0,0.0,2.0,1.8625527499999999,18
sub-10843,friend,1.0,1.0,4.6,2.2320787500000003,10
sub-10843,stranger,0.0,0.0,1.8461538461538463,2.1703296,13
sub-10843,stranger,1.0,1.0,5.2,2.0339172,15
sub-10850,computer,0.0,0.0,2.0,1.9437321,4
sub-10850,computer,1.0,1.0,5.833333333333333,1.5808521999999998,24
sub-10850,friend,0.0,0.0,2.6666666666666665,1.2270229,3
sub-10850,friend,1.0,1.0,5.92,1.3919657,25
sub-10850,stranger,0.0,0.0,2.0,1.8666766,4
sub-10850,stranger,1.0,1.0,5.916666666666667,1.4504793999999999,24
sub-10854,computer,0.0,0.0,2.4,1.7242906,15
sub-10854,computer,1.0,1.0,4.923076923076923,1.95255,13
sub-10854,friend,0.0,0.0,2.0,1.943345,3
sub-10854,friend,1.0,1.0,5.76,1.7248476,25
sub-10854,stranger,0.0,0.0,2.1176470588235294,2.0683084,17
sub-10854,stranger,1.0,1.0,3.6363636363636362,1.5695924,11
sub-10857,computer,0.0,0.0,1.9,1.62203665,20
sub-10857,computer,1.0,1.0,3.0,1.59807225,8
