parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-1.05335,0.00368779,0.155031,0.150353,-1.30629,-1.05262,-0.793863,1772.92,3435.47,6.33803,1.00265,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
mu[2],-1.16068,0.00176813,0.0968067,0.096973,-1.32822,-1.15584,-1.0098,3052.31,4214.91,10.9117,1.00015,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
mu[3],0.902892,0.00318405,0.182521,0.179841,0.609762,0.897098,1.21067,3331.08,4655.34,11.9083,1.00038,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
tau[1],0.817292,0.0027164,0.145164,0.144285,0.590725,0.810335,1.06706,2867.66,4871.6,10.2516,1.00111,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
tau[2],0.599634,0.00233556,0.0956045,0.0952688,0.450317,0.596341,0.761421,1692.74,3305.43,6.05141,1.00111,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
tau[3],1.08363,0.00340612,0.179422,0.175173,0.809615,1.0713,1.39917,2768.78,5475.57,9.89815,1.00075,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"beta[1,1]",0.0318746,0.00198353,0.124125,0.123232,-0.169249,0.0313874,0.23386,3919.76,5351.91,14.0128,1.00132,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"beta[2,1]",0.0239422,0.00135496,0.0805573,0.0789455,-0.110872,0.0258852,0.155803,3538.26,4492.9,12.649,1.00088,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"beta[3,1]",-0.350201,0.00227939,0.154246,0.151229,-0.606845,-0.349366,-0.100946,4631.24,5439.05,16.5563,1.00015,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[1,1]",0.329871,0.001554,0.135829,0.134158,0.131233,0.316724,0.575095,7692.96,5182.24,27.5017,1.00032,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[1,2]",0.344005,0.00142479,0.13869,0.131057,0.143385,0.32819,0.592346,8675.85,5398.37,31.0154,1.00059,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[1,3]",1.32732,0.00695851,0.642765,0.615186,0.41493,1.25648,2.4964,8630.9,5232.08,30.8547,1.00103,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[2,1]",0.115634,0.000815011,0.064962,0.0566197,0.0357181,0.104396,0.233803,6828.45,5828.8,24.4111,1.00034,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[2,2]",0.467204,0.00352113,0.253748,0.214088,0.165232,0.413334,0.957897,5433.79,5813.27,19.4253,1.00031,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[2,3]",1.8143,0.00776264,0.665384,0.622425,0.875794,1.73249,3.00554,7662.85,6090.95,27.394,1.0008,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[3,1]",0.283167,0.00183069,0.141054,0.127167,0.0960908,0.258171,0.557841,6733.18,4877.77,24.0705,1.00042,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[3,2]",0.307066,0.00137504,0.119747,0.112183,0.141525,0.290612,0.525534,7161.8,5669.86,25.6028,1.00023,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[3,3]",1.60053,0.00686038,0.622801,0.589235,0.74072,1.51753,2.72823,8994.42,6155.24,32.1543,0.999931,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[4,1]",0.177838,0.00181298,0.116416,0.0977635,0.0427821,0.1515,0.398562,4334.32,4721.18,15.4948,1.0002,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[4,2]",0.198786,0.00126769,0.0956438,0.0875841,0.0729926,0.183748,0.377315,5491.27,6497.68,19.6308,1.00013,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[4,3]",0.795061,0.00577846,0.488327,0.425227,0.202043,0.697947,1.74474,8331.7,5476.08,29.7851,1.00042,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[5,1]",0.306761,0.00230814,0.169189,0.161451,0.085912,0.274104,0.63253,5627.71,5368.48,20.1186,1.00062,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[5,2]",0.227285,0.00122672,0.101133,0.0941851,0.0899703,0.213206,0.414422,6383.63,5924.15,22.8209,1.00012,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[5,3]",1.01197,0.00663229,0.588382,0.542932,0.247804,0.910753,2.09885,8496.44,6106.55,30.374,1.00048,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[6,1]",0.314885,0.00113102,0.0945673,0.0914126,0.166642,0.310503,0.474134,6986.86,5422.94,24.9774,1.00036,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[6,2]",0.370227,0.00135286,0.124192,0.120595,0.188373,0.359984,0.593371,7638.8,4968.02,27.308,1.00031,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[6,3]",2.28246,0.00840834,0.681246,0.644062,1.30667,2.20444,3.49562,6976.99,6613.83,24.9421,1.00018,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[7,1]",0.27458,0.00119765,0.10783,0.100963,0.120765,0.261745,0.474955,8392.73,5636.68,30.0033,1.00016,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[7,2]",0.356722,0.00155859,0.155585,0.147716,0.143533,0.333998,0.648987,9264.57,5587.66,33.12,1.0004,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[7,3]",1.34082,0.00607296,0.598412,0.582263,0.464584,1.2868,2.39816,9759.59,6043.36,34.8897,1.00028,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[8,1]",0.341593,0.00188393,0.144419,0.142561,0.129932,0.326247,0.605376,6223.56,5713.33,22.2487,1.00058,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[8,2]",0.282205,0.00127288,0.113253,0.106499,0.123785,0.26839,0.487543,7224.94,5623.13,25.8285,0.999947,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[8,3]",0.838177,0.00600752,0.473978,0.420227,0.232487,0.75353,1.72253,7570.23,4883.32,27.0629,1.0008,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[9,1]",0.668087,0.00108258,0.0988103,0.0987527,0.505798,0.668885,0.829862,8385.47,6192.97,29.9773,1.00079,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[9,2]",0.487138,0.00128255,0.121588,0.11887,0.302186,0.478367,0.699067,8723.23,6024.39,31.1848,1.00002,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[9,3]",0.76247,0.00493604,0.426236,0.398143,0.187739,0.698362,1.55838,6976.76,4944.13,24.9413,1.00096,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[10,1]",0.455338,0.00141388,0.123199,0.121942,0.263954,0.449869,0.670512,7647.11,5485.18,27.3378,1.00114,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[10,2]",0.715978,0.00342582,0.308041,0.280697,0.306793,0.669573,1.28936,7091.42,4968.84,25.3512,1.00041,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[10,3]",0.873303,0.00450782,0.396292,0.360054,0.311621,0.828628,1.58485,8164.67,5936.69,29.188,1.00026,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[11,1]",0.236618,0.00129891,0.106543,0.10201,0.0835702,0.224221,0.431147,6772.22,5036.09,24.2101,1.00035,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[11,2]",0.249394,0.00115647,0.107558,0.10285,0.100974,0.235443,0.444438,7822.06,5689.56,27.9632,0.999993,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[11,3]",1.34386,0.00750363,0.630306,0.567766,0.510457,1.24423,2.50235,8478.15,5270.68,30.3086,0.999916,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[12,1]",0.178907,0.00177652,0.110974,0.0929269,0.0489425,0.154304,0.396294,4528.7,5114.78,16.1897,1.00069,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[12,2]",0.284535,0.00212873,0.148406,0.140172,0.0927053,0.258904,0.569444,4477.81,5872.63,16.0078,1.00067,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[12,3]",0.515317,0.00455089,0.356135,0.277782,0.115893,0.432417,1.1858,7345.25,5291.94,26.2586,1.00046,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[13,1]",0.436187,0.000998166,0.084196,0.0846154,0.301877,0.433745,0.578562,7152.32,6857.68,25.5689,1.00013,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[13,2]",0.68721,0.00193937,0.191912,0.188936,0.407047,0.670253,1.02769,9464.84,5658.04,33.836,1.00038,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[13,3]",1.84757,0.0070498,0.589983,0.558311,1.02844,1.77963,2.91892,7090.0,6170.2,25.3461,1.00016,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[14,1]",0.206502,0.00106448,0.0892382,0.0854296,0.0803171,0.195338,0.369193,7415.96,5578.64,26.5114,1.00049,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[14,2]",0.349399,0.00134248,0.124699,0.120423,0.170146,0.334353,0.574601,8082.04,5790.51,28.8926,1.00102,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[14,3]",1.79614,0.00666974,0.596264,0.562788,0.947281,1.73227,2.89986,8674.08,5708.89,31.0091,1.00015,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[15,1]",0.223622,0.00250531,0.146735,0.120104,0.0550878,0.188113,0.522017,4031.28,4860.33,14.4115,1.00011,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[15,2]",0.158749,0.000834007,0.0671118,0.0636353,0.0669771,0.149653,0.283424,6475.11,5714.54,23.148,0.999895,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[15,3]",1.51194,0.00873122,0.735819,0.707927,0.479242,1.42377,2.84748,7027.84,4389.61,25.1239,1.0001,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[16,1]",0.291269,0.00224154,0.151777,0.15913,0.0757096,0.276803,0.56686,4295.78,5334.47,15.357,1.00081,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[16,2]",0.19016,0.000984244,0.0802612,0.0768155,0.0797902,0.179384,0.340097,6124.94,5428.66,21.8961,0.999924,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[16,3]",1.31985,0.00780554,0.65462,0.602899,0.426901,1.22183,2.52352,8252.38,5391.42,29.5016,1.00042,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[17,1]",0.184163,0.00144408,0.100702,0.0868523,0.0585988,0.164694,0.375507,6250.94,4419.63,22.3466,1.0002,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[17,2]",0.224841,0.0010896,0.0984468,0.0920627,0.0924042,0.211238,0.406368,7940.28,6334.39,28.3858,1.00011,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[17,3]",1.26018,0.00718419,0.604017,0.557544,0.434987,1.17992,2.37502,7996.0,5532.47,28.585,1.0013,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[18,1]",0.459765,0.00162085,0.118902,0.118556,0.265588,0.458755,0.657363,5405.04,4737.09,19.3226,1.00081,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[18,2]",0.346112,0.00126199,0.104124,0.10172,0.189717,0.338517,0.532936,6622.49,6056.45,23.6748,1.0006,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[18,3]",2.05818,0.00860045,0.670892,0.635002,1.08832,1.98886,3.29969,6373.31,5874.45,22.784,1.00105,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[19,1]",0.269037,0.0012799,0.107128,0.100332,0.119322,0.253806,0.465571,6816.93,5235.28,24.37,1.00058,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[19,2]",0.479158,0.00191855,0.17071,0.163249,0.228893,0.461211,0.78829,7402.94,5661.53,26.4649,1.00059,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[19,3]",0.549909,0.00300986,0.279035,0.263748,0.164093,0.514922,1.04413,8894.46,5460.73,31.7969,1.00035,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[20,1]",0.272126,0.00138385,0.123522,0.123945,0.0941494,0.258685,0.494731,7651.57,5685.32,27.3537,1.00014,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[20,2]",0.290102,0.00118109,0.109925,0.106073,0.132679,0.277321,0.487638,8008.74,5346.6,28.6306,1.00037,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[20,3]",1.79318,0.00766062,0.656292,0.608704,0.882088,1.7154,3.00969,8049.95,5583.16,28.7779,0.999979,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[21,1]",0.149761,0.00146597,0.0979124,0.0757756,0.0399332,0.126037,0.335535,5407.65,5667.06,19.3319,1.00009,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
"natural[21,2]",0.241992,0.00132274,0.118383,0.107876,0.0897365,0.221508,0.467053,7688.12,6174.26,27.4844,1.00018,H5_recovery_negative_4,111,0,diag_e,4,2000,2000,0.95,0,0.6249956713837734,True
