run,model,category,label,measure,n_subjects,observed,mean,median,ci_low,ci_high
H5_full_age_prior1.5,H5,partner,friend,high_probability,111,0.7787168939641232,0.7404560625205553,0.7405791306281505,0.7189056555478125,0.7616010350084307
H5_full_age_prior1.5,H5,partner,friend,investment,111,4.963929540869012,4.913492413484969,4.914824949641659,4.803950375204,5.006858449739099
H5_full_age_prior1.5,H5,offer,friend:0-2,high_probability,111,0.882132132132132,0.6746046046046047,0.6749249249249248,0.631737987987988,0.7230105105105105
H5_full_age_prior1.5,H5,offer,friend:0-2,investment,111,1.764264264264264,1.3492092092092094,1.3498498498498497,1.263475975975976,1.446021021021021
H5_full_age_prior1.5,H5,offer,friend:0-4,high_probability,111,0.8746246246246245,0.7446846846846846,0.7454954954954954,0.6970157657657657,0.7867867867867867
H5_full_age_prior1.5,H5,offer,friend:0-4,investment,111,3.498498498498498,2.9787387387387385,2.9819819819819817,2.788063063063063,3.147147147147147
H5_full_age_prior1.5,H5,offer,friend:0-8,high_probability,111,0.8603603603603603,0.8047997997997999,0.8055555555555556,0.7660472972972974,0.8389827327327328
H5_full_age_prior1.5,H5,offer,friend:0-8,investment,111,6.882882882882883,6.438398398398399,6.444444444444445,6.128378378378379,6.711861861861863
H5_full_age_prior1.5,H5,offer,friend:2-4,high_probability,111,0.7897897897897899,0.6712312312312312,0.6719219219219219,0.6261261261261261,0.716966966966967
H5_full_age_prior1.5,H5,offer,friend:2-4,investment,111,3.5795795795795793,3.342462462462463,3.343843843843844,3.252252252252252,3.4339339339339343
H5_full_age_prior1.5,H5,offer,friend:2-8,high_probability,111,0.7037859287859289,0.774986414986415,0.776083226083226,0.7424120549120548,0.803951093951094
H5_full_age_prior1.5,H5,offer,friend:2-8,investment,111,6.222715572715573,6.64991848991849,6.656499356499356,6.45447232947233,6.823706563706564
H5_full_age_prior1.5,H5,offer,friend:4-8,high_probability,111,0.6373873873873874,0.7381556556556557,0.7394894894894894,0.6921546546546548,0.778171921921922
H5_full_age_prior1.5,H5,offer,friend:4-8,investment,111,6.54954954954955,6.952622622622621,6.957957957957959,6.768618618618618,7.112687687687687
H5_full_age_prior1.5,H5,time,friend:1,high_probability,111,0.852230802230802,0.7386539039039038,0.7378592878592876,0.7022822822822823,0.7737148755898754
H5_full_age_prior1.5,H5,time,friend:1,investment,111,5.74075504075504,5.252870799370799,5.255405405405405,5.067636743886744,5.433332260832262
H5_full_age_prior1.5,H5,time,friend:2,high_probability,111,0.795145145145145,0.7362713189379855,0.7366402116402117,0.6994033319033319,0.768346382096382
H5_full_age_prior1.5,H5,time,friend:2,investment,111,4.826576576576578,4.717922517755851,4.722179322179322,4.542284606034606,4.877735413985413
H5_full_age_prior1.5,H5,time,friend:3,high_probability,111,0.7673673673673673,0.7344673483006814,0.7339232089232086,0.6949955312455312,0.7721896896896896
H5_full_age_prior1.5,H5,time,friend:3,investment,111,4.724052624052623,4.705313313313314,4.703832403832405,4.52958243958244,4.861211568711569
H5_full_age_prior1.5,H5,recent,friend:0,high_probability,111,0.7549592049592049,0.7227394625213251,0.723060254310254,0.6950950092678033,0.7492864470621822
H5_full_age_prior1.5,H5,recent,friend:0,investment,111,5.002802102802104,4.979347058739215,4.980685907891789,4.8392208129340455,5.10971007684243
H5_full_age_prior1.5,H5,recent,friend:1,high_probability,111,0.7922443047443047,0.7650808103141693,0.7646635462811933,0.7381837740825745,0.7901829804954804
H5_full_age_prior1.5,H5,recent,friend:1,investment,111,4.829201454201454,4.855543203718126,4.8526981424040265,4.727524601752543,4.972384812899517
H5_full_age_prior1.5,H5,partner,stranger,high_probability,111,0.5190448454674236,0.3934341175924445,0.394020417639792,0.37419239934648013,0.41353716020611525
H5_full_age_prior1.5,H5,partner,stranger,investment,111,3.7121821802523556,3.1641196704319507,3.164465071604659,3.0699980404080307,3.266939486950928
H5_full_age_prior1.5,H5,offer,stranger:0-2,high_probability,111,0.7575075075075076,0.4423948948948949,0.44256756756756754,0.3854542042042042,0.4894894894894895
H5_full_age_prior1.5,H5,offer,stranger:0-2,investment,111,1.5150150150150152,0.8847897897897898,0.8851351351351351,0.7709084084084084,0.978978978978979
H5_full_age_prior1.5,H5,offer,stranger:0-4,high_probability,111,0.7064564564564564,0.3986711711711712,0.399024024024024,0.3494181681681682,0.44408783783783784
H5_full_age_prior1.5,H5,offer,stranger:0-4,investment,111,2.8258258258258255,1.5946846846846847,1.596096096096096,1.3976726726726727,1.7763513513513514
H5_full_age_prior1.5,H5,offer,stranger:0-8,high_probability,111,0.5893393393393394,0.3512762762762763,0.34984984984984985,0.30137012012012016,0.3963963963963964
H5_full_age_prior1.5,H5,offer,stranger:0-8,investment,111,4.714714714714715,2.8102102102102102,2.798798798798799,2.4109609609609612,3.171171171171171
