run,model,category,label,measure,n_subjects,observed,mean,median,ci_low,ci_high
H2_full_age,H2,time,stranger:3,investment,111,3.7115401115401117,3.387632203632204,3.39421921921922,3.1437473187473186,3.6182110682110684
H2_full_age,H2,recent,stranger:0,high_probability,111,0.492744791274203,0.45996059374477843,0.4594729561641327,0.42930649059325526,0.48969866969866965
H2_full_age,H2,recent,stranger:0,investment,111,3.60363952128658,3.511855521417183,3.5103471463765588,3.373868008794479,3.658033193952312
H2_full_age,H2,recent,stranger:1,high_probability,111,0.5491973241973241,0.47707345106506616,0.4770542789699136,0.44652777035129976,0.5038751399780812
H2_full_age,H2,recent,stranger:1,investment,111,3.852864527864528,3.5980526732149536,3.6023819089995555,3.4402811276340697,3.7458160748601927
H2_full_age,H2,partner,computer,high_probability,111,0.48026954526954524,0.45816801162093573,0.4586561628666892,0.437177579181965,0.4762293569420764
H2_full_age,H2,partner,computer,investment,111,3.5342567607479887,3.4938690664702365,3.4947194164738034,3.3945423618362205,3.583289896167088
H2_full_age,H2,offer,computer:0-2,high_probability,111,0.6584084084084084,0.47962962962962974,0.4786036036036036,0.42413663663663664,0.5285285285285285
H2_full_age,H2,offer,computer:0-2,investment,111,1.3168168168168168,0.9592592592592595,0.9572072072072072,0.8482732732732733,1.057057057057057
H2_full_age,H2,offer,computer:0-4,high_probability,111,0.6006006006006005,0.45513013013013015,0.4557057057057057,0.4069069069069069,0.5056493993993993
H2_full_age,H2,offer,computer:0-4,investment,111,2.402402402402402,1.8205205205205206,1.8228228228228227,1.6276276276276276,2.0225975975975974
H2_full_age,H2,offer,computer:0-8,high_probability,111,0.5157657657657657,0.4388738738738739,0.4414414414414414,0.3918168168168168,0.4804804804804805
H2_full_age,H2,offer,computer:0-8,investment,111,4.126126126126126,3.510990990990991,3.531531531531531,3.1345345345345343,3.843843843843844
H2_full_age,H2,offer,computer:2-4,high_probability,111,0.4872372372372372,0.4772122122122122,0.47447447447447444,0.4293918918918919,0.5330705705705705
H2_full_age,H2,offer,computer:2-4,investment,111,2.9744744744744747,2.9544244244244244,2.948948948948949,2.858783783783784,3.066141141141141
H2_full_age,H2,offer,computer:2-8,high_probability,111,0.3788610038610038,0.44901329901329895,0.44819819819819817,0.4101083226083226,0.48828694766194763
H2_full_age,H2,offer,computer:2-8,investment,111,4.273166023166024,4.694079794079794,4.6891891891891895,4.460649935649935,4.9297216859716855
H2_full_age,H2,offer,computer:4-8,high_probability,111,0.34984984984984985,0.45861861861861863,0.45908408408408413,0.40315315315315314,0.5083333333333332
H2_full_age,H2,offer,computer:4-8,investment,111,5.3993993993994,5.834474474474474,5.836336336336337,5.612612612612613,6.033333333333333
H2_full_age,H2,time,computer:1,high_probability,111,0.44620334620334623,0.4555727870727871,0.45292256542256537,0.414135296010296,0.5092881274131273
H2_full_age,H2,time,computer:1,investment,111,3.545002145002145,3.6629181324181324,3.656456456456456,3.433752145002145,3.930505148005148
H2_full_age,H2,time,computer:2,high_probability,110,0.5028571428571429,0.46091720779220774,0.46107142857142863,0.4092862554112554,0.5140259740259739
H2_full_age,H2,time,computer:2,investment,110,3.2467965367965363,3.155032683982684,3.155790043290043,2.929912337662337,3.400025974025973
H2_full_age,H2,time,computer:3,high_probability,111,0.45508365508365506,0.4580499785499786,0.45965250965250976,0.4142828542828544,0.49969004719004717
H2_full_age,H2,time,computer:3,investment,111,3.5783855283855286,3.6331348729682063,3.6341198341198337,3.3805526955526957,3.8815674603174606
H2_full_age,H2,recent,computer:0,high_probability,111,0.4542325887914124,0.455434079626159,0.4567609821286292,0.42257767123575946,0.48594129230158634
H2_full_age,H2,recent,computer:0,investment,111,3.4144027158733037,3.4869426123561835,3.4940626808273874,3.3402117014055874,3.629903986852516
H2_full_age,H2,recent,computer:1,high_probability,111,0.5255488130488131,0.4749914145615899,0.47528403226932636,0.44318267301723185,0.5028059021992846
H2_full_age,H2,recent,computer:1,investment,111,3.7390487890487893,3.576726058479929,3.5785857535857546,3.4419944513326866,3.722158934401581
H2_full_age,H2,time,friend:4,high_probability,89,0.738737292669877,0.46431251114678085,0.4643392188336009,0.40907504012841095,0.5165054842161584
H2_full_age,H2,time,friend:4,investment,89,4.405591225254147,3.3323311931514175,3.3357544141252014,3.0723113964687,3.579488362760835
H2_full_age,H2,time,friend:5,high_probability,90,0.7416137566137566,0.4585958553791887,0.4565740740740739,0.4103670634920635,0.5123981481481481
H2_full_age,H2,time,friend:5,investment,90,5.044021164021164,3.678076543209877,3.6751322751322766,3.4188597883597875,3.9277632275132266
H2_full_age,H2,time,friend:6,high_probability,90,0.7687918871252203,0.4625674897119342,0.4608311287477954,0.4220364858906525,0.5146671075837742
H2_full_age,H2,time,friend:6,investment,90,4.895608465608465,3.471844297472076,3.4675793650793665,3.246040564373897,3.765122574955908
H2_full_age,H2,time,stranger:4,high_probability,90,0.5183597883597885,0.4700026455026455,0.4702314814814814,0.4159189814814814,0.5199503968253967
H2_full_age,H2,time,stranger:4,investment,90,3.7813227513227514,3.6577276014109352,3.660608465608465,3.4062242063492056,3.906890211640211
H2_full_age,H2,time,stranger:5,high_probability,90,0.561468253968254,0.4629078042328043,0.4631216931216932,0.41765343915343917,0.5145396825396825
H2_full_age,H2,time,stranger:5,investment,90,3.8394444444444438,3.4413902998236328,3.440264550264551,3.1948029100529096,3.6979708994708993
H2_full_age,H2,time,stranger:6,high_probability,90,0.504920634920635,0.46174814814814813,0.4602248677248678,0.4132466931216931,0.516114417989418
H2_full_age,H2,time,stranger:6,investment,90,3.7020634920634916,3.575746737213404,3.5637037037037027,3.330111111111111,3.8375873015873014
H2_full_age,H2,time,computer:4,high_probability,90,0.4467592592592593,0.4553011463844797,0.454186507936508,0.41851322751322756,0.50125958994709
H2_full_age,H2,time,computer:4,investment,90,3.5567195767195776,3.6156984126984115,3.6127645502645507,3.4141541005290996,3.833440476190476
H2_full_age,H2,time,computer:5,high_probability,90,0.5750132275132275,0.45921904761904764,0.4580092592592594,0.4034943783068783,0.5273637566137567
H2_full_age,H2,time,computer:5,investment,90,3.5863227513227516,3.170552116402116,3.162724867724868,2.9270701058201065,3.439830687830688
H2_full_age,H2,time,computer:6,high_probability,90,0.5283201058201057,0.45458373015873027,0.45419973544973546,0.4060717592592592,0.504368716931217
H2_full_age,H2,time,computer:6,investment,90,3.8302910052910053,3.499548324514991,3.496812169312169,3.250957010582011,3.7600681216931213
H2_full_age,H2,age_slope,friend,high_probability_per_sd_age,111,0.018571878031882434,0.009577884167543316,0.010601705391080615,-0.009549589037925554,0.02893353135099933
H2_full_age,H2,age_slope,stranger,high_probability_per_sd_age,111,0.017805025648002792,0.006383772199287185,0.006162319587856777,-0.011855143582413456,0.02722246186600702
H2_full_age,H2,age_slope,computer,high_probability_per_sd_age,111,0.010642597608534837,0.00947057415149822,0.010253788651266638,-0.009666087184759501,0.028050941017420318
