model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,participant_id,theta,theta_stranger,lapse,side_bias,rho,preference_stranger
M5_reset,81,3,-46.16177485241426,98.32354970482852,98.63523801651684,105.50689716884584,0.12437717554471836,0.17781032520727258,True,100,100,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.21247945761501158,sub-10807,5.0,,,,,
M5_signed,81,3,-46.16177485241426,98.32354970482852,98.63523801651684,105.50689716884584,0.12437717554471836,0.17781032520727258,True,100,100,85,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.21247945765847154,sub-10807,5.0,,,,,
M7_signed,81,4,-33.5077717707406,75.0155435414812,75.54185933095488,84.59334016017095,0.3319472058216973,0.40319140537176956,True,100,100,50,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.24627244276681168,0.33799342692597273,sub-10807,5.0,4.046809320685086,,,,
M4_signed,81,3,-17.6367140683492,41.2734281366984,41.585116448386714,48.456775600715716,0.6324384562141865,0.6858716058767407,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13204193643154957,1.7124739403055653,sub-10807,2.791118440775618,,,,,
M2_lapse,81,3,-56.14517963558551,118.29035927117101,118.60204758285933,125.47370673518833,-0.05343774509563119,-4.59543307695931e-06,True,100,100,100,alpha;kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10807,,,0.2,,,
M5_lapse,81,4,-46.16177485241426,100.32354970482852,100.84986549430221,109.90134632351828,0.10656612565720029,0.17781032520727258,True,100,100,96,alpha;theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.21247945768207543,sub-10807,5.0,,0.0,,,
M2_side,81,3,-55.39601566965027,116.79203133930054,117.10371965098885,123.97537880331785,-0.040094348324427764,0.013338801338126482,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.8629330345179977,1e-05,sub-10807,,,,-0.27329391936553526,,
M5_side,81,4,-45.3268849182791,98.6537698365582,99.18008562603188,108.23156645524796,0.12143639192466835,0.1926805914747406,True,100,100,85,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.21974698680354537,sub-10807,5.0,,,-0.32631372366669836,,
M2_power,81,3,-38.33087744574185,82.6617548914837,82.97344320317201,89.84510235550101,0.2638536799189966,0.31728682958155074,True,100,100,4,rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.15203529859999096,0.007036636585120326,sub-10807,,,,,3.0,
M5_power,81,4,-37.8686143855575,83.737228771115,84.26354456058868,93.31502538980476,0.2542760204575787,0.325520220007651,True,100,100,1,theta;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1531595843841239,0.007121046012382873,sub-10807,5.0,,,,3.0,
M5_kappa100,81,3,-46.16177485241426,98.32354970482852,98.63523801651684,105.50689716884584,0.12437717554471836,0.17781032520727258,True,100,100,86,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.21247945765847154,sub-10807,5.0,,,,,
M4_ratingcentered,81,3,-46.161774852414254,98.32354970482851,98.63523801651682,105.50689716884582,0.1243771755447185,0.1778103252072727,True,100,100,93,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.21247945783649297,sub-10807,5.0,,,,,
preference,81,4,-32.78163681878041,73.56327363756083,74.08958942703451,83.14107025625059,0.3448804316761307,0.4161246312262029,True,100,100,60,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.46620286361146995,0.21893118235940515,sub-10807,5.0,,,,,1.9508827142017473
M2_reset,83,2,-44.79087258203646,93.58174516407291,93.73174516407292,98.4194263796661,0.18668723092805586,0.22145096685309107,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1583400440610718,1.0113033113006797,sub-10809,,,,,,
M5_reset,83,3,-40.29057661266054,86.58115322532107,86.8849506936755,93.83767504871086,0.24752891329748075,0.2996745171850337,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05321224986354229,1.6481908343624472,sub-10809,0.4126732599557548,,,,,
M5_signed,83,3,-39.86424917092311,85.72849834184622,86.03229581020065,92.98502016523601,0.25493928059855864,0.3070848844861115,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06649137042424555,1.5546292911838988,sub-10809,0.43761975133785885,,,,,
M7_signed,83,4,-39.43928285827634,86.87856571655269,87.3913862293732,96.55392814773907,0.24494412097098509,0.31447159282105563,True,100,100,93,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06252049018776752,1.893475822619525,sub-10809,0.4320774130181958,0.21877204509947704,,,,
M4_signed,83,3,-39.61097427107923,85.22194854215846,85.52574601051289,92.47847036554825,0.25934167146586484,0.3114872753534177,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.031082899497393936,3.652616562142194,sub-10809,0.449356414434516,,,,,
M2_lapse,83,3,-44.33198390987762,94.66396781975524,94.96776528810967,101.92048964314503,0.17728170527449813,0.229427309162051,True,100,100,99,lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18667928250114435,0.8973435852535795,sub-10809,,,0.0,,,
M5_lapse,83,4,-39.6769873602814,87.3539747205628,87.86679523338331,97.02933715174919,0.24081237270303715,0.3103398445531077,True,100,100,50,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.031478231774256814,3.414074525276804,sub-10809,0.45890358301278883,,0.18260517155054665,,,
M2_side,83,3,-44.31173905971542,94.62347811943084,94.92727558778527,101.87999994282063,0.17763359858693845,0.22977920247449135,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18620182417993475,0.8919848794077303,sub-10809,,,,-0.0524908555472253,,
M5_side,83,4,-39.86274563117096,87.72549126234192,88.23831177516243,97.40085369352832,0.23758354696548928,0.3071110188155598,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06655522914071156,1.5572841223393137,sub-10809,0.4375287463376354,,,0.015271799505134928,,
M2_power,83,3,-43.242553537727424,92.48510707545485,92.78890454380928,99.74162889884464,0.1962180401575693,0.24836364404512223,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.24841625951215504,1.5182618338622618,sub-10809,,,,,0.6198538870749316,
M5_power,83,4,-35.28329531870741,78.56659063741482,79.07941115023533,88.24195306860122,0.3171829476376408,0.38671041948771134,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07071932447751726,4.477636086784678,sub-10809,0.2302153919688424,,,,0.38075988281808687,
M5_kappa100,83,3,-39.86424917092311,85.72849834184622,86.03229581020065,92.98502016523601,0.25493928059855864,0.3070848844861115,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06649137123686279,1.5546293052235638,sub-10809,0.4376197408352711,,,,,
M4_ratingcentered,83,3,-39.4610554270078,84.9221108540156,85.22590832237003,92.17863267740539,0.2619475410186077,0.3140931449061606,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0630005996297447,1.952270731956291,sub-10809,0.42583382693111155,,,,,
preference,83,4,-39.12040844551717,86.24081689103434,86.75363740385485,95.91617932222073,0.2504867539101904,0.32001422576026084,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07736683205043493,1.9293468073432798,sub-10809,0.22592300973099333,,,,,0.10752177482097912
M2_reset,84,2,-58.224665055982626,120.44933011196525,120.5974782601134,125.31096370965187,-0.03435506685077358,-5.1849248459134856e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7550337943539587,1e-05,sub-10810,,,,,,
M5_reset,84,3,-48.5312494816187,103.0624989632374,103.3624989632374,110.35494935976735,0.1149538324054373,0.16647865529432881,True,100,100,100,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.20596419110782752,sub-10810,5.0,,,,,
M5_signed,84,3,-48.531249481618715,103.06249896323743,103.36249896323743,110.35494935976737,0.11495383240543706,0.1664786552943286,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2059642021335304,sub-10810,5.0,,,,,
M7_signed,84,4,-36.40715528412667,80.81431056825333,81.32063968217739,90.53757776362659,0.30600949351381174,0.3747092573656672,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07216332848237252,0.3019892682229205,sub-10810,5.0,3.4565405485579537,,,,
M4_signed,84,3,-24.72743056512187,55.45486113024374,55.75486113024374,62.747311526773686,0.5237830169893525,0.5753078398782441,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16803085930177555,0.672674236494302,sub-10810,3.3308659994612113,,,,,
M2_lapse,84,3,-58.22459673977117,122.44919347954234,122.74919347954234,129.7416438760723,-0.05152883448683889,-4.01159794738426e-06,True,100,100,100,kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7071437426539687,1e-05,sub-10810,,,0.2,,,
M5_lapse,84,4,-48.53124948161871,105.06249896323742,105.56882807716147,114.78576615861067,0.09777889144247333,0.1664786552943287,True,100,100,98,alpha;theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.20596420264044943,sub-10810,5.0,,0.0,,,
M2_side,84,3,-58.20084418793269,122.40168837586538,122.70168837586537,129.69413877239532,-0.05112088581129318,0.0004039370775983375,True,100,100,84,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6980780907479901,1e-05,sub-10810,,,,-0.04762722483387259,,
M5_side,84,4,-48.51520986649089,105.03041973298178,105.53674884690584,114.75368692835504,0.09805437088536224,0.16675413473721767,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2063735838320885,sub-10810,5.0,,,0.04364908783087447,,
M2_power,84,3,-42.568407378133514,91.13681475626703,91.43681475626703,98.42926515279697,0.21736529350427058,0.26889011639316207,True,100,100,10,rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.17305669208281282,0.005416293846859063,sub-10810,,,,,3.0,
M5_power,84,4,-42.230193714290216,92.46038742858043,92.96671654250449,102.18365462395369,0.20599915225068308,0.2746989161025385,True,100,100,16,theta;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1702722633413049,0.005443741038383846,sub-10810,5.0,,,,3.0,
M5_kappa100,84,3,-48.53124948161869,103.06249896323737,103.36249896323737,110.35494935976732,0.11495383240543755,0.16647865529432915,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.20596420456414213,sub-10810,5.0,,,,,
M4_ratingcentered,84,3,-36.46955479886346,78.93910959772693,79.23910959772692,86.23155999425687,0.3221127264950535,0.3736375493839451,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06267237721186535,0.3260372903262525,sub-10810,5.0,,,,,
preference,84,4,-33.84986278443792,75.69972556887583,76.20605468279989,85.42299276424909,0.34993084122099627,0.41863060507285166,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2602668914324196,0.20532055956124803,sub-10810,5.0,,,,,2.362595327135377
M2_reset,84,2,-58.22441734037802,120.44883468075604,120.59698282890419,125.31046827844267,-0.03435081234988883,-9.304239612095699e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.39120343629131926,1e-05,sub-10812,,,,,,
M5_reset,84,3,-46.37639714261722,98.75279428523444,99.05279428523444,106.04524468176439,0.15196329411169227,0.20348811700058378,True,100,100,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18643265641838078,0.2404689483504768,sub-10812,5.0,,,,,
M5_signed,84,3,-46.62025288881363,99.24050577762726,99.54050577762726,106.5329561741572,0.14777508606728945,0.199299908956181,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16969209893177936,0.2398963814171661,sub-10812,5.0,,,,,
M7_signed,84,4,-44.757541809431174,97.51508361886235,98.0214127327864,107.2383508142356,0.16259209792377796,0.23129186177563332,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13894092836229224,0.3543251217147613,sub-10812,3.9387314968448446,1.0800439028713802,,,,
M4_signed,84,3,-49.52982075422971,105.05964150845942,105.35964150845942,112.35209190498936,0.09780342975103154,0.1493282526399231,True,100,100,94,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.08193872976070463,1.238748411216134,sub-10812,1.49570792968439,,,,,
M2_lapse,84,3,-58.22441993149674,122.44883986299348,122.74883986299348,129.74129025952342,-0.051525797815163754,-9.749262721570062e-07,True,100,100,100,kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3657760256005768,1e-05,sub-10812,,,0.2,,,
M5_lapse,84,4,-46.62025288881364,101.24050577762728,101.74683489155133,110.96377297300053,0.13060014510432547,0.19929990895618088,True,100,100,100,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16969210282050604,0.2398963864743274,sub-10812,5.0,,0.0,,,
M2_side,84,3,-58.200624419868426,122.40124883973685,122.70124883973685,129.69369923626678,-0.05111711130776393,0.0004077115811276233,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.36032723780110687,1e-05,sub-10812,,,,-0.04762598946826433,,
M5_side,84,4,-46.56741070313437,101.13482140626874,101.6411505201928,110.858088601642,0.13150770652372087,0.2002074703755763,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16540734081026418,0.23840165561638707,sub-10812,5.0,,,-0.0816691841259523,,
M2_power,84,3,-56.23588493550341,118.47176987100681,118.77176987100681,125.76422026753676,-0.017372826656190696,0.03415199623270082,True,100,100,2,kappa;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.23670304586357752,0.0015044488907054628,sub-10812,,,,,3.0,
M5_power,84,4,-45.697091478363056,99.39418295672611,99.90051207065017,109.11745015209937,0.14645538782810066,0.21515515167995602,True,100,100,99,rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.203411689519719,0.5445254517236462,sub-10812,2.4957799924831106,,,,0.2,
M5_kappa100,84,3,-46.62025288881363,99.24050577762726,99.54050577762726,106.5329561741572,0.14777508606728945,0.199299908956181,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16969209703534968,0.23989638075309425,sub-10812,5.0,,,,,
M4_ratingcentered,84,3,-58.22426052939279,122.44852105878557,122.74852105878557,129.7409714553155,-0.05152306009343898,1.762795452608934e-06,True,100,100,13,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11774162281245139,0.0007429072113182965,sub-10812,5.0,,,,,
preference,84,4,-44.93173697898574,97.86347395797148,98.36980307189553,107.58674115334473,0.15960030617064483,0.2283000700225002,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18937512334891904,0.37894295708020564,sub-10812,1.8161490595060106,,,,,0.48125030375866523
M2_reset,84,2,-57.108208505654794,118.21641701130959,118.36456515945774,123.07805060899622,-0.015179991511178775,0.019169890414748925,True,100,100,44,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0,0.08921289599940342,sub-10817,,,,,,
M5_reset,84,3,-44.34006154572559,94.68012309145118,94.98012309145118,101.97257348798112,0.18693723776908783,0.23846206065797937,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.47611947663388515,sub-10817,3.0041858584104495,,,,,
M5_signed,84,3,-44.34006154572559,94.68012309145118,94.98012309145118,101.97257348798112,0.18693723776908783,0.23846206065797937,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.476119464461513,sub-10817,3.00418586737537,,,,,
M7_signed,84,4,-43.91960562746316,95.83921125492633,96.34554036885038,105.56247845029958,0.1769836023798099,0.2456833662316653,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7001523525934727,sub-10817,2.202903133918267,0.3020591483376235,,,,
M4_signed,84,3,-44.340061545725604,94.68012309145121,94.9801230914512,101.97257348798115,0.18693723776908758,0.23846206065797915,True,100,100,42,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.336822220832498,sub-10817,0.8573135048899342,,,,,
M2_lapse,84,3,-56.624353356745644,119.24870671349129,119.54870671349128,126.54115711002123,-0.02404474885700189,0.02748007403188968,True,100,100,66,alpha;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.10625804030025397,sub-10817,,,0.0,,,
M5_lapse,84,4,-44.34006154572559,96.68012309145118,97.18645220537523,106.40339028682443,0.16976229680612398,0.23846206065797937,True,100,100,100,alpha;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.47611946447150943,sub-10817,3.0041858770519996,,0.0,,,
M2_side,84,3,-55.456269756440975,116.91253951288195,117.21253951288195,124.20498990941189,-0.003982981981962934,0.04754184090692859,True,100,100,63,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.10789123920912404,sub-10817,,,,0.3425600093336871,,
M5_side,84,4,-41.99767162360658,91.99534324721316,92.50167236113721,101.71861044258641,0.20999270543075949,0.27869246928261493,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5041128254533258,sub-10817,3.2420859284812784,,,0.581988364233612,,
M2_power,84,3,-55.90597712146922,117.81195424293844,118.11195424293844,125.10440463946838,-0.01170667942693309,0.039818143461958444,True,100,100,40,alpha;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.658631918121117,sub-10817,,,,,0.2,
M5_power,84,4,-40.131501658550185,88.26300331710037,88.76933243102442,97.98627051247362,0.24204406440745935,0.3107438282593148,True,100,100,100,alpha;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.1143032174535774,sub-10817,0.7390221441688586,,,,0.2,
M5_kappa100,84,3,-44.3400615457256,94.6801230914512,94.98012309145119,101.97257348798114,0.1869372377690877,0.23846206065797926,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.47611946316606013,sub-10817,3.0041858442797884,,,,,
M4_ratingcentered,84,3,-44.34006154572559,94.68012309145118,94.98012309145118,101.97257348798112,0.18693723776908783,0.23846206065797937,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.4761194673540041,sub-10817,3.004185884202277,,,,,
preference,84,4,-42.10973836773921,92.21947673547842,92.72580584940248,101.94274393085168,0.20806796571636993,0.2767677295682254,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.2162963957090436,sub-10817,3.292496152048225,,,,,-0.29254031947960873
M2_reset,56,2,-38.81624211248819,81.63248422497638,81.85889931931601,85.68318760644668,-0.05152482291803541,-2.914379848562021e-11,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1e-05,sub-10827,,,,,,
M5_reset,56,3,-33.908035288916516,73.81607057783303,74.2776090393715,79.89212565003848,0.049160009280808575,0.12644724361414594,True,100,100,89,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5273314659927488,sub-10827,1.4334669777342193,,,,,
M5_signed,56,3,-33.908035288916516,73.81607057783303,74.2776090393715,79.89212565003848,0.049160009280808575,0.12644724361414594,True,100,100,70,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5273314697072912,sub-10827,1.4334669645968452,,,,,
M7_signed,56,4,-33.57402190726975,75.1480438145395,75.9323575400297,83.2494505774801,0.0320025880022974,0.13505223378008047,True,100,100,59,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.3138386561794679,sub-10827,2.068469972710135,-0.7652227666164833,,,,
M4_signed,56,3,-34.16199399606684,74.32398799213368,74.78552645367215,80.40004306433913,0.042617420577302396,0.11990465491063973,True,100,100,42,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7642909133557523,sub-10827,0.7124014004978553,,,,,
M2_lapse,56,3,-38.81492133983597,83.62984267967194,84.0913811412104,89.70589775187739,-0.0772532080739901,3.402625934723069e-05,True,100,100,26,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.00384985961100521,sub-10827,,,0.08514468066487493,,,
M5_lapse,56,4,-33.89929249441352,75.79858498882705,76.58289871431724,83.89999175176764,0.023622833305523144,0.12667247908330626,True,100,100,87,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.6061081695347044,sub-10827,1.5646316346885745,,0.1379962051298241,,,
M2_side,56,3,-38.24285387363189,82.48570774726377,82.94724620880224,88.56176281946922,-0.06251537063565896,0.014771863697678356,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10827,,,,0.28768019984702187,,
M5_side,56,4,-32.78343384550589,73.56686769101178,74.35118141650197,81.66827445395238,0.052370042932524945,0.1554196887103081,True,100,100,95,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5671231644635071,sub-10827,1.4725103018375427,,,0.45367734455467906,,
M2_power,56,3,-38.76776838675704,83.53553677351408,83.99707523505255,89.61159184571953,-0.0760384342959501,0.0012488000373872543,True,100,100,17,alpha;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.10848294458871975,sub-10827,,,,,0.2,
M5_power,56,4,-33.31186916954262,74.62373833908524,75.40805206457543,82.72514510202583,0.03875627469291173,0.14180592047069485,True,100,100,93,alpha;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.4875263991939534,sub-10827,0.5332245707649068,,,,0.2,
M5_kappa100,56,3,-33.908035288916516,73.81607057783303,74.2776090393715,79.89212565003848,0.049160009280808575,0.12644724361414594,True,100,100,89,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5273314644650468,sub-10827,1.433466980586383,,,,,
M4_ratingcentered,56,3,-34.16199399606684,74.32398799213368,74.78552645367215,80.40004306433913,0.042617420577302396,0.11990465491063973,True,100,100,78,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5074075922663676,sub-10827,1.2385341997608281,,,,,
preference,56,4,-33.5726504102715,75.145300820543,75.92961454603319,83.2467075834836,0.032037921072261215,0.1350875668500443,True,100,100,77,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.006820263195977936,0.30987599243683805,sub-10827,1.0544880772406098,,,,,-0.3958098971153565
M2_reset,84,2,-58.22446939156715,120.4489387831343,120.59708693128245,125.31057238082093,-0.034351706325989176,-1.824400061467557e-06,True,100,100,93,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.12229064864250144,1e-05,sub-10831,,,,,,
M5_reset,84,3,-55.16685116014884,116.33370232029768,116.63370232029767,123.62615271682762,0.000987765322938387,0.052512588211829914,True,100,100,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06622532617886819,0.08094983138740239,sub-10831,5.0,,,,,
M5_signed,84,3,-55.04182138497276,116.08364276994551,116.38364276994551,123.37609316647546,0.0031351443302002242,0.05465996721909172,True,100,100,96,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0745082083728958,0.08675893024139836,sub-10831,5.0,,,,,
M7_signed,84,4,-52.726211065112395,113.45242213022479,113.95875124414884,123.17568932559804,0.025730673904067924,0.0944304377559233,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06820122634003896,0.09567165844201898,sub-10831,5.0,3.4318976085199324,,,,
M4_signed,84,3,-52.54044514677454,111.08089029354907,111.38089029354907,118.37334069007902,0.046096133547415236,0.09762095643630675,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04002891489396113,0.5586195033239892,sub-10831,1.0944861878903012,,,,,
M2_lapse,84,3,-58.224459491705794,122.44891898341159,122.74891898341158,129.74136937994152,-0.05152647725941873,-1.654370527237603e-06,True,100,100,81,kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08538497850696906,1e-05,sub-10831,,,0.2,,,
M5_lapse,84,4,-55.04182138497276,118.08364276994551,118.58997188386957,127.80690996531877,-0.014039796632763626,0.05465996721909172,True,100,100,93,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07450820843771461,0.08675893205784399,sub-10831,5.0,,0.0,,,
M2_side,84,3,-58.20067268187144,122.40134536374288,122.70134536374287,129.69379576027282,-0.05111794020481643,0.00040688268407507167,True,100,100,92,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08479625765955616,1e-05,sub-10831,,,,-0.047627162733409494,,
M5_side,84,4,-54.86453380668543,117.72906761337086,118.23539672729491,127.45233480874411,-0.010994892942211952,0.05770487090964349,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0726354081727649,0.09054211081377402,sub-10831,5.0,,,-0.13698707271520685,,
M2_power,84,3,-57.14746066693481,120.29492133386962,120.59492133386962,127.58737173039957,-0.03302908602679567,0.018495736862095824,True,100,100,1,kappa;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.07412894848192102,0.0010794367412835849,sub-10831,,,,,3.0,
M5_power,84,4,-54.503971510772885,117.00794302154577,117.51427213546982,126.73121021691902,-0.004802256796443305,0.06389750705541208,True,100,100,88,theta;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0813170153928557,0.09204570514619448,sub-10831,5.0,,,,0.2,
M5_kappa100,84,3,-55.04182138497275,116.0836427699455,116.3836427699455,123.37609316647544,0.003135144330200346,0.05465996721909194,True,100,100,93,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.07450821612893957,0.0867589319936687,sub-10831,5.0,,,,,
M4_ratingcentered,84,3,-52.917769499617016,111.83553899923403,112.13553899923403,119.12798939576398,0.039615610063457124,0.09114043295234864,True,100,100,88,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06786295424041257,0.0783659180719018,sub-10831,5.0,,,,,
