parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-0.787639,0.00400643,0.13799,0.136158,-1.01377,-0.788573,-0.562608,1194.09,2637.71,3.46887,1.00191,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
mu[2],-1.30168,0.00216246,0.104585,0.104119,-1.47828,-1.29844,-1.13797,2363.37,3941.41,6.86566,1.00098,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
mu[3],0.841823,0.00261755,0.165495,0.159995,0.575328,0.83634,1.12171,4043.17,5134.51,11.7455,1.00098,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
tau[1],0.523144,0.00373652,0.159609,0.152223,0.255974,0.524817,0.78053,1871.33,1634.67,5.43628,1.00031,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
tau[2],0.664101,0.0023192,0.0927252,0.0929477,0.520779,0.6595,0.818838,1629.55,3390.54,4.73389,1.00305,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
tau[3],0.752074,0.00342578,0.172268,0.168511,0.484081,0.745451,1.04707,2555.04,3010.1,7.42248,1.00005,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"beta[1,1]",0.118116,0.00164097,0.106882,0.10555,-0.0574891,0.118547,0.293621,4262.49,5309.66,12.3827,1.00007,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"beta[2,1]",0.0374471,0.00157088,0.086425,0.0872277,-0.105436,0.0371507,0.177593,3040.19,4541.87,8.83184,1.00003,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"beta[3,1]",0.363341,0.00196604,0.136887,0.133423,0.138719,0.36259,0.58635,4874.81,6045.86,14.1615,1.0001,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[1,1]",0.310873,0.00215942,0.111685,0.109241,0.14466,0.303267,0.507425,2711.22,4891.65,7.8762,1.00047,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[1,2]",0.171296,0.000894148,0.0801117,0.0743431,0.0645257,0.158829,0.322244,7288.37,5119.67,21.173,0.999963,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[1,3]",1.81704,0.00698998,0.618516,0.588866,0.910547,1.76041,2.90908,8272.24,6190.48,24.0311,0.999809,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[2,1]",0.326933,0.00106107,0.0821061,0.074529,0.202873,0.320466,0.472527,6055.31,5466.17,17.5909,1.00042,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[2,2]",0.780458,0.0043817,0.354777,0.335092,0.298418,0.72748,1.42608,6066.24,5373.22,17.6226,1.00131,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[2,3]",0.941103,0.00370159,0.343314,0.317989,0.444228,0.90954,1.53853,8982.15,5696.51,26.0934,0.999976,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[3,1]",0.434235,0.00190207,0.124558,0.128489,0.242575,0.425337,0.650419,4242.5,5172.32,12.3246,1.00094,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[3,2]",0.25779,0.00110712,0.0964956,0.0965839,0.113813,0.24946,0.428436,7967.86,4825.19,23.1469,1.00013,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[3,3]",0.969998,0.00522111,0.420219,0.382113,0.394482,0.915324,1.73838,7160.91,5570.1,20.8027,1.00116,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[4,1]",0.383834,0.00113605,0.0963653,0.0945983,0.23462,0.378699,0.54541,7296.7,6779.54,21.1972,1.00028,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[4,2]",0.563944,0.00173052,0.168469,0.163569,0.320092,0.548064,0.865687,9221.6,6012.27,26.7891,0.999701,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[4,3]",1.91452,0.00594205,0.504981,0.47667,1.20758,1.85445,2.83859,7764.57,5984.86,22.5563,0.999857,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[5,1]",0.330425,0.000948852,0.082998,0.0783113,0.200716,0.325639,0.471494,7737.33,5958.34,22.4772,0.999776,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[5,2]",0.426723,0.00194614,0.188065,0.177636,0.169507,0.402446,0.770135,8413.28,5118.2,24.4409,1.00001,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[5,3]",1.62324,0.00556881,0.515765,0.489868,0.893838,1.56859,2.54395,9375.07,5970.88,27.2349,1.00089,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[6,1]",0.294036,0.00154304,0.101445,0.0954606,0.139199,0.287167,0.475787,4295.09,5326.65,12.4774,1.0008,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[6,2]",0.221272,0.000998442,0.101545,0.0979044,0.0825639,0.207147,0.406291,9237.33,4969.21,26.8348,1.00037,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[6,3]",0.866857,0.00488156,0.399208,0.357381,0.329219,0.809749,1.57643,7475.68,4490.75,21.7171,1.00005,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[7,1]",0.254704,0.00121468,0.0837649,0.0839774,0.126698,0.250409,0.398459,4907.62,5173.68,14.2568,1.00092,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[7,2]",0.343587,0.00224879,0.174315,0.163717,0.114753,0.314451,0.676636,5638.67,5416.63,16.3805,1.00003,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[7,3]",1.73494,0.00692393,0.557038,0.536322,0.919545,1.6815,2.71496,6637.12,6206.56,19.2811,1.00019,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[8,1]",0.388498,0.00219965,0.126294,0.121403,0.195965,0.377681,0.615659,3304.02,5384.16,9.5983,1.00059,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[8,2]",0.203447,0.00106475,0.0883515,0.0851015,0.0828832,0.192071,0.365083,6455.54,5276.34,18.7536,1.00018,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[8,3]",1.53097,0.00704589,0.576867,0.541264,0.704685,1.46523,2.571,7344.79,5108.06,21.3369,1.00071,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[9,1]",0.322134,0.00297361,0.128388,0.124114,0.134987,0.310706,0.560144,1925.56,3530.97,5.59381,1.00105,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
"natural[9,2]",0.1824,0.00158406,0.095193,0.0830564,0.0625696,0.164292,0.364078,3508.25,5273.46,10.1916,1.00006,H5_recovery_positive_3,111,0,diag_e,4,2000,2000,0.95,0,0.6431680187950689,True
