run,model,age,parameter,mean,median,ci_low,ci_high
H5_full_age_bounded,H5,21.0,alpha,0.07328774427785267,0.07114209658619139,0.0344425117993237,0.12485434145572707
H5_full_age_bounded,H5,21.0,kappa,0.28586741076407846,0.2800711199906388,0.18015134972600344,0.42588127890626765
H5_full_age_bounded,H5,21.0,theta,5.689584103568169,5.687284904559039,3.251598895692038,8.123575241850435
H5_full_age_bounded,H5,21.0,friend_value_probability_effect,0.49964466096538773,0.5013830624047132,0.42024613227276897,0.5679283600629452
H5_full_age_bounded,H5,21.983333333333334,alpha,0.07284247219781033,0.07081119669762537,0.03472293249412444,0.12280310162867031
H5_full_age_bounded,H5,21.983333333333334,kappa,0.2834369703401259,0.2780747201140227,0.18071991737149878,0.4179776063253613
H5_full_age_bounded,H5,21.983333333333334,theta,5.719776065148936,5.716929795108538,3.329382312871813,8.108422745097604
H5_full_age_bounded,H5,21.983333333333334,friend_value_probability_effect,0.49919026802020233,0.5008346679232973,0.42245672707338927,0.5655840295339889
H5_full_age_bounded,H5,22.966666666666665,alpha,0.0724070833269752,0.07050443810624316,0.034977533647304215,0.12100561137080082
H5_full_age_bounded,H5,22.966666666666665,kappa,0.2810421586654048,0.2759499783668147,0.18141122414995908,0.41034857591377266
H5_full_age_bounded,H5,22.966666666666665,theta,5.749987585936037,5.752023135514584,3.405351604308521,8.091899419325097
H5_full_age_bounded,H5,22.966666666666665,friend_value_probability_effect,0.4987176176775169,0.500285058149593,0.4243956779058436,0.5632253765973546
H5_full_age_bounded,H5,23.95,alpha,0.0719814812757703,0.07023594306983276,0.03517232016040406,0.11885213825324123
H5_full_age_bounded,H5,23.95,kappa,0.2786824185662549,0.2739581048508364,0.18195396944710718,0.4036110852980817
H5_full_age_bounded,H5,23.95,theta,5.780205183282465,5.78250221694717,3.478695997180241,8.075852570637673
H5_full_age_bounded,H5,23.95,friend_value_probability_effect,0.4982269556929322,0.49966020131634203,0.4262552151329461,0.5608209763130761
H5_full_age_bounded,H5,24.933333333333334,alpha,0.07156556944221638,0.06990615469595556,0.03528728280865196,0.11706731335683043
H5_full_age_bounded,H5,24.933333333333334,kappa,0.27635720328720975,0.27185376910891657,0.18258306525166793,0.39674808940060385
H5_full_age_bounded,H5,24.933333333333334,theta,5.810415166891608,5.811205352566538,3.5503256339836993,8.067370441602733
H5_full_age_bounded,H5,24.933333333333334,friend_value_probability_effect,0.4977185260298744,0.4990287122598629,0.42793794674498115,0.5584584654237054
H5_full_age_bounded,H5,25.0,alpha,0.0715377203696838,0.06988592792559331,0.035298608173170175,0.11694633048028508
H5_full_age_bounded,H5,25.0,kappa,0.27620079780595425,0.2717267112597251,0.1826302298451598,0.39614473400030586
H5_full_age_bounded,H5,25.0,theta,5.812462680773808,5.813441969559368,3.555376347843919,8.065331895281213
H5_full_age_bounded,H5,25.0,friend_value_probability_effect,0.4976834191291466,0.4989778601504689,0.4280839218930524,0.558323237360211
H5_full_age_bounded,H5,25.916666666666664,alpha,0.07115925115091554,0.06961435337042945,0.03554203331488572,0.11534977085038653
H5_full_age_bounded,H5,25.916666666666664,kappa,0.2740659762825007,0.26988132727024516,0.1832792594777146,0.38974447711343696
H5_full_age_bounded,H5,25.916666666666664,theta,5.840603672746248,5.841002202342706,3.619335952726259,8.057028342481678
H5_full_age_bounded,H5,25.916666666666664,friend_value_probability_effect,0.49719256973198184,0.4985113128007049,0.429740894472829,0.5562048799743163
H5_full_age_bounded,H5,26.9,alpha,0.07076242978476344,0.06934375022678776,0.03580162396261499,0.11379542532039369
H5_full_age_bounded,H5,26.9,kappa,0.27180821101218205,0.2678280056352353,0.18357122012526955,0.3837707192923754
H5_full_age_bounded,H5,26.9,theta,5.8707566990037865,5.8720131802985165,3.686082904771326,8.044539381293127
H5_full_age_bounded,H5,26.9,friend_value_probability_effect,0.4966493238689281,0.49786978382835995,0.4313344394143783,0.5539902215231026
H5_full_age_bounded,H5,27.883333333333333,alpha,0.07037500890941141,0.06907297228377512,0.03593096220113759,0.11237189690412287
H5_full_age_bounded,H5,27.883333333333333,kappa,0.2695833907427668,0.26593209200599055,0.18391978196889208,0.37775071245983183
H5_full_age_bounded,H5,27.883333333333333,theta,5.900860143646128,5.901359717929687,3.7581046808728624,8.036725759921195
H5_full_age_bounded,H5,27.883333333333333,friend_value_probability_effect,0.49608902056699417,0.49723301161940314,0.43247482315072494,0.5516198149946187
H5_full_age_bounded,H5,28.866666666666667,alpha,0.06999689239053453,0.06877676005450656,0.03616698619378366,0.11074571482550986
H5_full_age_bounded,H5,28.866666666666667,kappa,0.26739100835226887,0.26394310917317554,0.1842640397673053,0.37184459249917906
H5_full_age_bounded,H5,28.866666666666667,theta,5.930899843638735,5.931356587892856,3.8308276649862,8.023330022953665
H5_full_age_bounded,H5,28.866666666666667,friend_value_probability_effect,0.49551188613368563,0.4966749918161574,0.43393786628053027,0.5494492039066243
H5_full_age_bounded,H5,29.85,alpha,0.06962798450399371,0.06848839924935876,0.0362738415127937,0.10934681530730322
H5_full_age_bounded,H5,29.85,kappa,0.2652305661395459,0.2618722213011693,0.18451018413121129,0.36578083821495677
H5_full_age_bounded,H5,29.85,theta,5.960861615321859,5.960508160707212,3.9016490341356636,8.013774460905703
H5_full_age_bounded,H5,29.85,friend_value_probability_effect,0.4949181402833891,0.4960436281306666,0.43524308167813835,0.5473835071418741
H5_full_age_bounded,H5,30.833333333333332,alpha,0.06926819003900658,0.06822799535377849,0.03633454038139837,0.1082026725432583
H5_full_age_bounded,H5,30.833333333333332,kappa,0.26310157563784603,0.2599393638550056,0.18458290611500644,0.3598867693072084
H5_full_age_bounded,H5,30.833333333333332,theta,5.9907312957287955,5.9889598130207435,3.971304327999088,8.010427696847987
H5_full_age_bounded,H5,30.833333333333332,friend_value_probability_effect,0.4943079954686424,0.49531403224043197,0.4363744538451913,0.5454659959865442
H5_full_age_bounded,H5,31.816666666666666,alpha,0.0689174143944663,0.06795743259404616,0.036400231143966115,0.10700862925840313
H5_full_age_bounded,H5,31.816666666666666,kappa,0.2610035574324568,0.2580064858407929,0.18469671857352335,0.3546295223943221
H5_full_age_bounded,H5,31.816666666666666,theta,6.020494784502239,6.018016184782537,4.036264056319412,8.009153746956184
H5_full_age_bounded,H5,31.816666666666666,friend_value_probability_effect,0.4936816563192169,0.4946870018220797,0.437277850620349,0.5435390590919201
H5_full_age_bounded,H5,32.8,alpha,0.06857556366856775,0.06767435224836625,0.036520895782660164,0.10581463656628802
H5_full_age_bounded,H5,32.8,kappa,0.2589360409823627,0.25618259794933895,0.18468959984776281,0.34978346827891693
H5_full_age_bounded,H5,32.8,theta,6.050138086061308,6.0502612846103,4.0931331096177495,8.001049773518135
H5_full_age_bounded,H5,32.8,friend_value_probability_effect,0.4930393191890032,0.4939847662459019,0.4379218751276302,0.5415201816070585
H5_full_age_bounded,H5,33.78333333333333,alpha,0.06824254474191667,0.06739043732106592,0.03652787978406697,0.1048683903694362
H5_full_age_bounded,H5,33.78333333333333,kappa,0.2568985644458179,0.2543493215542618,0.18435502473446425,0.34518294648106773
H5_full_age_bounded,H5,33.78333333333333,theta,6.079647351659274,6.078808461548631,4.150275565089581,8.000328788242724
H5_full_age_bounded,H5,33.78333333333333,friend_value_probability_effect,0.4923811718087391,0.49330801217065423,0.43846167172751205,0.5395837735798072
H5_full_age_bounded,H5,34.766666666666666,alpha,0.06791826535431264,0.06710702938732249,0.03650600194748366,0.10403458836083601
H5_full_age_bounded,H5,34.766666666666666,kappa,0.2548906745097426,0.2524953940426323,0.18396979573628133,0.3403594865828058
H5_full_age_bounded,H5,34.766666666666666,theta,6.109008920966084,6.109988357540341,4.207091398575044,8.00061806293165
H5_full_age_bounded,H5,34.766666666666666,friend_value_probability_effect,0.4917073930409923,0.49265317511406426,0.43907064475879315,0.5379438848644315
H5_full_age_bounded,H5,35.75,alpha,0.0676026341754059,0.0668414602532443,0.0363945013860017,0.10334113467434548
H5_full_age_bounded,H5,35.75,kappa,0.2529119262228554,0.25059667056805635,0.18349869517679746,0.33603763270198805
H5_full_age_bounded,H5,35.75,theta,6.138209362810631,6.138715918637024,4.262788000587686,7.998703128815423
H5_full_age_bounded,H5,35.75,friend_value_probability_effect,0.4910181527325096,0.4919571137802763,0.4393610959687799,0.5363904092423181
H5_full_age_bounded,H5,36.733333333333334,alpha,0.06729556086943835,0.06657005016991852,0.03628310909807017,0.10258314398954707
H5_full_age_bounded,H5,36.733333333333334,kappa,0.25096188283245435,0.24869584255590327,0.1830113939896682,0.3322921582602933
H5_full_age_bounded,H5,36.733333333333334,theta,6.167235514725739,6.16795362150556,4.319337282552347,8.004159042364853
H5_full_age_bounded,H5,36.733333333333334,friend_value_probability_effect,0.4903136116580966,0.491255091951885,0.43957146602492203,0.5349720173205004
H5_full_age_bounded,H5,37.71666666666667,alpha,0.06699695615428289,0.06629471579263033,0.03611991956131257,0.10175003756447482
H5_full_age_bounded,H5,37.71666666666667,kappa,0.24904011562476341,0.24686557343737192,0.1826401167302686,0.3288655705336745
H5_full_age_bounded,H5,37.71666666666667,theta,6.19607452095352,6.196810619147303,4.3653299422332035,8.01038409070347
H5_full_age_bounded,H5,37.71666666666667,friend_value_probability_effect,0.48959392154955117,0.4904909939472877,0.4396612229744054,0.5336874622436673
H5_full_age_bounded,H5,38.7,alpha,0.06670673185500095,0.06604404166778677,0.03602641243896539,0.10123646365552523
H5_full_age_bounded,H5,38.7,kappa,0.24714620376876137,0.24499410713405836,0.1819845062475452,0.3253678526261501
