parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-1.18586,0.0147259,0.50862,0.446368,-2.04074,-1.17144,-0.390838,1187.21,3215.9,3.34171,1.00465,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
mu[2],-3.99883,0.00466258,0.357616,0.361075,-4.60766,-3.98129,-3.44388,6072.84,5999.27,17.0935,0.999876,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
tau[1],0.385674,0.00449095,0.313224,0.278894,0.0308233,0.310768,1.00554,4336.98,5077.5,12.2075,1.00093,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
tau[2],1.94138,0.00425965,0.265733,0.257207,1.53279,1.92364,2.40026,3907.9,5264.38,10.9998,1.00078,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
"beta[1,1]",0.530734,0.00458573,0.334415,0.325032,-0.0301819,0.534583,1.07531,5408.93,4813.5,15.2248,1.0,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
"beta[2,1]",-0.435523,0.00431866,0.294561,0.289051,-0.931761,-0.429858,0.0471789,4690.0,5751.82,13.2012,1.00074,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
"natural[1,1]",0.390581,0.00385765,0.177788,0.182145,0.115512,0.379802,0.707278,2176.29,4286.2,6.12573,1.00151,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
"natural[1,2]",0.0243448,0.000422277,0.0393161,0.0110869,0.000338326,0.0085237,0.105091,11552.8,6033.79,32.5182,0.99993,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
"natural[2,1]",0.203051,0.00293969,0.113768,0.0755992,0.0668038,0.183118,0.413641,1306.48,3669.53,3.67742,1.00453,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
"natural[2,2]",0.0294483,0.00046617,0.0438868,0.0165357,0.000585033,0.0133241,0.112683,11038.1,6091.5,31.0694,0.999888,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
"natural[3,1]",0.223847,0.00292044,0.118505,0.081868,0.0793108,0.203559,0.443387,1484.84,4085.94,4.17946,1.00355,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
"natural[3,2]",0.0311554,0.000484583,0.0465528,0.0168869,0.000693646,0.0133161,0.1228,12150.4,6258.64,34.2003,1.00019,H2_train_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.8684693753580125,True
