sample,metric,model,participant_id,delta
primary,BIC,M0,sub-10317,16.030927885202516
primary,BIC,M0,sub-10369,0.10056845710766993
primary,BIC,M0,sub-10402,0.0
primary,BIC,M0,sub-10418,19.90512663916674
primary,BIC,M0,sub-10462,0.0
primary,BIC,M0,sub-10478,13.408141238370547
primary,BIC,M0,sub-10486,17.698366185945886
primary,BIC,M0,sub-10529,0.0
primary,BIC,M0,sub-10541,0.0
primary,BIC,M0,sub-10555,11.440386294756323
primary,BIC,M0,sub-10559,53.50285645282463
primary,BIC,M0,sub-10572,1.8347515489263628
primary,BIC,M0,sub-10581,12.12099032035519
primary,BIC,M0,sub-10584,3.102991036247758
primary,BIC,M0,sub-10585,3.0938086194841645
primary,BIC,M0,sub-10589,2.988494170732622
primary,BIC,M0,sub-10590,31.057447874193272
primary,BIC,M0,sub-10596,33.947738210491096
primary,BIC,M0,sub-10603,7.061791533636381
primary,BIC,M0,sub-10606,55.02992071769958
primary,BIC,M0,sub-10608,38.346264728654276
primary,BIC,M0,sub-10617,0.0
primary,BIC,M0,sub-10636,31.05971099540099
primary,BIC,M0,sub-10638,56.20405488129181
primary,BIC,M0,sub-10640,18.506105115400317
primary,BIC,M0,sub-10641,11.833397017143454
primary,BIC,M0,sub-10642,71.75911609098446
primary,BIC,M0,sub-10644,57.198500973100636
primary,BIC,M0,sub-10647,56.85452102108709
primary,BIC,M0,sub-10649,45.11056386250378
primary,BIC,M0,sub-10652,0.0
primary,BIC,M0,sub-10656,36.78952115416213
primary,BIC,M0,sub-10661,43.60925547354603
primary,BIC,M0,sub-10663,10.430040127702185
primary,BIC,M0,sub-10668,0.0
primary,BIC,M0,sub-10673,0.0
primary,BIC,M0,sub-10674,66.68309927835634
primary,BIC,M0,sub-10677,0.0
primary,BIC,M0,sub-10685,47.92684088429357
primary,BIC,M0,sub-10690,0.0
primary,BIC,M0,sub-10691,42.663568476110555
primary,BIC,M0,sub-10700,33.67017242995529
primary,BIC,M0,sub-10701,23.90985184803276
primary,BIC,M0,sub-10713,5.866083879490759
primary,BIC,M0,sub-10716,0.0
primary,BIC,M0,sub-10718,49.16246234375896
primary,BIC,M0,sub-10720,2.2517612042861828
primary,BIC,M0,sub-10723,0.0
primary,BIC,M0,sub-10741,0.0
primary,BIC,M0,sub-10748,15.262121018245551
primary,BIC,M0,sub-10767,60.73374935707245
primary,BIC,M0,sub-10770,0.0
primary,BIC,M0,sub-10781,47.20057502421565
primary,BIC,M0,sub-10783,41.63734250421169
primary,BIC,M0,sub-10785,9.496153249329922
primary,BIC,M0,sub-10794,0.0
primary,BIC,M0,sub-10800,13.61985455707169
primary,BIC,M0,sub-10801,31.952869116771268
primary,BIC,M0,sub-10802,0.0
primary,BIC,M0,sub-10803,0.0
primary,BIC,M0,sub-10804,12.504901745906153
primary,BIC,M0,sub-10806,27.941026104469586
primary,BIC,M0,sub-10807,44.38128896753916
primary,BIC,M0,sub-10809,22.077411807714924
primary,BIC,M0,sub-10810,35.790773120194416
primary,BIC,M0,sub-10812,9.915770159913578
primary,BIC,M0,sub-10817,14.476152846089661
primary,BIC,M0,sub-10827,0.0
primary,BIC,M0,sub-10831,0.0
primary,BIC,M0,sub-10834,60.703522207306804
primary,BIC,M0,sub-10836,0.0
primary,BIC,M0,sub-10838,0.0
primary,BIC,M0,sub-10843,0.7784544115895216
primary,BIC,M0,sub-10850,27.73725408517288
primary,BIC,M0,sub-10854,3.8295194270825164
primary,BIC,M0,sub-10857,46.63851752195379
primary,BIC,M0,sub-10858,51.911856811432436
primary,BIC,M0,sub-10860,21.624214010711228
primary,BIC,M0,sub-10862,17.043869620799327
primary,BIC,M0,sub-10863,57.112184777514095
primary,BIC,M0,sub-10866,0.0
primary,BIC,M0,sub-10875,64.03585677345654
primary,BIC,M0,sub-10881,9.084631200546298
primary,BIC,M0,sub-10886,0.0
primary,BIC,M0,sub-10887,10.368551138116317
primary,BIC,M0,sub-10896,13.408877715597413
primary,BIC,M0,sub-10897,19.463592035245412
primary,BIC,M0,sub-10898,28.365459141930856
primary,BIC,M0,sub-10908,1.9198082280943964
primary,BIC,M0,sub-10918,33.096877633022174
primary,BIC,M0,sub-10924,74.49650637915718
primary,BIC,M0,sub-10926,9.853784854379441
primary,BIC,M0,sub-10928,32.78512350968771
primary,BIC,M0,sub-10929,0.0
primary,BIC,M0,sub-10930,13.033561394629203
primary,BIC,M0,sub-10938,20.715436450634343
primary,BIC,M0,sub-10940,0.0
primary,BIC,M0,sub-10950,0.0
primary,BIC,M0,sub-10951,71.75911609098446
primary,BIC,M0,sub-10952,3.907793389697062
primary,BIC,M0,sub-10953,80.6677535371122
primary,BIC,M0,sub-10954,0.0
primary,BIC,M0,sub-10956,38.98431593081773
primary,BIC,M0,sub-10958,6.204705054214003
primary,BIC,M0,sub-10969,0.0
primary,BIC,M0,sub-10974,0.0
primary,BIC,M0,sub-10977,9.359234908768968
primary,BIC,M0,sub-10983,9.74562477550404
primary,BIC,M0,sub-10984,16.510342754177557
primary,BIC,M0,sub-11005,0.0
primary,BIC,M0,sub-11031,0.20681818036065636
primary,BIC,M1,sub-10317,19.768607505135876
primary,BIC,M1,sub-10369,3.814250525361963
primary,BIC,M1,sub-10402,4.419045611040275
primary,BIC,M1,sub-10418,24.336243441310017
primary,BIC,M1,sub-10462,0.33866182832063885
primary,BIC,M1,sub-10478,17.815220488872242
primary,BIC,M1,sub-10486,21.436515805879232
primary,BIC,M1,sub-10529,4.3947391578099655
primary,BIC,M1,sub-10541,4.407094250532936
primary,BIC,M1,sub-10555,15.154098363010625
primary,BIC,M1,sub-10559,2.5671610646543996
primary,BIC,M1,sub-10572,0.0
primary,BIC,M1,sub-10581,16.49043817593467
primary,BIC,M1,sub-10584,0.0
primary,BIC,M1,sub-10585,7.52503542162745
primary,BIC,M1,sub-10589,7.419690972875884
primary,BIC,M1,sub-10590,35.42006777372683
primary,BIC,M1,sub-10596,38.35495746093031
primary,BIC,M1,sub-10603,9.2874413720819
primary,BIC,M1,sub-10606,59.42522987545955
primary,BIC,M1,sub-10608,39.47929874172127
primary,BIC,M1,sub-10617,3.7377696199333528
primary,BIC,M1,sub-10636,35.46721524585901
primary,BIC,M1,sub-10638,60.62381549236339
primary,BIC,M1,sub-10640,12.455697460543405
primary,BIC,M1,sub-10641,15.571116637076798
primary,BIC,M1,sub-10642,71.76269977396626
primary,BIC,M1,sub-10644,60.17182851615169
primary,BIC,M1,sub-10647,0.0
primary,BIC,M1,sub-10649,49.45520928744496
primary,BIC,M1,sub-10652,4.431116802143265
primary,BIC,M1,sub-10656,8.635078896717971
primary,BIC,M1,sub-10661,48.04090227568939
primary,BIC,M1,sub-10663,10.847089562403099
primary,BIC,M1,sub-10668,3.610937914006719
primary,BIC,M1,sub-10673,4.430876802143288
primary,BIC,M1,sub-10674,71.11487608049968
primary,BIC,M1,sub-10677,4.313000060904656
primary,BIC,M1,sub-10685,50.070861610944576
primary,BIC,M1,sub-10690,3.71361706834805
primary,BIC,M1,sub-10691,47.0952452782539
primary,BIC,M1,sub-10700,33.673756112937085
primary,BIC,M1,sub-10701,0.0
primary,BIC,M1,sub-10713,0.0
primary,BIC,M1,sub-10716,4.430896802143238
primary,BIC,M1,sub-10718,53.59421914590229
primary,BIC,M1,sub-10720,6.682698006429419
primary,BIC,M1,sub-10723,3.396114401863045
primary,BIC,M1,sub-10741,4.09286309239674
primary,BIC,M1,sub-10748,19.69345782038883
primary,BIC,M1,sub-10767,65.15699021222784
primary,BIC,M1,sub-10770,4.419200611071545
primary,BIC,M1,sub-10781,49.24039073488301
primary,BIC,M1,sub-10783,18.673253154623424
primary,BIC,M1,sub-10785,0.0
primary,BIC,M1,sub-10794,3.0927492396756833
primary,BIC,M1,sub-10800,18.00252619490182
primary,BIC,M1,sub-10801,36.38435591891455
primary,BIC,M1,sub-10802,4.241306399191998
primary,BIC,M1,sub-10803,3.737689619933356
primary,BIC,M1,sub-10804,16.899860903791094
primary,BIC,M1,sub-10806,30.758696313602726
primary,BIC,M1,sub-10807,48.77650312538039
primary,BIC,M1,sub-10809,10.918885700783164
primary,BIC,M1,sub-10810,40.22237992233772
primary,BIC,M1,sub-10812,14.346906962056863
primary,BIC,M1,sub-10817,18.9070496482329
primary,BIC,M1,sub-10827,4.02535169299766
primary,BIC,M1,sub-10831,4.431126802143282
primary,BIC,M1,sub-10834,65.13525900945012
primary,BIC,M1,sub-10836,3.7135870683480547
primary,BIC,M1,sub-10838,4.317488116398778
primary,BIC,M1,sub-10843,0.0
primary,BIC,M1,sub-10850,32.1687808873162
primary,BIC,M1,sub-10854,8.26040622922578
primary,BIC,M1,sub-10857,50.697674265512745
primary,BIC,M1,sub-10858,56.331017422504
primary,BIC,M1,sub-10860,26.031643261262957
primary,BIC,M1,sub-10862,21.4510088713011
primary,BIC,M1,sub-10863,61.531880388604414
primary,BIC,M1,sub-10866,4.430916802143287
primary,BIC,M1,sub-10875,68.46759357559986
primary,BIC,M1,sub-10881,0.0
primary,BIC,M1,sub-10886,3.689004455682685
primary,BIC,M1,sub-10887,14.799727940259615
primary,BIC,M1,sub-10896,17.80347187346358
primary,BIC,M1,sub-10897,23.17732910354347
primary,BIC,M1,sub-10898,32.735276997485386
primary,BIC,M1,sub-10908,6.33910883909094
primary,BIC,M1,sub-10918,17.25059552454546
primary,BIC,M1,sub-10924,78.92826318130051
primary,BIC,M1,sub-10926,9.609728629333326
primary,BIC,M1,sub-10928,26.171358806181807
primary,BIC,M1,sub-10929,3.737789619933345
primary,BIC,M1,sub-10930,17.45271200570079
primary,BIC,M1,sub-10938,25.13480706163095
primary,BIC,M1,sub-10940,4.431176802143284
primary,BIC,M1,sub-10950,4.4312468021433205
primary,BIC,M1,sub-10951,71.76269977396629
primary,BIC,M1,sub-10952,7.645853009630422
primary,BIC,M1,sub-10953,78.12242099020101
primary,BIC,M1,sub-10954,3.3478121739125726
primary,BIC,M1,sub-10956,43.415142732961016
primary,BIC,M1,sub-10958,5.1907472617842245
primary,BIC,M1,sub-10969,4.059156743558958
primary,BIC,M1,sub-10974,3.6377161611263915
primary,BIC,M1,sub-10977,10.067644264990257
primary,BIC,M1,sub-10983,0.0
primary,BIC,M1,sub-10984,20.904876912018736
primary,BIC,M1,sub-11005,4.394614157866201
primary,BIC,M1,sub-11031,0.0
primary,BIC,M2,sub-10317,21.392711130828836
primary,BIC,M2,sub-10369,7.527732603878775
primary,BIC,M2,sub-10402,8.516302427253564
primary,BIC,M2,sub-10418,28.76706024015334
primary,BIC,M2,sub-10462,3.516201190813824
primary,BIC,M2,sub-10478,22.22187416458094
primary,BIC,M2,sub-10486,25.1741854241626
primary,BIC,M2,sub-10529,8.788978337532285
primary,BIC,M2,sub-10541,8.813578364621534
primary,BIC,M2,sub-10555,13.562405387675305
primary,BIC,M2,sub-10559,3.326791350668728
primary,BIC,M2,sub-10572,4.418840607796639
primary,BIC,M2,sub-10581,20.44616686108988
primary,BIC,M2,sub-10584,2.663866270148361
primary,BIC,M2,sub-10585,11.955762250283243
primary,BIC,M2,sub-10589,11.850354625020458
primary,BIC,M2,sub-10590,36.43110321185547
primary,BIC,M2,sub-10596,42.76149673703205
primary,BIC,M2,sub-10603,12.353853846873776
primary,BIC,M2,sub-10606,63.81957405700062
primary,BIC,M2,sub-10608,43.216968360004635
primary,BIC,M2,sub-10617,7.4754392382167225
primary,BIC,M2,sub-10636,39.87384210806083
primary,BIC,M2,sub-10638,65.04250011502593
primary,BIC,M2,sub-10640,5.692258559655741
primary,BIC,M2,sub-10641,18.81843814164972
primary,BIC,M2,sub-10642,76.19351657280959
primary,BIC,M2,sub-10644,60.96250279535293
primary,BIC,M2,sub-10647,4.418840607796589
primary,BIC,M2,sub-10649,53.799014709298646
primary,BIC,M2,sub-10652,8.717667546915422
primary,BIC,M2,sub-10656,10.31998978769144
primary,BIC,M2,sub-10661,52.47153910404505
primary,BIC,M2,sub-10663,0.0
primary,BIC,M2,sub-10668,7.176027796973173
primary,BIC,M2,sub-10673,8.860929132796159
primary,BIC,M2,sub-10674,75.54569287934302
primary,BIC,M2,sub-10677,5.199301868244021
primary,BIC,M2,sub-10685,44.432049200781606
primary,BIC,M2,sub-10690,7.285643892944023
primary,BIC,M2,sub-10691,51.52606207709724
primary,BIC,M2,sub-10700,35.95652309467029
primary,BIC,M2,sub-10701,2.458750477354201
primary,BIC,M2,sub-10713,0.031141508856507016
primary,BIC,M2,sub-10716,8.475008011615657
primary,BIC,M2,sub-10718,58.025000936613836
primary,BIC,M2,sub-10720,10.288749658164363
primary,BIC,M2,sub-10723,7.063922786467643
primary,BIC,M2,sub-10741,7.955490431569601
primary,BIC,M2,sub-10748,24.026171591993588
primary,BIC,M2,sub-10767,68.87489729941174
primary,BIC,M2,sub-10770,8.838041218868142
primary,BIC,M2,sub-10781,53.65923134267963
primary,BIC,M2,sub-10783,23.067702309295896
primary,BIC,M2,sub-10785,4.418840607796582
primary,BIC,M2,sub-10794,6.728215660918323
primary,BIC,M2,sub-10800,22.384147855206876
primary,BIC,M2,sub-10801,40.81509571196732
primary,BIC,M2,sub-10802,6.963499155166218
primary,BIC,M2,sub-10803,7.47534902836955
primary,BIC,M2,sub-10804,21.294146649242535
primary,BIC,M2,sub-10806,31.670226277823986
primary,BIC,M2,sub-10807,53.17083230885268
primary,BIC,M2,sub-10809,4.516628870112427
primary,BIC,M2,sub-10810,44.652990653011656
primary,BIC,M2,sub-10812,18.777545670731
primary,BIC,M2,sub-10817,20.137766823196785
primary,BIC,M2,sub-10827,8.048061713889794
primary,BIC,M2,sub-10831,8.861874410061503
primary,BIC,M2,sub-10834,69.56607300266792
primary,BIC,M2,sub-10836,6.709754139609309
primary,BIC,M2,sub-10838,7.999621770543641
primary,BIC,M2,sub-10843,0.8433594435229992
primary,BIC,M2,sub-10850,36.59950712695408
primary,BIC,M2,sub-10854,12.691223028069118
primary,BIC,M2,sub-10857,52.49029396464918
primary,BIC,M2,sub-10858,60.749573059606796
primary,BIC,M2,sub-10860,30.438344242143643
primary,BIC,M2,sub-10862,25.857308150965267
primary,BIC,M2,sub-10863,65.950720996401
primary,BIC,M2,sub-10866,8.861718188247366
primary,BIC,M2,sub-10875,72.89830540352435
primary,BIC,M2,sub-10881,3.6375861597264034
primary,BIC,M2,sub-10886,7.377883909796623
primary,BIC,M2,sub-10887,9.904236315677352
primary,BIC,M2,sub-10896,21.958322857141113
primary,BIC,M2,sub-10897,26.890901170247773
primary,BIC,M2,sub-10898,35.24390185831628
primary,BIC,M2,sub-10908,10.757949446887537
primary,BIC,M2,sub-10918,21.135103164972335
primary,BIC,M2,sub-10924,83.3590790063549
primary,BIC,M2,sub-10926,12.69340289631171
primary,BIC,M2,sub-10928,15.212371548814147
primary,BIC,M2,sub-10929,6.298716829821686
primary,BIC,M2,sub-10930,21.87144714673893
primary,BIC,M2,sub-10938,29.553434336766045
primary,BIC,M2,sub-10940,8.861744110537444
primary,BIC,M2,sub-10950,8.861763629674059
primary,BIC,M2,sub-10951,76.19351657280959
primary,BIC,M2,sub-10952,11.383491937276716
primary,BIC,M2,sub-10953,82.519551648946
primary,BIC,M2,sub-10954,1.9999275125008467
primary,BIC,M2,sub-10956,47.845959531804326
primary,BIC,M2,sub-10958,9.131757407655883
primary,BIC,M2,sub-10969,8.12439470765706
primary,BIC,M2,sub-10974,7.275227334334005
primary,BIC,M2,sub-10977,12.527040003235214
primary,BIC,M2,sub-10983,3.4633160628426793
primary,BIC,M2,sub-10984,25.299326066691165
primary,BIC,M2,sub-11005,8.789039672784
primary,BIC,M2,sub-11031,2.712394577402023
primary,BIC,M5,sub-10317,0.0
primary,BIC,M5,sub-10369,0.0
primary,BIC,M5,sub-10402,7.912787128579964
primary,BIC,M5,sub-10418,0.0
primary,BIC,M5,sub-10462,3.875589729041778
primary,BIC,M5,sub-10478,0.0
primary,BIC,M5,sub-10486,20.832037408867265
primary,BIC,M5,sub-10529,5.621972044171159
primary,BIC,M5,sub-10541,9.407152086191658
primary,BIC,M5,sub-10555,7.708736443975923
primary,BIC,M5,sub-10559,2.8592558887649915
primary,BIC,M5,sub-10572,7.921012523315966
primary,BIC,M5,sub-10581,0.0
primary,BIC,M5,sub-10584,7.082706877944958
primary,BIC,M5,sub-10585,3.0287573957168092
primary,BIC,M5,sub-10589,0.0
primary,BIC,M5,sub-10590,1.01108237293586
primary,BIC,M5,sub-10596,25.77509384110391
primary,BIC,M5,sub-10603,0.0
primary,BIC,M5,sub-10606,50.141082437432914
primary,BIC,M5,sub-10608,0.0
primary,BIC,M5,sub-10617,7.868399803053933
primary,BIC,M5,sub-10636,26.785437922044224
primary,BIC,M5,sub-10638,50.56652186753429
primary,BIC,M5,sub-10640,0.0
primary,BIC,M5,sub-10641,0.0
primary,BIC,M5,sub-10642,0.0
primary,BIC,M5,sub-10644,0.0
primary,BIC,M5,sub-10647,0.24905384292859623
primary,BIC,M5,sub-10649,47.41388629322272
primary,BIC,M5,sub-10652,0.5549373450768798
primary,BIC,M5,sub-10656,12.362862241883036
primary,BIC,M5,sub-10661,38.32309295372559
primary,BIC,M5,sub-10663,0.8940101489463359
primary,BIC,M5,sub-10668,1.7771262272549535
primary,BIC,M5,sub-10673,12.158966962500713
primary,BIC,M5,sub-10674,63.81687441102882
primary,BIC,M5,sub-10677,1.2841081136276955
primary,BIC,M5,sub-10685,0.0
primary,BIC,M5,sub-10690,7.618883236880961
primary,BIC,M5,sub-10691,43.006990786612576
primary,BIC,M5,sub-10700,0.0
primary,BIC,M5,sub-10701,6.316484092112546
primary,BIC,M5,sub-10713,3.001556751130238
primary,BIC,M5,sub-10716,12.508452878268471
primary,BIC,M5,sub-10718,49.20938094023498
primary,BIC,M5,sub-10720,0.0
primary,BIC,M5,sub-10723,10.672154511950481
primary,BIC,M5,sub-10741,3.861612488793284
primary,BIC,M5,sub-10748,8.1433974172148
primary,BIC,M5,sub-10767,16.584721391317153
primary,BIC,M5,sub-10770,11.73519930104672
primary,BIC,M5,sub-10781,0.0
primary,BIC,M5,sub-10783,0.0
primary,BIC,M5,sub-10785,7.924906281541141
primary,BIC,M5,sub-10794,3.7302186630710423
primary,BIC,M5,sub-10800,23.00487931314197
primary,BIC,M5,sub-10801,27.04214204670923
primary,BIC,M5,sub-10802,3.8562214940911588
primary,BIC,M5,sub-10803,11.184017139448642
primary,BIC,M5,sub-10804,9.994519961244677
primary,BIC,M5,sub-10806,11.601168032612321
primary,BIC,M5,sub-10807,37.598342885673844
primary,BIC,M5,sub-10809,0.0
primary,BIC,M5,sub-10810,29.696996145890935
primary,BIC,M5,sub-10812,0.0
primary,BIC,M5,sub-10817,0.0
primary,BIC,M5,sub-10827,2.2596414273246097
primary,BIC,M5,sub-10831,6.927366832404658
primary,BIC,M5,sub-10834,60.16228655721373
primary,BIC,M5,sub-10836,9.204459998317773
primary,BIC,M5,sub-10838,12.316245392641477
primary,BIC,M5,sub-10843,5.23996304664
primary,BIC,M5,sub-10850,30.152204918160223
primary,BIC,M5,sub-10854,0.0
primary,BIC,M5,sub-10857,0.0
primary,BIC,M5,sub-10858,42.38353456790205
primary,BIC,M5,sub-10860,13.545205956342429
primary,BIC,M5,sub-10862,4.779886285826464
primary,BIC,M5,sub-10863,53.05231933018927
primary,BIC,M5,sub-10866,9.558375695997896
primary,BIC,M5,sub-10875,60.38573108331997
primary,BIC,M5,sub-10881,6.638367162697534
primary,BIC,M5,sub-10886,5.966914572394238
primary,BIC,M5,sub-10887,6.318731185879983
primary,BIC,M5,sub-10896,0.0
primary,BIC,M5,sub-10897,16.512524493534727
primary,BIC,M5,sub-10898,17.126838918752824
primary,BIC,M5,sub-10908,12.450140123338159
primary,BIC,M5,sub-10918,1.867604844233739
primary,BIC,M5,sub-10924,74.52429155839404
primary,BIC,M5,sub-10926,0.0
primary,BIC,M5,sub-10928,0.0
primary,BIC,M5,sub-10929,3.7868809171735336
primary,BIC,M5,sub-10930,0.3877739339571633
primary,BIC,M5,sub-10938,11.945855780288682
primary,BIC,M5,sub-10940,11.845403973602302
primary,BIC,M5,sub-10950,5.251993277059128
primary,BIC,M5,sub-10951,0.0
primary,BIC,M5,sub-10952,4.798976472167567
primary,BIC,M5,sub-10953,0.0
primary,BIC,M5,sub-10954,6.077464956406573
primary,BIC,M5,sub-10956,2.286506210584406
primary,BIC,M5,sub-10958,0.0
primary,BIC,M5,sub-10969,12.53985393389884
primary,BIC,M5,sub-10974,8.094636328909559
primary,BIC,M5,sub-10977,0.0
primary,BIC,M5,sub-10983,1.3262098313959427
primary,BIC,M5,sub-10984,0.0
primary,BIC,M5,sub-11005,13.183488827456529
primary,BIC,M5,sub-11031,1.9563210388317174
primary,BIC,M6,sub-10317,19.37305922980164
primary,BIC,M6,sub-10369,7.951716487255226
primary,BIC,M6,sub-10402,4.675058054367156
primary,BIC,M6,sub-10418,23.263680672441097
primary,BIC,M6,sub-10462,4.916743765062179
primary,BIC,M6,sub-10478,13.257177827790343
primary,BIC,M6,sub-10486,0.1962292726101822
primary,BIC,M6,sub-10529,5.526753966701449
primary,BIC,M6,sub-10541,9.743886673225376
primary,BIC,M6,sub-10555,11.4742043393642
primary,BIC,M6,sub-10559,5.045551683476631
primary,BIC,M6,sub-10572,8.379546865329502
primary,BIC,M6,sub-10581,7.7698762010079605
primary,BIC,M6,sub-10584,7.082706877944943
primary,BIC,M6,sub-10585,0.0
primary,BIC,M6,sub-10589,3.620640573383241
primary,BIC,M6,sub-10590,16.704488034702436
primary,BIC,M6,sub-10596,0.0
primary,BIC,M6,sub-10603,13.820051779637268
primary,BIC,M6,sub-10606,18.895147567828843
primary,BIC,M6,sub-10608,35.1167878372687
primary,BIC,M6,sub-10617,6.659931626393259
primary,BIC,M6,sub-10636,2.2062422076381694
primary,BIC,M6,sub-10638,17.262967771027775
primary,BIC,M6,sub-10640,8.108619265771694
primary,BIC,M6,sub-10641,22.354338165456753
primary,BIC,M6,sub-10642,55.938666014389966
primary,BIC,M6,sub-10644,51.887555304521015
primary,BIC,M6,sub-10647,4.769297712429449
primary,BIC,M6,sub-10649,10.353542889056527
primary,BIC,M6,sub-10652,6.950065040448436
primary,BIC,M6,sub-10656,0.0
primary,BIC,M6,sub-10661,22.574316637873793
primary,BIC,M6,sub-10663,3.3262485384429823
primary,BIC,M6,sub-10668,6.210889027251525
primary,BIC,M6,sub-10673,13.131142995199397
primary,BIC,M6,sub-10674,22.545258138514626
primary,BIC,M6,sub-10677,8.230013807109543
primary,BIC,M6,sub-10685,14.996578882639241
primary,BIC,M6,sub-10690,6.6523125156969485
primary,BIC,M6,sub-10691,12.921865363845527
primary,BIC,M6,sub-10700,29.847752957824525
primary,BIC,M6,sub-10701,6.460022085930163
primary,BIC,M6,sub-10713,4.425590663528951
primary,BIC,M6,sub-10716,11.953210916257646
primary,BIC,M6,sub-10718,10.66134683601932
primary,BIC,M6,sub-10720,2.827316437612822
primary,BIC,M6,sub-10723,11.48276339426424
primary,BIC,M6,sub-10741,12.32122631115108
primary,BIC,M6,sub-10748,10.449223595463351
primary,BIC,M6,sub-10767,23.636876318780743
primary,BIC,M6,sub-10770,11.064619158941
primary,BIC,M6,sub-10781,52.46747986229603
primary,BIC,M6,sub-10783,15.016465893313551
primary,BIC,M6,sub-10785,8.774405271647126
primary,BIC,M6,sub-10794,10.84887382756068
primary,BIC,M6,sub-10800,9.326231849022477
primary,BIC,M6,sub-10801,0.0
primary,BIC,M6,sub-10802,6.174483650912919
primary,BIC,M6,sub-10803,10.5934093890708
primary,BIC,M6,sub-10804,0.0
primary,BIC,M6,sub-10806,4.962879099743688
primary,BIC,M6,sub-10807,12.57457565412031
primary,BIC,M6,sub-10809,0.48322560480509935
primary,BIC,M6,sub-10810,6.2248046360815295
primary,BIC,M6,sub-10812,3.9201381028668436
primary,BIC,M6,sub-10817,17.445946003463362
primary,BIC,M6,sub-10827,11.045499539036811
primary,BIC,M6,sub-10831,2.6792630616931774
primary,BIC,M6,sub-10834,25.474581196015563
primary,BIC,M6,sub-10836,9.781012808665196
primary,BIC,M6,sub-10838,12.317109884079954
primary,BIC,M6,sub-10843,4.64558934291756
primary,BIC,M6,sub-10850,12.65859750112628
primary,BIC,M6,sub-10854,15.837058046762209
primary,BIC,M6,sub-10857,34.35510164267333
primary,BIC,M6,sub-10858,0.0
primary,BIC,M6,sub-10860,13.520507784495564
primary,BIC,M6,sub-10862,3.478197933554924
primary,BIC,M6,sub-10863,10.255303406671395
primary,BIC,M6,sub-10866,11.442906912902927
primary,BIC,M6,sub-10875,25.1539071933218
primary,BIC,M6,sub-10881,6.679828079048264
primary,BIC,M6,sub-10886,8.483907592022625
primary,BIC,M6,sub-10887,0.0
primary,BIC,M6,sub-10896,15.602034023600922
primary,BIC,M6,sub-10897,0.0
primary,BIC,M6,sub-10898,3.7257288389660346
primary,BIC,M6,sub-10908,5.274499179416679
primary,BIC,M6,sub-10918,9.307896871443063
primary,BIC,M6,sub-10924,36.219599745482284
primary,BIC,M6,sub-10926,10.246411622924342
primary,BIC,M6,sub-10928,8.657453656476605
primary,BIC,M6,sub-10929,8.017031218863664
primary,BIC,M6,sub-10930,5.718424893115412
primary,BIC,M6,sub-10938,2.1368170662130694
primary,BIC,M6,sub-10940,9.276076867214329
primary,BIC,M6,sub-10950,1.7590826117356784
primary,BIC,M6,sub-10951,67.96675925917714
primary,BIC,M6,sub-10952,0.5700532275587591
primary,BIC,M6,sub-10953,67.63472866665089
primary,BIC,M6,sub-10954,5.32081674054858
primary,BIC,M6,sub-10956,27.210179852201932
primary,BIC,M6,sub-10958,10.640413837439738
primary,BIC,M6,sub-10969,12.555211506500328
primary,BIC,M6,sub-10974,6.105217524150632
primary,BIC,M6,sub-10977,13.202944210210504
primary,BIC,M6,sub-10983,3.984659831586228
primary,BIC,M6,sub-10984,17.378421621198697
primary,BIC,M6,sub-11005,11.99272350149053
primary,BIC,M6,sub-11031,7.131235185198619
primary,BIC,M7,sub-10317,3.2419963809917434
primary,BIC,M7,sub-10369,3.654635292047004
primary,BIC,M7,sub-10402,8.933508039703725
primary,BIC,M7,sub-10418,3.5325256133044576
primary,BIC,M7,sub-10462,6.532600350756752
primary,BIC,M7,sub-10478,3.0242422990410205
primary,BIC,M7,sub-10486,3.933898890893545
primary,BIC,M7,sub-10529,7.842582347509207
primary,BIC,M7,sub-10541,13.394665639532235
primary,BIC,M7,sub-10555,10.963412004042574
primary,BIC,M7,sub-10559,4.755651623832577
primary,BIC,M7,sub-10572,12.284021646932686
primary,BIC,M7,sub-10581,1.3282593138984709
primary,BIC,M7,sub-10584,9.680527532325542
primary,BIC,M7,sub-10585,1.6760503959481667
primary,BIC,M7,sub-10589,1.7868791770216177
primary,BIC,M7,sub-10590,0.0
primary,BIC,M7,sub-10596,3.086584383228356
primary,BIC,M7,sub-10603,4.430816798843324
primary,BIC,M7,sub-10606,23.289596722501287
primary,BIC,M7,sub-10608,3.6715287721422314
primary,BIC,M7,sub-10617,9.748795505751758
primary,BIC,M7,sub-10636,6.585277693063631
primary,BIC,M7,sub-10638,21.681808378824385
primary,BIC,M7,sub-10640,4.418840607796554
primary,BIC,M7,sub-10641,3.7376696182833697
primary,BIC,M7,sub-10642,3.08506773136331
primary,BIC,M7,sub-10644,4.406707498932505
primary,BIC,M7,sub-10647,4.397928714693286
primary,BIC,M7,sub-10649,14.696928268968819
primary,BIC,M7,sub-10652,4.773570145735519
primary,BIC,M7,sub-10656,4.296708695367158
primary,BIC,M7,sub-10661,26.321839218703232
primary,BIC,M7,sub-10663,5.218217055191744
primary,BIC,M7,sub-10668,4.999740078591152
primary,BIC,M7,sub-10673,16.58978376134401
primary,BIC,M7,sub-10674,26.97607493735795
primary,BIC,M7,sub-10677,5.690827360891973
