condition,replicate,method,participant_id,parameter,true,recovered
positive,2,hierarchical,sub-10800,alpha,0.21266752555307855,0.25581806363707377
positive,2,hierarchical,sub-10801,alpha,0.19131549802539394,0.40929839436717497
positive,2,hierarchical,sub-10802,alpha,0.14497821502029648,0.2650865850722425
positive,2,hierarchical,sub-10803,alpha,0.2908306565843457,0.32517846423200375
positive,2,hierarchical,sub-10804,alpha,0.31744839751252524,0.29866076061631003
positive,2,hierarchical,sub-10806,alpha,0.3520822585218752,0.30036489430798746
positive,2,hierarchical,sub-10807,alpha,0.16515404572393635,0.3819237257099125
positive,2,hierarchical,sub-10809,alpha,0.22375265129922783,0.27438044193654626
positive,2,hierarchical,sub-10810,alpha,0.2739591496376187,0.2687286984421837
positive,2,hierarchical,sub-10812,alpha,0.3878874927207699,0.19913721221055125
positive,2,hierarchical,sub-10817,alpha,0.2889525732136388,0.428994115338925
positive,2,hierarchical,sub-10827,alpha,0.3140876817522262,0.3568671469801163
positive,2,hierarchical,sub-10831,alpha,0.23845254552942052,0.21821005825442502
positive,2,hierarchical,sub-10834,alpha,0.39202721799608103,0.2444705560029625
positive,2,hierarchical,sub-10836,alpha,0.1861982371625206,0.3232980592052287
positive,2,hierarchical,sub-10838,alpha,0.18366143383373915,0.2580959938310625
positive,2,hierarchical,sub-10843,alpha,0.13459423671232743,0.2539979516367288
positive,2,hierarchical,sub-10850,alpha,0.4142903691771614,0.44520038161805
positive,2,hierarchical,sub-10854,alpha,0.19683906350360522,0.2831292204728687
positive,2,hierarchical,sub-10857,alpha,0.31589749235708653,0.28730954811991
positive,2,hierarchical,sub-10858,alpha,0.2797929760080594,0.2683198681347637
positive,2,hierarchical,sub-10860,alpha,0.14188068804012993,0.2342681954383
positive,2,hierarchical,sub-10862,alpha,0.22687197581881466,0.25863759352783877
positive,2,hierarchical,sub-10863,alpha,0.3498103300113414,0.2890484454426675
positive,2,hierarchical,sub-10866,alpha,0.18428941539589025,0.290127189531675
positive,2,hierarchical,sub-10875,alpha,0.08606027366163913,0.22564544928883748
positive,2,hierarchical,sub-10881,alpha,0.2850584396156641,0.2078445397411725
positive,2,hierarchical,sub-10886,alpha,0.14341884067313565,0.295685591172775
positive,2,hierarchical,sub-10887,alpha,0.2524005720152133,0.2212385062737
positive,2,hierarchical,sub-10896,alpha,0.28642870261267533,0.29059168446128875
positive,2,hierarchical,sub-10897,alpha,0.45921674912932386,0.2754690837619512
positive,2,hierarchical,sub-10898,alpha,0.29125736256757156,0.2711674957380587
positive,2,hierarchical,sub-10908,alpha,0.1669458690964085,0.2193592270594325
positive,2,hierarchical,sub-10918,alpha,0.22403423524876803,0.25358372892192
positive,2,hierarchical,sub-10924,alpha,0.32264928860954606,0.3996983462929713
positive,2,hierarchical,sub-10926,alpha,0.2131550690594638,0.389845917915685
positive,2,hierarchical,sub-10928,alpha,0.5887803863884222,0.3332806545747113
positive,2,hierarchical,sub-10929,alpha,0.10396724130525442,0.29203273075833497
positive,2,hierarchical,sub-10930,alpha,0.26177884420520103,0.15587977964150498
positive,2,hierarchical,sub-10938,alpha,0.15394313971841944,0.2082004561513375
positive,2,hierarchical,sub-10940,alpha,0.29950324896164005,0.3404021426827213
positive,2,hierarchical,sub-10950,alpha,0.2830293835019025,0.382053520625295
positive,2,hierarchical,sub-10951,alpha,0.14393556659963014,0.26611644395275375
positive,2,hierarchical,sub-10952,alpha,0.1560143845945405,0.25761098394494253
positive,2,hierarchical,sub-10953,alpha,0.29020135554553717,0.28832199906032124
positive,2,hierarchical,sub-10954,alpha,0.3227849873731835,0.23178966953897376
positive,2,hierarchical,sub-10956,alpha,0.5402348886194207,0.2872970532373475
positive,2,hierarchical,sub-10958,alpha,0.2595669227840296,0.24011509446869503
positive,2,hierarchical,sub-10969,alpha,0.10790728584575596,0.34247735158135256
positive,2,hierarchical,sub-10974,alpha,0.22170738749488936,0.21765233662774874
positive,2,hierarchical,sub-10977,alpha,0.07754783085958931,0.24567094103694626
positive,2,hierarchical,sub-10983,alpha,0.404708837324171,0.4763046924499125
positive,2,hierarchical,sub-10984,alpha,0.21219994431209424,0.18706193332925625
positive,2,hierarchical,sub-11005,alpha,0.33555324276433185,0.32640477809652746
positive,2,hierarchical,sub-11031,alpha,0.256524571264362,0.30349784027357624
positive,2,MLE_theta10,sub-10317,alpha,0.45703613419777694,1.0
positive,2,MLE_theta10,sub-10369,alpha,0.2428364959797734,0.2285503836583131
positive,2,MLE_theta10,sub-10402,alpha,0.18294264850929992,0.0
positive,2,MLE_theta10,sub-10418,alpha,0.23800322493272633,0.1158821362586829
positive,2,MLE_theta10,sub-10462,alpha,0.1360416829960642,0.0
positive,2,MLE_theta10,sub-10478,alpha,0.22377715729963513,1.0
positive,2,MLE_theta10,sub-10486,alpha,0.37423024911462854,0.7780973039370513
positive,2,MLE_theta10,sub-10529,alpha,0.24197211414822348,0.2607592225430245
positive,2,MLE_theta10,sub-10541,alpha,0.18649426122875784,0.6224518778784557
positive,2,MLE_theta10,sub-10555,alpha,0.28568185671075486,0.3078660770436797
positive,2,MLE_theta10,sub-10559,alpha,0.25659074202225773,0.3124314584105214
positive,2,MLE_theta10,sub-10572,alpha,0.21372185104451513,0.922286912307838
positive,2,MLE_theta10,sub-10581,alpha,0.394374215641585,0.3816681748698682
positive,2,MLE_theta10,sub-10584,alpha,0.17502313977035672,0.1719578600043134
positive,2,MLE_theta10,sub-10585,alpha,0.4965808209781766,0.4996338653373155
positive,2,MLE_theta10,sub-10589,alpha,0.26717481151875233,0.3240386045791095
positive,2,MLE_theta10,sub-10590,alpha,0.32375742215711156,0.1640802593580609
positive,2,MLE_theta10,sub-10596,alpha,0.4353976370182647,0.2907984012051778
positive,2,MLE_theta10,sub-10603,alpha,0.472305449409572,0.8962023650847906
positive,2,MLE_theta10,sub-10606,alpha,0.20288295233602782,0.0
positive,2,MLE_theta10,sub-10608,alpha,0.2788530432512662,0.371269196386492
positive,2,MLE_theta10,sub-10617,alpha,0.27813000568967394,0.1789768692531064
positive,2,MLE_theta10,sub-10636,alpha,0.4283177258907222,0.388510091993268
positive,2,MLE_theta10,sub-10638,alpha,0.2056911433359756,0.1133088452539813
positive,2,MLE_theta10,sub-10640,alpha,0.18481155334987473,0.4786414741845289
positive,2,MLE_theta10,sub-10641,alpha,0.3321346254659288,1.0
positive,2,MLE_theta10,sub-10642,alpha,0.405312496517441,0.4021924279282589
positive,2,MLE_theta10,sub-10644,alpha,0.18646596408409047,0.6865245135094742
positive,2,MLE_theta10,sub-10647,alpha,0.29593496145613996,0.5133598368301949
positive,2,MLE_theta10,sub-10649,alpha,0.16858785051297842,0.1260861303037597
positive,2,MLE_theta10,sub-10652,alpha,0.13096087202694717,0.0
positive,2,MLE_theta10,sub-10656,alpha,0.3801993489083874,0.810455791436816
positive,2,MLE_theta10,sub-10661,alpha,0.2545589923122173,0.2638869151795988
positive,2,MLE_theta10,sub-10663,alpha,0.12007596949727409,0.1086058849090703
positive,2,MLE_theta10,sub-10668,alpha,0.538811036418734,0.2797312294600216
positive,2,MLE_theta10,sub-10673,alpha,0.23002310298752277,0.1954417094586999
positive,2,MLE_theta10,sub-10674,alpha,0.11465308760922581,1.0
positive,2,MLE_theta10,sub-10677,alpha,0.368342786069385,0.4570382870527747
positive,2,MLE_theta10,sub-10685,alpha,0.2683573257943424,0.5966224690476809
positive,2,MLE_theta10,sub-10690,alpha,0.41761863015264084,0.7255053236265729
positive,2,MLE_theta10,sub-10691,alpha,0.3112164727461094,1.0
positive,2,MLE_theta10,sub-10700,alpha,0.21754692343946008,1.0
positive,2,MLE_theta10,sub-10701,alpha,0.0893294702731294,0.0
positive,2,MLE_theta10,sub-10713,alpha,0.2154777757517001,0.1678744016942268
positive,2,MLE_theta10,sub-10716,alpha,0.3626834111959402,0.4552225431421675
positive,2,MLE_theta10,sub-10718,alpha,0.11981712908466369,0.3419471244165967
positive,2,MLE_theta10,sub-10720,alpha,0.2547256610298083,0.2802075960388602
positive,2,MLE_theta10,sub-10723,alpha,0.29888984706516597,0.1869746431569552
positive,2,MLE_theta10,sub-10741,alpha,0.2345147332130926,1.0
positive,2,MLE_theta10,sub-10748,alpha,0.3629863682673013,0.1568575339936884
positive,2,MLE_theta10,sub-10767,alpha,0.47919599337375496,0.3335073479276922
positive,2,MLE_theta10,sub-10770,alpha,0.36541813104694143,0.2382951433171775
positive,2,MLE_theta10,sub-10781,alpha,0.19722559741612353,0.1717401185558235
positive,2,MLE_theta10,sub-10783,alpha,0.2053368746288509,0.1668628055790343
positive,2,MLE_theta10,sub-10785,alpha,0.5658132460229106,0.5434916523026592
positive,2,MLE_theta10,sub-10794,alpha,0.2130316633895227,0.0752105566710425
positive,2,MLE_theta10,sub-10800,alpha,0.21266752555307855,0.2258669898970668
positive,2,MLE_theta10,sub-10801,alpha,0.19131549802539394,0.401886629244835
positive,2,MLE_theta10,sub-10802,alpha,0.14497821502029648,0.1572139252375011
positive,2,MLE_theta10,sub-10803,alpha,0.2908306565843457,0.3110287737755386
positive,2,MLE_theta10,sub-10804,alpha,0.31744839751252524,0.2977280515963811
positive,2,MLE_theta10,sub-10806,alpha,0.3520822585218752,0.4467120411073582
positive,2,MLE_theta10,sub-10807,alpha,0.16515404572393635,0.4130065005133004
positive,2,MLE_theta10,sub-10809,alpha,0.22375265129922783,0.26546536051502
positive,2,MLE_theta10,sub-10810,alpha,0.2739591496376187,0.260608744342552
positive,2,MLE_theta10,sub-10812,alpha,0.3878874927207699,0.7522916329704407
positive,2,MLE_theta10,sub-10817,alpha,0.2889525732136388,0.4568150806650893
positive,2,MLE_theta10,sub-10827,alpha,0.3140876817522262,0.3058002426499097
positive,2,MLE_theta10,sub-10831,alpha,0.23845254552942052,0.0502652062289236
positive,2,MLE_theta10,sub-10834,alpha,0.39202721799608103,0.2664238104437452
positive,2,MLE_theta10,sub-10836,alpha,0.1861982371625206,1.0
positive,2,MLE_theta10,sub-10838,alpha,0.18366143383373915,0.2169306397146097
positive,2,MLE_theta10,sub-10843,alpha,0.13459423671232743,0.6799669619772509
positive,2,MLE_theta10,sub-10850,alpha,0.4142903691771614,0.6575987781318418
positive,2,MLE_theta10,sub-10854,alpha,0.19683906350360522,0.3518174836356261
positive,2,MLE_theta10,sub-10857,alpha,0.31589749235708653,0.2934465991529089
positive,2,MLE_theta10,sub-10858,alpha,0.2797929760080594,0.224709759439302
positive,2,MLE_theta10,sub-10860,alpha,0.14188068804012993,0.0508557199541372
positive,2,MLE_theta10,sub-10862,alpha,0.22687197581881466,0.2065885680464517
positive,2,MLE_theta10,sub-10863,alpha,0.3498103300113414,0.253352451475254
positive,2,MLE_theta10,sub-10866,alpha,0.18428941539589025,0.2585575875950497
positive,2,MLE_theta10,sub-10875,alpha,0.08606027366163913,0.03221159558302
positive,2,MLE_theta10,sub-10881,alpha,0.2850584396156641,0.0
positive,2,MLE_theta10,sub-10886,alpha,0.14341884067313565,0.6495472489755842
positive,2,MLE_theta10,sub-10887,alpha,0.2524005720152133,0.1279969584148865
positive,2,MLE_theta10,sub-10896,alpha,0.28642870261267533,0.0
positive,2,MLE_theta10,sub-10897,alpha,0.45921674912932386,0.0
positive,2,MLE_theta10,sub-10898,alpha,0.29125736256757156,0.2595472111959299
positive,2,MLE_theta10,sub-10908,alpha,0.1669458690964085,0.1805910583192852
positive,2,MLE_theta10,sub-10918,alpha,0.22403423524876803,0.2263463127791194
positive,2,MLE_theta10,sub-10924,alpha,0.32264928860954606,1.0
positive,2,MLE_theta10,sub-10926,alpha,0.2131550690594638,0.7096945266350302
positive,2,MLE_theta10,sub-10928,alpha,0.5887803863884222,0.7057884359884746
positive,2,MLE_theta10,sub-10929,alpha,0.10396724130525442,0.4583358418067897
positive,2,MLE_theta10,sub-10930,alpha,0.26177884420520103,0.0002463873450558
positive,2,MLE_theta10,sub-10938,alpha,0.15394313971841944,0.0886439245552687
positive,2,MLE_theta10,sub-10940,alpha,0.29950324896164005,0.8643413522574762
positive,2,MLE_theta10,sub-10950,alpha,0.2830293835019025,0.5659092612715017
positive,2,MLE_theta10,sub-10951,alpha,0.14393556659963014,0.0835034648249379
positive,2,MLE_theta10,sub-10952,alpha,0.1560143845945405,0.4651741306427688
positive,2,MLE_theta10,sub-10953,alpha,0.29020135554553717,0.912883219747809
positive,2,MLE_theta10,sub-10954,alpha,0.3227849873731835,0.081289593530922
positive,2,MLE_theta10,sub-10956,alpha,0.5402348886194207,1.0
positive,2,MLE_theta10,sub-10958,alpha,0.2595669227840296,0.1575646122387123
positive,2,MLE_theta10,sub-10969,alpha,0.10790728584575596,0.3582793093401634
positive,2,MLE_theta10,sub-10974,alpha,0.22170738749488936,0.224092147660735
positive,2,MLE_theta10,sub-10977,alpha,0.07754783085958931,0.1203557330751876
positive,2,MLE_theta10,sub-10983,alpha,0.404708837324171,0.7906081767595537
positive,2,MLE_theta10,sub-10984,alpha,0.21219994431209424,0.4541398006234
positive,2,MLE_theta10,sub-11005,alpha,0.33555324276433185,0.5095953294500747
positive,2,MLE_theta10,sub-11031,alpha,0.256524571264362,0.2221749367879094
positive,2,hierarchical,sub-10317,kappa,0.2679842537164003,0.30317533123992496
positive,2,hierarchical,sub-10369,kappa,0.6268417713381972,0.42856986430115873
positive,2,hierarchical,sub-10402,kappa,0.2087569437011328,0.17014865502801838
positive,2,hierarchical,sub-10418,kappa,0.22830441106830865,0.39045006027730744
positive,2,hierarchical,sub-10462,kappa,0.2591968558448853,0.22011225954197
positive,2,hierarchical,sub-10478,kappa,0.1451393234628667,0.24895349213825
positive,2,hierarchical,sub-10486,kappa,0.2343526961413755,0.2690083051882425
positive,2,hierarchical,sub-10529,kappa,0.14985881502833587,0.19927898306297498
positive,2,hierarchical,sub-10541,kappa,0.1828706588993844,0.2248720138693263
positive,2,hierarchical,sub-10555,kappa,0.6654672296219303,0.44686705856308756
positive,2,hierarchical,sub-10559,kappa,0.4959599957651436,0.4415722463902275
positive,2,hierarchical,sub-10572,kappa,0.19434846750823664,0.25792533431710624
positive,2,hierarchical,sub-10581,kappa,0.6135129492268346,0.6722977385360374
positive,2,hierarchical,sub-10584,kappa,1.2389185984644344,0.976116737276525
positive,2,hierarchical,sub-10585,kappa,0.3633600784876465,0.47340289049916245
positive,2,hierarchical,sub-10589,kappa,0.4061231523553497,0.372568497396165
positive,2,hierarchical,sub-10590,kappa,0.1698752735514329,0.2976732320378625
positive,2,hierarchical,sub-10596,kappa,0.20121871331571456,0.25681695096271623
positive,2,hierarchical,sub-10603,kappa,0.1339495653237757,0.29595186706704124
positive,2,hierarchical,sub-10606,kappa,0.18323532336171888,0.20925784101723624
positive,2,hierarchical,sub-10608,kappa,0.23425997996888956,0.25402997925764004
positive,2,hierarchical,sub-10617,kappa,0.13537737559080842,0.35338420060795
positive,2,hierarchical,sub-10636,kappa,1.2204839667926595,1.6257100240067
positive,2,hierarchical,sub-10638,kappa,0.7133690879227714,0.8844514422776125
positive,2,hierarchical,sub-10640,kappa,0.40973419171586195,0.252136809591676
positive,2,hierarchical,sub-10641,kappa,0.2113949704024099,0.16928781679450372
positive,2,hierarchical,sub-10642,kappa,0.28339613887423387,0.3522319954062587
positive,2,hierarchical,sub-10644,kappa,0.4608331606333587,0.4276266715139125
positive,2,hierarchical,sub-10647,kappa,0.12454449122392953,0.30164517461915125
positive,2,hierarchical,sub-10649,kappa,0.550603773483739,0.3760748807121525
positive,2,hierarchical,sub-10652,kappa,0.0762950523314994,0.164738270482205
positive,2,hierarchical,sub-10656,kappa,0.4208813815317462,0.33820287745350003
positive,2,hierarchical,sub-10661,kappa,0.6460675827210404,0.7328827871956124
positive,2,hierarchical,sub-10663,kappa,0.49963681979893687,0.21679166968768251
positive,2,hierarchical,sub-10668,kappa,0.14698490643875287,0.6005155949349825
positive,2,hierarchical,sub-10673,kappa,0.5840591843782138,0.4055589672412675
positive,2,hierarchical,sub-10674,kappa,0.25570455438275747,0.13675132069022625
positive,2,hierarchical,sub-10677,kappa,0.5474554052822908,0.5166758949140124
positive,2,hierarchical,sub-10685,kappa,0.4904846400485961,0.31627684547844254
positive,2,hierarchical,sub-10690,kappa,0.3512430415660275,0.2983977551640676
positive,2,hierarchical,sub-10691,kappa,0.08931050876654076,0.24276699252046502
positive,2,hierarchical,sub-10700,kappa,0.07046880022879753,0.15342384105991375
positive,2,hierarchical,sub-10701,kappa,0.19882012176494795,0.18022265536427626
positive,2,hierarchical,sub-10713,kappa,0.5291706077571008,0.5151672250299575
positive,2,hierarchical,sub-10716,kappa,1.061175594043645,0.7329788734002125
positive,2,hierarchical,sub-10718,kappa,0.35266449123767674,0.2769105206460739
positive,2,hierarchical,sub-10720,kappa,1.4496161028187864,1.1072215108065375
positive,2,hierarchical,sub-10723,kappa,0.6224123916997293,0.4977186392103525
positive,2,hierarchical,sub-10741,kappa,0.39231696289821666,0.1917876730847075
positive,2,hierarchical,sub-10748,kappa,0.25998669313179135,0.3844137497075437
positive,2,hierarchical,sub-10767,kappa,0.4056840614567036,0.5269004877805987
positive,2,hierarchical,sub-10770,kappa,0.21372830464688497,0.2351376910983825
positive,2,hierarchical,sub-10781,kappa,0.3757517639517288,0.4903486942034037
positive,2,hierarchical,sub-10783,kappa,0.8042950771955982,0.5890459838391336
positive,2,hierarchical,sub-10785,kappa,0.6760812213481655,0.9320125717878875
positive,2,hierarchical,sub-10794,kappa,0.22729305108747758,0.38979894022881
positive,2,hierarchical,sub-10800,kappa,0.23114510866903604,0.32208126362802625
positive,2,hierarchical,sub-10801,kappa,0.8022138702015765,0.677028284408025
positive,2,hierarchical,sub-10802,kappa,0.7066764544399888,0.2468532949373
positive,2,hierarchical,sub-10803,kappa,0.5630234809444542,0.41224136889052
positive,2,hierarchical,sub-10804,kappa,0.12701905422831797,0.3066291620908238
positive,2,hierarchical,sub-10806,kappa,0.0940550995232826,0.20041170850988874
positive,2,hierarchical,sub-10807,kappa,0.722270780413826,0.7017589808174001
positive,2,hierarchical,sub-10809,kappa,0.1284970059908234,0.19183573190721998
positive,2,hierarchical,sub-10810,kappa,0.3658418820800152,0.5050260086246487
positive,2,hierarchical,sub-10812,kappa,0.1412442440053865,0.1797639803010825
positive,2,hierarchical,sub-10817,kappa,0.6588682109841228,0.6153502615580625
positive,2,hierarchical,sub-10827,kappa,0.7264641105124479,0.5920027465143262
positive,2,hierarchical,sub-10831,kappa,0.13876174212159667,0.14803769679298376
positive,2,hierarchical,sub-10834,kappa,0.21335942822357032,0.4834008434249725
positive,2,hierarchical,sub-10836,kappa,0.27078464045539913,0.3606588960555425
positive,2,hierarchical,sub-10838,kappa,0.5455009095020821,0.3524033954031913
positive,2,hierarchical,sub-10843,kappa,0.15146543724306555,0.2358558863173425
positive,2,hierarchical,sub-10850,kappa,0.4021273645438254,0.36823324511509997
positive,2,hierarchical,sub-10854,kappa,0.7619546670558291,0.6148725958838175
positive,2,hierarchical,sub-10857,kappa,0.41318177126161953,0.34213962305569245
positive,2,hierarchical,sub-10858,kappa,0.2063864536135628,0.33498961670113375
positive,2,hierarchical,sub-10860,kappa,0.6727251724590141,0.2323622752532325
positive,2,hierarchical,sub-10862,kappa,0.7126602269870511,0.9046551904516
positive,2,hierarchical,sub-10863,kappa,0.255542996979592,0.5460016729004499
positive,2,hierarchical,sub-10866,kappa,0.7333720210496275,1.05837946904025
positive,2,hierarchical,sub-10875,kappa,0.33118189522518215,0.2032417459986175
positive,2,hierarchical,sub-10881,kappa,0.16186492615916892,0.396691974030495
positive,2,hierarchical,sub-10886,kappa,0.0923626896936561,0.2821034257641075
positive,2,hierarchical,sub-10887,kappa,0.13313684124884148,0.18488991655508374
positive,2,hierarchical,sub-10896,kappa,0.16183281008619338,0.1576645666592475
positive,2,hierarchical,sub-10897,kappa,0.10908740026863938,0.15130955785339376
positive,2,hierarchical,sub-10898,kappa,0.4014282559645092,0.4266984215563725
positive,2,hierarchical,sub-10908,kappa,1.8310742141238938,1.166590786055875
positive,2,hierarchical,sub-10918,kappa,0.8394764716780063,0.7911061108059
positive,2,hierarchical,sub-10924,kappa,0.1500455407176377,0.20289110273986
positive,2,hierarchical,sub-10926,kappa,0.26451568294282124,0.29697960164456255
positive,2,hierarchical,sub-10928,kappa,0.3563963369093999,0.4935729475000925
positive,2,hierarchical,sub-10929,kappa,0.24080314255279126,0.3331881333862137
positive,2,hierarchical,sub-10930,kappa,0.2048600806765754,0.2989194331034499
positive,2,hierarchical,sub-10938,kappa,0.11383344969612642,0.216403659727365
positive,2,hierarchical,sub-10940,kappa,0.05912471610539713,0.15216963427567
positive,2,hierarchical,sub-10950,kappa,0.30385364384327324,0.32382770527772875
positive,2,hierarchical,sub-10951,kappa,0.4782260719834272,0.16468688959348
positive,2,hierarchical,sub-10952,kappa,0.29057513555070164,0.27127936053456625
positive,2,hierarchical,sub-10953,kappa,0.1283061403783718,0.20690021272998502
positive,2,hierarchical,sub-10954,kappa,0.19552359957006885,0.2307969764404475
positive,2,hierarchical,sub-10956,kappa,0.09691700091458334,0.202575160539495
positive,2,hierarchical,sub-10958,kappa,0.4608764801490051,0.4683055263474688
positive,2,hierarchical,sub-10969,kappa,0.2581031772591027,0.36946427013856625
positive,2,hierarchical,sub-10974,kappa,0.38985789263734855,0.7822605862816313
positive,2,hierarchical,sub-10977,kappa,0.12209224364393496,0.19600247361179787
positive,2,hierarchical,sub-10983,kappa,0.3245053609410003,0.25306842121060374
positive,2,hierarchical,sub-10984,kappa,0.36261603467742126,0.7598903407793375
positive,2,hierarchical,sub-11005,kappa,0.2652195111626728,0.28040625836164623
positive,2,hierarchical,sub-11031,kappa,0.48651414634648155,0.3732356872716437
positive,2,MLE_theta10,sub-10317,kappa,0.2679842537164003,0.1992240906229751
positive,2,MLE_theta10,sub-10369,kappa,0.6268417713381972,0.7012866757912682
positive,2,MLE_theta10,sub-10402,kappa,0.2087569437011328,0.1831186313469421
positive,2,MLE_theta10,sub-10418,kappa,0.22830441106830865,0.3434140074007028
positive,2,MLE_theta10,sub-10462,kappa,0.2591968558448853,0.2675055089162166
positive,2,MLE_theta10,sub-10478,kappa,0.1451393234628667,0.0371842954269653
positive,2,MLE_theta10,sub-10486,kappa,0.2343526961413755,0.1844006789246997
positive,2,MLE_theta10,sub-10529,kappa,0.14985881502833587,0.0202627517329379
positive,2,MLE_theta10,sub-10541,kappa,0.1828706588993844,0.103627045918458
positive,2,MLE_theta10,sub-10555,kappa,0.6654672296219303,0.6567482081255994
positive,2,MLE_theta10,sub-10559,kappa,0.4959599957651436,0.551197913806818
positive,2,MLE_theta10,sub-10572,kappa,0.19434846750823664,0.056681052089616
positive,2,MLE_theta10,sub-10581,kappa,0.6135129492268346,0.7936401887897717
positive,2,MLE_theta10,sub-10584,kappa,1.2389185984644344,1.3905482035594066
positive,2,MLE_theta10,sub-10585,kappa,0.3633600784876465,0.4428913403678576
positive,2,MLE_theta10,sub-10589,kappa,0.4061231523553497,0.5013509747331997
positive,2,MLE_theta10,sub-10590,kappa,0.1698752735514329,0.3948843362815636
positive,2,MLE_theta10,sub-10596,kappa,0.20121871331571456,0.2859474696468739
positive,2,MLE_theta10,sub-10603,kappa,0.1339495653237757,0.1705621238895776
positive,2,MLE_theta10,sub-10606,kappa,0.18323532336171888,0.2549764851853125
positive,2,MLE_theta10,sub-10608,kappa,0.23425997996888956,0.2370186251137533
positive,2,MLE_theta10,sub-10617,kappa,0.13537737559080842,0.4780856830868437
