run,model,participant_id,n,posterior_draws,log_loss,brier,accuracy
H7_train_noage,H7,sub-10317,15,32000,0.3640808788525547,0.11581355407125779,0.8666666666666667
H7_train_noage,H7,sub-10369,15,32000,0.629176425471936,0.22142942958519402,0.5333333333333333
H7_train_noage,H7,sub-10402,42,32000,0.6282489006449662,0.21901127119594044,0.6428571428571429
H7_train_noage,H7,sub-10418,42,32000,0.5989722121515607,0.22021725879574286,0.5714285714285714
H7_train_noage,H7,sub-10462,14,32000,0.6247607324714048,0.21626665983521506,0.6428571428571429
H7_train_noage,H7,sub-10478,41,32000,0.5329903684886985,0.18343418431481986,0.6829268292682927
H7_train_noage,H7,sub-10486,15,32000,0.4209387610631443,0.1495140264647559,0.6
H7_train_noage,H7,sub-10529,40,32000,0.6381864442408871,0.22343098346846757,0.575
H7_train_noage,H7,sub-10541,42,32000,0.6559668886284048,0.23223712724708787,0.5238095238095238
H7_train_noage,H7,sub-10555,14,32000,0.6540576243972004,0.2317997983757963,0.5714285714285714
H7_train_noage,H7,sub-10559,40,32000,0.47650009394754045,0.16141036403950326,0.75
H7_train_noage,H7,sub-10572,42,32000,0.7330525871877953,0.26661640366564554,0.5238095238095238
H7_train_noage,H7,sub-10581,41,32000,0.5718323280101765,0.18851902525180692,0.7073170731707317
H7_train_noage,H7,sub-10584,41,32000,0.734983175946228,0.2707416571059467,0.3902439024390244
H7_train_noage,H7,sub-10585,42,32000,0.6515961494062394,0.2276482608835979,0.6428571428571429
H7_train_noage,H7,sub-10589,42,32000,0.6504742060354902,0.20995930482087294,0.6190476190476191
H7_train_noage,H7,sub-10590,42,32000,0.4900585281351628,0.1626960334588525,0.7380952380952381
H7_train_noage,H7,sub-10596,41,32000,0.41800380382896307,0.1308695862665051,0.8292682926829268
H7_train_noage,H7,sub-10603,42,32000,0.7235233491958604,0.2493191749344033,0.7380952380952381
H7_train_noage,H7,sub-10606,41,32000,0.35911703953414054,0.122253184470989,0.6829268292682927
H7_train_noage,H7,sub-10608,15,32000,0.15965850963389794,0.04649809542338345,0.9333333333333333
H7_train_noage,H7,sub-10617,15,32000,0.7569711530513044,0.2630672229233081,0.6
H7_train_noage,H7,sub-10636,42,32000,0.45685462158642726,0.16228793896432406,0.6190476190476191
H7_train_noage,H7,sub-10638,41,32000,0.3880947261031451,0.13438014079886232,0.6585365853658537
H7_train_noage,H7,sub-10640,41,32000,0.7478171881856329,0.259424139453926,0.6097560975609756
H7_train_noage,H7,sub-10641,15,32000,0.6646695777798741,0.2390613037218778,0.5333333333333333
H7_train_noage,H7,sub-10642,42,32000,0.2045880668265907,0.05304083852590465,0.9523809523809523
H7_train_noage,H7,sub-10644,41,32000,0.2642951789354121,0.07557063548065913,0.926829268292683
H7_train_noage,H7,sub-10647,42,32000,0.4159604744015509,0.13330659872470862,0.7857142857142857
H7_train_noage,H7,sub-10649,39,32000,0.47094549051517587,0.1529407789482246,0.6410256410256411
H7_train_noage,H7,sub-10652,42,32000,0.6783108275366755,0.23554546859213135,0.5952380952380952
H7_train_noage,H7,sub-10656,42,32000,0.46131506827651136,0.14771553207911453,0.8095238095238095
H7_train_noage,H7,sub-10661,42,32000,0.4785586311508156,0.15930070020501108,0.6666666666666666
H7_train_noage,H7,sub-10663,38,32000,0.5909090784197218,0.2027530150614662,0.7105263157894737
H7_train_noage,H7,sub-10668,13,32000,0.6305737381563717,0.2222813709540152,0.6153846153846154
H7_train_noage,H7,sub-10673,42,32000,0.741941179656284,0.2713434961652993,0.5714285714285714
H7_train_noage,H7,sub-10674,42,32000,0.35380873334089835,0.12376890650621165,0.6666666666666666
H7_train_noage,H7,sub-10677,42,32000,0.6155536406639421,0.21260357324651163,0.7142857142857143
H7_train_noage,H7,sub-10685,42,32000,0.6218544718968738,0.18472247730991934,0.7857142857142857
H7_train_noage,H7,sub-10690,15,32000,0.7435645384887647,0.2712886611538373,0.4666666666666667
H7_train_noage,H7,sub-10691,42,32000,0.5671670881880363,0.1816896882187875,0.6190476190476191
H7_train_noage,H7,sub-10700,42,32000,0.43007722873488213,0.13784812447028674,0.8333333333333334
