participant_id,run,trial_in_run,partner,c_left,c_right,c_low,c_high,high_is_right,chosen_amount,chose_high,response_time,scheduled_reciprocation,feedback_observed,observed_reciprocation,amount_gap,zero_option_present,valid_choice,bids_outcome,ambiguous_session,source_run,age,sex,global_trial,offer_pair,trial_scaled,trial_bin,last_observed_reciprocation
sub-10317,1.0,38,friend,8,2,2,8,False,8.0,True,1.5972061,1,True,1.0,6,False,True,outcome_friend_recip,False,1,63,F,38,2-8,0.4457831325301205,3,1.0
sub-10317,1.0,39,computer,8,0,0,8,False,0.0,False,2.0522158,1,False,,8,True,True,not_shown,False,1,63,F,39,0-8,0.4578313253012048,3,0.0
sub-10317,1.0,40,computer,2,4,2,4,True,2.0,False,2.3899255,1,True,1.0,2,False,True,outcome_computer_recip,False,1,63,F,40,2-4,0.46987951807228917,3,0.0
sub-10317,1.0,41,computer,8,2,2,8,False,2.0,False,2.4128108,0,True,0.0,6,False,True,outcome_computer_defect,False,1,63,F,41,2-8,0.4819277108433735,3,1.0
sub-10317,1.0,42,stranger,4,0,0,4,False,4.0,True,2.479861,0,True,0.0,4,True,True,outcome_stranger_defect,False,1,63,F,42,0-4,0.4939759036144578,3,1.0
sub-10369,1.0,1,friend,8,4,4,8,False,8.0,True,1.653018,0,True,0.0,4,False,True,outcome_friend_defect,False,1,32,M,1,4-8,0.0,1,
sub-10369,1.0,2,friend,0,8,0,8,True,8.0,True,2.8438694,0,True,0.0,8,True,True,outcome_friend_defect,False,1,32,M,2,0-8,0.012048192771084338,1,0.0
sub-10369,1.0,3,stranger,2,8,2,8,True,2.0,False,2.1667826,1,True,1.0,6,False,True,outcome_stranger_recip,False,1,32,M,3,2-8,0.024096385542168676,1,
sub-10369,1.0,4,stranger,2,0,0,2,False,2.0,True,2.6444528,0,True,0.0,2,True,True,outcome_stranger_defect,False,1,32,M,4,0-2,0.03614457831325301,1,1.0
sub-10369,1.0,5,stranger,2,8,2,8,True,2.0,False,2.8946762,1,True,1.0,6,False,True,outcome_stranger_recip,False,1,32,M,5,2-8,0.04819277108433735,1,0.0
sub-10369,1.0,6,stranger,8,2,2,8,False,8.0,True,2.8381677,0,True,0.0,6,False,True,outcome_stranger_defect,False,1,32,M,6,2-8,0.060240963855421686,1,1.0
sub-10369,1.0,7,stranger,8,0,0,8,False,,,,1,False,,8,True,False,not_shown,False,1,32,M,7,0-8,0.07228915662650602,1,0.0
sub-10369,1.0,8,friend,8,0,0,8,False,8.0,True,1.6803746,1,True,1.0,8,True,True,outcome_friend_recip,False,1,32,M,8,0-8,0.08433734939759036,1,0.0
sub-10369,1.0,9,stranger,8,4,4,8,False,4.0,False,1.654868,0,True,0.0,4,False,True,outcome_stranger_defect,False,1,32,M,9,4-8,0.0963855421686747,1,0.0
sub-10369,1.0,10,stranger,2,4,2,4,True,2.0,False,2.9148595,0,True,0.0,2,False,True,outcome_stranger_defect,False,1,32,M,10,2-4,0.10843373493975904,1,0.0
sub-10369,1.0,11,computer,2,8,2,8,True,8.0,True,1.6351155,1,True,1.0,6,False,True,outcome_computer_recip,False,1,32,M,11,2-8,0.12048192771084337,1,
sub-10369,1.0,12,computer,8,2,2,8,False,2.0,False,2.222068,1,True,1.0,6,False,True,outcome_computer_recip,False,1,32,M,12,2-8,0.13253012048192772,1,1.0
sub-10369,1.0,13,friend,8,2,2,8,False,8.0,True,1.7331066,0,True,0.0,6,False,True,outcome_friend_defect,False,1,32,M,13,2-8,0.14457831325301204,1,1.0
sub-10369,1.0,14,stranger,4,0,0,4,False,4.0,True,1.9140882,1,True,1.0,4,True,True,outcome_stranger_recip,False,1,32,M,14,0-4,0.1566265060240964,1,0.0
sub-10369,1.0,15,stranger,8,2,2,8,False,2.0,False,1.4540017,0,True,0.0,6,False,True,outcome_stranger_defect,False,1,32,M,15,2-8,0.1686746987951807,2,1.0
sub-10369,1.0,16,computer,2,0,0,2,False,2.0,True,1.9920685,0,True,0.0,2,True,True,outcome_computer_defect,False,1,32,M,16,0-2,0.18072289156626506,2,1.0
sub-10369,1.0,17,friend,8,2,2,8,False,8.0,True,1.4643447,0,True,0.0,6,False,True,outcome_friend_defect,False,1,32,M,17,2-8,0.1927710843373494,2,0.0
sub-10369,1.0,18,friend,2,4,2,4,True,4.0,True,1.274018,0,True,0.0,2,False,True,outcome_friend_defect,False,1,32,M,18,2-4,0.20481927710843373,2,0.0
sub-10369,1.0,19,computer,4,2,2,4,False,2.0,False,2.3626435,0,True,0.0,2,False,True,outcome_computer_defect,False,1,32,M,19,2-4,0.21686746987951808,2,0.0
sub-10369,1.0,20,friend,8,2,2,8,False,2.0,False,2.454733,1,True,1.0,6,False,True,outcome_friend_recip,False,1,32,M,20,2-8,0.2289156626506024,2,0.0
sub-10369,1.0,21,friend,0,2,0,2,True,2.0,True,1.4004681,1,True,1.0,2,True,True,outcome_friend_recip,False,1,32,M,21,0-2,0.24096385542168675,2,1.0
sub-10369,1.0,22,stranger,4,2,2,4,False,2.0,False,2.5819,1,True,1.0,2,False,True,outcome_stranger_recip,False,1,32,M,22,2-4,0.25301204819277107,2,0.0
sub-10369,1.0,23,friend,4,0,0,4,False,4.0,True,1.4070374,1,True,1.0,4,True,True,outcome_friend_recip,False,1,32,M,23,0-4,0.26506024096385544,2,1.0
sub-10369,1.0,24,computer,4,8,4,8,True,4.0,False,2.4606504,0,True,0.0,4,False,True,outcome_computer_defect,False,1,32,M,24,4-8,0.27710843373493976,2,0.0
sub-10369,1.0,25,computer,8,2,2,8,False,8.0,True,1.3648312,0,True,0.0,6,False,True,outcome_computer_defect,False,1,32,M,25,2-8,0.2891566265060241,2,0.0
sub-10369,1.0,26,computer,0,4,0,4,True,4.0,True,1.7040609,1,True,1.0,4,True,True,outcome_computer_recip,False,1,32,M,26,0-4,0.30120481927710846,2,0.0
sub-10369,1.0,27,computer,4,8,4,8,True,4.0,False,1.7614108,1,True,1.0,4,False,True,outcome_computer_recip,False,1,32,M,27,4-8,0.3132530120481928,2,1.0
sub-10369,1.0,28,computer,0,4,0,4,True,0.0,False,1.5333267,0,False,,4,True,True,not_shown,False,1,32,M,28,0-4,0.3253012048192771,2,1.0
sub-10369,1.0,29,stranger,4,8,4,8,True,4.0,False,1.9452099,1,True,1.0,4,False,True,outcome_stranger_recip,False,1,32,M,29,4-8,0.3373493975903614,3,1.0
sub-10369,1.0,30,stranger,0,8,0,8,True,8.0,True,1.6774036,0,True,0.0,8,True,True,outcome_stranger_defect,False,1,32,M,30,0-8,0.3493975903614458,3,1.0
sub-10369,1.0,31,stranger,2,0,0,2,False,0.0,False,2.1067538,1,False,,2,True,True,not_shown,False,1,32,M,31,0-2,0.3614457831325301,3,0.0
sub-10369,1.0,32,friend,2,4,2,4,True,4.0,True,1.6636356,1,True,1.0,2,False,True,outcome_friend_recip,False,1,32,M,32,2-4,0.37349397590361444,3,1.0
sub-10369,1.0,33,computer,0,2,0,2,True,2.0,True,1.5848033,1,True,1.0,2,True,True,outcome_computer_recip,False,1,32,M,33,0-2,0.3855421686746988,3,1.0
sub-10369,1.0,34,friend,0,2,0,2,True,2.0,True,1.5603667,0,True,0.0,2,True,True,outcome_friend_defect,False,1,32,M,34,0-2,0.39759036144578314,3,1.0
sub-10369,1.0,35,friend,4,0,0,4,False,4.0,True,2.1531026,0,True,0.0,4,True,True,outcome_friend_defect,False,1,32,M,35,0-4,0.40963855421686746,3,0.0
sub-10369,1.0,36,computer,0,8,0,8,True,0.0,False,1.4243374,0,False,,8,True,True,not_shown,False,1,32,M,36,0-8,0.42168674698795183,3,1.0
sub-10369,1.0,37,friend,8,4,4,8,False,4.0,False,2.0982714,1,True,1.0,4,False,True,outcome_friend_recip,False,1,32,M,37,4-8,0.43373493975903615,3,0.0
sub-10369,1.0,38,friend,8,2,2,8,False,8.0,True,1.3089943,1,True,1.0,6,False,True,outcome_friend_recip,False,1,32,M,38,2-8,0.4457831325301205,3,1.0
sub-10369,1.0,39,computer,8,0,0,8,False,8.0,True,1.2981366,1,True,1.0,8,True,True,outcome_computer_recip,False,1,32,M,39,0-8,0.4578313253012048,3,1.0
sub-10369,1.0,40,computer,2,4,2,4,True,4.0,True,1.4528536,1,True,1.0,2,False,True,outcome_computer_recip,False,1,32,M,40,2-4,0.46987951807228917,3,1.0
sub-10369,1.0,41,computer,8,2,2,8,False,8.0,True,1.4917004,0,True,0.0,6,False,True,outcome_computer_defect,False,1,32,M,41,2-8,0.4819277108433735,3,1.0
sub-10369,1.0,42,stranger,4,0,0,4,False,4.0,True,1.6571617,0,True,0.0,4,True,True,outcome_stranger_defect,False,1,32,M,42,0-4,0.4939759036144578,3,0.0
sub-10402,1.0,1,stranger,4,2,2,4,False,2.0,False,2.491882,1,True,1.0,2,False,True,outcome_stranger_recip,False,1,36,M,1,2-4,0.0,1,
sub-10402,1.0,2,friend,2,4,2,4,True,4.0,True,2.5019658,0,True,0.0,2,False,True,outcome_friend_defect,False,1,36,M,2,2-4,0.012048192771084338,1,
sub-10402,1.0,3,friend,4,8,4,8,True,4.0,False,2.6027596,0,True,0.0,4,False,True,outcome_friend_defect,False,1,36,M,3,4-8,0.024096385542168676,1,0.0
sub-10402,1.0,4,friend,0,2,0,2,True,2.0,True,2.1827664,1,True,1.0,2,True,True,outcome_friend_recip,False,1,36,M,4,0-2,0.03614457831325301,1,0.0
sub-10402,1.0,5,computer,0,8,0,8,True,8.0,True,2.7245414,0,True,0.0,8,True,True,outcome_computer_defect,False,1,36,M,5,0-8,0.04819277108433735,1,
sub-10402,1.0,6,computer,4,2,2,4,False,4.0,True,2.5634322,0,True,0.0,2,False,True,outcome_computer_defect,False,1,36,M,6,2-4,0.060240963855421686,1,0.0
sub-10402,1.0,7,friend,2,8,2,8,True,2.0,False,2.1408117,1,True,1.0,6,False,True,outcome_friend_recip,False,1,36,M,7,2-8,0.07228915662650602,1,1.0
sub-10402,1.0,8,computer,2,0,0,2,False,2.0,True,2.4290645,0,True,0.0,2,True,True,outcome_computer_defect,False,1,36,M,8,0-2,0.08433734939759036,1,0.0
sub-10402,1.0,9,friend,8,0,0,8,False,8.0,True,2.2232845,1,True,1.0,8,True,True,outcome_friend_recip,False,1,36,M,9,0-8,0.0963855421686747,1,1.0
sub-10402,1.0,10,stranger,8,4,4,8,False,4.0,False,2.689947,1,True,1.0,4,False,True,outcome_stranger_recip,False,1,36,M,10,4-8,0.10843373493975904,1,1.0
sub-10402,1.0,11,friend,2,8,2,8,True,2.0,False,2.6006725,1,True,1.0,6,False,True,outcome_friend_recip,False,1,36,M,11,2-8,0.12048192771084337,1,1.0
sub-10402,1.0,12,computer,2,4,2,4,True,2.0,False,1.8046763,1,True,1.0,2,False,True,outcome_computer_recip,False,1,36,M,12,2-4,0.13253012048192772,1,0.0
sub-10402,1.0,13,computer,8,4,4,8,False,4.0,False,2.3605008,0,True,0.0,4,False,True,outcome_computer_defect,False,1,36,M,13,4-8,0.14457831325301204,1,1.0
sub-10402,1.0,14,computer,2,8,2,8,True,2.0,False,2.716817,1,True,1.0,6,False,True,outcome_computer_recip,False,1,36,M,14,2-8,0.1566265060240964,1,0.0
sub-10402,1.0,15,friend,2,8,2,8,True,8.0,True,1.6838422,0,True,0.0,6,False,True,outcome_friend_defect,False,1,36,M,15,2-8,0.1686746987951807,2,1.0
sub-10402,1.0,16,friend,8,2,2,8,False,,,,0,False,,6,False,False,not_shown,False,1,36,M,16,2-8,0.18072289156626506,2,0.0
sub-10402,1.0,17,friend,4,2,2,4,False,2.0,False,1.6751575,1,True,1.0,2,False,True,outcome_friend_recip,False,1,36,M,17,2-4,0.1927710843373494,2,0.0
sub-10402,1.0,18,friend,0,2,0,2,True,2.0,True,1.7391953,0,True,0.0,2,True,True,outcome_friend_defect,False,1,36,M,18,0-2,0.20481927710843373,2,1.0
sub-10402,1.0,19,stranger,2,8,2,8,True,8.0,True,1.8050199,0,True,0.0,6,False,True,outcome_stranger_defect,False,1,36,M,19,2-8,0.21686746987951808,2,1.0
sub-10402,1.0,20,computer,0,2,0,2,True,2.0,True,1.741652,1,True,1.0,2,True,True,outcome_computer_recip,False,1,36,M,20,0-2,0.2289156626506024,2,1.0
sub-10402,1.0,21,computer,4,0,0,4,False,4.0,True,1.7798827,0,True,0.0,4,True,True,outcome_computer_defect,False,1,36,M,21,0-4,0.24096385542168675,2,1.0
sub-10402,1.0,22,friend,8,4,4,8,False,4.0,False,1.7935132,1,True,1.0,4,False,True,outcome_friend_recip,False,1,36,M,22,4-8,0.25301204819277107,2,0.0
sub-10402,1.0,23,stranger,0,2,0,2,True,2.0,True,1.7086043,1,True,1.0,2,True,True,outcome_stranger_recip,False,1,36,M,23,0-2,0.26506024096385544,2,0.0
sub-10402,1.0,24,computer,4,0,0,4,False,4.0,True,1.5616688,1,True,1.0,4,True,True,outcome_computer_recip,False,1,36,M,24,0-4,0.27710843373493976,2,0.0
sub-10402,1.0,25,stranger,4,0,0,4,False,4.0,True,1.7777741,0,True,0.0,4,True,True,outcome_stranger_defect,False,1,36,M,25,0-4,0.2891566265060241,2,1.0
sub-10402,1.0,26,stranger,2,8,2,8,True,2.0,False,2.1390789,1,True,1.0,6,False,True,outcome_stranger_recip,False,1,36,M,26,2-8,0.30120481927710846,2,0.0
sub-10402,1.0,27,stranger,8,0,0,8,False,8.0,True,2.023628,0,True,0.0,8,True,True,outcome_stranger_defect,False,1,36,M,27,0-8,0.3132530120481928,2,1.0
sub-10402,1.0,28,stranger,0,4,0,4,True,4.0,True,1.734982,1,True,1.0,4,True,True,outcome_stranger_recip,False,1,36,M,28,0-4,0.3253012048192771,2,0.0
sub-10402,1.0,29,stranger,4,2,2,4,False,4.0,True,1.9821767,0,True,0.0,2,False,True,outcome_stranger_defect,False,1,36,M,29,2-4,0.3373493975903614,3,1.0
sub-10402,1.0,30,friend,4,0,0,4,False,4.0,True,1.8952626,0,True,0.0,4,True,True,outcome_friend_defect,False,1,36,M,30,0-4,0.3493975903614458,3,1.0
sub-10402,1.0,31,computer,2,8,2,8,True,2.0,False,1.6983756,1,True,1.0,6,False,True,outcome_computer_recip,False,1,36,M,31,2-8,0.3614457831325301,3,1.0
sub-10402,1.0,32,computer,0,8,0,8,True,8.0,True,1.9876024,1,True,1.0,8,True,True,outcome_computer_recip,False,1,36,M,32,0-8,0.37349397590361444,3,1.0
sub-10402,1.0,33,stranger,8,0,0,8,False,8.0,True,2.0396688,1,True,1.0,8,True,True,outcome_stranger_recip,False,1,36,M,33,0-8,0.3855421686746988,3,0.0
sub-10402,1.0,34,computer,8,4,4,8,False,4.0,False,1.9608446,1,True,1.0,4,False,True,outcome_computer_recip,False,1,36,M,34,4-8,0.39759036144578314,3,1.0
sub-10402,1.0,35,friend,8,0,0,8,False,8.0,True,2.0888164,0,True,0.0,8,True,True,outcome_friend_defect,False,1,36,M,35,0-8,0.40963855421686746,3,0.0
sub-10402,1.0,36,computer,8,2,2,8,False,2.0,False,2.39237,0,True,0.0,6,False,True,outcome_computer_defect,False,1,36,M,36,2-8,0.42168674698795183,3,1.0
sub-10402,1.0,37,stranger,8,2,2,8,False,8.0,True,2.4668167,1,True,1.0,6,False,True,outcome_stranger_recip,False,1,36,M,37,2-8,0.43373493975903615,3,1.0
sub-10402,1.0,38,stranger,2,0,0,2,False,2.0,True,2.2153718,0,True,0.0,2,True,True,outcome_stranger_defect,False,1,36,M,38,0-2,0.4457831325301205,3,1.0
sub-10402,1.0,39,stranger,4,8,4,8,True,4.0,False,2.0467024,0,True,0.0,4,False,True,outcome_stranger_defect,False,1,36,M,39,4-8,0.4578313253012048,3,0.0
sub-10402,1.0,40,computer,2,8,2,8,True,8.0,True,1.8208051,0,True,0.0,6,False,True,outcome_computer_defect,False,1,36,M,40,2-8,0.46987951807228917,3,0.0
sub-10402,1.0,41,friend,0,4,0,4,True,4.0,True,1.7477075,1,True,1.0,4,True,True,outcome_friend_recip,False,1,36,M,41,0-4,0.4819277108433735,3,0.0
sub-10402,1.0,42,stranger,8,2,2,8,False,8.0,True,2.2329,0,True,0.0,6,False,True,outcome_stranger_defect,False,1,36,M,42,2-8,0.4939759036144578,3,0.0
sub-10402,2.0,1,computer,4,8,4,8,True,4.0,False,1.7927009,0,True,0.0,4,False,True,outcome_computer_defect,False,2,36,M,43,4-8,0.5060240963855421,4,0.0
sub-10402,2.0,2,friend,4,8,4,8,True,8.0,True,1.6870351,1,True,1.0,4,False,True,outcome_friend_recip,False,2,36,M,44,4-8,0.5180722891566265,4,1.0
sub-10402,2.0,3,stranger,4,8,4,8,True,4.0,False,1.7499607,0,True,0.0,4,False,True,outcome_stranger_defect,False,2,36,M,45,4-8,0.5301204819277109,4,0.0
sub-10402,2.0,4,computer,8,0,0,8,False,0.0,False,1.9693246,1,False,,8,True,True,not_shown,False,2,36,M,46,0-8,0.5421686746987951,4,0.0
sub-10402,2.0,5,computer,4,0,0,4,False,4.0,True,1.9583207,0,True,0.0,4,True,True,outcome_computer_defect,False,2,36,M,47,0-4,0.5542168674698795,4,0.0
sub-10402,2.0,6,computer,0,8,0,8,True,8.0,True,1.7118183,0,True,0.0,8,True,True,outcome_computer_defect,False,2,36,M,48,0-8,0.5662650602409639,4,0.0
sub-10402,2.0,7,computer,8,2,2,8,False,2.0,False,2.1488686,1,True,1.0,6,False,True,outcome_computer_recip,False,2,36,M,49,2-8,0.5783132530120482,4,0.0
sub-10402,2.0,8,friend,4,0,0,4,False,4.0,True,1.8445249,1,True,1.0,4,True,True,outcome_friend_recip,False,2,36,M,50,0-4,0.5903614457831325,4,1.0
sub-10402,2.0,9,friend,2,8,2,8,True,8.0,True,1.7559597,1,True,1.0,6,False,True,outcome_friend_recip,False,2,36,M,51,2-8,0.6024096385542169,4,1.0
sub-10402,2.0,10,friend,4,2,2,4,False,4.0,True,2.1377814,0,True,0.0,2,False,True,outcome_friend_defect,False,2,36,M,52,2-4,0.6144578313253012,4,1.0
sub-10402,2.0,11,friend,0,2,0,2,True,2.0,True,1.9517848,0,True,0.0,2,True,True,outcome_friend_defect,False,2,36,M,53,0-2,0.6265060240963856,4,0.0
sub-10402,2.0,12,stranger,4,8,4,8,True,4.0,False,1.8206646,1,True,1.0,4,False,True,outcome_stranger_recip,False,2,36,M,54,4-8,0.6385542168674698,4,0.0
sub-10402,2.0,13,computer,2,8,2,8,True,2.0,False,2.7925186,0,True,0.0,6,False,True,outcome_computer_defect,False,2,36,M,55,2-8,0.6506024096385542,4,1.0
sub-10402,2.0,14,computer,4,0,0,4,False,4.0,True,1.9621307,1,True,1.0,4,True,True,outcome_computer_recip,False,2,36,M,56,0-4,0.6626506024096386,4,0.0
sub-10402,2.0,15,stranger,2,0,0,2,False,2.0,True,1.8109004,1,True,1.0,2,True,True,outcome_stranger_recip,False,2,36,M,57,0-2,0.6746987951807228,5,1.0
sub-10402,2.0,16,stranger,8,2,2,8,False,8.0,True,2.0114098,0,True,0.0,6,False,True,outcome_stranger_defect,False,2,36,M,58,2-8,0.6867469879518072,5,1.0
sub-10402,2.0,17,friend,8,0,0,8,False,8.0,True,1.7578104,0,True,0.0,8,True,True,outcome_friend_defect,False,2,36,M,59,0-8,0.6987951807228916,5,0.0
sub-10402,2.0,18,friend,8,2,2,8,False,8.0,True,2.9880002,0,True,0.0,6,False,True,outcome_friend_defect,False,2,36,M,60,2-8,0.7108433734939759,5,0.0
sub-10402,2.0,19,stranger,2,8,2,8,True,2.0,False,2.3190327,1,True,1.0,6,False,True,outcome_stranger_recip,False,2,36,M,61,2-8,0.7228915662650602,5,0.0
sub-10402,2.0,20,stranger,0,4,0,4,True,4.0,True,1.7716328,1,True,1.0,4,True,True,outcome_stranger_recip,False,2,36,M,62,0-4,0.7349397590361446,5,1.0
sub-10402,2.0,21,computer,0,2,0,2,True,2.0,True,2.0950463,1,True,1.0,2,True,True,outcome_computer_recip,False,2,36,M,63,0-2,0.7469879518072289,5,1.0
sub-10402,2.0,22,friend,0,2,0,2,True,2.0,True,1.576891,1,True,1.0,2,True,True,outcome_friend_recip,False,2,36,M,64,0-2,0.7590361445783133,5,0.0
sub-10402,2.0,23,friend,8,2,2,8,False,8.0,True,2.40896,0,True,0.0,6,False,True,outcome_friend_defect,False,2,36,M,65,2-8,0.7710843373493976,5,1.0
sub-10402,2.0,24,stranger,2,4,2,4,True,2.0,False,2.4610434,1,True,1.0,2,False,True,outcome_stranger_recip,False,2,36,M,66,2-4,0.7831325301204819,5,1.0
sub-10402,2.0,25,friend,8,4,4,8,False,4.0,False,1.9052644,0,True,0.0,4,False,True,outcome_friend_defect,False,2,36,M,67,4-8,0.7951807228915663,5,0.0
sub-10402,2.0,26,friend,2,4,2,4,True,2.0,False,1.6173838,1,True,1.0,2,False,True,outcome_friend_recip,False,2,36,M,68,2-4,0.8072289156626506,5,0.0
sub-10402,2.0,27,stranger,0,8,0,8,True,8.0,True,2.663883,1,True,1.0,8,True,True,outcome_stranger_recip,False,2,36,M,69,0-8,0.8192771084337349,5,1.0
