parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.16725,0.00381535,0.242529,0.23163,-2.59363,-2.15049,-1.7995,4088.36,11843.1,0.73613,1.00149,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
mu[2],-1.42852,0.00148993,0.152209,0.151569,-1.68506,-1.42443,-1.18478,10499.8,15657.5,1.89054,1.00033,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
mu[3],5.19869,0.00509006,0.601709,0.59018,4.2587,5.17175,6.23034,14001.6,19883.4,2.52106,1.00019,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
tau[1],0.464162,0.00489322,0.291011,0.306818,0.0520072,0.435019,0.99006,3130.69,7858.82,0.563696,1.00137,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
tau[2],1.26127,0.00126351,0.120495,0.118859,1.07465,1.25515,1.46999,9107.01,18260.0,1.63977,1.00012,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
tau[3],3.70874,0.00303911,0.413637,0.412193,3.05701,3.69397,4.41517,18368.9,20746.4,3.30741,1.00033,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"beta[1,1]",0.0305101,0.00124678,0.189982,0.183635,-0.293262,0.0393779,0.32684,23847.7,21013.1,4.2939,1.00014,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"beta[2,1]",-0.122703,0.00109495,0.129301,0.12812,-0.334853,-0.123072,0.0875265,13972.7,19065.2,2.51586,1.00015,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"beta[3,1]",0.372285,0.00257298,0.374799,0.374843,-0.24202,0.371648,0.987209,21323.1,24185.5,3.83933,1.00008,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[1,1]",0.11033,0.000429779,0.0580531,0.0470477,0.034927,0.102133,0.215478,16409.8,18206.2,2.95466,1.00035,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[1,2]",0.514134,0.0013756,0.292937,0.280948,0.135214,0.463708,1.06796,40428.8,22405.5,7.27941,1.00001,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[1,3]",6.57489,0.0134643,2.59192,2.58454,2.84573,6.29041,11.2663,42641.7,23837.6,7.67786,1.00016,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[2,1]",0.123169,0.000642002,0.0613617,0.0406216,0.0519699,0.109819,0.240525,7725.88,18753.2,1.39109,1.00078,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[2,2]",0.241823,0.00088971,0.179909,0.138086,0.0503564,0.193573,0.600952,37229.9,22603.8,6.70345,1.00002,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[2,3]",6.0904,0.0161136,2.89905,2.94948,2.09854,5.70165,11.4108,37374.0,23696.5,6.72939,1.00001,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[3,1]",0.135776,0.00118836,0.0763221,0.0491488,0.05159,0.116774,0.283634,3314.98,14532.5,0.59688,1.00275,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[3,2]",0.0789493,0.000429075,0.0771304,0.042825,0.0123346,0.0537111,0.236802,31504.1,24401.9,5.67249,1.00003,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[3,3]",6.2322,0.0216329,3.69544,4.00754,0.898938,5.92394,12.8015,31434.0,23728.3,5.65985,1.00003,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[4,1]",0.103796,0.000496947,0.0544055,0.0489358,0.0291198,0.0970489,0.200979,10923.6,17793.1,1.96685,1.00048,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[4,2]",0.208279,0.00052589,0.109536,0.0972298,0.0714625,0.187161,0.415082,42973.6,22751.5,7.73762,1.00002,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[4,3]",8.60001,0.0132031,2.74229,2.76697,4.4563,8.41224,13.3888,47011.8,24824.9,8.46472,1.00018,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[5,1]",0.132155,0.000836555,0.0751206,0.0529391,0.0462619,0.116534,0.271908,8091.29,19268.3,1.45688,1.00028,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[5,2]",0.30373,0.00236482,0.30794,0.229339,0.0182567,0.196633,0.92398,13260.8,22656.9,2.38768,1.00034,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[5,3]",3.59258,0.0325931,3.57938,2.01041,0.325347,1.97175,11.1014,16234.5,19478.9,2.9231,1.00047,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[6,1]",0.117655,0.000559067,0.057744,0.0402819,0.0469309,0.106658,0.225067,8922.86,16711.1,1.60661,1.00021,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[6,2]",0.260028,0.000900374,0.177575,0.136523,0.0678059,0.213035,0.613072,37350.3,24494.5,6.72511,1.00005,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[6,3]",6.18853,0.0158281,2.84725,2.88452,2.20351,5.84004,11.4213,38186.5,22228.7,6.87569,1.00014,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[7,1]",0.108698,0.000641206,0.0528851,0.0394485,0.0375058,0.102012,0.203624,5996.72,15783.3,1.07974,1.00083,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[7,2]",0.144769,0.000379489,0.083751,0.0741986,0.0400704,0.128408,0.302923,47335.9,21510.4,8.52308,1.00003,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[7,3]",8.67438,0.0131407,2.79424,2.77641,4.40013,8.50614,13.5586,47652.7,25185.6,8.58011,1.0,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[8,1]",0.128119,0.000698079,0.0716462,0.0556263,0.0407435,0.11511,0.260238,10045.7,20526.2,1.80877,1.00065,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[8,2]",0.112122,0.000424534,0.0825968,0.060446,0.0250302,0.0907154,0.273399,36065.4,22815.8,6.49377,1.00004,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[8,3]",7.26585,0.0166852,3.17647,3.25673,2.56987,7.00902,12.9264,39462.2,23374.6,7.10537,0.999943,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[9,1]",0.13811,0.00104645,0.0823315,0.0614675,0.0424644,0.121394,0.291028,5790.28,17482.9,1.04257,1.00104,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[9,2]",0.0596111,0.000281361,0.0518027,0.0324497,0.0112283,0.0449041,0.159796,34592.0,24237.3,6.22847,1.00021,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[9,3]",7.39443,0.0197457,3.64406,3.80749,1.74702,7.2328,13.6949,35345.3,24087.4,6.36411,1.00007,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[10,1]",0.156125,0.00142686,0.10519,0.0573812,0.0557234,0.123539,0.373852,3607.91,13598.2,0.649624,1.00179,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[10,2]",0.124856,0.000707216,0.125232,0.0691127,0.0179129,0.0831362,0.380383,30497.2,24768.5,5.49119,1.00008,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[10,3]",5.72668,0.0210589,3.51705,3.81534,0.874866,5.32192,12.0787,31396.3,23309.7,5.65307,1.00007,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[11,1]",0.105541,0.000277222,0.0353493,0.0315057,0.0539056,0.101862,0.170531,16344.3,23080.8,2.94287,1.00021,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[11,2]",2.16041,0.00410226,0.749524,0.707793,1.10496,2.06998,3.54771,30954.6,24726.8,5.57354,0.999969,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[11,3]",0.704495,0.00165578,0.249654,0.2319,0.255073,0.719863,1.08528,22985.3,20088.4,4.13862,1.00035,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[12,1]",0.131042,0.000816672,0.0755509,0.0582152,0.0414255,0.116605,0.270458,8747.75,17023.7,1.57508,1.00064,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[12,2]",0.135982,0.000951479,0.154999,0.0710917,0.0143149,0.0766745,0.470161,23818.4,24967.9,4.28863,1.00013,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[12,3]",5.64427,0.0255725,3.865,4.41896,0.649503,5.11016,12.6149,25059.0,25417.8,4.51201,1.00009,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[13,1]",0.101539,0.000273216,0.0453547,0.0359052,0.038165,0.0968465,0.178401,24221.8,19342.1,4.36126,1.0002,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[13,2]",0.528948,0.0023963,0.384587,0.372828,0.084289,0.439366,1.26784,20598.4,21857.5,3.70885,1.00004,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[13,3]",3.60648,0.0220029,2.72762,2.00134,0.882238,2.66663,9.25197,21144.5,18097.8,3.80718,1.00021,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[14,1]",0.154811,0.00142084,0.0952558,0.0590223,0.0563132,0.127713,0.346586,3555.31,13852.9,0.640152,1.00171,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[14,2]",0.186894,0.00140218,0.16839,0.164385,0.0106467,0.141909,0.517808,11609.0,21719.2,2.09025,1.00027,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[14,3]",3.14237,0.0388795,3.78221,1.67591,0.0571017,1.29629,11.3049,11918.1,19893.6,2.14592,1.00038,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[15,1]",0.128953,0.000681142,0.0683121,0.0524447,0.0452036,0.116591,0.255147,8928.59,17796.8,1.60764,1.00052,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[15,2]",0.113868,0.000355842,0.0715296,0.0575233,0.0315916,0.0976513,0.252123,37450.5,21705.8,6.74316,1.00012,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[15,3]",7.88664,0.015363,3.00585,3.05068,3.36459,7.67349,13.1346,41780.5,23067.2,7.5228,1.00032,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[16,1]",0.106542,0.000573111,0.0514818,0.0384206,0.037017,0.0998741,0.200708,6909.01,16945.1,1.244,1.00037,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[16,2]",0.259599,0.0006104,0.129712,0.118817,0.0922352,0.23647,0.505631,42784.2,20526.9,7.70351,1.00033,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[16,3]",8.13983,0.012943,2.61465,2.57787,4.24943,7.91549,12.7813,45397.0,23502.5,8.17396,1.00008,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[17,1]",0.0995833,0.000347327,0.0439091,0.0390971,0.03548,0.0962484,0.174373,14184.7,18810.9,2.55403,1.00027,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[17,2]",0.618175,0.00147319,0.309131,0.30332,0.195616,0.575203,1.19016,38812.9,21918.7,6.98846,1.00006,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[17,3]",6.24163,0.013391,2.50422,2.479,2.67579,5.94599,10.788,41097.5,24647.1,7.39982,1.00023,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[18,1]",0.115165,0.000649719,0.0560114,0.0409339,0.0441438,0.105734,0.216903,6324.93,15723.1,1.13884,1.00073,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[18,2]",0.166363,0.000485892,0.0980194,0.0807544,0.0515004,0.144618,0.355423,39514.3,22413.1,7.11476,1.00008,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[18,3]",7.16129,0.0145327,2.84021,2.83906,2.99809,6.89224,12.281,42812.1,23939.9,7.70855,1.0001,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[19,1]",0.126003,0.000448553,0.065751,0.0545998,0.0414828,0.115014,0.248487,21049.8,19080.2,3.79012,1.00031,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[19,2]",0.251765,0.0007729,0.158196,0.132778,0.0697762,0.214168,0.562336,37176.9,23970.6,6.6939,0.999979,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[19,3]",6.3348,0.0164245,2.88388,2.91575,2.26398,5.9952,11.6035,35966.6,23662.4,6.47597,0.999986,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[20,1]",0.109849,0.000796323,0.060158,0.0451589,0.0332228,0.100258,0.221641,5002.66,14792.4,0.900755,1.00066,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[20,2]",0.154004,0.000358278,0.0745984,0.0690032,0.0557072,0.141579,0.29448,40706.8,21177.3,7.32948,1.00012,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[20,3]",9.16315,0.0127797,2.71665,2.67119,5.02388,8.96544,13.9746,47934.4,24827.6,8.63083,1.00009,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[21,1]",0.0923622,0.000516753,0.0430124,0.0358406,0.0308129,0.0887092,0.169168,6039.23,16370.5,1.0874,1.00101,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[21,2]",2.24838,0.00600433,1.15605,0.953331,0.826097,2.03669,4.40028,36346.6,20298.7,6.5444,1.00013,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[21,3]",4.16699,0.0126398,2.01161,1.90297,1.62561,3.78581,8.03455,29197.6,24304.2,5.25718,1.0001,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[22,1]",0.131525,0.000559764,0.0716089,0.0586362,0.0424168,0.118943,0.265084,15082.3,20588.7,2.71564,1.00013,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[22,2]",0.176824,0.000653286,0.131835,0.0993319,0.0369276,0.141929,0.435082,38428.6,23061.1,6.91927,1.00025,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[22,3]",7.15113,0.0159878,3.08849,3.16664,2.62039,6.86391,12.6612,41645.9,24194.2,7.49856,1.00001,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[23,1]",0.108263,0.000705147,0.0555175,0.0415164,0.0359009,0.100075,0.208803,5435.98,15800.5,0.978777,1.00096,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[23,2]",0.153631,0.00035717,0.0770452,0.068866,0.0540252,0.14005,0.298145,44634.5,21557.8,8.03667,1.00015,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[23,3]",8.96435,0.0127412,2.72965,2.75173,4.81296,8.77746,13.7125,48768.5,24432.7,8.78103,1.00005,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[24,1]",0.119212,0.000617445,0.0660816,0.0561469,0.0335983,0.108606,0.241116,10314.6,17747.8,1.85719,1.00025,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[24,2]",0.137147,0.00030997,0.0669064,0.0612427,0.0484012,0.126214,0.263586,43363.1,22617.9,7.80775,1.00013,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[24,3]",9.69175,0.0133568,2.77505,2.7589,5.44915,9.51106,14.5263,45569.8,24076.5,8.20508,1.0003,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[25,1]",0.110137,0.000360183,0.0504949,0.0341345,0.0485815,0.101454,0.204334,23167.5,19795.1,4.17143,1.0002,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[25,2]",1.1606,0.00294708,0.496422,0.485053,0.395362,1.12879,2.03156,24933.7,14795.3,4.48945,1.00005,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[25,3]",1.41143,0.00900783,0.970838,0.440603,0.666624,1.15868,2.92772,24658.6,14792.2,4.43992,1.00023,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
"natural[26,1]",0.0986971,0.000367537,0.0432849,0.035274,0.0360076,0.0952082,0.173879,12056.4,17855.4,2.17081,1.00018,H5_train_age_attempt99_8000,111,0,diag_e,4,3000,8000,0.99,0,0.7337039531386014,True
