condition,replicate,method,participant_id,parameter,true,recovered
positive,1,hierarchical,sub-10317,alpha,0.15222900393619815,0.12555462829033462
positive,1,hierarchical,sub-10369,alpha,0.1453627721535582,0.33473464799959224
positive,1,hierarchical,sub-10402,alpha,0.4669614902967087,0.4818662211530875
positive,1,hierarchical,sub-10418,alpha,0.11675608916714753,0.09795623712223514
positive,1,hierarchical,sub-10462,alpha,0.5164884644937038,0.4685956567412362
positive,1,hierarchical,sub-10478,alpha,0.2904262567852512,0.16758367094553636
positive,1,hierarchical,sub-10486,alpha,0.18137786323401492,0.13389522311636973
positive,1,hierarchical,sub-10529,alpha,0.22029976371056012,0.23699702741339312
positive,1,hierarchical,sub-10541,alpha,0.5215376968128648,0.5132580856368738
positive,1,hierarchical,sub-10555,alpha,0.24448475835663658,0.30670268949036006
positive,1,hierarchical,sub-10559,alpha,0.39025935701078035,0.416548500293475
positive,1,hierarchical,sub-10572,alpha,0.18857675387438658,0.39345678681658947
positive,1,hierarchical,sub-10581,alpha,0.2082277068144199,0.14867968844477988
positive,1,hierarchical,sub-10584,alpha,0.18747355185419382,0.31805666226932716
positive,1,hierarchical,sub-10585,alpha,0.2943476741616815,0.22222741870985185
positive,1,hierarchical,sub-10589,alpha,0.45365367703455567,0.5081760190602
positive,1,hierarchical,sub-10590,alpha,0.174650433424041,0.13677026739284626
positive,1,hierarchical,sub-10596,alpha,0.26140014534405054,0.2999388469053506
positive,1,hierarchical,sub-10603,alpha,0.290088955188943,0.2902423189500435
positive,1,hierarchical,sub-10606,alpha,0.20626974396341166,0.26892002256852504
positive,1,hierarchical,sub-10608,alpha,0.3912552129854293,0.37193195842460386
positive,1,hierarchical,sub-10617,alpha,0.34635650504136456,0.25482415671723424
positive,1,hierarchical,sub-10636,alpha,0.3381365800004659,0.2797041163629229
positive,1,hierarchical,sub-10638,alpha,0.5092240192480726,0.27270118909425256
positive,1,hierarchical,sub-10640,alpha,0.3474084235239528,0.2833582742410359
positive,1,hierarchical,sub-10641,alpha,0.29197344370029576,0.2124409491405993
positive,1,hierarchical,sub-10642,alpha,0.4687625932445236,0.26703247884145126
positive,1,hierarchical,sub-10644,alpha,0.39538077843482317,0.27801972719791224
positive,1,hierarchical,sub-10647,alpha,0.35059213484697194,0.3744034932228037
positive,1,hierarchical,sub-10649,alpha,0.30332385485958313,0.22327570670677874
positive,1,hierarchical,sub-10652,alpha,0.15045477994540682,0.2800348940301954
positive,1,hierarchical,sub-10656,alpha,0.12488644085331903,0.28008903041946503
positive,1,hierarchical,sub-10661,alpha,0.41726835202834694,0.4729488546165662
positive,1,hierarchical,sub-10663,alpha,0.24032653107630048,0.23723171540501561
positive,1,hierarchical,sub-10668,alpha,0.1961178098230921,0.17431269432825489
positive,1,hierarchical,sub-10673,alpha,0.29893660055321364,0.21600253624645374
positive,1,hierarchical,sub-10674,alpha,0.2507809562964461,0.25169868831499514
positive,1,hierarchical,sub-10677,alpha,0.5062377880512678,0.3761908974354988
positive,1,hierarchical,sub-10685,alpha,0.3078990139559133,0.14896258472945936
positive,1,hierarchical,sub-10690,alpha,0.17533991936416263,0.46793374084299
positive,1,hierarchical,sub-10691,alpha,0.4633607318028158,0.316722585271952
positive,1,hierarchical,sub-10700,alpha,0.0384580959055897,0.22605527707617026
positive,1,hierarchical,sub-10701,alpha,0.37771233266747445,0.35150890222189
positive,1,hierarchical,sub-10713,alpha,0.3162412047710567,0.23742579271813372
positive,1,hierarchical,sub-10716,alpha,0.38971878027908724,0.39395971713502503
positive,1,hierarchical,sub-10718,alpha,0.24121160040244138,0.18379656918937126
positive,1,hierarchical,sub-10720,alpha,0.2762827084896558,0.2706817857267325
positive,1,hierarchical,sub-10723,alpha,0.3353724967932551,0.3811276210965568
positive,1,hierarchical,sub-10741,alpha,0.1932010383877528,0.23890727754470997
positive,1,hierarchical,sub-10748,alpha,0.2867958046279829,0.3621603887790388
positive,1,hierarchical,sub-10767,alpha,0.26650959204147284,0.28575545741001257
positive,1,hierarchical,sub-10770,alpha,0.38299962967633355,0.19743481191498
positive,1,hierarchical,sub-10781,alpha,0.2975447699192055,0.20414405219945
positive,1,hierarchical,sub-10783,alpha,0.29951215324629143,0.5362028888360726
positive,1,hierarchical,sub-10785,alpha,0.10166012406443416,0.28318748729232257
positive,1,hierarchical,sub-10794,alpha,0.13776770950933018,0.24855753086661872
positive,1,hierarchical,sub-10800,alpha,0.10950457151243673,0.17604247963969827
positive,1,hierarchical,sub-10801,alpha,0.4217329751021483,0.565077354283885
positive,1,hierarchical,sub-10802,alpha,0.33295686048504874,0.2963086851621238
positive,1,hierarchical,sub-10803,alpha,0.14446972748127418,0.3231378803264574
positive,1,hierarchical,sub-10804,alpha,0.21375521733059374,0.22880792953543364
positive,1,hierarchical,sub-10806,alpha,0.17876545188278722,0.31433313551369996
positive,1,hierarchical,sub-10807,alpha,0.23714261807406672,0.349563017038295
positive,1,hierarchical,sub-10809,alpha,0.2139401363292482,0.16561572739286323
positive,1,hierarchical,sub-10810,alpha,0.2068103596881656,0.3014893117558838
positive,1,hierarchical,sub-10812,alpha,0.6590104035201598,0.49956466773305624
positive,1,hierarchical,sub-10817,alpha,0.3258539652480805,0.24902360620070113
positive,1,hierarchical,sub-10827,alpha,0.22681203097092933,0.2497210741985015
positive,1,hierarchical,sub-10831,alpha,0.4358087605937111,0.5235202029322624
positive,1,hierarchical,sub-10834,alpha,0.372925036747753,0.388429708230835
positive,1,hierarchical,sub-10836,alpha,0.2882864956220052,0.3855984314686675
positive,1,hierarchical,sub-10838,alpha,0.38516364251506124,0.32015356492785246
positive,1,hierarchical,sub-10843,alpha,0.32079222780822375,0.2908154987601538
