condition,replicate,method,participant_id,parameter,true,recovered
negative,2,hierarchical,sub-10317,alpha,0.453537464730768,0.3611775478987513
negative,2,hierarchical,sub-10369,alpha,0.31732448479566516,0.24831170371074626
negative,2,hierarchical,sub-10402,alpha,0.21895321723320998,0.25865402325430126
negative,2,hierarchical,sub-10418,alpha,0.3489085363330368,0.51197119373641
negative,2,hierarchical,sub-10462,alpha,0.14644970403964963,0.3301588097396087
negative,2,hierarchical,sub-10478,alpha,0.2294734258674089,0.3151069637888362
negative,2,hierarchical,sub-10486,alpha,0.3484689296530022,0.3021555570036562
negative,2,hierarchical,sub-10529,alpha,0.2832445168071695,0.3464281473518375
negative,2,hierarchical,sub-10541,alpha,0.2772141520998587,0.4267105553472287
negative,2,hierarchical,sub-10555,alpha,0.30049611921614855,0.21977185127054874
negative,2,hierarchical,sub-10559,alpha,0.17175731147407608,0.27100543025281376
negative,2,hierarchical,sub-10572,alpha,0.33149971439449,0.29844294410532374
negative,2,hierarchical,sub-10581,alpha,0.13010986338297925,0.21530104717781215
negative,2,hierarchical,sub-10584,alpha,0.1436936066476882,0.343829023770175
negative,2,hierarchical,sub-10585,alpha,0.2180598161033741,0.3870971514178425
negative,2,hierarchical,sub-10589,alpha,0.1805027581935118,0.28102284569581754
negative,2,hierarchical,sub-10590,alpha,0.15465298727238513,0.1657397048582725
negative,2,hierarchical,sub-10596,alpha,0.21687170058115207,0.17163243962964325
negative,2,hierarchical,sub-10603,alpha,0.3534484135368452,0.31125291602037874
negative,2,hierarchical,sub-10606,alpha,0.1136670436658405,0.17626760041412626
negative,2,hierarchical,sub-10608,alpha,0.3375039303295877,0.2836404110452163
negative,2,hierarchical,sub-10617,alpha,0.14694968513641202,0.2352713391092725
negative,2,hierarchical,sub-10636,alpha,0.31643139575150564,0.3451055017577625
negative,2,hierarchical,sub-10638,alpha,0.2960677062499393,0.22548284692330622
negative,2,hierarchical,sub-10640,alpha,0.37258009665685565,0.24790784444564126
negative,2,hierarchical,sub-10641,alpha,0.42994627014582454,0.24838891926571124
negative,2,hierarchical,sub-10642,alpha,0.21583155894644884,0.28938909887606623
negative,2,hierarchical,sub-10644,alpha,0.428014054466041,0.3152562737191175
negative,2,hierarchical,sub-10647,alpha,0.5998505292765802,0.43386073924082497
negative,2,hierarchical,sub-10649,alpha,0.10627172161076569,0.2918472574684625
negative,2,hierarchical,sub-10652,alpha,0.2487532018931478,0.33831826418761
negative,2,hierarchical,sub-10656,alpha,0.33322160313235133,0.3865617992629875
negative,2,hierarchical,sub-10661,alpha,0.07032847258397251,0.2513336003403075
negative,2,hierarchical,sub-10663,alpha,0.3905360062913176,0.21938491709203126
negative,2,hierarchical,sub-10668,alpha,0.5586138990491872,0.34164611167077374
negative,2,hierarchical,sub-10673,alpha,0.5025132019640423,0.3411896127277188
negative,2,hierarchical,sub-10674,alpha,0.10776592678178418,0.22488933775684752
negative,2,hierarchical,sub-10677,alpha,0.5487177045749291,0.5623440990946375
negative,2,hierarchical,sub-10685,alpha,0.3861610383882569,0.33210462531448753
negative,2,hierarchical,sub-10690,alpha,0.3574070367300943,0.3838485200965687
negative,2,hierarchical,sub-10691,alpha,0.26149600592142014,0.27066148119510125
negative,2,hierarchical,sub-10700,alpha,0.18528388284313166,0.26521112357440124
negative,2,hierarchical,sub-10701,alpha,0.26938308302109193,0.305121832963575
negative,2,hierarchical,sub-10713,alpha,0.19945878023599475,0.2542425709263025
negative,2,hierarchical,sub-10716,alpha,0.3770599086239786,0.4361723420733
negative,2,hierarchical,sub-10718,alpha,0.1452034136850367,0.20763061071349376
negative,2,hierarchical,sub-10720,alpha,0.2874181966817873,0.35304188533742253
negative,2,hierarchical,sub-10723,alpha,0.391367540348931,0.32213573154047503
negative,2,hierarchical,sub-10741,alpha,0.23396087661399662,0.2774610325194825
negative,2,hierarchical,sub-10748,alpha,0.29545460809732077,0.27239040595917874
negative,2,hierarchical,sub-10767,alpha,0.19799022200134975,0.22600334855886753
negative,2,hierarchical,sub-10770,alpha,0.21009895037883541,0.30055843773306
negative,2,hierarchical,sub-10781,alpha,0.3406028210373313,0.28005341428153513
negative,2,hierarchical,sub-10783,alpha,0.5595348780065732,0.4352930690679
negative,2,hierarchical,sub-10785,alpha,0.09750673557639403,0.25651304607623626
negative,2,hierarchical,sub-10794,alpha,0.2338260773525957,0.2427746679210025
negative,2,hierarchical,sub-10800,alpha,0.1743175516138866,0.238287576174835
negative,2,hierarchical,sub-10801,alpha,0.5533913092348078,0.5674929590751
negative,2,hierarchical,sub-10802,alpha,0.26179512196549803,0.3672326006270225
negative,2,hierarchical,sub-10803,alpha,0.3026122406206106,0.23792584683237122
negative,2,hierarchical,sub-10804,alpha,0.21536742336126466,0.31642061680866373
negative,2,hierarchical,sub-10806,alpha,0.3106813482269511,0.24950517548248377
negative,2,hierarchical,sub-10807,alpha,0.14899919335733677,0.24724574587839374
negative,2,hierarchical,sub-10809,alpha,0.38738193330751547,0.402857223238925
negative,2,hierarchical,sub-10810,alpha,0.32718422228789423,0.32344450893828003
negative,2,hierarchical,sub-10812,alpha,0.0916223728160018,0.26942564853470746
negative,2,hierarchical,sub-10817,alpha,0.47052710819971877,0.29714948421135623
negative,2,hierarchical,sub-10827,alpha,0.1653127071661237,0.2737663260371862
negative,2,hierarchical,sub-10831,alpha,0.16116261234520812,0.20597184713105
negative,2,hierarchical,sub-10834,alpha,0.27557371858312496,0.25782322737491375
negative,2,hierarchical,sub-10836,alpha,0.38458348282735316,0.3638046388656075
