run,model,parameter,quantity,term,probability_positive,mean,median,ci_low,ci_high
H7_full_age,H7,alpha,latent_slope,age_z,0.63778125,0.06268119983780314,0.066066454405,-0.32211886483999996,0.43050556477249985
H7_full_age,H7,kappa,latent_slope,age_z,0.115625,-0.13147668366651602,-0.13125607885,-0.3463092057675,0.08163586118074978
H7_full_age,H7,theta,latent_slope,age_z,0.737125,0.19802900669796542,0.19534744705,-0.402159472485,0.8125665131824996
H7_full_age,H7,theta_stranger,latent_slope,age_z,0.5903125,0.07536282685135547,0.07758762387500001,-0.592032336585,0.7379812888324995
H7_full_age,H7,alpha,latent_age_variance_fraction,age,,0.026258031900575213,0.012358477866008577,2.4539541205040805e-05,0.1281554326487197
H7_full_age,H7,kappa,latent_age_variance_fraction,age,,0.021757026781873048,0.01355367152339845,4.1264623462286684e-05,0.08633123715783085
H7_full_age,H7,theta,latent_age_variance_fraction,age,,0.010507734204609594,0.004983618904862996,1.0177664022758624e-05,0.05054779776017107
H7_full_age,H7,theta_stranger,latent_age_variance_fraction,age,,0.006844607506316729,0.003179797397624448,5.867195483102965e-06,0.033901847917336476
H7_full_age,H7,alpha,natural_change_25_to_75,age,0.63778125,0.013172427102099732,0.010420647577441652,-0.044052831656398256,0.0858164794581128
H7_full_age,H7,kappa,natural_change_25_to_75,age,0.115625,-0.1198049260550012,-0.12151213215030106,-0.3144027193378875,0.08274178013581505
H7_full_age,H7,theta,natural_change_25_to_75,age,0.737125,0.5706059948728197,0.5620050446962039,-1.1489274446015156,2.3400061119041293
H7_full_age,H7,theta_stranger,natural_change_25_to_75,age,0.5903125,0.13810416020349248,0.10011525833790119,-0.7443955136124611,1.2076140475276462
H7_full_age,H7,theta_friend_minus_stranger,natural_change_25_to_75,age,0.6975,0.4325018346693272,0.4230458191462294,-1.1817285293687194,2.1155757501668044
