run,model,category,label,measure,n_subjects,observed,mean,median,ci_low,ci_high
H4_full_age,H4,partner,friend,high_probability,103,0.7797204039188744,0.6968442547388123,0.6967917231328824,0.6762501453488066,0.7172507373351581
H4_full_age,H4,partner,friend,investment,103,4.965235494752789,4.697010076620499,4.694061587055405,4.593022354216659,4.793551824881872
H4_full_age,H4,offer,friend:0-2,high_probability,103,0.8948220064724918,0.6445954692556636,0.6440129449838188,0.598705501618123,0.6906351132686084
H4_full_age,H4,offer,friend:0-2,investment,103,1.7896440129449835,1.2891909385113272,1.2880258899676376,1.197411003236246,1.3812702265372168
H4_full_age,H4,offer,friend:0-4,high_probability,103,0.877022653721683,0.7004018338727077,0.7006472491909386,0.6589603559870549,0.744801779935275
H4_full_age,H4,offer,friend:0-4,investment,103,3.508090614886732,2.801607335490831,2.8025889967637543,2.6358414239482197,2.9792071197411
H4_full_age,H4,offer,friend:0-8,high_probability,103,0.8567961165048543,0.7487486515641856,0.7487864077669903,0.7071197411003236,0.7896440129449838
H4_full_age,H4,offer,friend:0-8,investment,103,6.854368932038835,5.989989212513485,5.990291262135923,5.656957928802589,6.31715210355987
H4_full_age,H4,offer,friend:2-4,high_probability,103,0.7855987055016181,0.643220064724919,0.644822006472492,0.5922330097087378,0.6865088996763755
H4_full_age,H4,offer,friend:2-4,investment,103,3.571197411003236,3.286440129449838,3.2896440129449838,3.1844660194174756,3.373017799352751
H4_full_age,H4,offer,friend:2-8,high_probability,103,0.7046463245492371,0.7229041069502234,0.7230929264909847,0.69020602172908,0.7551528548312528
H4_full_age,H4,offer,friend:2-8,investment,103,6.227877947295424,6.337424641701341,6.338557558945908,6.14123613037448,6.530917128987518
H4_full_age,H4,offer,friend:4-8,high_probability,103,0.6359223300970874,0.6951078748651563,0.6945792880258899,0.65248786407767,0.7367111650485437
H4_full_age,H4,offer,friend:4-8,investment,103,6.543689320388349,6.780431499460625,6.7783171521035595,6.60995145631068,6.946844660194174
H4_full_age,H4,time,friend:1,high_probability,103,0.8536985668053629,0.6928570658036677,0.6930767452612112,0.6540588881183542,0.7289791377716135
H4_full_age,H4,time,friend:1,investment,103,5.744891354600091,5.009027199876715,5.006900138696254,4.808808368007396,5.191675335182615
H4_full_age,H4,time,friend:2,high_probability,103,0.7948220064724918,0.6901922098936661,0.6895284327323162,0.6553033980582523,0.7327071775312064
H4_full_age,H4,time,friend:2,investment,103,4.835113268608414,4.52180674988442,4.5252542764678685,4.328599745723532,4.70997746185853
H4_full_age,H4,time,friend:3,high_probability,103,0.7709816612729234,0.6928327169055323,0.6932462629064569,0.6475202265372167,0.7356058329480658
H4_full_age,H4,time,friend:3,investment,103,4.722360918477423,4.49068269378949,4.49086145785175,4.270500077053475,4.676771844660195
H4_full_age,H4,recent,friend:0,high_probability,103,0.7582941061096402,0.6818236331260579,0.6816948419782511,0.6562294486559193,0.7080934148700779
H4_full_age,H4,recent,friend:0,investment,103,5.0068104495288965,4.75829369580532,4.75350601632012,4.625850289773046,4.894558170627202
H4_full_age,H4,recent,friend:1,high_probability,103,0.7918384070083101,0.7193637115249313,0.7194691460896483,0.6947028413199527,0.7427273872694344
H4_full_age,H4,recent,friend:1,investment,103,4.8296958165890205,4.6500524058744395,4.645385153744662,4.528738574825454,4.769990097828119
H4_full_age,H4,partner,stranger,high_probability,103,0.5286776974437769,0.5460847840245602,0.5457767474503384,0.5254574196677849,0.56422249398458
H4_full_age,H4,partner,stranger,investment,103,3.7424017349822156,3.9382437723037675,3.9355980963256973,3.8358740546459096,4.027007374609383
H4_full_age,H4,offer,stranger:0-2,high_probability,103,0.7831715210355987,0.5400377562028047,0.5388349514563107,0.4914846278317152,0.5886124595469255
H4_full_age,H4,offer,stranger:0-2,investment,103,1.5663430420711975,1.0800755124056094,1.0776699029126213,0.9829692556634304,1.177224919093851
H4_full_age,H4,offer,stranger:0-4,high_probability,103,0.7200647249190938,0.5471008629989212,0.5473300970873787,0.504004854368932,0.5898058252427184
H4_full_age,H4,offer,stranger:0-4,investment,103,2.880258899676375,2.188403451995685,2.1893203883495147,2.016019417475728,2.3592233009708736
H4_full_age,H4,offer,stranger:0-8,high_probability,103,0.5865695792880259,0.559247572815534,0.558252427184466,0.5198017799352751,0.6036003236245955
H4_full_age,H4,offer,stranger:0-8,investment,103,4.692556634304207,4.473980582524272,4.466019417475728,4.158414239482201,4.828802588996764
H4_full_age,H4,offer,stranger:2-4,high_probability,103,0.48139158576051777,0.5348381877022653,0.5335760517799353,0.4886326860841424,0.5821399676375404
H4_full_age,H4,offer,stranger:2-4,investment,103,2.962783171521035,3.069676375404531,3.0671521035598706,2.9772653721682847,3.164279935275081
H4_full_age,H4,offer,stranger:2-8,high_probability,103,0.398035136384651,0.5495043535213439,0.548890429958391,0.517799352750809,0.5790068770226537
H4_full_age,H4,offer,stranger:2-8,investment,103,4.388210818307906,5.297026121128063,5.293342579750346,5.106796116504855,5.474041262135922
H4_full_age,H4,offer,stranger:4-8,high_probability,103,0.34385113268608414,0.5435571736785328,0.5449029126213591,0.5028114886731392,0.5869943365695792
H4_full_age,H4,offer,stranger:4-8,investment,103,5.375404530744336,6.174228694714132,6.179611650485436,6.011245954692557,6.3479773462783164
H4_full_age,H4,time,stranger:1,high_probability,103,0.523705501618123,0.5383314069964555,0.5391470180305131,0.49781582293111426,0.5758908344891354
H4_full_age,H4,time,stranger:1,investment,103,3.9423948220064724,4.061552319309601,4.066435506241332,3.874065533980582,4.265385460009246
H4_full_age,H4,time,stranger:2,high_probability,103,0.4943828016643551,0.5330697333949761,0.5334257975034673,0.4918908922792419,0.5811274849745725
H4_full_age,H4,time,stranger:2,investment,103,3.601849283402681,3.9002629064570806,3.8944059177068877,3.692294267221452,4.1029126213592235
H4_full_age,H4,time,stranger:3,high_probability,103,0.5740522422561257,0.5385406071813839,0.539493758668516,0.49852317383263983,0.5796217637540452
H4_full_age,H4,time,stranger:3,investment,103,3.7595469255663425,3.7480958545230387,3.753409616273694,3.557345122515026,3.9278692787794727
H4_full_age,H4,recent,stranger:0,high_probability,103,0.4964478870960882,0.5333138605238157,0.5328129333361304,0.5042609359951236,0.5633715708430157
H4_full_age,H4,recent,stranger:0,investment,103,3.605382931682189,3.887848296646983,3.8836475536646877,3.755158138350957,4.024417779734383
