partner,measure,n,mean,ci_low,ci_high
computer,investment,113,3.520534137928176,3.2666045121622678,3.7774722465255772
computer,high_probability,113,0.47682608934821324,0.42233520269471597,0.5310591211368458
computer,rt,113,1.807411200442478,1.7581643600663714,1.8576688322345132
friend,investment,113,4.963303733571711,4.769470145534956,5.153347397754563
friend,high_probability,113,0.7782086303541389,0.738302608137239,0.8186556303789458
friend,rt,113,1.7346224238938055,1.688732094800885,1.7796583566039823
stranger,investment,113,3.7027611536973444,3.4546484334465237,3.956560819452762
stranger,high_probability,113,0.5189184723070226,0.46649748261169655,0.5711713409156353
stranger,rt,113,1.781053171681416,1.7328295609734512,1.8285619441924776
