run,model,participant_id,parameter,age,mean,median,ci_low,ci_high
H8_full_age,H8,sub-10317,alpha,63,0.3573473874162858,0.27109262494999997,0.0062682237996750005,0.9678699236474999
H8_full_age,H8,sub-10317,kappa,63,0.17325505581782302,0.1488873909,0.0339583480425,0.45233390198999995
H8_full_age,H8,sub-10317,alpha_negative,63,0.16152906966077485,0.07193366294,0.001058596588,0.8278138902424997
H8_full_age,H8,sub-10369,alpha,32,0.4586496451615799,0.42206124155,0.018037917430499997,0.97520794981
H8_full_age,H8,sub-10369,kappa,32,0.21293561172826264,0.191053151,0.04025561042675,0.5148369188449997
H8_full_age,H8,sub-10369,alpha_negative,32,0.08816931648016305,0.032141599595,0.00064233812435,0.6272718466274995
H8_full_age,H8,sub-10402,alpha,36,0.48945246328908015,0.4561178548,0.102525015345,0.9702962336699997
H8_full_age,H8,sub-10402,kappa,36,0.2657443369370121,0.2434480974,0.07154255749375,0.59547795446
H8_full_age,H8,sub-10402,alpha_negative,36,0.05534995290475134,0.034729845135,0.0007977612369325,0.22210163739749997
H8_full_age,H8,sub-10418,alpha,68,0.6973636580285021,0.7879225082000001,0.0862033121495,0.9948553004749999
H8_full_age,H8,sub-10418,kappa,68,0.1766707821624123,0.17048927025,0.04505682391925,0.34505840519
H8_full_age,H8,sub-10418,alpha_negative,68,0.027771729262274128,0.010235767315,0.00018817625152500001,0.1491231907799999
H8_full_age,H8,sub-10462,alpha,62,0.10791286508156481,0.05170283496,0.0014641788539500001,0.6349749768174993
H8_full_age,H8,sub-10462,kappa,62,0.21752839819048914,0.18769671675,0.046289710901500004,0.5747520433524999
H8_full_age,H8,sub-10462,alpha_negative,62,0.3458801544096566,0.26291257570000004,0.0034160786213,0.952397364225
H8_full_age,H8,sub-10478,alpha,28,0.5924156947739387,0.59200991535,0.158831409385,0.9872490081349999
H8_full_age,H8,sub-10478,kappa,28,0.35335710757004124,0.33966826335,0.14583187105,0.6563461577424999
H8_full_age,H8,sub-10478,alpha_negative,28,0.02007736669407707,0.011487071065,0.0003019906433775,0.08724637003149997
H8_full_age,H8,sub-10486,alpha,42,0.8948275424751,0.9253489572,0.63820446042,0.997481329135
H8_full_age,H8,sub-10486,kappa,42,0.9992656699747718,0.97967356385,0.5326828612825001,1.5847853580999998
H8_full_age,H8,sub-10486,alpha_negative,42,0.005141015320087751,0.0022213544045,4.666700368075e-05,0.02741823952824992
H8_full_age,H8,sub-10529,alpha,68,0.5516868203074318,0.53031403115,0.13808075079,0.9860861182749999
H8_full_age,H8,sub-10529,kappa,68,0.30930495159514837,0.29432251460000003,0.09959132016275,0.6050705839499992
H8_full_age,H8,sub-10529,alpha_negative,68,0.023318597347356126,0.011521917025,0.0002836225803175,0.110667812375
H8_full_age,H8,sub-10541,alpha,69,0.6477431392665128,0.6751477459999999,0.1881040510825,0.9912036739075
H8_full_age,H8,sub-10541,kappa,69,0.3268280626545919,0.31371144959999997,0.1217719622175,0.6090159300449998
H8_full_age,H8,sub-10541,alpha_negative,69,0.02790775482071011,0.014758019125,0.0002495889358675,0.1226321827625
H8_full_age,H8,sub-10555,alpha,28,0.7188029871474605,0.7374725934999999,0.33939326475,0.9801948993775
H8_full_age,H8,sub-10555,kappa,28,0.8688605144418822,0.8124292333500001,0.243590320465,1.8221545083499997
H8_full_age,H8,sub-10555,alpha_negative,28,0.17090377069810395,0.1785978767,0.00193089982135,0.36003657254249993
H8_full_age,H8,sub-10559,alpha,28,0.05387094314311114,0.04324751549,0.00176632688885,0.15690050735249994
H8_full_age,H8,sub-10559,kappa,28,0.8728908676705001,0.8310224963499999,0.4740459506075,1.5148525068749998
H8_full_age,H8,sub-10559,alpha_negative,28,0.3684687472329183,0.3303692901,0.08615417664524999,0.8431950271424999
H8_full_age,H8,sub-10572,alpha,70,0.04703654036403063,0.02813902157,0.00104269309775,0.19681526277249994
H8_full_age,H8,sub-10572,kappa,70,0.20808027217644706,0.19165034335,0.06848841175874999,0.44362189145249964
H8_full_age,H8,sub-10572,alpha_negative,70,0.3427702061952136,0.2874265345,0.03444687069025,0.9078087107174999
H8_full_age,H8,sub-10581,alpha,48,0.1793585715569566,0.13500314565,0.031528153225750005,0.6992628782674994
H8_full_age,H8,sub-10581,kappa,48,0.4420700130695906,0.3710077644,0.05286167716575,1.1981655974499994
H8_full_age,H8,sub-10581,alpha_negative,48,0.05406608179036621,0.026064810520000002,0.0009166872388,0.32969919444499846
H8_full_age,H8,sub-10584,alpha,50,0.10094352721264738,0.067269057775,0.00225073690995,0.3802999031599991
H8_full_age,H8,sub-10584,kappa,50,0.2501153205197303,0.2205337453,0.07787520963474999,0.5952806538224988
H8_full_age,H8,sub-10584,alpha_negative,50,0.3439762261550703,0.28448976449999996,0.017545530315250003,0.9090333768874999
H8_full_age,H8,sub-10585,alpha,63,0.7426844897501975,0.7884502312999999,0.27661848235000003,0.9941448010399999
H8_full_age,H8,sub-10585,kappa,63,0.3056628802041825,0.3003854129,0.1240580578525,0.5212412741275
H8_full_age,H8,sub-10585,alpha_negative,63,0.01977749319167605,0.009503602407,0.00017342223995750003,0.09604817252874993
H8_full_age,H8,sub-10589,alpha,34,0.6143961474516364,0.62233811515,0.1725356147175,0.98836464774
H8_full_age,H8,sub-10589,kappa,34,0.30857595446847186,0.29985683615000003,0.1173795107275,0.5516570427449996
H8_full_age,H8,sub-10589,alpha_negative,34,0.02334134778037944,0.012574437335,0.00033057852982500005,0.10644456561999999
H8_full_age,H8,sub-10590,alpha,56,0.32866441186560713,0.22607914885,0.008319606189550001,0.9503892626499997
H8_full_age,H8,sub-10590,kappa,56,0.18775371642254782,0.15603583065,0.03652303251325,0.5257541342174994
H8_full_age,H8,sub-10590,alpha_negative,56,0.17899601138548066,0.10568182765,0.0022143344347,0.7860005426474997
H8_full_age,H8,sub-10596,alpha,27,0.4830380654260722,0.43138509365,0.187225663485,0.9624580271875
H8_full_age,H8,sub-10596,kappa,27,0.7340671357596,0.6914062104500001,0.36401690146,1.3451306064
H8_full_age,H8,sub-10596,alpha_negative,27,0.014739130281893002,0.01016471362,0.0003244287682175,0.05270384539774992
H8_full_age,H8,sub-10603,alpha,69,0.07012903908766191,0.039192279435,0.001308596072775,0.32959590478249967
H8_full_age,H8,sub-10603,kappa,69,0.1720243286758053,0.15432389424999998,0.046208529528,0.4010498087974997
H8_full_age,H8,sub-10603,alpha_negative,69,0.3049295869524149,0.2365695935,0.0159713803315,0.9042856679699995
H8_full_age,H8,sub-10606,alpha,22,0.7993108966882312,0.82269972045,0.484974946455,0.995230675495
H8_full_age,H8,sub-10606,kappa,22,1.3308880695362968,1.3074438135,0.857580959725,1.9341754351999993
H8_full_age,H8,sub-10606,alpha_negative,22,0.004965670004947572,0.002536218276,5.9224178627000006e-05,0.023794499542749908
H8_full_age,H8,sub-10608,alpha,29,0.12813879833969646,0.07733788587,0.0020520848556,0.5886287246324999
H8_full_age,H8,sub-10608,kappa,29,0.23259573489470517,0.1930730866,0.0465969722935,0.63399776544
H8_full_age,H8,sub-10608,alpha_negative,29,0.25459474216857375,0.1547689819,0.002985163145875,0.9191293881999997
H8_full_age,H8,sub-10617,alpha,73,0.5674580772845474,0.604703438,0.0211597078575,0.9899651280975
H8_full_age,H8,sub-10617,kappa,73,0.2006997646623254,0.18312107105,0.040408560999000004,0.45987244306749986
H8_full_age,H8,sub-10617,alpha_negative,73,0.0624453931787432,0.02183955822,0.000312577325475,0.39246957823749895
H8_full_age,H8,sub-10636,alpha,27,0.8829186815020593,0.91620245815,0.599794078245,0.9970996939875
H8_full_age,H8,sub-10636,kappa,27,0.7997702610605375,0.7928233847999999,0.5091379303475,1.1348878835999998
H8_full_age,H8,sub-10636,alpha_negative,27,0.00571773092181363,0.00281796377,6.40173595165e-05,0.028082057905999977
H8_full_age,H8,sub-10638,alpha,72,0.904122869251028,0.93689224065,0.64806877922,0.9984276642000001
H8_full_age,H8,sub-10638,kappa,72,1.225094251540872,1.2090246850000002,0.8062370579725,1.7449761144249991
H8_full_age,H8,sub-10638,alpha_negative,72,0.003440215158147326,0.0013748758275,2.309618331075e-05,0.019094594697249983
H8_full_age,H8,sub-10640,alpha,31,0.23383265535281522,0.22730011090000002,0.008269017007325,0.5415221636249996
H8_full_age,H8,sub-10640,kappa,31,0.4588129032064684,0.41416830555,0.13651187785750002,1.0234577176999997
H8_full_age,H8,sub-10640,alpha_negative,31,0.3728190718127266,0.33233102839999995,0.0582618805275,0.8699668569674993
H8_full_age,H8,sub-10641,alpha,44,0.46777262926798974,0.42081290120000003,0.033917487198750006,0.9790682299475
H8_full_age,H8,sub-10641,kappa,44,0.2755701598643164,0.24333405285,0.05174130818525,0.7020718655824998
H8_full_age,H8,sub-10641,alpha_negative,44,0.07082994872587355,0.02670994008,0.0005309805122724999,0.46388686060249873
H8_full_age,H8,sub-10642,alpha,32,0.06339503479535379,0.04242795811,0.0011597097510249999,0.26788293722249984
H8_full_age,H8,sub-10642,kappa,32,0.27087612855701265,0.16316744319999998,0.045291938274,1.0570517612999992
H8_full_age,H8,sub-10642,alpha_negative,32,0.3303154915508957,0.2165197203,0.0012168455672000001,0.9619395210624999
H8_full_age,H8,sub-10644,alpha,69,0.2221268125356504,0.131517379,0.021466474577999998,0.8644532958499997
H8_full_age,H8,sub-10644,kappa,69,0.4252001416732812,0.3375771286,0.054038560356,1.2112526811499997
H8_full_age,H8,sub-10644,alpha_negative,69,0.12228046034192866,0.03924651145,0.0007768206187024999,0.7307028659399992
H8_full_age,H8,sub-10647,alpha,24,0.021864100242372616,0.01617730014,0.0007275736388025,0.07313405948399995
H8_full_age,H8,sub-10647,kappa,24,0.7648659801449844,0.66205267505,0.38892439879,1.7801465977749993
H8_full_age,H8,sub-10647,alpha_negative,24,0.38900743205987376,0.34374202045,0.020898028381,0.9315071328424999
H8_full_age,H8,sub-10649,alpha,63,0.8869026424938906,0.92013613555,0.6151290487800001,0.997854305515
H8_full_age,H8,sub-10649,kappa,63,1.092667324833903,1.076439729,0.70471215722,1.5625506379249998
H8_full_age,H8,sub-10649,alpha_negative,63,0.0038437109119158455,0.001747042534,3.591511613725e-05,0.019841115212749994
H8_full_age,H8,sub-10652,alpha,70,0.7777384989456739,0.8330524586,0.295268984125,0.994716242465
H8_full_age,H8,sub-10652,kappa,70,0.2750360104274026,0.2704079714,0.0965456461875,0.48290103672
H8_full_age,H8,sub-10652,alpha_negative,70,0.03035504514836294,0.011914798800000001,0.000158233374525,0.15967381171999995
H8_full_age,H8,sub-10656,alpha,21,0.057288421952478304,0.040862999235,0.001202637788325,0.19781129761249996
H8_full_age,H8,sub-10656,kappa,21,0.4822594917884743,0.42960368435,0.2350592744825,1.0295028120499998
H8_full_age,H8,sub-10656,alpha_negative,21,0.41234929911070123,0.3733762529,0.05132661579425,0.925208298255
H8_full_age,H8,sub-10661,alpha,50,0.7074010955511031,0.7077076667,0.38252713848000003,0.98988682337
H8_full_age,H8,sub-10661,kappa,50,1.03739676053925,1.0156898675,0.655133049385,1.5377774148249999
H8_full_age,H8,sub-10661,alpha_negative,50,0.00792523943290697,0.0041142034665,9.3977836757e-05,0.038304503737249924
H8_full_age,H8,sub-10663,alpha,22,0.23749869490102463,0.22589875295,0.05685618123425,0.4841181795999997
H8_full_age,H8,sub-10663,kappa,22,0.5998679622010497,0.5642328946999999,0.16821861666,1.2365426431499982
H8_full_age,H8,sub-10663,alpha_negative,22,0.28388016796838217,0.2490493419,0.0367961314075,0.7323298191824986
H8_full_age,H8,sub-10668,alpha,37,0.4332350225714603,0.38226404324999996,0.054399971697250006,0.9613229213199999
H8_full_age,H8,sub-10668,kappa,37,0.4178129890047825,0.36267264675,0.07104909910975,1.0742852162999992
H8_full_age,H8,sub-10668,alpha_negative,37,0.05055391146986601,0.019940307785,0.0005080287303124999,0.29862448978999995
H8_full_age,H8,sub-10673,alpha,48,0.32833311817065247,0.2322607813,0.007866935455375,0.9584078112850001
H8_full_age,H8,sub-10673,kappa,48,0.14059782855546418,0.12401480385,0.02998510471325,0.3508078483274998
H8_full_age,H8,sub-10673,alpha_negative,48,0.1447915633803998,0.064561644515,0.001275279761325,0.8043020745374996
H8_full_age,H8,sub-10674,alpha,33,0.9072875668127124,0.9365576025,0.66617931258,0.99812623814
H8_full_age,H8,sub-10674,kappa,33,1.4732037096209,1.4472779765000001,0.960560572805,2.13491854965
H8_full_age,H8,sub-10674,alpha_negative,33,0.0038358779111227212,0.00166420905,3.282078806525e-05,0.020804055106749993
H8_full_age,H8,sub-10677,alpha,33,0.29923396387892365,0.23355538495,0.02421871657475,0.8822743673599999
H8_full_age,H8,sub-10677,kappa,33,0.29742880142661726,0.2539671839,0.0528744092545,0.7801717386099994
H8_full_age,H8,sub-10677,alpha_negative,33,0.1583396183668835,0.10152660275,0.00258493796045,0.7007559483999993
H8_full_age,H8,sub-10685,alpha,34,0.1974962725517848,0.1741920393,0.06859405678975,0.4795035312274997
H8_full_age,H8,sub-10685,kappa,34,1.111529917286437,1.0782148965,0.25872896918,2.1706742442749984
H8_full_age,H8,sub-10685,alpha_negative,34,0.09042724133843687,0.06834792067,0.003694162795225,0.33387263147999974
H8_full_age,H8,sub-10690,alpha,56,0.44861262722764106,0.39485513164999997,0.066664835854,0.9695806609125
H8_full_age,H8,sub-10690,kappa,56,0.34795989782180486,0.29671448345,0.067962378245,0.9378190275724997
H8_full_age,H8,sub-10690,alpha_negative,56,0.06018959545843687,0.0269033059,0.0005028667639675,0.31911261894499976
H8_full_age,H8,sub-10691,alpha,58,0.8865323339889626,0.9202082864,0.611388276945,0.997778487715
H8_full_age,H8,sub-10691,kappa,58,0.9585018358241282,0.9478797864,0.6276619356675,1.3525351788749997
H8_full_age,H8,sub-10691,alpha_negative,58,0.004558094148433798,0.002024708788,4.087553178775e-05,0.02392154750949999
H8_full_age,H8,sub-10700,alpha,23,0.09983377894584518,0.08170461328,0.003764109563775,0.30330537323499973
H8_full_age,H8,sub-10700,kappa,23,0.39329385156301844,0.30288387414999995,0.0619672984755,1.1646961557749997
H8_full_age,H8,sub-10700,alpha_negative,23,0.2015169502444936,0.089845180785,0.0025489408757750002,0.9080227458374999
H8_full_age,H8,sub-10701,alpha,27,0.05610761026762527,0.04647844707,0.002201525374175,0.16221954235999997
H8_full_age,H8,sub-10701,kappa,27,0.5300265361674725,0.46068669824999997,0.2099624632675,1.221738044825
H8_full_age,H8,sub-10701,alpha_negative,27,0.3248147400311147,0.26756158925,0.016477515409000002,0.8912041437699999
H8_full_age,H8,sub-10713,alpha,71,0.0875755344337745,0.07273744913499999,0.003911467511250001,0.26186232525249986
H8_full_age,H8,sub-10713,kappa,71,0.43924447561554125,0.36541503909999995,0.093070871507,1.1652541736749997
H8_full_age,H8,sub-10713,alpha_negative,71,0.20608727335519914,0.13000425794999998,0.00438237950175,0.8236022390974999
H8_full_age,H8,sub-10716,alpha,69,0.43034419534416096,0.37528845975,0.011364324056250001,0.9805436961025
H8_full_age,H8,sub-10716,kappa,69,0.14150247299841937,0.127298868,0.03231696267975,0.3314767375949997
H8_full_age,H8,sub-10716,alpha_negative,69,0.13604690270330583,0.06914132532,0.0008341598917225,0.695815165337499
H8_full_age,H8,sub-10718,alpha,28,0.8727013012678126,0.9108663386,0.566565199625,0.997519979795
H8_full_age,H8,sub-10718,kappa,28,1.1059149247267346,1.0910842785,0.7210633305325,1.5654383962499998
H8_full_age,H8,sub-10718,alpha_negative,28,0.003784164366723019,0.001930185714,4.72106119845e-05,0.018301045635249993
H8_full_age,H8,sub-10720,alpha,33,0.3858792535054526,0.32066670605,0.05862971071625,0.9441067779125
H8_full_age,H8,sub-10720,kappa,33,0.24797211588362347,0.22191062745,0.05621839708775,0.5895646255999998
H8_full_age,H8,sub-10720,alpha_negative,33,0.09829138631449574,0.063264716085,0.001510688945975,0.4029889774699994
H8_full_age,H8,sub-10723,alpha,21,0.15325216457121318,0.1071366481,0.0034974199561250002,0.633639024427499
H8_full_age,H8,sub-10723,kappa,21,0.26088492159187854,0.2025869201,0.039909611016250006,0.7883153520099992
H8_full_age,H8,sub-10723,alpha_negative,21,0.18234474291359043,0.08075694997499999,0.0022884867246500003,0.9174021528399998
H8_full_age,H8,sub-10741,alpha,37,0.19887271707310908,0.1232250572,0.0028468915775999998,0.833678693414998
H8_full_age,H8,sub-10741,kappa,37,0.14992644139089514,0.1289759726,0.03215656649725,0.3836560870824999
H8_full_age,H8,sub-10741,alpha_negative,37,0.24355755868974302,0.1584417633,0.0038411196738750005,0.9031337973324999
H8_full_age,H8,sub-10748,alpha,33,0.6622623416950844,0.6676357384,0.28653065761499996,0.9829910432375
H8_full_age,H8,sub-10748,kappa,33,0.6494001574117819,0.6273417981,0.32313147866999997,1.0982264045749996
H8_full_age,H8,sub-10748,alpha_negative,33,0.05231201832519501,0.04589786363,0.0008521038423699999,0.14215924121499998
H8_full_age,H8,sub-10767,alpha,25,0.21136428719467762,0.1451485419,0.040009097787249995,0.8088935451099993
H8_full_age,H8,sub-10767,kappa,25,0.4552922304692377,0.37733025345,0.058984085813,1.2485008982999994
H8_full_age,H8,sub-10767,alpha_negative,25,0.07535346973830974,0.033663735875,0.0009746400281550001,0.4729899384924995
H8_full_age,H8,sub-10770,alpha,64,0.7192790845352827,0.7854717612,0.171264018805,0.9945194094124999
H8_full_age,H8,sub-10770,kappa,64,0.2122134170175685,0.20605164855,0.062713417999,0.3941573458699999
H8_full_age,H8,sub-10770,alpha_negative,64,0.020590448856599216,0.008911686446,0.00017840753297500002,0.10441475017499989
H8_full_age,H8,sub-10781,alpha,37,0.05871508479615166,0.025144181145,0.000735939335405,0.37407392394249894
H8_full_age,H8,sub-10781,kappa,37,0.13770806304463268,0.11995273625,0.037276078096000004,0.3645292081274992
H8_full_age,H8,sub-10781,alpha_negative,37,0.408159325321352,0.36383153484999997,0.0055435150329,0.9706101648399998
H8_full_age,H8,sub-10783,alpha,51,0.03551076536537878,0.025486776439999997,0.0011933257311750002,0.12416238295249996
H8_full_age,H8,sub-10783,kappa,51,0.4784398341558494,0.3751497758,0.172894946985,1.2887111125749993
H8_full_age,H8,sub-10783,alpha_negative,51,0.3044034751090432,0.2337818763,0.00475839013825,0.9029025708324997
H8_full_age,H8,sub-10785,alpha,61,0.04458114828827881,0.0306092297,0.00123131596195,0.1657384463274998
H8_full_age,H8,sub-10785,kappa,61,0.296333894881255,0.2452236356,0.09753420707525001,0.7911684972074995
H8_full_age,H8,sub-10785,alpha_negative,61,0.3397884308321098,0.27048786560000004,0.007554855103275001,0.9259474964375
H8_full_age,H8,sub-10794,alpha,39,0.13423830890270674,0.075044798035,0.0018912658062,0.67351367418
H8_full_age,H8,sub-10794,kappa,39,0.16641077157769962,0.14129727965,0.04007497916925,0.44043008563749975
H8_full_age,H8,sub-10794,alpha_negative,39,0.2908109036693026,0.20592933845,0.0064546397738749995,0.9283557465549999
H8_full_age,H8,sub-10800,alpha,26,0.7825660448280376,0.81030050025,0.422214870945,0.993197313515
H8_full_age,H8,sub-10800,kappa,26,0.5811995529767999,0.57372957725,0.33581444862000004,0.8667410822199992
H8_full_age,H8,sub-10800,alpha_negative,26,0.012096143176963305,0.0063123818135,0.000139583462355,0.056789507243999844
H8_full_age,H8,sub-10801,alpha,34,0.7459855619488344,0.7819514733999999,0.34460793176000004,0.9941802569699999
H8_full_age,H8,sub-10801,kappa,34,0.6520193750061719,0.63968926045,0.38635486434500005,0.9823648818925
H8_full_age,H8,sub-10801,alpha_negative,34,0.011501679637417129,0.006078479124000001,0.00011923852467000002,0.05289024049599994
H8_full_age,H8,sub-10802,alpha,42,0.25728822780603366,0.18821752325000002,0.01631177486125,0.885815443725
H8_full_age,H8,sub-10802,kappa,42,0.27530133983455884,0.22784614905,0.045912751075500004,0.7594313897649994
H8_full_age,H8,sub-10802,alpha_negative,42,0.12461729111430851,0.07569485409,0.00238115476485,0.6239378553524988
H8_full_age,H8,sub-10803,alpha,21,0.36113618614857035,0.2576186607,0.003562965275425,0.9732860257424999
H8_full_age,H8,sub-10803,kappa,21,0.1769182951609532,0.1572169286,0.0369620804875,0.42604659538
