run,model,category,label,measure,n_subjects,observed,mean,median,ci_low,ci_high
H5_full_age_bounded,H5,partner,friend,high_probability,111,0.7787168939641232,0.7370992741466597,0.7371595056548168,0.7183236942911921,0.7552041252770152
H5_full_age_bounded,H5,partner,friend,investment,111,4.963929540869012,4.903880269601923,4.904606361464845,4.811712089036472,4.991813809176554
H5_full_age_bounded,H5,offer,friend:0-2,high_probability,111,0.882132132132132,0.6654254254254254,0.6674174174174173,0.611036036036036,0.7064564564564565
H5_full_age_bounded,H5,offer,friend:0-2,investment,111,1.764264264264264,1.3308508508508508,1.3348348348348347,1.222072072072072,1.412912912912913
H5_full_age_bounded,H5,offer,friend:0-4,high_probability,111,0.8746246246246245,0.7416041041041042,0.7409909909909909,0.6989489489489489,0.7808183183183183
H5_full_age_bounded,H5,offer,friend:0-4,investment,111,3.498498498498498,2.9664164164164166,2.9639639639639634,2.7957957957957955,3.123273273273273
H5_full_age_bounded,H5,offer,friend:0-8,high_probability,111,0.8603603603603603,0.8043343343343343,0.8040540540540542,0.767623873873874,0.8427364864864865
H5_full_age_bounded,H5,offer,friend:0-8,investment,111,6.882882882882883,6.434674674674675,6.432432432432433,6.140990990990992,6.741891891891892
H5_full_age_bounded,H5,offer,friend:2-4,high_probability,111,0.7897897897897899,0.6640940940940941,0.6655405405405406,0.6182244744744745,0.7079954954954955
H5_full_age_bounded,H5,offer,friend:2-4,investment,111,3.5795795795795793,3.3281881881881885,3.3310810810810807,3.2364489489489494,3.415990990990991
H5_full_age_bounded,H5,offer,friend:2-8,high_probability,111,0.7037859287859289,0.7740602745602745,0.7733697983697982,0.7444806413556415,0.8031603925353924
H5_full_age_bounded,H5,offer,friend:2-8,investment,111,6.222715572715573,6.644361647361647,6.640218790218791,6.466883848133848,6.8189623552123555
H5_full_age_bounded,H5,offer,friend:4-8,high_probability,111,0.6373873873873874,0.735915915915916,0.7364864864864864,0.6944069069069069,0.774024024024024
H5_full_age_bounded,H5,offer,friend:4-8,investment,111,6.54954954954955,6.9436636636636635,6.945945945945946,6.777627627627628,7.096096096096096
H5_full_age_bounded,H5,time,friend:1,high_probability,111,0.852230802230802,0.7357530745030745,0.7361808236808234,0.7001219969969968,0.7728938760188759
H5_full_age_bounded,H5,time,friend:1,investment,111,5.74075504075504,5.242459888459888,5.239081939081938,5.062656048906049,5.432374517374516
H5_full_age_bounded,H5,time,friend:2,high_probability,111,0.795145145145145,0.7307766933600266,0.7292202917202915,0.6919418525668524,0.7693876018876017
H5_full_age_bounded,H5,time,friend:2,investment,111,4.826576576576578,4.697127031793698,4.697447447447448,4.518870656370655,4.87525883025883
H5_full_age_bounded,H5,time,friend:3,high_probability,111,0.7673673673673673,0.7273632203632203,0.7282318032318029,0.6845524095524094,0.7621619834119832
H5_full_age_bounded,H5,time,friend:3,investment,111,4.724052624052623,4.685695600362267,4.687294437294437,4.5011332761332765,4.848217860717863
H5_full_age_bounded,H5,recent,friend:0,high_probability,111,0.7549592049592049,0.7183946460223548,0.7193012042276747,0.6915245900723844,0.7461869834480128
H5_full_age_bounded,H5,recent,friend:0,investment,111,5.002802102802104,4.965460360171144,4.9695447254270775,4.836921194935901,5.099803929509812
H5_full_age_bounded,H5,recent,friend:1,high_probability,111,0.7922443047443047,0.7625686214592302,0.7627863444039914,0.7388999386425855,0.7853596730618789
H5_full_age_bounded,H5,recent,friend:1,investment,111,4.829201454201454,4.8502376137007195,4.851193368840427,4.7335469893190485,4.9653869032177855
H5_full_age_bounded,H5,partner,stranger,high_probability,111,0.5190448454674236,0.38713666371601785,0.3870480352860215,0.36826092271935135,0.406169888058904
H5_full_age_bounded,H5,partner,stranger,investment,111,3.7121821802523556,3.130879413569472,3.1272325678961828,3.0359736826205173,3.2201132106029124
H5_full_age_bounded,H5,offer,stranger:0-2,high_probability,111,0.7575075075075076,0.43785785785785797,0.4361861861861861,0.3941066066066066,0.481981981981982
H5_full_age_bounded,H5,offer,stranger:0-2,investment,111,1.5150150150150152,0.8757157157157159,0.8723723723723722,0.7882132132132132,0.963963963963964
H5_full_age_bounded,H5,offer,stranger:0-4,high_probability,111,0.7064564564564564,0.3906131131131131,0.39039039039039036,0.34266141141141143,0.4430180180180179
H5_full_age_bounded,H5,offer,stranger:0-4,investment,111,2.8258258258258255,1.5624524524524523,1.5615615615615615,1.3706456456456457,1.7720720720720715
H5_full_age_bounded,H5,offer,stranger:0-8,high_probability,111,0.5893393393393394,0.33963963963963967,0.33933933933933935,0.2954016516516516,0.38552927927927927
