participant_id,model,iteration,parameter,true,recovered,boundary,n_near_best,converged
sub-10661,M4,41,alpha,0.1925980959050354,0.09718837255835731,False,50,True
sub-10661,M4,41,kappa,0.4708153355517346,0.7250277042575669,False,50,True
sub-10661,M4,41,theta,5.0,3.1793857507552974,False,50,True
sub-10661,M4,42,alpha,0.1925980959050354,0.07407905405063844,False,50,True
sub-10661,M4,42,kappa,0.4708153355517346,1.1305964354984135,False,50,True
sub-10661,M4,42,theta,5.0,3.5515085431005304,False,50,True
sub-10661,M4,43,alpha,0.1925980959050354,0.00546698872528613,False,50,True
sub-10661,M4,43,kappa,0.4708153355517346,19.817231420043292,False,50,True
sub-10661,M4,43,theta,5.0,1.0974797542158403,False,50,True
sub-10661,M4,44,alpha,0.1925980959050354,0.051405580755966136,False,50,True
sub-10661,M4,44,kappa,0.4708153355517346,1.22887281586462,False,50,True
sub-10661,M4,44,theta,5.0,2.043685957808192,False,50,True
sub-10661,M4,45,alpha,0.1925980959050354,0.2309897776980467,False,50,True
sub-10661,M4,45,kappa,0.4708153355517346,0.6061501594109729,False,50,True
sub-10661,M4,45,theta,5.0,5.0,True,50,True
sub-10661,M4,46,alpha,0.1925980959050354,0.17687397167848054,False,50,True
sub-10661,M4,46,kappa,0.4708153355517346,0.3720203586610632,False,50,True
sub-10661,M4,46,theta,5.0,5.0,True,50,True
sub-10661,M4,47,alpha,0.1925980959050354,0.2446496265027155,False,50,True
sub-10661,M4,47,kappa,0.4708153355517346,0.4120375697949116,False,50,True
sub-10661,M4,47,theta,5.0,5.0,True,50,True
sub-10661,M4,48,alpha,0.1925980959050354,0.17620219386642907,False,49,True
sub-10661,M4,48,kappa,0.4708153355517346,0.7031659499256379,False,49,True
sub-10661,M4,48,theta,5.0,5.0,True,49,True
sub-10661,M4,49,alpha,0.1925980959050354,0.0,True,43,True
sub-10661,M4,49,kappa,0.4708153355517346,0.5128270639773579,False,43,True
sub-10661,M4,49,theta,5.0,5.0,True,43,True
sub-10663,M1,0,kappa,0.3691891019520427,0.4430562544343912,False,50,True
sub-10663,M1,1,kappa,0.3691891019520427,1e-05,True,50,True
sub-10663,M1,2,kappa,0.3691891019520427,0.5003427344161009,False,50,True
sub-10663,M1,3,kappa,0.3691891019520427,0.5395920134528348,False,50,True
sub-10663,M1,4,kappa,0.3691891019520427,0.642152295761235,False,50,True
sub-10663,M1,5,kappa,0.3691891019520427,0.3874158384671455,False,50,True
sub-10663,M1,6,kappa,0.3691891019520427,0.4810469652379034,False,50,True
sub-10663,M1,7,kappa,0.3691891019520427,0.7525838930359903,False,50,True
sub-10663,M1,8,kappa,0.3691891019520427,0.5395920319190269,False,50,True
sub-10663,M1,9,kappa,0.3691891019520427,0.1935671246082372,False,50,True
sub-10663,M1,10,kappa,0.3691891019520427,0.3153445972259207,False,50,True
sub-10663,M1,11,kappa,0.3691891019520427,0.35110730806998924,False,50,True
sub-10663,M1,12,kappa,0.3691891019520427,0.6002982079029094,False,50,True
sub-10663,M1,13,kappa,0.3691891019520427,0.5595699600061153,False,50,True
sub-10663,M1,14,kappa,0.3691891019520427,0.4430562546063671,False,50,True
sub-10663,M1,15,kappa,0.3691891019520427,0.31534460045158114,False,50,True
sub-10663,M1,16,kappa,0.3691891019520427,0.5198537815422454,False,50,True
sub-10663,M1,17,kappa,0.3691891019520427,0.1595064605893162,False,50,True
sub-10663,M1,18,kappa,0.3691891019520427,0.19356710768998375,False,50,True
sub-10663,M1,19,kappa,0.3691891019520427,0.21069919315395577,False,50,True
sub-10663,M1,20,kappa,0.3691891019520427,0.5798007452256133,False,50,True
sub-10663,M1,21,kappa,0.3691891019520427,0.33316189969275534,False,49,True
sub-10663,M1,22,kappa,0.3691891019520427,0.5595699601657459,False,50,True
sub-10663,M1,23,kappa,0.3691891019520427,0.4619551019158677,False,50,True
sub-10663,M1,24,kappa,0.3691891019520427,0.2976474080200879,False,50,True
sub-10663,M1,25,kappa,0.3691891019520427,0.7758177037789694,False,50,True
sub-10663,M1,26,kappa,0.3691891019520427,0.5198537869160041,False,50,True
sub-10663,M1,27,kappa,0.3691891019520427,0.2625825485245001,False,50,True
sub-10663,M1,28,kappa,0.3691891019520427,0.2625825507595388,False,50,True
sub-10663,M1,29,kappa,0.3691891019520427,0.17650504665409925,False,50,True
sub-10663,M1,30,kappa,0.3691891019520427,0.7758177038212848,False,50,True
sub-10663,M1,31,kappa,0.3691891019520427,0.22790789892636643,False,50,True
sub-10663,M1,32,kappa,0.3691891019520427,0.3153446101988292,False,50,True
sub-10663,M1,33,kappa,0.3691891019520427,0.2976474081089027,False,50,True
sub-10663,M1,34,kappa,0.3691891019520427,0.008350852602610198,False,50,True
sub-10663,M1,35,kappa,0.3691891019520427,0.6002982078337024,False,50,True
sub-10663,M1,36,kappa,0.3691891019520427,0.42434001419827705,False,50,True
sub-10663,M1,37,kappa,0.3691891019520427,0.26258254772675044,False,50,True
sub-10663,M1,38,kappa,0.3691891019520427,0.5198537577376111,False,50,True
sub-10663,M1,39,kappa,0.3691891019520427,0.19356711863203588,False,50,True
sub-10663,M1,40,kappa,0.3691891019520427,0.125674284764107,False,50,True
sub-10663,M1,41,kappa,0.3691891019520427,0.752583893065339,False,50,True
sub-10663,M1,42,kappa,0.3691891019520427,0.5003427390746651,False,50,True
sub-10663,M1,43,kappa,0.3691891019520427,0.2800625672496428,False,49,True
sub-10663,M1,44,kappa,0.3691891019520427,0.46195510191656197,False,50,True
sub-10663,M1,45,kappa,0.3691891019520427,0.1425649693764681,False,50,True
sub-10663,M1,46,kappa,0.3691891019520427,0.19356711871252313,False,50,True
sub-10663,M1,47,kappa,0.3691891019520427,0.48104700361389624,False,50,True
sub-10663,M1,48,kappa,0.3691891019520427,0.3153445996163867,False,50,True
sub-10663,M1,49,kappa,0.3691891019520427,0.2976474081209033,False,50,True
sub-10663,M2,0,alpha,0.2561250653482776,0.22817396433910644,False,50,True
sub-10663,M2,0,kappa,0.823248055989694,0.6483311368048255,False,50,True
sub-10663,M2,1,alpha,0.2561250653482776,0.3816854255507305,False,50,True
sub-10663,M2,1,kappa,0.823248055989694,0.5890042891672583,False,50,True
sub-10663,M2,2,alpha,0.2561250653482776,0.37861644648962367,False,50,True
sub-10663,M2,2,kappa,0.823248055989694,0.5735207105177299,False,50,True
sub-10663,M2,3,alpha,0.2561250653482776,0.18077454111563993,False,50,True
sub-10663,M2,3,kappa,0.823248055989694,1.3242534864818971,False,50,True
sub-10663,M2,4,alpha,0.2561250653482776,0.19733551710572506,False,50,True
sub-10663,M2,4,kappa,0.823248055989694,1.434285309457586,False,50,True
sub-10663,M2,5,alpha,0.2561250653482776,0.13089082092978185,False,50,True
sub-10663,M2,5,kappa,0.823248055989694,1.3180328086655915,False,50,True
sub-10663,M2,6,alpha,0.2561250653482776,0.27659534599076796,False,50,True
sub-10663,M2,6,kappa,0.823248055989694,0.8077986853636232,False,50,True
sub-10663,M2,7,alpha,0.2561250653482776,0.2633864711831911,False,50,True
sub-10663,M2,7,kappa,0.823248055989694,0.9198760967267559,False,50,True
sub-10663,M2,8,alpha,0.2561250653482776,0.3056653691038135,False,50,True
sub-10663,M2,8,kappa,0.823248055989694,0.9047412068242788,False,50,True
sub-10663,M2,9,alpha,0.2561250653482776,0.24573270966121474,False,50,True
sub-10663,M2,9,kappa,0.823248055989694,0.9838881808626808,False,50,True
sub-10663,M2,10,alpha,0.2561250653482776,0.2059191804996848,False,47,True
sub-10663,M2,10,kappa,0.823248055989694,0.5222849876602748,False,47,True
sub-10663,M2,11,alpha,0.2561250653482776,0.21443056364209165,False,50,True
sub-10663,M2,11,kappa,0.823248055989694,0.7623537548062513,False,50,True
sub-10663,M2,12,alpha,0.2561250653482776,0.19432525700281728,False,50,True
sub-10663,M2,12,kappa,0.823248055989694,0.9971105344529299,False,50,True
sub-10663,M2,13,alpha,0.2561250653482776,0.22726285901115684,False,50,True
sub-10663,M2,13,kappa,0.823248055989694,1.3972304715483792,False,50,True
sub-10663,M2,14,alpha,0.2561250653482776,0.23211758338800031,False,50,True
sub-10663,M2,14,kappa,0.823248055989694,0.7591224762863413,False,50,True
sub-10663,M2,15,alpha,0.2561250653482776,0.18549746805202622,False,50,True
sub-10663,M2,15,kappa,0.823248055989694,0.8877542996092042,False,50,True
sub-10663,M2,16,alpha,0.2561250653482776,0.4473518827200565,False,50,True
sub-10663,M2,16,kappa,0.823248055989694,0.4444457400113718,False,50,True
sub-10663,M2,17,alpha,0.2561250653482776,0.3094348312872717,False,50,True
sub-10663,M2,17,kappa,0.823248055989694,1.3045528110300542,False,50,True
sub-10663,M2,18,alpha,0.2561250653482776,0.30495940912055897,False,50,True
sub-10663,M2,18,kappa,0.823248055989694,0.7826828294857953,False,50,True
sub-10663,M2,19,alpha,0.2561250653482776,0.23931691816822742,False,50,True
sub-10663,M2,19,kappa,0.823248055989694,1.0161049188362543,False,50,True
sub-10663,M2,20,alpha,0.2561250653482776,0.13750199402631952,False,50,True
sub-10663,M2,20,kappa,0.823248055989694,1.0440356433353677,False,50,True
sub-10663,M2,21,alpha,0.2561250653482776,0.18829457207993794,False,50,True
sub-10663,M2,21,kappa,0.823248055989694,1.3490224894379679,False,50,True
sub-10663,M2,22,alpha,0.2561250653482776,0.21870395658237216,False,50,True
sub-10663,M2,22,kappa,0.823248055989694,0.844128463151383,False,50,True
sub-10663,M2,23,alpha,0.2561250653482776,0.29302735051881684,False,50,True
sub-10663,M2,23,kappa,0.823248055989694,0.9908515650663163,False,50,True
sub-10663,M2,24,alpha,0.2561250653482776,0.5826072770392178,False,50,True
sub-10663,M2,24,kappa,0.823248055989694,0.7269252570538302,False,50,True
sub-10663,M2,25,alpha,0.2561250653482776,0.3237414810577815,False,50,True
sub-10663,M2,25,kappa,0.823248055989694,0.7592149649286553,False,50,True
sub-10663,M2,26,alpha,0.2561250653482776,0.23790708178522937,False,50,True
sub-10663,M2,26,kappa,0.823248055989694,0.4980188003875937,False,50,True
sub-10663,M2,27,alpha,0.2561250653482776,0.22886177636271512,False,50,True
sub-10663,M2,27,kappa,0.823248055989694,1.5133929840893647,False,50,True
sub-10663,M2,28,alpha,0.2561250653482776,0.37242492645766534,False,50,True
sub-10663,M2,28,kappa,0.823248055989694,0.43816434730972176,False,50,True
sub-10663,M2,29,alpha,0.2561250653482776,0.20192041262639535,False,50,True
sub-10663,M2,29,kappa,0.823248055989694,0.9034569176272947,False,50,True
sub-10663,M2,30,alpha,0.2561250653482776,0.25346873148973187,False,50,True
sub-10663,M2,30,kappa,0.823248055989694,0.39672191857050787,False,50,True
sub-10663,M2,31,alpha,0.2561250653482776,0.3513807153019884,False,50,True
sub-10663,M2,31,kappa,0.823248055989694,0.4456375685307663,False,50,True
sub-10663,M2,32,alpha,0.2561250653482776,0.2644077195301551,False,50,True
sub-10663,M2,32,kappa,0.823248055989694,0.8246983671791634,False,50,True
sub-10663,M2,33,alpha,0.2561250653482776,0.3114493082235531,False,50,True
sub-10663,M2,33,kappa,0.823248055989694,0.9432354394761243,False,50,True
sub-10663,M2,34,alpha,0.2561250653482776,0.252772704072962,False,50,True
sub-10663,M2,34,kappa,0.823248055989694,1.1954562389079522,False,50,True
sub-10663,M2,35,alpha,0.2561250653482776,0.26070077535408165,False,50,True
sub-10663,M2,35,kappa,0.823248055989694,1.2438936962154807,False,50,True
sub-10663,M2,36,alpha,0.2561250653482776,0.5110259410570547,False,50,True
sub-10663,M2,36,kappa,0.823248055989694,0.47498644197034956,False,50,True
sub-10663,M2,37,alpha,0.2561250653482776,0.19721886400043784,False,50,True
sub-10663,M2,37,kappa,0.823248055989694,0.7575552987058062,False,50,True
sub-10663,M2,38,alpha,0.2561250653482776,0.16175071391269374,False,50,True
sub-10663,M2,38,kappa,0.823248055989694,0.9435186621650314,False,50,True
sub-10663,M2,39,alpha,0.2561250653482776,0.21856180381831206,False,50,True
sub-10663,M2,39,kappa,0.823248055989694,1.017300986807734,False,50,True
sub-10663,M2,40,alpha,0.2561250653482776,0.2376277799504031,False,50,True
sub-10663,M2,40,kappa,0.823248055989694,0.7619647017605684,False,50,True
sub-10663,M2,41,alpha,0.2561250653482776,0.30358229425472294,False,50,True
sub-10663,M2,41,kappa,0.823248055989694,0.7703151074366587,False,50,True
sub-10663,M2,42,alpha,0.2561250653482776,0.2441542931117917,False,50,True
sub-10663,M2,42,kappa,0.823248055989694,0.7789018978499948,False,50,True
sub-10663,M2,43,alpha,0.2561250653482776,0.29988805038002625,False,50,True
sub-10663,M2,43,kappa,0.823248055989694,0.7885088499234396,False,50,True
sub-10663,M2,44,alpha,0.2561250653482776,0.29628954329986446,False,50,True
sub-10663,M2,44,kappa,0.823248055989694,0.8942239677761333,False,50,True
sub-10663,M2,45,alpha,0.2561250653482776,0.23392733267947344,False,50,True
sub-10663,M2,45,kappa,0.823248055989694,0.9088690301842035,False,50,True
sub-10663,M2,46,alpha,0.2561250653482776,0.3068949872809382,False,50,True
sub-10663,M2,46,kappa,0.823248055989694,1.1334622939794594,False,50,True
sub-10663,M2,47,alpha,0.2561250653482776,0.2591280182149229,False,50,True
sub-10663,M2,47,kappa,0.823248055989694,1.0360489474275547,False,50,True
sub-10663,M2,48,alpha,0.2561250653482776,0.3651096981177217,False,50,True
sub-10663,M2,48,kappa,0.823248055989694,0.48988597472172085,False,50,True
sub-10663,M2,49,alpha,0.2561250653482776,0.21073683976768856,False,50,True
sub-10663,M2,49,kappa,0.823248055989694,0.7797544877942935,False,50,True
sub-10663,M5,0,alpha,0.1651903743246669,0.25219876628654203,False,50,True
sub-10663,M5,0,kappa,1.0625141895702033,0.5505488838367344,False,50,True
sub-10663,M5,0,theta,0.3549454082084325,0.3619734851107736,False,50,True
sub-10663,M5,1,alpha,0.1651903743246669,0.32193309981266843,False,50,True
sub-10663,M5,1,kappa,1.0625141895702033,1.1226556809873385,False,50,True
sub-10663,M5,1,theta,0.3549454082084325,0.21125670964678087,False,50,True
sub-10663,M5,2,alpha,0.1651903743246669,0.15848537691603024,False,50,True
sub-10663,M5,2,kappa,1.0625141895702033,0.8774014424398432,False,50,True
sub-10663,M5,2,theta,0.3549454082084325,0.6025804647672848,False,50,True
sub-10663,M5,3,alpha,0.1651903743246669,0.14811812631091537,False,50,True
sub-10663,M5,3,kappa,1.0625141895702033,1.2029036030197853,False,50,True
sub-10663,M5,3,theta,0.3549454082084325,0.5461371037055981,False,50,True
sub-10663,M5,4,alpha,0.1651903743246669,0.19894718940624917,False,50,True
sub-10663,M5,4,kappa,1.0625141895702033,0.931964157598838,False,50,True
sub-10663,M5,4,theta,0.3549454082084325,0.6060413965875489,False,50,True
sub-10663,M5,5,alpha,0.1651903743246669,0.25061105014363555,False,50,True
sub-10663,M5,5,kappa,1.0625141895702033,1.3947700166974182,False,50,True
sub-10663,M5,5,theta,0.3549454082084325,0.06326870962923269,False,50,True
sub-10663,M5,6,alpha,0.1651903743246669,0.35042523926598274,False,50,True
sub-10663,M5,6,kappa,1.0625141895702033,0.6202885520876175,False,50,True
sub-10663,M5,6,theta,0.3549454082084325,0.7025235607620806,False,50,True
sub-10663,M5,7,alpha,0.1651903743246669,0.166511527191135,False,50,True
sub-10663,M5,7,kappa,1.0625141895702033,1.7207307791034845,False,50,True
sub-10663,M5,7,theta,0.3549454082084325,0.45987130674580484,False,50,True
sub-10663,M5,8,alpha,0.1651903743246669,0.0551774639050402,False,48,True
sub-10663,M5,8,kappa,1.0625141895702033,1.2274632562009362,False,48,True
sub-10663,M5,8,theta,0.3549454082084325,0.35226881316470854,False,48,True
sub-10663,M5,9,alpha,0.1651903743246669,0.175021532620159,False,50,True
sub-10663,M5,9,kappa,1.0625141895702033,1.4889661973291304,False,50,True
sub-10663,M5,9,theta,0.3549454082084325,0.40456630060654947,False,50,True
sub-10663,M5,10,alpha,0.1651903743246669,0.09287200831615132,False,50,True
sub-10663,M5,10,kappa,1.0625141895702033,1.702609647816128,False,50,True
sub-10663,M5,10,theta,0.3549454082084325,0.6369608766635543,False,50,True
sub-10663,M5,11,alpha,0.1651903743246669,0.2519281008548883,False,50,True
sub-10663,M5,11,kappa,1.0625141895702033,1.5785139787814333,False,50,True
sub-10663,M5,11,theta,0.3549454082084325,0.6797476029500412,False,50,True
sub-10663,M5,12,alpha,0.1651903743246669,0.20538568799405765,False,50,True
sub-10663,M5,12,kappa,1.0625141895702033,0.670514465321298,False,50,True
sub-10663,M5,12,theta,0.3549454082084325,0.3581025117164431,False,50,True
sub-10663,M5,13,alpha,0.1651903743246669,0.15870940281337673,False,50,True
sub-10663,M5,13,kappa,1.0625141895702033,2.2015525575684665,False,50,True
sub-10663,M5,13,theta,0.3549454082084325,0.4029444133404806,False,50,True
sub-10663,M5,14,alpha,0.1651903743246669,0.20046466045117595,False,50,True
sub-10663,M5,14,kappa,1.0625141895702033,0.7874717779992885,False,50,True
sub-10663,M5,14,theta,0.3549454082084325,0.4233622587284133,False,50,True
sub-10663,M5,15,alpha,0.1651903743246669,0.19727614339120333,False,50,True
sub-10663,M5,15,kappa,1.0625141895702033,1.1095628366081645,False,50,True
sub-10663,M5,15,theta,0.3549454082084325,0.34296799897873237,False,50,True
sub-10663,M5,16,alpha,0.1651903743246669,0.12019897477453004,False,50,True
sub-10663,M5,16,kappa,1.0625141895702033,1.1865727217138253,False,50,True
sub-10663,M5,16,theta,0.3549454082084325,0.40915746778672807,False,50,True
sub-10663,M5,17,alpha,0.1651903743246669,0.15352181021242822,False,50,True
sub-10663,M5,17,kappa,1.0625141895702033,1.3538586976503768,False,50,True
sub-10663,M5,17,theta,0.3549454082084325,0.4159899637800841,False,50,True
sub-10663,M5,18,alpha,0.1651903743246669,0.21058705615916928,False,50,True
sub-10663,M5,18,kappa,1.0625141895702033,1.4430068690637499,False,50,True
sub-10663,M5,18,theta,0.3549454082084325,0.4374982730433917,False,50,True
sub-10663,M5,19,alpha,0.1651903743246669,0.1412174626226188,False,50,True
sub-10663,M5,19,kappa,1.0625141895702033,1.5671122003398161,False,50,True
sub-10663,M5,19,theta,0.3549454082084325,0.2001244562140989,False,50,True
sub-10663,M5,20,alpha,0.1651903743246669,0.13230710975259513,False,50,True
sub-10663,M5,20,kappa,1.0625141895702033,1.1437839078632193,False,50,True
sub-10663,M5,20,theta,0.3549454082084325,0.4067437852112817,False,50,True
sub-10663,M5,21,alpha,0.1651903743246669,0.2647538941907612,False,50,True
sub-10663,M5,21,kappa,1.0625141895702033,1.1102063307920562,False,50,True
sub-10663,M5,21,theta,0.3549454082084325,0.3939592875384167,False,50,True
sub-10663,M5,22,alpha,0.1651903743246669,0.14537197646148128,False,50,True
sub-10663,M5,22,kappa,1.0625141895702033,0.8701386880983947,False,50,True
sub-10663,M5,22,theta,0.3549454082084325,0.4621902330827311,False,50,True
sub-10663,M5,23,alpha,0.1651903743246669,0.23785655989043322,False,50,True
sub-10663,M5,23,kappa,1.0625141895702033,1.0169132162308967,False,50,True
sub-10663,M5,23,theta,0.3549454082084325,0.3962715018431768,False,50,True
sub-10663,M5,24,alpha,0.1651903743246669,0.2159516115444754,False,50,True
sub-10663,M5,24,kappa,1.0625141895702033,1.4084443455288824,False,50,True
sub-10663,M5,24,theta,0.3549454082084325,0.2921582034606281,False,50,True
sub-10663,M5,25,alpha,0.1651903743246669,0.23560156789660724,False,50,True
sub-10663,M5,25,kappa,1.0625141895702033,1.1657302773371527,False,50,True
sub-10663,M5,25,theta,0.3549454082084325,0.4123394685888136,False,50,True
sub-10663,M5,26,alpha,0.1651903743246669,0.14837714226477663,False,50,True
sub-10663,M5,26,kappa,1.0625141895702033,0.8096094129074135,False,50,True
sub-10663,M5,26,theta,0.3549454082084325,0.27995015988429406,False,50,True
sub-10663,M5,27,alpha,0.1651903743246669,0.18166543455392983,False,49,True
sub-10663,M5,27,kappa,1.0625141895702033,1.6805908294291088,False,49,True
sub-10663,M5,27,theta,0.3549454082084325,0.3585697704452388,False,49,True
sub-10663,M5,28,alpha,0.1651903743246669,0.08720345121840051,False,50,True
sub-10663,M5,28,kappa,1.0625141895702033,0.9019362622319165,False,50,True
sub-10663,M5,28,theta,0.3549454082084325,0.7568082030727433,False,50,True
sub-10663,M5,29,alpha,0.1651903743246669,0.11166339648623479,False,50,True
sub-10663,M5,29,kappa,1.0625141895702033,0.8890315072912786,False,50,True
sub-10663,M5,29,theta,0.3549454082084325,0.6562098190877639,False,50,True
sub-10663,M5,30,alpha,0.1651903743246669,0.15004842946901414,False,50,True
sub-10663,M5,30,kappa,1.0625141895702033,1.6622344757228478,False,50,True
sub-10663,M5,30,theta,0.3549454082084325,0.3979414707679735,False,50,True
sub-10663,M5,31,alpha,0.1651903743246669,0.1195519529321572,False,48,True
sub-10663,M5,31,kappa,1.0625141895702033,1.3636857661029216,False,48,True
sub-10663,M5,31,theta,0.3549454082084325,0.09854339559028391,False,48,True
sub-10663,M5,32,alpha,0.1651903743246669,0.18627670006343938,False,50,True
sub-10663,M5,32,kappa,1.0625141895702033,0.9104061690791281,False,50,True
sub-10663,M5,32,theta,0.3549454082084325,0.5600661840992475,False,50,True
sub-10663,M5,33,alpha,0.1651903743246669,0.12758345751705444,False,50,True
sub-10663,M5,33,kappa,1.0625141895702033,1.0904232474001274,False,50,True
sub-10663,M5,33,theta,0.3549454082084325,0.5145617014318408,False,50,True
sub-10663,M5,34,alpha,0.1651903743246669,0.19190165571404513,False,50,True
sub-10663,M5,34,kappa,1.0625141895702033,1.07025991343319,False,50,True
sub-10663,M5,34,theta,0.3549454082084325,0.4970478169958753,False,50,True
sub-10663,M5,35,alpha,0.1651903743246669,0.25078660719586,False,49,True
sub-10663,M5,35,kappa,1.0625141895702033,0.6361878321425972,False,49,True
sub-10663,M5,35,theta,0.3549454082084325,0.07623089924853295,False,49,True
sub-10663,M5,36,alpha,0.1651903743246669,0.25250325203381135,False,50,True
sub-10663,M5,36,kappa,1.0625141895702033,1.0378866640774267,False,50,True
sub-10663,M5,36,theta,0.3549454082084325,0.1647574861027095,False,50,True
sub-10663,M5,37,alpha,0.1651903743246669,0.1527603493622885,False,50,True
sub-10663,M5,37,kappa,1.0625141895702033,1.0215363243128381,False,50,True
sub-10663,M5,37,theta,0.3549454082084325,0.07786940833365558,False,50,True
sub-10663,M5,38,alpha,0.1651903743246669,0.14474477333477834,False,50,True
sub-10663,M5,38,kappa,1.0625141895702033,1.8419727401348018,False,50,True
sub-10663,M5,38,theta,0.3549454082084325,0.6058177850786955,False,50,True
sub-10663,M5,39,alpha,0.1651903743246669,0.14991181831820546,False,50,True
sub-10663,M5,39,kappa,1.0625141895702033,0.6603682634412193,False,50,True
sub-10663,M5,39,theta,0.3549454082084325,0.8188727732476866,False,50,True
sub-10663,M5,40,alpha,0.1651903743246669,0.173195360835346,False,48,True
sub-10663,M5,40,kappa,1.0625141895702033,0.9810595039688305,False,48,True
sub-10663,M5,40,theta,0.3549454082084325,0.18778262166072562,False,48,True
sub-10663,M5,41,alpha,0.1651903743246669,0.12444565851033884,False,49,True
sub-10663,M5,41,kappa,1.0625141895702033,0.9643623972322669,False,49,True
sub-10663,M5,41,theta,0.3549454082084325,0.5510760681832014,False,49,True
sub-10663,M5,42,alpha,0.1651903743246669,0.12404646474952402,False,50,True
sub-10663,M5,42,kappa,1.0625141895702033,1.2976951284965907,False,50,True
sub-10663,M5,42,theta,0.3549454082084325,0.4177489828090605,False,50,True
sub-10663,M5,43,alpha,0.1651903743246669,0.17133023265032182,False,49,True
sub-10663,M5,43,kappa,1.0625141895702033,1.821277958050683,False,49,True
sub-10663,M5,43,theta,0.3549454082084325,0.2167018275915584,False,49,True
sub-10663,M5,44,alpha,0.1651903743246669,0.25180519570413185,False,50,True
sub-10663,M5,44,kappa,1.0625141895702033,0.9880890444274038,False,50,True
sub-10663,M5,44,theta,0.3549454082084325,0.41071262447955925,False,50,True
sub-10663,M5,45,alpha,0.1651903743246669,0.23528185063261567,False,50,True
sub-10663,M5,45,kappa,1.0625141895702033,0.9148869994765403,False,50,True
sub-10663,M5,45,theta,0.3549454082084325,0.1692358326338272,False,50,True
sub-10663,M5,46,alpha,0.1651903743246669,0.25095826352805767,False,50,True
sub-10663,M5,46,kappa,1.0625141895702033,0.6834486221184882,False,50,True
sub-10663,M5,46,theta,0.3549454082084325,0.3549173604429333,False,50,True
sub-10663,M5,47,alpha,0.1651903743246669,0.15767551070367314,False,50,True
sub-10663,M5,47,kappa,1.0625141895702033,1.6162423169405242,False,50,True
sub-10663,M5,47,theta,0.3549454082084325,0.3830907634708768,False,50,True
sub-10663,M5,48,alpha,0.1651903743246669,0.11329041895296957,False,49,True
sub-10663,M5,48,kappa,1.0625141895702033,1.2289218699731548,False,49,True
sub-10663,M5,48,theta,0.3549454082084325,0.4574791945014428,False,49,True
sub-10663,M5,49,alpha,0.1651903743246669,0.0991096413277432,False,50,True
sub-10663,M5,49,kappa,1.0625141895702033,1.5202782474972163,False,50,True
sub-10663,M5,49,theta,0.3549454082084325,0.4629392014566881,False,50,True
sub-10663,M6,0,alpha,0.1971444496312386,0.21132790547746466,False,27,True
sub-10663,M6,0,kappa,0.9650502216027148,0.4755254968052086,False,27,True
sub-10663,M6,0,theta,0.1464132147097238,0.03562861845377891,False,27,True
sub-10663,M6,1,alpha,0.1971444496312386,0.3783467443427403,False,50,True
sub-10663,M6,1,kappa,0.9650502216027148,0.4587487053781877,False,50,True
sub-10663,M6,1,theta,0.1464132147097238,0.0,True,50,True
sub-10663,M6,2,alpha,0.1971444496312386,0.2597762925036246,False,50,True
sub-10663,M6,2,kappa,0.9650502216027148,1.0036344653514377,False,50,True
sub-10663,M6,2,theta,0.1464132147097238,0.07217070025570643,False,50,True
sub-10663,M6,3,alpha,0.1971444496312386,0.1445549309044281,False,42,True
sub-10663,M6,3,kappa,0.9650502216027148,1.214254500754541,False,42,True
sub-10663,M6,3,theta,0.1464132147097238,0.16010592691581677,False,42,True
sub-10663,M6,4,alpha,0.1971444496312386,0.16764388697021734,False,50,True
sub-10663,M6,4,kappa,0.9650502216027148,1.1399425524381108,False,50,True
sub-10663,M6,4,theta,0.1464132147097238,0.14561747344733622,False,50,True
sub-10663,M6,5,alpha,0.1971444496312386,0.07586628165845813,False,50,True
sub-10663,M6,5,kappa,0.9650502216027148,1.239828026227908,False,50,True
sub-10663,M6,5,theta,0.1464132147097238,0.24797487903143933,False,50,True
sub-10663,M6,6,alpha,0.1971444496312386,0.19734622008047048,False,50,True
sub-10663,M6,6,kappa,0.9650502216027148,1.2745315064054465,False,50,True
sub-10663,M6,6,theta,0.1464132147097238,0.272367662564251,False,50,True
sub-10663,M6,7,alpha,0.1971444496312386,0.1711291585802417,False,49,True
sub-10663,M6,7,kappa,0.9650502216027148,1.367310911141088,False,49,True
sub-10663,M6,7,theta,0.1464132147097238,0.3703979434753034,False,49,True
sub-10663,M6,8,alpha,0.1971444496312386,0.19561607938512499,False,49,True
sub-10663,M6,8,kappa,0.9650502216027148,1.0247664739393583,False,49,True
sub-10663,M6,8,theta,0.1464132147097238,0.15789679969412093,False,49,True
sub-10663,M6,9,alpha,0.1971444496312386,0.16092629276417686,False,50,True
sub-10663,M6,9,kappa,0.9650502216027148,1.1970776835445376,False,50,True
sub-10663,M6,9,theta,0.1464132147097238,0.3387239064975003,False,50,True
sub-10663,M6,10,alpha,0.1971444496312386,0.20355662894952375,False,50,True
sub-10663,M6,10,kappa,0.9650502216027148,1.1928885158299949,False,50,True
sub-10663,M6,10,theta,0.1464132147097238,0.15808847492609812,False,50,True
sub-10663,M6,11,alpha,0.1971444496312386,0.10495465756461951,False,50,True
sub-10663,M6,11,kappa,0.9650502216027148,1.6193116273293162,False,50,True
sub-10663,M6,11,theta,0.1464132147097238,0.3475884463344591,False,50,True
