parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.78203,0.00487152,0.346169,0.334062,-3.39872,-2.74971,-2.28204,5052.59,11642.4,0.648511,1.00142,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
mu[2],-1.55343,0.00154307,0.151707,0.151738,-1.80889,-1.55094,-1.30955,9697.69,16817.8,1.24472,1.0005,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
mu[3],6.95734,0.00793581,0.863002,0.861369,5.58344,6.93529,8.40352,11851.6,18866.6,1.52119,1.00018,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
tau[1],1.33412,0.00399658,0.324692,0.30705,0.827358,1.31945,1.89111,6459.66,8180.85,0.829112,1.00056,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
tau[2],1.39803,0.00126439,0.112152,0.111299,1.2245,1.39197,1.5917,7882.7,14593.1,1.01176,1.00021,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
tau[3],6.51465,0.00407102,0.620263,0.621525,5.54285,6.49063,7.58146,23043.5,23266.2,2.95768,1.00011,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
"beta[1,1]",-0.115775,0.00187412,0.244852,0.235787,-0.535566,-0.104936,0.26575,17354.5,20209.0,2.22749,1.00022,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
"beta[2,1]",-0.133611,0.00127131,0.131289,0.131394,-0.349282,-0.133868,0.0827951,10708.0,17739.3,1.37439,1.00043,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
"beta[3,1]",0.385787,0.00426127,0.560843,0.561883,-0.533724,0.390334,1.30195,17325.2,22258.7,2.22373,1.00026,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
"natural[1,1]",0.0821673,0.000661281,0.0898012,0.0549906,0.00365012,0.049507,0.275053,17918.6,21047.8,2.29989,1.00007,H5_full_age_prior1.5,111,0,diag_e,4,3000,8000,0.95,0,0.6958258871197155,True
